strategy_id,date,initial_kWh,final_kWh,planned_kWh,emergency_kWh,unused_kWh,charge_kWh,discharge_kWh,loss_kWh,planned_cost_yuan,emergency_cost_yuan,total_cost_yuan,emergency_slots,emergency_events,theta,theta_preset,residual_days,fallback_reason,solver_seconds,mip_gap,milp_fallback,nominal_terminal_error_kWh
G4_lightgbm_fixed,2025-02-01,8801.462273333342,7270.600430755467,44521.25140833958,0.0,8400.05409393883,16425.247575723723,14682.226194656309,3273.8832236452963,23497.042735628493,0.0,23497.042735628493,0,0,0.80,0.80,28,,0.027889200020581484,0.0,False,0.0
G4_lightgbm_fixed,2025-02-02,7270.600430755467,7129.7726504980155,92519.32381554358,0.0,10253.102213073189,21245.729761590086,17335.78610911968,4050.7714327278627,58811.97455069576,0.0,58811.97455069576,0,0,0.80,0.80,28,,0.023493200074881315,0.0,False,0.0
G4_lightgbm_fixed,2025-02-03,7129.7726504980155,6292.836073274441,87630.57591910489,0.0,3982.9426295742014,22020.840573852245,18590.123784321542,4267.653366754286,55200.58714235614,0.0,55200.58714235614,0,0,0.80,0.80,28,,0.021868300158530474,0.0,False,0.0
G4_lightgbm_fixed,2025-02-04,6292.836073274441,6557.857982118014,88758.67860105481,0.0,2645.3873132058734,24631.09273626167,19712.665398412737,4653.405429005361,55674.31900041263,0.0,55674.31900041263,0,0,0.80,0.80,28,,0.04660090012475848,0.0,False,0.0
G4_lightgbm_fixed,2025-02-05,6557.857982118014,6372.620006337863,86677.45740698665,472.78682498083737,2019.82229738144,23940.57436555189,19558.57941429917,4567.2329270328755,54339.071440514745,2298.327750738696,56637.39919125344,6,3,0.80,0.80,28,,0.024041099939495325,0.0,False,0.0
G4_lightgbm_fixed,2025-02-06,6372.620006337863,6441.355769666295,88686.80061318194,21.052866666666773,3981.977130536612,23120.826029735537,18666.006897090203,4386.083369316911,55815.220397642326,122.98032063333395,55938.20071827566,1,1,0.80,0.80,28,,0.028736199950799346,0.0,False,0.0
G4_lightgbm_fixed,2025-02-07,6441.355769666295,6547.426399471619,43823.795043562735,0.0,8229.595013341517,19437.14103541981,15648.620671865252,3682.449733749232,22633.685590359448,0.0,22633.685590359448,0,0,0.80,0.80,28,,0.03823819989338517,0.0,False,0.0
G4_lightgbm_fixed,2025-02-08,6547.426399471619,6582.202344148737,40178.38792006264,0.0,5008.036744735825,18746.79004447758,15153.601585817432,3558.4125139830294,20802.04371875065,0.0,20802.04371875065,0,0,0.80,0.80,28,,0.04694569995626807,0.0,False,0.0
G4_lightgbm_fixed,2025-02-09,6582.202344148737,6620.367931235481,88306.33641386821,0.0,4309.374414676055,23195.773706039057,18754.22767351357,4403.380445438748,55563.93381946283,0.0,55563.93381946283,0,0,0.80,0.80,28,,0.023982899961993098,0.0,False,0.0
G4_lightgbm_fixed,2025-02-10,6620.367931235481,6538.441540633133,88559.9581253783,0.0,10496.761051393592,20054.17495891312,16317.615468261743,3818.4858812537286,55730.37760831408,0.0,55730.37760831408,0,0,0.80,0.80,28,,0.03098769998177886,0.0,False,0.0
