strategy_id,predictor_id,alpha,date,issue_time,slot,start_time,end_time,price_yuan_kWh,load_kW,pv_kW,load_forecast_kW,pv_forecast_kW,net_forecast_kWh,residual_adjustment_kWh,protected_net_kWh,residual_days,fallback_reason,planned_kWh,charge_kWh,discharge_kWh,emergency_kWh,unused_kWh,state_start_kWh,state_end_kWh,nominal_state_end_kWh,planned_cost_yuan,emergency_cost_yuan
L_q90,lightgbm,0.9,2025-02-01,2025-02-01,0,2025-02-01 00:00:00,2025-02-01 00:10:00,0.4248,2532.1822,0.0,2639.7079699313745,0.0,439.95132832189574,33.095600000000104,473.04692832189585,28,,1026.977735729294,604.9473690626273,0.0,0.0,0.0,8801.462273333342,9345.914905489706,9300.0,436.2601421378041,0.0
L_q90,lightgbm,0.9,2025-02-01,2025-02-01,1,2025-02-01 00:10:00,2025-02-01 00:20:00,0.4245,2492.4439,0.0,2710.0206912832773,0.0,451.6701152138795,41.44535413857602,493.11546935245553,28,,1326.448802685789,833.3333333333333,0.0,0.0,77.70815268578895,9345.914905489706,10095.914905489706,10050.0,563.0775167401174,0.0
L_q90,lightgbm,0.9,2025-02-01,2025-02-01,2,2025-02-01 00:20:00,2025-02-01 00:30:00,0.4269,2464.3,0.0,2761.730544932637,0.0,460.28842415543943,40.86833333333334,501.15675748877277,28,,501.15675748877277,90.44009082210607,0.0,0.0,0.0,10095.914905489706,10177.3109872296,10050.0,213.9438197719571,0.0
L_q90,lightgbm,0.9,2025-02-01,2025-02-01,3,2025-02-01 00:30:00,2025-02-01 00:40:00,0.4272,2581.7688,0.0,2736.037180578772,0.0,456.0061967631287,42.4796833333333,498.485880096462,28,,498.485880096462,68.19108009646203,0.0,0.0,0.0,10177.3109872296,10238.682959316417,10050.0,212.95316797720858,0.0
L_q90,lightgbm,0.9,2025-02-01,2025-02-01,4,2025-02-01 00:40:00,2025-02-01 00:50:00,0.4271,2546.4635,0.0,2677.406836613144,0.0,446.23447276885736,45.3493666666667,491.58383943552406,28,,491.58383943552406,67.17325610219075,0.0,0.0,0.0,10238.682959316417,10299.138889808388,10050.0,209.9554578229123,0.0
L_q90,lightgbm,0.9,2025-02-01,2025-02-01,5,2025-02-01 00:50:00,2025-02-01 01:00:00,0.4285,2436.31,0.0,2822.6120597427303,0.0,470.435343290455,62.049999999999955,532.4853432904549,28,,532.4853432904549,126.4336766237883,0.0,0.0,0.0,10299.138889808388,10412.929198769798,10050.0,228.16996959995993,0.0
L_q90,lightgbm,0.9,2025-02-01,2025-02-01,6,2025-02-01 01:00:00,2025-02-01 01:10:00,0.4311,2620.5011,0.0,2848.2915616170603,0.0,474.71526026951005,37.26134999999999,511.97661026951005,28,,511.97661026951005,75.22642693617672,0.0,0.0,0.0,10412.929198769798,10480.632983012358,10050.0,220.71311668718576,0.0
L_q90,lightgbm,0.9,2025-02-01,2025-02-01,7,2025-02-01 01:10:00,2025-02-01 01:20:00,0.4302,2710.7861,0.0,2791.6672715546147,0.0,465.27787859243574,33.04862186808157,498.3265004605173,28,,498.3265004605173,46.52881712718403,0.0,0.0,0.0,10480.632983012358,10522.508918426824,10050.0,214.38006049811457,0.0
L_q90,lightgbm,0.9,2025-02-01,2025-02-01,8,2025-02-01 01:20:00,2025-02-01 01:30:00,0.4279,2676.48,0.0,2761.6110471468514,0.0,460.2685078578086,43.15666666666675,503.4251745244753,28,,503.4251745244753,57.34517452447534,0.0,0.0,0.0,10522.508918426824,10574.119575498851,10050.0,215.415632179023,0.0
L_q90,lightgbm,0.9,2025-02-01,2025-02-01,9,2025-02-01 01:30:00,2025-02-01 01:40:00,0.4312,2830.598,0.0,2852.6987792797127,0.0,475.44979654661876,44.104016666666666,519.5538132132854,28,,519.5538132132854,47.78747987995206,0.0,0.0,0.0,10574.119575498851,10617.128307390809,10050.0,224.03160425756866,0.0
