strategy_id,alpha,date,slot,nominal_charge_kWh,nominal_discharge_kWh,nominal_unused_kWh,nominal_binary_mode,nominal_state_start_kWh,nominal_state_end_kWh,nominal_planned_cost_yuan
L_q90,0.9,2025-02-01,0,553.9308074073981,0.0,0.0,0.9999999999999984,8801.462273333342,9300.0,436.2601421378041
L_q90,0.9,2025-02-01,1,833.3333333333333,0.0,0.0,1.0,9300.0,10050.0,563.0775167401174
L_q90,0.9,2025-02-01,2,0.0,0.0,0.0,0.0,10050.0,10050.0,213.9438197719571
L_q90,0.9,2025-02-01,3,0.0,0.0,0.0,0.0,10050.0,10050.0,212.95316797720858
L_q90,0.9,2025-02-01,4,0.0,0.0,0.0,0.0,10050.0,10050.0,209.9554578229123
L_q90,0.9,2025-02-01,5,0.0,0.0,0.0,0.0,10050.0,10050.0,228.16996959995993
L_q90,0.9,2025-02-01,6,0.0,0.0,0.0,0.0,10050.0,10050.0,220.71311668718576
L_q90,0.9,2025-02-01,7,0.0,0.0,0.0,0.0,10050.0,10050.0,214.38006049811457
L_q90,0.9,2025-02-01,8,0.0,0.0,0.0,-0.0,10050.0,10050.0,215.415632179023
L_q90,0.9,2025-02-01,9,0.0,0.0,0.0,0.0,10050.0,10050.0,224.03160425756866
L_q90,0.9,2025-02-01,10,0.0,0.0,0.0,0.0,10050.0,10050.0,229.69400442214146
L_q90,0.9,2025-02-01,11,0.0,0.0,0.0,0.0,10050.0,10050.0,233.42892620595063
L_q90,0.9,2025-02-01,12,0.0,0.0,0.0,0.0,10050.0,10050.0,221.53102274366765
L_q90,0.9,2025-02-01,13,0.0,0.0,0.0,0.0,10050.0,10050.0,224.8623301739307
L_q90,0.9,2025-02-01,14,0.0,0.0,0.0,0.0,10050.0,10050.0,235.14074798768218
L_q90,0.9,2025-02-01,15,0.0,0.0,0.0,0.0,10050.0,10050.0,236.1767993687479
L_q90,0.9,2025-02-01,16,0.0,0.0,0.0,0.0,10050.0,10050.0,244.6542854469584
L_q90,0.9,2025-02-01,17,0.0,0.0,0.0,0.0,10050.0,10050.0,248.54805823911565
L_q90,0.9,2025-02-01,18,0.0,0.0,0.0,0.0,10050.0,10050.0,242.95097368984145
L_q90,0.9,2025-02-01,19,0.0,0.0,0.0,0.0,10050.0,10050.0,243.57740907305916
L_q90,0.9,2025-02-01,20,0.0,0.0,0.0,0.0,10050.0,10050.0,241.29983636426147
L_q90,0.9,2025-02-01,21,0.0,0.0,0.0,0.0,10050.0,10050.0,241.68037330577997
