month,planned_kWh,emergency_kWh,unused_kWh,charge_kWh,discharge_kWh,loss_kWh,planned_cost_yuan,emergency_cost_yuan,total_cost_yuan,emergency_slots,emergency_events
2025-02,2037378.8063694926,86.91347113523977,218614.14091945413,562046.2199976341,457074.31314312713,106990.65679344423,1243876.6846102155,416.9238442532041,1244293.6084544687,8,8
2025-03,1909374.1968532044,1669.5695506317647,273212.75959223235,585754.4768442329,474241.13649929565,111268.90729545616,1142874.3128450036,11151.215204199905,1154025.5280492033,11,3
2025-04,1655256.906689145,1868.8279951608056,336229.8241579358,545099.7036145763,441933.39208820637,103613.68059348057,964528.5030178376,10137.46662396425,974665.9696418019,13,3
2025-05,1688294.502063424,3520.0499990298686,403389.53305972763,528022.8527708398,426408.29873478017,100180.98513650402,1008817.9925360254,21821.484499219678,1030639.477035245,34,9
2025-06,2220355.894522203,8257.539279794724,380581.700021697,518016.2637298904,419977.6961329229,98465.81483220271,1395137.3000620897,54736.82529288465,1449874.1253549743,37,15
2025-07,2417304.613897644,3783.7688249203684,370868.1290390456,554308.8418166391,448907.8476497869,105309.53392052914,1526299.8046278707,24995.6196218171,1551295.4242496877,38,15
2025-08,2100639.8709283825,819.8173872395048,413712.4061794454,547764.5654643278,444130.14759481756,104124.25072363476,1314084.882150971,4784.722697727618,1318869.6048486987,31,20
2025-09,1871787.0102890984,3553.1981578888863,385203.98769987427,537844.3210061927,436091.96750907955,102239.09515718368,1161309.478860408,23163.534621614086,1184473.013482022,21,11
2025-10,1897691.153729031,211.58189114718618,312299.94935835886,581737.0349654162,471267.8397369301,110536.79680064498,1153028.31834049,1435.9775199016733,1154464.2958603918,2,2
2025-11,2115067.4925033604,120.9257666300872,212731.56771347846,602509.556824229,488025.1142510502,114475.96837698406,1305099.8483910896,736.636062384217,1305836.4844534737,6,5
2025-12,2721196.1097269696,6070.071904719296,233714.21970107802,682386.7416035286,552871.715906251,129668.86481660299,1710763.5763176815,29539.766144708825,1740303.3424623902,26,7
