strategy_id,alpha,date,day_index,elapsed_seconds,mip_gap,mip_node_count,fallback,residual_days,reason,check_bus_balance_max_abs_kWh,check_battery_balance_max_abs_kWh,check_boundary_error_kWh,check_state_bound_violation_kWh,check_flow_bound_violation_kWh,check_simultaneous_charge_discharge_kWh,check_binary_integrality_error,check_binary_bound_violation,check_binary_gate_violation_kWh
L_q90,0.9,2025-02-01,31,0.029100399930030107,0.0,1,False,28,,2.2737367544323206e-13,8.881784197001252e-13,0.0,0.0,0.0,0.0,1.5543122344752192e-15,0.0,0.0
L_q90,0.9,2025-02-02,32,0.023803099989891052,0.0,1,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,8.519500894228826e-15,8.519500894228826e-15,7.099584078524021e-12
L_q90,0.9,2025-02-03,33,0.020529699977487326,0.0,1,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,7.549516567451064e-15,0.0,0.0
L_q90,0.9,2025-02-04,34,0.025336400140076876,0.0,1,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,6.661338147750939e-16,6.661338147750939e-16,5.551115123125783e-13
L_q90,0.9,2025-02-05,35,0.02613250003196299,0.0,1,False,28,,2.2737367544323206e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,1.887379141862766e-15,0.0,0.0
L_q90,0.9,2025-02-06,36,0.026823299936950207,0.0,1,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,4.440892098500626e-16,4.440892098500626e-16,3.700743415417188e-13
L_q90,0.9,2025-02-07,37,0.025709799956530333,0.0,1,False,28,,2.2737367544323206e-13,8.810729923425242e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L_q90,0.9,2025-02-08,38,0.0586347000207752,0.0,1,False,28,,2.2737367544323206e-13,1.2505552149377763e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L_q90,0.9,2025-02-09,39,0.0430048000998795,0.0,1,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L_q90,0.9,2025-02-10,40,0.0365786999464035,0.0,1,False,28,,1.1368683772161603e-13,7.958078640513122e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L_q90,0.9,2025-02-11,41,0.013963799923658371,0.0,1,False,28,,2.2737367544323206e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L_q90,0.9,2025-02-12,42,0.020648099947720766,0.0,1,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,6.661338147750939e-15,1.7763568394002505e-15,1.4802973661668753e-12
L_q90,0.9,2025-02-13,43,0.028496199985966086,0.0,1,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,7.549516567451064e-15,0.0,0.0
L_q90,0.9,2025-02-14,44,0.030287700006738305,0.0,1,False,28,,2.2737367544323206e-13,1.9824142327706795e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L_q90,0.9,2025-02-15,45,0.04206329979933798,0.0,1,False,28,,1.1368683772161603e-13,8.242295734817162e-13,0.0,0.0,5.400124791776761e-13,0.0,8.901399451625614e-14,3.1086244689504383e-15,2.5905203907920318e-12
L_q90,0.9,2025-02-16,46,0.02256350009702146,0.0,1,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,2.9976021664879227e-14,0.0,0.0
L_q90,0.9,2025-02-17,47,0.026601500110700727,0.0,1,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,2.6645352591003757e-14,0.0,0.0
L_q90,0.9,2025-02-18,48,0.014144199900329113,0.0,1,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L_q90,0.9,2025-02-19,49,0.017324799904599786,0.0,1,False,28,,1.1368683772161603e-13,1.0231815394945443e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L_q90,0.9,2025-02-20,50,0.03963200002908707,0.0,1,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,1.6190752442450224e-12,0.0,1.9984014443252818e-15,1.9984014443252818e-15,1.6653345369377346e-12
L_q90,0.9,2025-02-21,51,0.03616139991208911,0.0,1,False,28,,2.2737367544323206e-13,1.7053025658242404e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L_q90,0.9,2025-02-22,52,0.05826240009628236,0.0,1,False,28,,2.2737367544323206e-13,1.3642420526593924e-12,0.0,0.0,0.0,0.0,1.1102230246251565e-15,0.0,0.0
L_q90,0.9,2025-02-23,53,0.024824899854138494,0.0,1,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,1.7053025658242404e-12,0.0,3.885780586188036e-15,2.0463630789890888e-15,1.2952601953960159e-12
L_q90,0.9,2025-02-24,54,0.01490090019069612,0.0,1,False,28,,2.2737367544323206e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L_q90,0.9,2025-02-25,55,0.022226199973374605,0.0,1,False,28,,2.2737367544323206e-13,9.059419880941277e-13,0.0,0.0,0.0,0.0,1.7763568394002505e-15,0.0,0.0
L_q90,0.9,2025-02-26,56,0.021042499924078584,0.0,1,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,9.103828801926284e-15,9.103828801926284e-15,7.586524001605236e-12
L_q90,0.9,2025-02-27,57,0.025884600123390555,0.0,1,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,2.6645352591003757e-15,2.6645352591003757e-15,2.220446049250313e-12
L_q90,0.9,2025-02-28,58,0.0393503000959754,0.0,1,False,28,,2.2737367544323206e-13,7.958078640513122e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L_q90,0.9,2025-03-01,59,0.023904699832201004,0.0,1,False,28,,2.2737367544323206e-13,8.810729923425242e-13,0.0,1.3642420526593924e-12,1.3959536320747334e-12,0.0,2.7542191750159553e-15,2.7542191750159553e-15,1.850371707708594e-12
L_q90,0.9,2025-03-02,60,0.025498499860987067,0.0,1,False,28,,1.1368683772161603e-13,8.384404281969182e-13,0.0,0.0,0.0,0.0,6.772360450213455e-15,0.0,0.0
L_q90,0.9,2025-03-03,61,0.013631500070914626,0.0,1,False,28,,2.2737367544323206e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L_q90,0.9,2025-03-04,62,0.03717299993149936,0.0,1,False,28,,2.2737367544323206e-13,9.094947017729282e-13,0.0,0.0,1.6190752442450194e-12,0.0,1.9984014443252818e-15,1.9984014443252818e-15,1.6653345369377346e-12
L_q90,0.9,2025-03-05,63,0.022343700053170323,0.0,1,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,1.619075244245023e-12,0.0,4.5796699765787565e-15,1.942890293094028e-15,0.0
L_q90,0.9,2025-03-06,64,0.02375159994699061,0.0,1,False,28,,1.1368683772161603e-13,8.810729923425242e-13,0.0,0.0,0.0,0.0,1.9984014443252818e-15,1.9984014443252818e-15,1.6653345369377346e-12
L_q90,0.9,2025-03-07,65,0.042208800092339516,2.0554803631133883e-16,1,False,28,,2.2737367544323206e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L_q90,0.9,2025-03-08,66,0.031154199969023466,0.0,1,False,28,,2.2737367544323206e-13,1.8189894035458565e-12,0.0,1.8189894035458565e-12,4.355420116088753e-12,0.0,1.2434497875801753e-14,1.2434497875801753e-14,1.0362081563168127e-11
L_q90,0.9,2025-03-09,67,0.02928949985653162,0.0,1,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,7.438494264988549e-15,0.0,0.0
L_q90,0.9,2025-03-10,68,0.02568420022726059,0.0,1,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,8.881784197001252e-16,8.881784197001252e-16,7.401486830834376e-13
L_q90,0.9,2025-03-11,69,0.02619060012511909,0.0,1,False,28,,1.1368683772161603e-13,7.105427357601002e-13,0.0,0.0,0.0,0.0,1.6653345369377348e-15,0.0,0.0
L_q90,0.9,2025-03-12,70,0.03735859994776547,0.0,1,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,8.659739592076221e-15,8.659739592076221e-15,7.216449660063517e-12
L_q90,0.9,2025-03-13,71,0.021424900041893125,0.0,1,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,2.609024107869118e-14,1.9984014443252818e-15,1.6653345369377346e-12
L_q90,0.9,2025-03-14,72,0.06730960006825626,0.0,1,False,28,,2.2737367544323206e-13,8.739675649849232e-13,0.0,0.0,7.233931687984406e-13,0.0,1.710242305120677e-14,8.680718025581288e-16,0.0
L_q90,0.9,2025-03-15,73,0.026600699871778488,0.0,1,False,28,,2.2737367544323206e-13,7.958078640513122e-13,0.0,0.0,0.0,0.0,1.4099832412739488e-14,1.1102230246251565e-15,9.25185853854297e-13
L_q90,0.9,2025-03-16,74,0.021217199973762035,0.0,1,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,1.619075244245023e-12,0.0,3.774758283725532e-15,1.9984014443252818e-15,1.6653345369377346e-12
L_q90,0.9,2025-03-17,75,0.03283999999985099,0.0,1,False,28,,1.1368683772161603e-13,1.8189894035458565e-12,0.0,0.0,0.0,0.0,3.9968028886505635e-15,3.9968028886505635e-15,3.3306690738754692e-12
L_q90,0.9,2025-03-18,76,0.023183099925518036,0.0,1,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,7.438494264988549e-15,6.661338147750939e-16,5.551115123125783e-13
L_q90,0.9,2025-03-19,77,0.05042680003680289,0.0,1,False,28,,1.1368683772161603e-13,7.958078640513122e-13,0.0,0.0,0.0,0.0,4.440892098500626e-16,4.440892098500626e-16,3.700743415417188e-13
L_q90,0.9,2025-03-20,78,0.02443309989757836,0.0,1,False,28,,1.1368683772161603e-13,6.821210263296962e-13,0.0,0.0,0.0,0.0,1.9984014443252818e-15,1.9984014443252818e-15,1.6653345369377346e-12
L_q90,0.9,2025-03-21,79,0.06396739999763668,0.0,1,False,28,,2.2737367544323206e-13,1.0231815394945443e-12,0.0,0.0,4.092726157978177e-12,0.0,2.0019384302170612e-15,0.0,0.0
L_q90,0.9,2025-03-22,80,0.07734340010210872,0.0,1,False,28,,2.2737367544323206e-13,1.1937117960769683e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L_q90,0.9,2025-03-23,81,0.02476199995726347,0.0,1,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,9.868649107779232e-13,0.0,1.6653345369377348e-15,1.3322676295501878e-15,1.1102230246251565e-12
L_q90,0.9,2025-03-24,82,0.027470200089737773,0.0,1,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,5.773159728050814e-15,0.0,0.0
L_q90,0.9,2025-03-25,83,0.02968250005505979,0.0,1,False,28,,1.1368683772161603e-13,7.958078640513122e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L_q90,0.9,2025-03-26,84,0.020729799987748265,0.0,1,False,28,,1.1368683772161603e-13,9.130474154517287e-13,0.0,0.0,0.0,0.0,1.2212453270876722e-15,0.0,0.0
L_q90,0.9,2025-03-27,85,0.033348599914461374,0.0,1,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,4.5796699765787565e-15,4.5796699765787565e-15,3.8163916471489635e-12
L_q90,0.9,2025-03-28,86,0.022509000031277537,0.0,1,False,28,,2.2737367544323206e-13,8.810729923425242e-13,0.0,0.0,0.0,0.0,2.220446049250313e-15,2.220446049250313e-15,1.850371707708594e-12
L_q90,0.9,2025-03-29,87,0.0256912000477314,0.0,1,False,28,,2.2737367544323206e-13,7.958078640513122e-13,0.0,0.0,0.0,0.0,1.1102230246251565e-16,0.0,0.0
L_q90,0.9,2025-03-30,88,0.029503599973395467,0.0,1,False,28,,1.1368683772161603e-13,8.739675649849232e-13,0.0,0.0,0.0,0.0,2.220446049250313e-15,2.220446049250313e-15,1.850371707708594e-12
L_q90,0.9,2025-03-31,89,0.03364819986745715,0.0,1,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,5.773159728050814e-15,0.0,0.0
L_q90,0.9,2025-04-01,90,0.03141930000856519,0.0,1,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,9.868649107779232e-13,0.0,4.218847493575595e-15,4.218847493575595e-15,3.5157062446463288e-12
L_q90,0.9,2025-04-02,91,0.025612200144678354,0.0,1,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,5.10702591327572e-15,5.10702591327572e-15,4.255854927729766e-12
L_q90,0.9,2025-04-03,92,0.0242079000454396,0.0,1,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,3.083952846180996e-13,0.0,1.787459069646502e-14,8.326672684688648e-16,6.938893903907206e-13
L_q90,0.9,2025-04-04,93,0.05129630002193153,0.0,1,False,28,,1.1368683772161603e-13,7.958078640513122e-13,0.0,0.0,5.546627797664177e-13,0.0,1.0480505352461478e-13,6.655953357197013e-16,0.0
L_q90,0.9,2025-04-05,94,0.05357500002719462,0.0,1,False,28,,5.684341886080802e-14,1.3642420526593924e-12,0.0,0.0,0.0,0.0,1.2445354253972512e-15,0.0,0.0
L_q90,0.9,2025-04-06,95,0.03302199998870492,0.0,1,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,2.6645352591003757e-15,2.6645352591003757e-15,2.220446049250313e-12
L_q90,0.9,2025-04-07,96,0.023329799994826317,0.0,1,False,28,,1.1368683772161603e-13,8.668621376273222e-13,0.0,0.0,0.0,0.0,1.9984014443252818e-15,1.9984014443252818e-15,1.6653345369377346e-12
L_q90,0.9,2025-04-08,97,0.03029770008288324,0.0,1,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,9.868649107779232e-13,0.0,2.0816681711721622e-15,2.0816681711721622e-15,1.7347234759768016e-12
L_q90,0.9,2025-04-09,98,0.026977299945428967,0.0,1,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,9.868649107779232e-13,0.0,3.4416913763379853e-15,2.220446049250313e-15,1.850371707708594e-12
L_q90,0.9,2025-04-10,99,0.03275089990347624,0.0,1,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,2.4424906541753444e-15,2.4424906541753444e-15,2.0354088784794535e-12
L_q90,0.9,2025-04-11,100,0.03462829999625683,0.0,1,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,5.4569682106375694e-12,2.3419488570652902e-11,0.0,4.2840626063711365e-14,4.2840626063711365e-14,3.3679422382486295e-11
L_q90,0.9,2025-04-12,101,0.030911900103092194,0.0,1,False,28,,1.1368683772161603e-13,7.958078640513122e-13,0.0,0.0,0.0,0.0,7.480069582121811e-16,7.480069582121811e-16,6.233391318434842e-13
L_q90,0.9,2025-04-13,102,0.021405800012871623,0.0,1,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,1.9984014443252818e-15,1.9984014443252818e-15,1.6653345369377346e-12
L_q90,0.9,2025-04-14,103,0.025993000017479062,0.0,1,False,28,,1.1368683772161603e-13,8.725485611815742e-13,0.0,0.0,0.0,0.0,6.661338147750939e-16,6.661338147750939e-16,5.551115123125783e-13
L_q90,0.9,2025-04-15,104,0.022484299959614873,0.0,1,False,28,,1.1368683772161603e-13,8.526512829121202e-13,0.0,0.0,1.619075244245023e-12,0.0,9.547918011776346e-15,9.547918011776346e-15,7.956598343146954e-12
L_q90,0.9,2025-04-16,105,0.02269240003079176,0.0,1,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,1.9984014443252818e-15,1.9984014443252818e-15,1.6653345369377346e-12
L_q90,0.9,2025-04-17,106,0.02608500001952052,0.0,1,False,28,,1.1368683772161603e-13,8.952838470577262e-13,0.0,0.0,0.0,0.0,4.6629367034256575e-15,4.6629367034256575e-15,3.885780586188048e-12
L_q90,0.9,2025-04-18,107,0.04639490018598735,0.0,1,False,28,,5.684341886080802e-14,1.6484591469634324e-12,0.0,0.0,0.0,0.0,5.218048215738236e-15,0.0,0.0
L_q90,0.9,2025-04-19,108,0.07975099980831146,0.0,1,False,28,,5.684341886080802e-14,1.0231815394945443e-12,0.0,0.0,9.094947017729282e-13,0.0,3.1086244689504383e-15,3.1086244689504383e-15,2.5905203907920318e-12
L_q90,0.9,2025-04-20,109,0.023162799887359142,0.0,1,False,28,,1.1368683772161603e-13,8.597567102697212e-13,0.0,0.0,0.0,0.0,3.3306690738754696e-16,0.0,0.0
L_q90,0.9,2025-04-21,110,0.051966800121590495,0.0,1,False,28,,1.1368683772161603e-13,8.668621376273222e-13,0.0,0.0,0.0,0.0,1.2323475573339238e-14,3.0886444815822814e-15,2.5738704013185675e-12
L_q90,0.9,2025-04-22,111,0.022921700030565262,0.0,1,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,1.1102230246251565e-15,1.1102230246251565e-15,9.25185853854297e-13
L_q90,0.9,2025-04-23,112,0.02953450009226799,0.0,1,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,1.619075244245023e-12,0.0,8.43769498715119e-15,8.43769498715119e-15,7.0314124892926576e-12
L_q90,0.9,2025-04-24,113,0.021799099864438176,0.0,1,False,28,,1.1368683772161603e-13,7.958078640513122e-13,0.0,0.0,0.0,0.0,1.9984014443252818e-15,1.9984014443252818e-15,1.6653345369377346e-12
L_q90,0.9,2025-04-25,114,0.02386850002221763,0.0,1,False,28,,1.1368683772161603e-13,8.526512829121202e-13,0.0,0.0,0.0,0.0,4.165656966719881e-15,0.0,0.0
