group,date,update_hour,kind,objective_yuan,mip_gap,seconds,max_violation_kWh,n_intervals,context
B1,2025-02-01,0,plan,23915.343952607305,0.0,0.025920500047504902,9.094947017729282e-13,144,B1 2025-02-01 00:00 plan
B1,2025-02-02,0,plan,59235.945758959744,0.0,0.024428000207990408,7.958078640513122e-13,144,B1 2025-02-02 00:00 plan
B1,2025-02-03,0,plan,60249.00122362582,0.0,0.017642099875956774,7.958078640513122e-13,144,B1 2025-02-03 00:00 plan
B1,2025-02-04,0,plan,60408.32755348552,0.0,0.030853299889713526,1.295260195396016e-12,144,B1 2025-02-04 00:00 plan
B1,2025-02-05,0,plan,56574.06268837602,0.0,0.01832149992696941,8.526512829121202e-13,144,B1 2025-02-05 00:00 plan
B1,2025-02-06,0,plan,60284.19643511,1.2069427883998215e-16,0.012877699919044971,9.094947017729282e-13,144,B1 2025-02-06 00:00 plan
B1,2025-02-07,0,plan,24306.568298912178,0.0,0.02335439994931221,7.958078640513122e-13,144,B1 2025-02-07 00:00 plan
B1,2025-02-08,0,plan,19458.105335908906,0.0,0.04254120006226003,1.698953939094445e-11,144,B1 2025-02-08 00:00 plan
B1,2025-02-09,0,plan,58410.45198613732,2.4913204287171904e-16,0.02426740014925599,9.094947017729282e-13,144,B1 2025-02-09 00:00 plan
B1,2025-02-10,0,plan,55327.683130377794,0.0,0.01477050012908876,1.0231815394945443e-12,144,B1 2025-02-10 00:00 plan
B1,2025-02-11,0,plan,56078.72399002458,0.0,0.029399799881502986,9.094947017729282e-13,144,B1 2025-02-11 00:00 plan
B1,2025-02-12,0,plan,55282.86235979068,0.0,0.015063600149005651,9.094947017729282e-13,144,B1 2025-02-12 00:00 plan
B1,2025-02-13,0,plan,51706.1083952157,0.0,0.025002700043842196,9.094947017729282e-13,144,B1 2025-02-13 00:00 plan
B1,2025-02-14,0,plan,20263.554397539232,0.0,0.042378999991342425,2.2453150450019166e-12,144,B1 2025-02-14 00:00 plan
B1,2025-02-15,0,plan,19811.674987406965,0.0,0.03412620001472533,2.8137492336099967e-12,144,B1 2025-02-15 00:00 plan
B1,2025-02-16,0,plan,55071.231840940316,0.0,0.01334660011343658,9.094947017729282e-13,144,B1 2025-02-16 00:00 plan
B1,2025-02-17,0,plan,54288.41601135104,0.0,0.013035899959504604,9.094947017729282e-13,144,B1 2025-02-17 00:00 plan
B1,2025-02-18,0,plan,48792.219285522086,0.0,0.02044910006225109,2.4014396298099394e-12,144,B1 2025-02-18 00:00 plan
B1,2025-02-19,0,plan,48490.620637430424,0.0,0.021194000029936433,9.663381206337363e-13,144,B1 2025-02-19 00:00 plan
B1,2025-02-20,0,plan,51119.630277925935,0.0,0.015176499960944057,1.0231815394945443e-12,144,B1 2025-02-20 00:00 plan
B1,2025-02-21,0,plan,18235.654778131186,0.0,0.039275099989026785,1.0231815394945443e-12,144,B1 2025-02-21 00:00 plan
B1,2025-02-22,0,plan,18339.746037824087,0.0,0.03360700001940131,8.810729923425242e-13,144,B1 2025-02-22 00:00 plan
B1,2025-02-23,0,plan,49495.75475001238,0.0,0.034157600020989776,2.0463630789890885e-12,144,B1 2025-02-23 00:00 plan
B1,2025-02-24,0,plan,48140.84676966878,0.0,0.02104940009303391,9.094947017729282e-13,144,B1 2025-02-24 00:00 plan
B1,2025-02-25,0,plan,49401.6518310962,1.4728166659406165e-16,0.029627999989315867,8.526512829121202e-13,144,B1 2025-02-25 00:00 plan
B1,2025-02-26,0,plan,44373.450738987165,0.0,0.03300830000080168,3.3306690738754696e-12,144,B1 2025-02-26 00:00 plan
B1,2025-02-27,0,plan,45786.49707258082,0.0,0.0337956000585109,2.4054832200211726e-12,144,B1 2025-02-27 00:00 plan
B1,2025-02-28,0,plan,17807.132873796865,0.0,0.03991160006262362,2.756629772928339e-12,144,B1 2025-02-28 00:00 plan
B1,2025-03-01,0,plan,19688.926256770126,0.0,0.03883130010217428,2.1316282072803006e-12,144,B1 2025-03-01 00:00 plan
B1,2025-03-02,0,plan,48930.45657297859,0.0,0.023700700141489506,7.958078640513122e-13,144,B1 2025-03-02 00:00 plan
B1,2025-03-03,0,plan,51249.24401552278,0.0,0.013138500042259693,9.094947017729282e-13,144,B1 2025-03-03 00:00 plan
B1,2025-03-04,0,plan,45425.803202058196,0.0,0.022802399937063456,3.700743415417189e-12,144,B1 2025-03-04 00:00 plan
B1,2025-03-05,0,plan,48098.55481421254,0.0,0.02959479996934533,1.0231815394945443e-12,144,B1 2025-03-05 00:00 plan
B1,2025-03-06,0,plan,44557.721070069594,0.0,0.03444449999369681,9.094947017729282e-13,144,B1 2025-03-06 00:00 plan
B1,2025-03-07,0,plan,17965.641255094844,0.0,0.024796299869194627,3.1456319031046105e-12,144,B1 2025-03-07 00:00 plan
B1,2025-03-08,0,plan,16164.644421579274,0.0,0.07084900001063943,1.7905676941154525e-12,144,B1 2025-03-08 00:00 plan
B1,2025-03-09,0,plan,47048.45659295198,0.0,0.021544800139963627,7.389644451905042e-13,144,B1 2025-03-09 00:00 plan
B1,2025-03-10,0,plan,45052.28434029288,0.0,0.020106300013139844,8.242295734817162e-13,144,B1 2025-03-10 00:00 plan
B1,2025-03-11,0,plan,40411.804224078354,0.0,0.035332500003278255,6.782528221870034e-12,144,B1 2025-03-11 00:00 plan
B1,2025-03-12,0,plan,46505.207125960565,0.0,0.025402399944141507,9.094947017729282e-13,144,B1 2025-03-12 00:00 plan
B1,2025-03-13,0,plan,46134.6697248907,0.0,0.025177799863740802,9.094947017729282e-13,144,B1 2025-03-13 00:00 plan
B1,2025-03-14,0,plan,16590.67674763917,0.0,0.029231099877506495,5.551115123125783e-12,144,B1 2025-03-14 00:00 plan
B1,2025-03-15,0,plan,15995.464140158498,0.0,0.05394939985126257,1.2631870857957336e-12,144,B1 2025-03-15 00:00 plan
B1,2025-03-16,0,plan,44415.08320789968,0.0,0.021305999951437116,9.094947017729282e-13,144,B1 2025-03-16 00:00 plan
B1,2025-03-17,0,plan,40709.80023613186,0.0,0.021913700038567185,8.970602038971265e-13,144,B1 2025-03-17 00:00 plan
B1,2025-03-18,0,plan,47206.48186625012,0.0,0.013060000026598573,9.094947017729282e-13,144,B1 2025-03-18 00:00 plan
B1,2025-03-19,0,plan,38841.41926557246,0.0,0.025435599964112043,3.700743415417189e-12,144,B1 2025-03-19 00:00 plan
B1,2025-03-20,0,plan,43966.13839288143,0.0,0.026530400151386857,2.590520390792032e-12,144,B1 2025-03-20 00:00 plan
B1,2025-03-21,0,plan,15575.768322314978,0.0,0.06223459984175861,8.526512829121202e-13,144,B1 2025-03-21 00:00 plan
B1,2025-03-22,0,plan,16611.10934451667,0.0,0.026213299948722124,8.952838470577262e-13,144,B1 2025-03-22 00:00 plan
B1,2025-03-23,0,plan,44398.53186472693,0.0,0.021996699972078204,2.960594732333751e-12,144,B1 2025-03-23 00:00 plan
B1,2025-03-24,0,plan,41841.59988773915,0.0,0.03222789987921715,9.39988827515966e-11,144,B1 2025-03-24 00:00 plan
B1,2025-03-25,0,plan,46325.030201309695,0.0,0.019167100079357624,9.094947017729282e-13,144,B1 2025-03-25 00:00 plan
B1,2025-03-26,0,plan,40117.3998277516,0.0,0.035741199972108006,1.4802973661668755e-12,144,B1 2025-03-26 00:00 plan
B1,2025-03-27,0,plan,42460.38021303613,0.0,0.0338230999186635,9.094947017729282e-13,144,B1 2025-03-27 00:00 plan
B1,2025-03-28,0,plan,15946.17117652208,0.0,0.027384799905121326,5.551115123125783e-12,144,B1 2025-03-28 00:00 plan
B1,2025-03-29,0,plan,14406.222149902002,0.0,0.028715699911117554,2.4054832200211726e-12,144,B1 2025-03-29 00:00 plan
B1,2025-03-30,0,plan,41107.89833726863,0.0,0.03489090013317764,9.094947017729282e-13,144,B1 2025-03-30 00:00 plan
