group,date,update_hour,segment_index,interval_start,q_nominal_kWh,state_nominal_kWh
B2,2025-02-01,0,0,2025-02-01 00:10:00,1289.0692503351213,5552.09784488618
B2,2025-02-01,0,1,2025-02-01 00:20:00,1298.0504287055837,6302.09784488618
B2,2025-02-01,0,2,2025-02-01 00:30:00,1306.1060520077149,7052.097844886179
B2,2025-02-01,0,3,2025-02-01 00:40:00,1309.5896046093233,7802.097844886179
B2,2025-02-01,0,4,2025-02-01 00:50:00,1309.0798924457345,8552.097844886179
B2,2025-02-01,0,5,2025-02-01 01:00:00,501.909523814466,9302.097844886179
B2,2025-02-01,0,6,2025-02-01 01:10:00,500.9540259215924,9302.097844886179
B2,2025-02-01,0,7,2025-02-01 01:20:00,486.9273603812024,9302.097844886179
B2,2025-02-01,0,8,2025-02-01 01:30:00,1321.0867100622813,9302.097844886179
B2,2025-02-01,0,9,2025-02-01 01:40:00,498.4686633364116,10050.0
B2,2025-02-01,0,10,2025-02-01 01:50:00,515.1747672971175,10050.0
B2,2025-02-01,0,11,2025-02-01 02:00:00,537.4309758006063,10050.0
B2,2025-02-01,0,12,2025-02-01 02:10:00,496.8615928685187,10050.0
B2,2025-02-01,0,13,2025-02-01 02:20:00,514.8206343596333,10050.0
B2,2025-02-01,0,14,2025-02-01 02:30:00,530.3478004869163,10050.0
B2,2025-02-01,0,15,2025-02-01 02:40:00,525.7886537772307,10050.0
B2,2025-02-01,0,16,2025-02-01 02:50:00,548.2874690539056,10050.0
B2,2025-02-01,0,17,2025-02-01 03:00:00,557.5160193937859,10050.0
B2,2025-02-01,0,18,2025-02-01 03:10:00,551.6359897408255,10050.0
B2,2025-02-01,0,19,2025-02-01 03:20:00,550.3496987848387,10050.0
B2,2025-02-01,0,20,2025-02-01 03:30:00,548.8317068090373,10050.0
B2,2025-02-01,0,21,2025-02-01 03:40:00,526.6274516586809,10050.0
B2,2025-02-01,0,22,2025-02-01 03:50:00,527.7176381872251,10050.0
B2,2025-02-01,0,23,2025-02-01 04:00:00,562.0150682987138,10050.0
B2,2025-02-01,0,24,2025-02-01 04:10:00,557.0000194604846,10050.0
B2,2025-02-01,0,25,2025-02-01 04:20:00,558.75181410148,10050.0
B2,2025-02-01,0,26,2025-02-01 04:30:00,568.2782531872493,10050.0
B2,2025-02-01,0,27,2025-02-01 04:40:00,566.1102635142184,10050.0
B2,2025-02-01,0,28,2025-02-01 04:50:00,571.9123466315883,10050.0
B2,2025-02-01,0,29,2025-02-01 05:00:00,554.8908933326021,10050.0
B2,2025-02-01,0,30,2025-02-01 05:10:00,573.9069038813299,10050.0
B2,2025-02-01,0,31,2025-02-01 05:20:00,605.9423115256784,10050.0
B2,2025-02-01,0,32,2025-02-01 05:30:00,599.4171462504426,10050.0
B2,2025-02-01,0,33,2025-02-01 05:40:00,1417.9209595867069,10050.0
B2,2025-02-01,0,34,2025-02-01 05:50:00,539.0874182979529,10800.0
B2,2025-02-01,0,35,2025-02-01 06:00:00,0.0,10771.536009770267
B2,2025-02-01,0,36,2025-02-01 06:10:00,0.0,10149.375454108354
B2,2025-02-01,0,37,2025-02-01 06:20:00,0.0,9511.935644599931
B2,2025-02-01,0,38,2025-02-01 06:30:00,0.0,8878.787893199387
B2,2025-02-01,0,39,2025-02-01 06:40:00,0.0,8252.064019195199
B2,2025-02-01,0,40,2025-02-01 06:50:00,0.0,7639.8821763512715
B2,2025-02-01,0,41,2025-02-01 07:00:00,0.0,6986.804495576093
B2,2025-02-01,0,42,2025-02-01 07:10:00,0.0,6309.2793801424805
B2,2025-02-01,0,43,2025-02-01 07:20:00,0.0,5665.185415498445
B2,2025-02-01,0,44,2025-02-01 07:30:00,0.0,5076.416297200488
B2,2025-02-01,0,45,2025-02-01 07:40:00,0.0,4545.724091211207
B2,2025-02-01,0,46,2025-02-01 07:50:00,0.0,4048.139249940978
B2,2025-02-01,0,47,2025-02-01 08:00:00,0.0,3631.8210968656476
B2,2025-02-01,0,48,2025-02-01 08:10:00,0.0,3292.0481212072327
B2,2025-02-01,0,49,2025-02-01 08:20:00,0.0,2994.762582626068
B2,2025-02-01,0,50,2025-02-01 08:30:00,0.0,2765.095602006103
B2,2025-02-01,0,51,2025-02-01 08:40:00,0.0,2577.5946379408497
B2,2025-02-01,0,52,2025-02-01 08:50:00,0.0,2438.923438752412
B2,2025-02-01,0,53,2025-02-01 09:00:00,0.0,2298.716366272956
B2,2025-02-01,0,54,2025-02-01 09:10:00,0.0,2172.6095399411383
B2,2025-02-01,0,55,2025-02-01 09:20:00,0.0,2079.0426534430385
B2,2025-02-01,0,56,2025-02-01 09:30:00,0.0,2067.75663316051
B2,2025-02-01,0,57,2025-02-01 09:40:00,0.0,2102.0773155278466
B2,2025-02-01,0,58,2025-02-01 09:50:00,0.0,2193.611114336061
B2,2025-02-01,0,59,2025-02-01 10:00:00,0.0,2343.832825180315
B2,2025-02-01,0,60,2025-02-01 10:10:00,0.0,2529.964217062723
B2,2025-02-01,0,61,2025-02-01 10:20:00,0.0,2752.5965978554405
B2,2025-02-01,0,62,2025-02-01 10:30:00,0.0,3014.462408127705
B2,2025-02-01,0,63,2025-02-01 10:40:00,0.0,3325.5389504058594
B2,2025-02-01,0,64,2025-02-01 10:50:00,0.0,3639.911825141483
B2,2025-02-01,0,65,2025-02-01 11:00:00,0.0,3955.2516047831455
B2,2025-02-01,0,66,2025-02-01 11:10:00,0.0,4305.118195860802
B2,2025-02-01,0,67,2025-02-01 11:20:00,0.0,4667.626824477333
B2,2025-02-01,0,68,2025-02-01 11:30:00,0.0,5017.185909949684
B2,2025-02-01,0,69,2025-02-01 11:40:00,0.0,5340.42032763668
B2,2025-02-01,0,70,2025-02-01 11:50:00,0.0,5652.749956602586
B2,2025-02-01,0,71,2025-02-01 12:00:00,484.84982306891993,5959.477220764791
B2,2025-02-01,0,72,2025-02-01 12:10:00,500.60700000867735,6709.477220764791
B2,2025-02-01,0,73,2025-02-01 12:20:00,554.2429649038668,7459.477220764791
B2,2025-02-01,0,74,2025-02-01 12:30:00,552.458546215928,8209.477220764791
B2,2025-02-01,0,75,2025-02-01 12:40:00,555.115597300767,8959.477220764791
B2,2025-02-01,0,76,2025-02-01 12:50:00,0.0,9709.477220764791
B2,2025-02-01,0,77,2025-02-01 13:00:00,0.0,9935.551772898698
B2,2025-02-01,0,78,2025-02-01 13:10:00,0.0,10119.199090620916
B2,2025-02-01,0,79,2025-02-01 13:20:00,0.0,10302.512944111799
B2,2025-02-01,0,80,2025-02-01 13:30:00,0.0,10470.90812707518
B2,2025-02-01,0,81,2025-02-01 13:40:00,0.0,10604.34216884029
B2,2025-02-01,0,82,2025-02-01 13:50:00,0.0,10707.296712552847
B2,2025-02-01,0,83,2025-02-01 14:00:00,0.0,10766.330955768235
B2,2025-02-01,0,84,2025-02-01 14:10:00,0.0,10791.212977354258
B2,2025-02-01,0,85,2025-02-01 14:20:00,0.0,10800.0
B2,2025-02-01,0,86,2025-02-01 14:30:00,0.0,10780.502851279183
B2,2025-02-01,0,87,2025-02-01 14:40:00,0.0,10735.605405195658
B2,2025-02-01,0,88,2025-02-01 14:50:00,0.0,10634.617070779252
B2,2025-02-01,0,89,2025-02-01 15:00:00,189.44282074952244,10472.146037242559
B2,2025-02-01,0,90,2025-02-01 15:10:00,565.825634989847,10472.146037242559
B2,2025-02-01,0,91,2025-02-01 15:20:00,254.51784523600415,10800.0
B2,2025-02-01,0,92,2025-02-01 15:30:00,312.06174200092266,10800.0
B2,2025-02-01,0,93,2025-02-01 15:40:00,342.14248606773265,10800.0
B2,2025-02-01,0,94,2025-02-01 15:50:00,388.2798563237014,10800.0
B2,2025-02-01,0,95,2025-02-01 16:00:00,437.87266743481246,10800.0
B2,2025-02-01,0,96,2025-02-01 16:10:00,438.3991003829215,10800.0
B2,2025-02-01,0,97,2025-02-01 16:20:00,462.0407436170663,10800.0
B2,2025-02-01,0,98,2025-02-01 16:30:00,517.9469927625191,10800.0
B2,2025-02-01,0,99,2025-02-01 16:40:00,511.63004019215043,10800.0
B2,2025-02-01,0,100,2025-02-01 16:50:00,475.05126391541097,10800.0
B2,2025-02-01,0,101,2025-02-01 17:00:00,441.56112899918196,10800.0
B2,2025-02-01,0,102,2025-02-01 17:10:00,469.82412751400807,10800.0
B2,2025-02-01,0,103,2025-02-01 17:20:00,482.3491730433076,10800.0
B2,2025-02-01,0,104,2025-02-01 17:30:00,484.470607700241,10800.0
B2,2025-02-01,0,105,2025-02-01 17:40:00,481.09218828180803,10800.0
B2,2025-02-01,0,106,2025-02-01 17:50:00,465.5044830379535,10800.0
B2,2025-02-01,0,107,2025-02-01 18:00:00,0.0,10800.0
B2,2025-02-01,0,108,2025-02-01 18:10:00,0.0,10257.524190206046
B2,2025-02-01,0,109,2025-02-01 18:20:00,0.0,9717.207021561799
