date,update_hour,accepted,max_abs_delta_kWh,mean_abs_delta_kWh,delta_predicted_yuan,revision_kWh
2025-02-01,6,True,227.45699027777755,46.63011684637185,-1260.8183604089718,4449.205520708468
2025-02-01,12,True,102.87186686018634,15.959163938787185,-1275.4832432884086,237.5066391365584
2025-02-01,18,False,0.0,0.0,2.7284841053187847e-12,1.8189894035458565e-12
2025-02-02,6,True,180.53118472222238,34.32343203885336,-1257.4379790511955,3408.1625821246416
2025-02-02,12,True,48.95590972222207,8.702401091697093,-1366.661643359661,2099.177676389313
2025-02-02,18,False,0.0,0.0,1.2732925824820995e-11,6.59383658785373e-12
2025-02-03,6,True,198.42705872978874,44.84352411465131,-1837.6648353350463,5042.965916260882
2025-02-03,12,True,88.95170998869689,13.80313263396838,-922.2975295580364,1790.558787217388
2025-02-03,18,False,0.0,0.0,1.8189894035458565e-12,3.751665644813329e-12
2025-02-04,6,True,249.53200273168636,44.72915254773792,-2214.633124708089,4583.879039682314
2025-02-04,12,True,67.71994126627851,9.741874118289687,-839.991947841645,2155.655095827812
2025-02-04,18,False,0.0,0.0,7.275957614183426e-12,7.474909580196254e-12
2025-02-05,6,True,130.2734959637269,23.839992822925865,-2627.5629019134067,1003.9589200344748
2025-02-05,12,True,89.61033709961171,10.549830885581224,-863.1535566285347,2083.896048486789
2025-02-05,18,True,0.0,0.0,-174.02305269166027,34.50202775492221
2025-02-06,6,True,241.93028472222218,48.090257278639925,-1980.470456668234,5367.348537560027
2025-02-06,12,True,127.29843852868802,26.563035186820773,-1060.0038235956126,2993.168764136902
2025-02-06,18,True,0.0,0.0,-350.89317097214007,69.56851828903507
2025-02-07,6,True,148.97538118578967,27.359456746813997,-617.2041827399516,2254.759536361856
2025-02-07,12,True,124.11210833333314,31.547460087758314,-710.6203417887045,2693.9321564654206
2025-02-07,18,True,0.0,0.0,-16.11000423184305,32.64107837471943
2025-02-08,6,True,86.11934166666688,21.84069172405089,-2834.549941831377,566.608381165071
2025-02-08,12,True,35.75198184526911,7.169304116730423,-251.64679597568647,206.164917745066
2025-02-08,18,True,0.0,0.0,-171.28177975687686,40.02752442263363
2025-02-09,6,True,132.8407996681476,29.22936820152645,-814.0966662784122,1449.4679045813457
2025-02-09,12,True,72.76461348487544,12.085435763719392,-696.3331475868617,2187.176214226981
2025-02-09,18,False,0.0,0.0,0.0,8.29913915367797e-12
2025-02-10,6,True,266.0785888888888,72.84924461914673,-2875.790122090242,8215.546014759915
2025-02-10,12,True,145.08706781895245,34.58791730647655,-10282.647980340123,2241.054970287072
2025-02-10,18,False,0.0,0.0,3.637978807091713e-12,5.2580162446247406e-12
2025-02-11,6,True,348.62489305555556,50.74536328150537,-2018.0198221633184,5372.306486237434
2025-02-11,12,True,86.37633611111085,18.545721417717456,-408.3656569254017,1238.957543217929
2025-02-11,18,False,0.0,0.0,0.0,6.821210263296962e-13
2025-02-12,6,True,194.32605099413223,56.76083718398344,-2293.563110765288,6407.703025911884
2025-02-12,12,True,51.961107152963734,4.875350205103112,-397.5889319094858,412.9813685455357
2025-02-12,18,False,0.0,0.0,1.8189894035458565e-12,5.1727511163335285e-12
2025-02-13,6,True,180.81699310792783,44.23196736857641,-1643.2465422030657,4733.220601082593
2025-02-13,12,True,89.53254583333342,15.63238805277362,-4526.237366118876,786.3062943269482
2025-02-13,18,False,0.0,0.0,7.275957614183426e-12,5.9685589803848416e-12
2025-02-14,6,True,178.61170919521643,44.00943966436366,-2959.927837567726,925.7958683437562
2025-02-14,12,True,45.105034318208254,5.94756125424268,-234.43293350208117,109.49427602852911
2025-02-14,18,True,0.0,0.0,-302.4358604434601,70.6774462955903
2025-02-15,6,True,329.62173053233323,62.37781150824565,-390.6369249979925,1200.757125245398
2025-02-15,12,True,70.8445936495695,9.608625275406382,-1136.7112963433374,199.46153165673505
2025-02-15,18,True,0.0,0.0,-195.7826185055765,45.75322345950696
2025-02-16,6,True,233.13293806403288,67.48154117123525,-2725.599303531162,7665.094023414027
2025-02-16,12,True,51.30283468127834,8.918638927307136,-146.4120368271906,340.7191628514825
2025-02-16,18,True,0.0,0.0,-2390.789720039544,474.0009556270644
2025-02-17,6,True,377.9259114278093,76.48306141977287,-3405.874462749329,8385.793759970044
2025-02-17,12,True,105.75769175065749,20.28416998169205,-941.7382415962128,2751.8906082096883
2025-02-17,18,False,0.0,0.0,1.091393642127514e-11,6.622258297284134e-12
2025-02-18,6,True,99.5041465249634,18.103057223540517,-2898.618298233014,649.0663929406373
2025-02-18,12,True,101.62692476339694,14.067033601574035,-693.0604013036682,1728.4313518207582
2025-02-18,18,True,0.0,0.0,-825.2946829983412,163.62395451854064
2025-02-19,6,True,77.29630046483868,14.835404972985305,-723.5877280630302,1326.821135644156
2025-02-19,12,True,72.00380188660114,12.030917088211407,-6933.528034491239,1378.8972665314311
2025-02-19,18,False,0.0,0.0,1.8189894035458565e-12,5.2580162446247406e-12
2025-02-20,6,True,178.5569534611812,47.03529532259477,-6256.400548830439,4219.263832606453
2025-02-20,12,True,131.15726428366625,24.069655105728028,-1339.6494620373487,2160.846959253517
2025-02-20,18,True,0.0,0.0,-95.23354374594965,18.88112131525776
2025-02-21,6,True,164.32765954157065,32.3614093711339,-203.7406289890023,83.15708680034987
2025-02-21,12,True,115.78585815268195,19.229535806780024,-603.545533298502,121.543176537803
2025-02-21,18,True,0.0,0.0,-236.61672780840763,55.295909842821686
2025-02-22,6,True,148.4986592490585,20.43909437328571,-1488.341409671344,478.5281201937307
2025-02-22,12,True,78.52245058977587,19.471606411490054,-394.4230101774574,394.4235313628582
2025-02-22,18,True,0.0,0.0,-464.9864788771101,108.66455069456526
2025-02-23,6,True,137.60201035623626,19.944352492663718,-1234.7959366734867,898.4899193911858
2025-02-23,12,True,141.62332349664064,34.132380651497456,-1259.974860936254,3119.495157066908
2025-02-23,18,True,0.0,0.0,-7.136568485582757,1.414904980439701
2025-02-24,6,True,236.07622325776407,61.7271739537634,-2264.226390274496,617.0521952677873
2025-02-24,12,True,82.71159703459534,11.64576300582112,-1181.5654949356867,2989.0601404027566
2025-02-24,18,True,0.0,0.0,-456.0166229722927,90.41042516575914
2025-02-25,6,True,177.2558976044714,37.51440035067721,-3048.6253297927324,3806.509498753293
2025-02-25,12,True,225.02009287326715,44.52867737543038,-1484.7187266833716,3983.333854330602
2025-02-25,18,False,0.0,0.0,1.2732925824820995e-11,6.849631972727366e-12
2025-02-26,6,True,124.09947410823366,14.07119247667924,-5143.162153094952,1081.7761124590563
2025-02-26,12,True,91.1270387362905,16.529594922805106,-5374.853468234443,1104.5540515902317
2025-02-26,18,True,0.0,0.0,-105.66414324537982,20.949104998242888
2025-02-27,6,True,95.3045141088538,20.89450812303438,-3558.852765317024,1834.550156037724
2025-02-27,12,True,51.04775138888908,8.599055718828513,-544.3504412794027,367.9909777426011
2025-02-27,18,True,0.0,0.0,-54.26161115278592,10.75797479163532
2025-02-28,6,True,115.8353545634921,30.521443634194938,-170.9880719524408,382.02800925447536
2025-02-28,12,True,60.68749924432939,14.531592701769638,-1546.1490556863318,291.05985342459246
2025-02-28,18,True,0.0,0.0,-17.2249103066697,34.90003101340932
2025-03-01,6,True,461.6947305555556,80.18521068581933,-288.5733069145353,962.2397093081624
2025-03-01,12,True,107.49001523350205,16.373413211541408,-7.909339379892117,77.6290658034974
2025-03-01,18,True,0.0,0.0,-15.562653181679709,31.53207006722556
2025-03-02,6,True,144.18957158408253,34.78264998789606,-4036.1428247650174,1519.4712458313652
2025-03-02,12,True,85.81721206925874,11.927455332697788,-1223.1307231555838,3189.6201569738405
2025-03-02,18,True,0.0,0.0,-435.5781957842937,86.18789210383352
2025-03-03,6,True,361.53340833333345,70.12549074659668,-7540.639454459852,7382.534920342556
2025-03-03,12,True,104.5581211737103,14.665289884837383,-231.39854792964616,553.372699636954
2025-03-03,18,False,0.0,0.0,1.8189894035458565e-12,2.0463630789890885e-12
