group,interval_start,interval_end,owner_date,effective_version,price_yuan_kWh,actual_load_kW,actual_pv_kW,net_kWh,q0_kWh,q_eff_kWh,charge_kWh,discharge_kWh,emergency_kWh,unused_kWh,state_start_kWh,state_end_kWh,ordinary_cost_yuan,adjustment_cost_yuan,emergency_cost_yuan,total_cost_yuan
B2,2025-02-01 00:00:00,2025-02-01 00:10:00,2025-01-31,public_January,0.4276,2543.76,0.0,423.96000000000004,0.0,0.0,0.0,423.96000000000004,0.0,0.0,6075.795025925926,5604.728359259259,0.0,0.0,0.0,0.0
B2,2025-02-01 00:10:00,2025-02-01 00:20:00,2025-02-01,2025-02-01 00:00,0.4248,2532.1822,0.0,422.0303666666667,1289.0692503351213,1289.0692503351213,833.3333333333334,0.0,0.0,33.7055503351213,5604.728359259259,6354.728359259259,547.5966175423596,0.0,0.0,547.5966175423596
B2,2025-02-01 00:20:00,2025-02-01 00:30:00,2025-02-01,2025-02-01 00:00,0.4245,2492.4439,0.0,415.4073166666667,1298.0504287055837,1298.0504287055837,833.3333333333334,0.0,0.0,49.30977870558365,6354.728359259259,7104.728359259259,551.0224069855203,0.0,0.0,551.0224069855203
B2,2025-02-01 00:30:00,2025-02-01 00:40:00,2025-02-01,2025-02-01 00:00,0.4269,2464.3,0.0,410.7166666666667,1306.1060520077149,1306.1060520077149,833.3333333333334,0.0,0.0,62.05605200771481,7104.728359259259,7854.728359259259,557.5766736020935,0.0,0.0,557.5766736020935
B2,2025-02-01 00:40:00,2025-02-01 00:50:00,2025-02-01,2025-02-01 00:00,0.4272,2581.7688,0.0,430.29479999999995,1309.5896046093233,1309.5896046093233,833.3333333333334,0.0,0.0,45.96147127598999,7854.728359259259,8604.72835925926,559.456679089103,0.0,0.0,559.456679089103
B2,2025-02-01 00:50:00,2025-02-01 01:00:00,2025-02-01,2025-02-01 00:00,0.4271,2546.4635,0.0,424.4105833333333,1309.0798924457345,1309.0798924457345,833.3333333333334,0.0,0.0,51.33597577906778,8604.72835925926,9354.72835925926,559.1080220635731,0.0,0.0,559.1080220635731
B2,2025-02-01 01:00:00,2025-02-01 01:10:00,2025-02-01,2025-02-01 00:00,0.4285,2436.31,0.0,406.0516666666666,501.909523814466,501.909523814466,95.8578571477994,0.0,0.0,0.0,9354.72835925926,9441.000430692278,215.0682309544987,0.0,0.0,215.0682309544987
B2,2025-02-01 01:10:00,2025-02-01 01:20:00,2025-02-01,2025-02-01 00:00,0.4311,2620.5011,0.0,436.7501833333333,500.9540259215924,500.9540259215924,64.20384258825908,0.0,0.0,0.0,9441.000430692278,9498.783889021712,215.96128057479848,0.0,0.0,215.96128057479848
B2,2025-02-01 01:20:00,2025-02-01 01:30:00,2025-02-01,2025-02-01 00:00,0.4302,2710.7861,0.0,451.7976833333333,486.9273603812024,486.9273603812024,35.12967704786911,0.0,0.0,0.0,9498.783889021712,9530.400598364793,209.47615043599328,0.0,0.0,209.47615043599328
B2,2025-02-01 01:30:00,2025-02-01 01:40:00,2025-02-01,2025-02-01 00:00,0.4279,2676.48,0.0,446.08,1321.0867100622813,1321.0867100622813,833.3333333333334,0.0,0.0,41.67337672894803,9530.400598364793,10280.400598364793,565.2930032356502,0.0,0.0,565.2930032356502
