strategy_id,date,initial_kWh,final_kWh,planned_kWh,emergency_kWh,unused_kWh,charge_kWh,discharge_kWh,planned_cost_yuan,emergency_cost_yuan,total_cost_yuan,emergency_slots,emergency_events,theta,theta_preset,residual_days,fallback_reason,solver_seconds,mip_gap,milp_fallback
T_q80_6000,2025-02-01,8801.462273333342,7384.920801481481,45964.63278497941,0.0,9743.909076131691,16407.55315884772,14565.005383333333,24188.34757210987,0.0,24188.34757210987,0,0,0.80,0.80,28,,0.03123209998011589,0.0,False
T_q80_6000,2025-02-02,7384.920801481481,7181.203428703704,93319.54443477365,0.0,11206.471658847735,20737.58137592593,16980.786550000004,59618.2332616967,0.0,59618.2332616967,0,0,0.80,0.80,28,,0.0297477999702096,0.0,False
T_q80_6000,2025-02-03,7181.203428703704,6998.7258664814835,90489.9330302469,0.0,6317.6835627572,21681.909334156375,17726.576366666668,57399.8138479709,0.0,57399.8138479709,0,0,0.80,0.80,28,,0.02366430009715259,0.0,False
T_q80_6000,2025-02-04,6998.7258664814835,7104.070426666668,92468.60062530864,0.0,6763.996664197536,23236.473194444436,18726.73318333333,58566.1837363903,0.0,58566.1837363903,0,0,0.80,0.80,28,,0.027423999970778823,0.0,False
T_q80_6000,2025-02-05,7104.070426666668,6731.184916296295,93146.50485349793,0.0,8587.030258230454,21824.445111934154,18013.3975,59405.066122857934,0.0,59405.066122857934,0,0,0.80,0.80,28,,0.025819000089541078,0.0,False
T_q80_6000,2025-02-06,6731.184916296295,6952.177553703706,93180.273481893,0.0,8606.663498148144,21598.20733374486,17295.654566666668,59279.29667345302,0.0,59279.29667345302,0,0,0.80,0.80,28,,0.02623490011319518,0.0,False
T_q80_6000,2025-02-07,6952.177553703706,6722.315195185183,45214.54167633744,0.0,10098.165310905348,18513.541165432096,15202.84446666667,23463.116194209008,0.0,23463.116194209008,0,0,0.80,0.80,28,,0.03402380016632378,0.0,False
T_q80_6000,2025-02-08,6722.315195185183,6677.376479629626,39432.46413189301,0.0,4345.758113580248,18684.148134979423,15174.604833333333,20498.5022346165,0.0,20498.5022346165,0,0,0.80,0.80,28,,0.030461299931630492,0.0,False
T_q80_6000,2025-02-09,6677.376479629626,6396.141562222225,85793.61787624485,61.97174916666623,1988.591374804525,24024.703734773662,19713.12145083333,53865.71840479297,247.57713792083158,54113.2955427138,1,1,0.80,0.80,28,,0.031034599989652634,1.3507584841820306e-16,False
T_q80_6000,2025-02-10,6396.141562222225,6365.248787777774,89250.04215864197,0.0,11122.277397119347,20152.266711522625,16351.139533333331,56160.81601138851,0.0,56160.81601138851,0,0,0.80,0.80,28,,0.015984100056812167,0.0,False
T_q80_6000,2025-02-11,6365.248787777774,6206.9201207407405,82871.90008106997,0.0,3398.2619779835345,23134.404053086426,18881.363083333334,51681.665907938805,0.0,51681.665907938805,0,0,0.80,0.80,28,,0.025746800005435944,0.0,False
T_q80_6000,2025-02-12,6206.9201207407405,6372.900700555555,84430.94780473251,0.0,4742.5596751028825,22485.62881296296,18063.976816666665,52763.20669006504,0.0,52763.20669006504,0,0,0.80,0.80,28,,0.02902210014872253,0.0,False
