strategy_id,date,issue_time,slot,start_time,end_time,price_yuan_kWh,load_kW,pv_kW,load_forecast_kW,pv_forecast_kW,net_forecast_kWh,residual_adjustment_kWh,protected_net_kWh,theta,theta_preset,residual_days,fallback_reason,planned_kWh,charge_kWh,discharge_kWh,emergency_kWh,unused_kWh,state_start_kWh,state_end_kWh,nominal_state_end_kWh,planned_cost_yuan,emergency_cost_yuan
B_fixed_q50,2025-03-20,2025-03-20,0,2025-03-20 00:00:00,2025-03-20 00:10:00,0.4248,3299.0689,0.0,3617.1514,0.0,602.8585666666667,-11.500650000000064,591.3579166666666,0.50,0.50,28,,1424.6912499999999,833.3333333333333,0.0,0.0,41.513099999999895,5558.763689814816,6308.763689814816,6308.763689814816,605.208843,0.0
B_fixed_q50,2025-03-20,2025-03-20,1,2025-03-20 00:10:00,2025-03-20 00:20:00,0.4245,3421.881,0.0,3585.3143,0.0,597.5523833333333,2.6769833333332826,600.2293666666666,0.50,0.50,28,,1433.5627,833.3333333333333,0.0,0.0,29.915866666666716,6308.763689814816,7058.763689814816,7058.763689814816,608.54736615,0.0
B_fixed_q50,2025-03-20,2025-03-20,2,2025-03-20 00:20:00,2025-03-20 00:30:00,0.4269,3683.11,0.0,3514.21,0.0,585.7016666666666,9.37166666666667,595.0733333333333,0.50,0.50,28,,1428.4066666666665,814.5549999999998,0.0,0.0,0.0,7058.763689814816,7791.863189814816,7808.763689814816,609.786806,0.0
B_fixed_q50,2025-03-20,2025-03-20,3,2025-03-20 00:30:00,2025-03-20 00:40:00,0.4272,3476.737,0.0,3566.7633,0.0,594.46055,-2.416633333333266,592.0439166666667,0.50,0.50,28,,1425.37725,833.3333333333333,0.0,0.0,12.587750000000142,7791.863189814816,8541.863189814816,8558.763689814816,608.9211612,0.0
B_fixed_q50,2025-03-20,2025-03-20,4,2025-03-20 00:40:00,2025-03-20 00:50:00,0.4271,3302.6695,0.0,3529.764,0.0,588.294,-8.443416666666678,579.8505833333334,0.50,0.50,28,,1413.1839166666666,833.3333333333333,0.0,0.0,29.405666666666775,8541.863189814816,9291.863189814816,9308.763689814816,603.5708508083333,0.0
B_fixed_q50,2025-03-20,2025-03-20,5,2025-03-20 00:50:00,2025-03-20 01:00:00,0.4285,3426.94,0.0,3390.6,0.0,565.0999999999999,-8.113333333333344,556.9866666666666,0.50,0.50,28,,556.9866666666666,0.0,14.170000000000073,0.0,0.0,9291.863189814816,9276.118745370371,9308.763689814816,238.66878666666662,0.0
B_fixed_q50,2025-03-20,2025-03-20,6,2025-03-20 01:00:00,2025-03-20 01:10:00,0.4311,3609.5343,0.0,3352.8783,0.0,558.81305,-6.405933333333451,552.4071166666665,0.50,0.50,28,,552.4071166666665,0.0,49.181933333333404,0.0,0.0,9276.118745370371,9221.472152777778,9308.763689814816,238.14270799499994,0.0
B_fixed_q50,2025-03-20,2025-03-20,7,2025-03-20 01:10:00,2025-03-20 01:20:00,0.4302,3668.9025,0.0,3308.9055,0.0,551.48425,-1.2682833333333292,550.2159666666666,0.50,0.50,28,,550.2159666666666,0.0,61.26778333333334,0.0,0.0,9221.472152777778,9153.396837962964,9308.763689814816,236.70290886,0.0
B_fixed_q50,2025-03-20,2025-03-20,8,2025-03-20 01:20:00,2025-03-20 01:30:00,0.4279,3589.3,0.0,3260.08,0.0,543.3466666666666,-10.370000000000118,532.9766666666665,0.50,0.50,28,,1356.5725668724267,758.35590020576,0.0,0.0,0.0,9153.396837962964,9835.917148148148,10050.0,580.4774013647113,0.0
B_fixed_q50,2025-03-20,2025-03-20,9,2025-03-20 01:30:00,2025-03-20 01:40:00,0.4312,3503.6157,0.0,3353.4584,0.0,558.9097333333333,-11.76761666666664,547.1421166666667,0.50,0.50,28,,547.1421166666667,0.0,36.79383333333328,0.0,0.0,9835.917148148148,9795.03511111111,10050.0,235.92768070666668,0.0
B_fixed_q50,2025-03-20,2025-03-20,10,2025-03-20 01:40:00,2025-03-20 01:50:00,0.4333,3545.9703,0.0,3552.8392,0.0,592.1398666666666,-9.051200000000051,583.0886666666665,0.50,0.50,28,,583.0886666666665,0.0,7.9063833333334514,0.0,0.0,9795.03511111111,9786.25024074074,10050.0,252.6523192666666,0.0
B_fixed_q50,2025-03-20,2025-03-20,11,2025-03-20 01:50:00,2025-03-20 02:00:00,0.4311,3590.66,0.0,3655.73,0.0,609.2883333333333,7.331666666666706,616.62,0.50,0.50,28,,616.62,18.176666666666733,0.0,0.0,0.0,9786.25024074074,9802.60924074074,10050.0,265.824882,0.0
B_fixed_q50,2025-03-20,2025-03-20,12,2025-03-20 02:00:00,2025-03-20 02:10:00,0.4293,3395.9017,0.0,3484.6496,0.0,580.7749333333334,-5.6879333333332625,575.0870000000001,0.50,0.50,28,,575.0870000000001,9.103383333333454,0.0,0.0,0.0,9802.60924074074,9810.80228574074,10050.0,246.88484910000005,0.0
B_fixed_q50,2025-03-20,2025-03-20,13,2025-03-20 02:10:00,2025-03-20 02:20:00,0.4324,3276.7246,0.0,3416.4269,0.0,569.4044833333332,-9.029699999999991,560.3747833333332,0.50,0.50,28,,560.3747833333332,14.25401666666653,0.0,0.0,0.0,9810.80228574074,9823.63090074074,10050.0,242.30605631333327,0.0
