strategy_id,date,issue_time,slot,start_time,end_time,price_yuan_kWh,load_kW,pv_kW,load_forecast_kW,pv_forecast_kW,net_forecast_kWh,residual_adjustment_kWh,protected_net_kWh,theta,theta_preset,residual_days,fallback_reason,planned_kWh,charge_kWh,discharge_kWh,emergency_kWh,unused_kWh,state_start_kWh,state_end_kWh,nominal_state_end_kWh,planned_cost_yuan,emergency_cost_yuan
B_adaptive,2025-03-20,2025-03-20,0,2025-03-20 00:00:00,2025-03-20 00:10:00,0.4248,3299.0689,0.0,3617.1514,0.0,602.8585666666667,18.263666666666722,621.1222333333334,0.80,adaptive,28,,621.1222333333335,0.0,0.0,0.0,71.2774166666668,10800.0,10800.0,10800.0,263.8527247200001,0.0
B_adaptive,2025-03-20,2025-03-20,1,2025-03-20 00:10:00,2025-03-20 00:20:00,0.4245,3421.881,0.0,3585.3143,0.0,597.5523833333333,22.6016166666667,620.154,0.80,adaptive,28,,620.154,0.0,0.0,0.0,49.84050000000002,10800.0,10800.0,10800.0,263.25537299999996,0.0
B_adaptive,2025-03-20,2025-03-20,2,2025-03-20 00:20:00,2025-03-20 00:30:00,0.4269,3683.11,0.0,3514.21,0.0,585.7016666666666,26.6099999999999,612.3116666666665,0.80,adaptive,28,,612.3116666666665,0.0,1.540000000000191,0.0,0.0,10800.0,10798.288888888888,10800.0,261.39585049999994,0.0
B_adaptive,2025-03-20,2025-03-20,3,2025-03-20 00:30:00,2025-03-20 00:40:00,0.4272,3476.737,0.0,3566.7633,0.0,594.46055,13.075066666666544,607.5356166666666,0.80,adaptive,28,,607.5356166666666,1.9012345679018634,0.0,0.0,26.17821543209809,10798.288888888888,10800.0,10800.0,259.53921543999996,0.0
B_adaptive,2025-03-20,2025-03-20,4,2025-03-20 00:40:00,2025-03-20 00:50:00,0.4271,3302.6695,0.0,3529.764,0.0,588.294,13.208250000000021,601.50225,0.80,adaptive,28,,601.50225,0.0,0.0,0.0,51.05733333333342,10800.0,10800.0,10800.0,256.901610975,0.0
B_adaptive,2025-03-20,2025-03-20,5,2025-03-20 00:50:00,2025-03-20 01:00:00,0.4285,3426.94,0.0,3390.6,0.0,565.0999999999999,22.176666666666677,587.2766666666666,0.80,adaptive,28,,587.2766666666666,0.0,0.0,0.0,16.120000000000005,10800.0,10800.0,10800.0,251.64805166666665,0.0
B_adaptive,2025-03-20,2025-03-20,6,2025-03-20 01:00:00,2025-03-20 01:10:00,0.4311,3609.5343,0.0,3352.8783,0.0,558.81305,12.962949999999978,571.776,0.80,adaptive,28,,571.776,0.0,29.813049999999976,0.0,0.0,10800.0,10766.87438888889,10800.0,246.49263359999998,0.0
B_adaptive,2025-03-20,2025-03-20,7,2025-03-20 01:10:00,2025-03-20 01:20:00,0.4302,3668.9025,0.0,3308.9055,0.0,551.48425,18.55611666666664,570.0403666666666,0.80,adaptive,28,,570.0403666666666,0.0,41.44338333333337,0.0,0.0,10766.87438888889,10720.826185185186,10800.0,245.23136574,0.0
B_adaptive,2025-03-20,2025-03-20,8,2025-03-20 01:20:00,2025-03-20 01:30:00,0.4279,3589.3,0.0,3260.08,0.0,543.3466666666666,3.046666666666738,546.3933333333333,0.80,adaptive,28,,546.3933333333333,0.0,51.82333333333338,0.0,0.0,10720.826185185186,10663.244703703704,10800.0,233.80170733333333,0.0
B_adaptive,2025-03-20,2025-03-20,9,2025-03-20 01:30:00,2025-03-20 01:40:00,0.4312,3503.6157,0.0,3353.4584,0.0,558.9097333333333,20.177783333333423,579.0875166666667,0.80,adaptive,28,,579.0875166666667,0.0,4.848433333333219,0.0,0.0,10663.244703703704,10657.857555555556,10800.0,249.70253718666672,0.0
B_adaptive,2025-03-20,2025-03-20,10,2025-03-20 01:40:00,2025-03-20 01:50:00,0.4333,3545.9703,0.0,3552.8392,0.0,592.1398666666666,12.04320000000007,604.1830666666667,0.80,adaptive,28,,604.1830666666667,13.188016666666726,0.0,0.0,0.0,10657.857555555556,10669.726770555557,10800.0,261.7925227866667,0.0
B_adaptive,2025-03-20,2025-03-20,11,2025-03-20 01:50:00,2025-03-20 02:00:00,0.4311,3590.66,0.0,3655.73,0.0,609.2883333333333,31.86500000000001,641.1533333333333,0.80,adaptive,28,,641.1533333333333,42.710000000000036,0.0,0.0,0.0,10669.726770555557,10708.165770555557,10800.0,276.40120199999996,0.0
B_adaptive,2025-03-20,2025-03-20,12,2025-03-20 02:00:00,2025-03-20 02:10:00,0.4293,3395.9017,0.0,3484.6496,0.0,580.7749333333334,17.019266666666624,597.7942,0.80,adaptive,28,,597.7942,31.810583333333398,0.0,0.0,0.0,10708.165770555557,10736.795295555557,10800.0,256.63305006,0.0
B_adaptive,2025-03-20,2025-03-20,13,2025-03-20 02:10:00,2025-03-20 02:20:00,0.4324,3276.7246,0.0,3416.4269,0.0,569.4044833333332,16.255583333333334,585.6600666666666,0.80,adaptive,28,,585.6600666666666,39.53929999999991,0.0,0.0,0.0,10736.795295555557,10772.380665555558,10800.0,253.23941282666664,0.0
B_adaptive,2025-03-20,2025-03-20,14,2025-03-20 02:20:00,2025-03-20 02:30:00,0.4367,3394.28,0.0,3529.19,0.0,588.1983333333333,9.516666666666652,597.7149999999999,0.80,adaptive,28,,597.7149999999999,30.688149382713164,0.0,0.0,1.313517283953388,10772.380665555558,10800.0,10800.0,261.0221405,0.0
B_adaptive,2025-03-20,2025-03-20,15,2025-03-20 02:30:00,2025-03-20 02:40:00,0.4348,3587.5594,0.0,3565.0967,0.0,594.1827833333333,11.649950000000047,605.8327333333334,0.80,adaptive,28,,605.8327333333334,0.0,0.0,0.0,7.906166666666763,10800.0,10800.0,10800.0,263.41607245333336,0.0
B_adaptive,2025-03-20,2025-03-20,16,2025-03-20 02:40:00,2025-03-20 02:50:00,0.4335,3605.7268,0.0,3662.8512,0.0,610.4752,19.866216666666674,630.3414166666666,0.80,adaptive,28,,630.3414166666666,0.0,0.0,0.0,29.38695000000007,10800.0,10800.0,10800.0,273.25300412499996,0.0
B_adaptive,2025-03-20,2025-03-20,17,2025-03-20 02:50:00,2025-03-20 03:00:00,0.4357,3522.79,0.0,3749.14,0.0,624.8566666666666,30.196666666666715,655.0533333333333,0.80,adaptive,28,,655.0533333333333,0.0,0.0,0.0,67.92166666666662,10800.0,10800.0,10800.0,285.4067373333333,0.0
B_adaptive,2025-03-20,2025-03-20,18,2025-03-20 03:00:00,2025-03-20 03:10:00,0.4374,3631.2618,0.0,3576.3344,0.0,596.0557333333334,24.05658333333338,620.1123166666667,0.80,adaptive,28,,620.1123166666667,0.0,0.0,0.0,14.902016666666782,10800.0,10800.0,10800.0,271.23712731000006,0.0
B_adaptive,2025-03-20,2025-03-20,19,2025-03-20 03:10:00,2025-03-20 03:20:00,0.4371,3731.3543,0.0,3450.3953,0.0,575.0658833333333,21.91126666666662,596.9771499999999,0.80,adaptive,28,,596.9771499999999,0.0,24.91523333333339,0.0,0.0,10800.0,10772.316407407407,10800.0,260.938712265,0.0
B_adaptive,2025-03-20,2025-03-20,20,2025-03-20 03:20:00,2025-03-20 03:30:00,0.4356,3721.01,0.0,3522.37,0.0,587.0616666666666,16.875,603.9366666666666,0.80,adaptive,28,,603.9366666666666,0.0,16.231666666666683,0.0,0.0,10772.316407407407,10754.281222222222,10800.0,263.07481199999995,0.0
B_adaptive,2025-03-20,2025-03-20,21,2025-03-20 03:30:00,2025-03-20 03:40:00,0.4353,3699.7385,0.0,3631.228,0.0,605.2046666666666,6.066683333333344,611.27135,0.80,adaptive,28,,611.27135,0.0,5.3517333333333,0.0,0.0,10754.281222222222,10748.334851851852,10800.0,266.086418655,0.0
B_adaptive,2025-03-20,2025-03-20,22,2025-03-20 03:40:00,2025-03-20 03:50:00,0.436,3674.7825,0.0,3569.4386,0.0,594.9064333333333,0.022933333333298833,594.9293666666666,0.80,adaptive,28,,594.9293666666666,0.0,17.534383333333267,0.0,0.0,10748.334851851852,10728.852203703704,10800.0,259.38920386666666,0.0
B_adaptive,2025-03-20,2025-03-20,23,2025-03-20 03:50:00,2025-03-20 04:00:00,0.4378,3623.58,0.0,3455.04,0.0,575.8399999999999,15.306666666666615,591.1466666666665,0.80,adaptive,28,,591.1466666666665,0.0,12.783333333333417,0.0,0.0,10728.852203703704,10714.6485,10800.0,258.8040106666666,0.0
B_adaptive,2025-03-20,2025-03-20,24,2025-03-20 04:00:00,2025-03-20 04:10:00,0.4401,3538.7697,0.0019,3583.9838,0.0018,597.3303333333333,11.515883333333363,608.8462166666667,0.80,adaptive,28,,608.8462166666667,19.051583333333497,0.0,0.0,0.0,10714.6485,10731.794925,10800.0,267.953219955,0.0
B_adaptive,2025-03-20,2025-03-20,25,2025-03-20 04:10:00,2025-03-20 04:20:00,0.4389,3488.7843,0.0,3645.8233,0.0,607.6372166666666,14.802016666666702,622.4392333333333,0.80,adaptive,28,,622.4392333333333,40.97518333333335,0.0,0.0,0.0,10731.794925,10768.67259,10800.0,273.18857951,0.0
B_adaptive,2025-03-20,2025-03-20,26,2025-03-20 04:20:00,2025-03-20 04:30:00,0.4364,3513.51,0.0,3577.07,0.0,596.1783333333333,16.25666666666666,612.435,0.80,adaptive,28,,612.435,26.84999999999991,0.0,0.0,0.0,10768.67259,10792.83759,10800.0,267.266634,0.0
