scenario,year,gdp_trillion,population_million,coal_share,clean_share,pred_mt_raw,pred_mt,intensity_mt_per_trillion_yuan,intensity_base_2025,intensity_reduction_pct,total_yoy_pct,row_type,lower_mt,upper_mt,path_valid
基准,2025,141.65382,140.8,0.524,0.296,12033.160034624761,11639.657907215445,82.16974245534252,82.16974245534252,0.0,,anchor,11499.724532433034,11779.591281997857,True
基准,2026,148.02824189999998,140.9408,0.518,0.302,12154.878107287934,11757.395618909488,79.42670579612881,82.16974245534252,3.33825636694004,1.011522096547668,forecast,11617.462244127077,11897.328993691899,True
基准,2027,154.68951278549997,141.08174079999998,0.512,0.308,12278.690061004736,11877.158738650338,76.78063318435676,82.16974245534252,6.558508168520327,1.0186194598082121,forecast,11679.263062204414,12075.054415096261,True
基准,2028,161.65054086084746,141.22282254079997,0.506,0.314,12404.601079563003,11998.952280708301,74.22772739769104,82.16974245534252,9.665376597678621,1.0254434140180901,forecast,11756.580565910588,12241.323995506014,True
基准,2029,168.9248151995856,141.36404536334075,0.5,0.32,12532.617736145314,12122.782603313168,71.76436800590862,82.16974245534252,12.66326769259255,1.0320094597255691,forecast,11842.915853748345,12402.64935287799,True
基准,2030,176.52643188356694,141.50540940870408,0.494,0.326,12662.747909953876,12248.657328005582,69.38710082852937,82.16974245534252,15.556385166669152,1.0383319474689845,forecast,11935.756789671155,12561.557866340008,True
基准,2031,183.58748915890962,141.64691481811278,0.488,0.332,12776.004279612962,12358.210046896686,67.31509921245052,82.16974245534252,18.077996594628697,0.8944059414628169,forecast,12015.444680694136,12700.975413099235,True
基准,2032,190.93098872526602,141.78856173293087,0.482,0.338,12891.023012096419,12469.467496741672,65.30876721475637,82.16974245534252,20.51968855780425,0.9002715556928553,forecast,12099.238586949416,12839.696406533929,True
基准,2033,198.56822827427666,141.93035029466378,0.476,0.34400000000000003,13007.806793810309,12582.432276097155,63.36578809938012,82.16974245534252,22.884280507733045,0.9059310622927752,forecast,12186.64092320531,12978.223628989,True
基准,2034,206.51095740524772,142.07228064495843,0.47,0.35000000000000003,13126.359312406068,12697.107952022914,61.483943087371806,82.16974245534252,25.174472682828476,0.9113951373583618,forecast,12277.30782767568,13116.908076370148,True
基准,2035,214.77139570145764,142.21435292560338,0.46399999999999997,0.35600000000000004,13246.68520020938,12813.499005360736,59.66110600301776,82.16974245534252,27.39285262401512,0.9166737321413265,forecast,12370.990820374349,13256.007190347123,True
基准,2036,222.28839455100862,142.35656727852896,0.45799999999999996,0.36200000000000004,13348.846076423197,12912.319069849913,58.08813859100016,82.16974245534252,29.307142927252315,0.771218419323505,forecast,12448.212570048476,13376.42556965135,True
基准,2037,230.0684883602939,142.49892384580747,0.45199999999999996,0.36800000000000005,13452.452603605281,13012.53751038291,56.55940804029146,82.16974245534252,31.167597280677516,0.7761459424202588,forecast,12527.794080787484,13497.280939978336,True
基准,2038,238.1208854529042,142.64142276965325,0.44599999999999995,0.37400000000000005,13557.504730158622,13114.154277050015,55.0735155049797,82.16974245534252,32.97591806995017,0.7809143035017119,forecast,12609.617319123312,13618.691234976717,True
基准,2039,246.45511644375583,142.78406419242287,0.43999999999999995,0.38000000000000006,13664.003145073537,13217.170036310541,53.62911603146558,82.16974245534252,34.733742094163375,0.7855310917060487,forecast,12693.587290899726,13740.752781721356,True
基准,2040,255.08104551928727,142.92684825661527,0.43399999999999994,0.38600000000000007,13771.94923739566,13321.586131786278,52.22491582887527,82.16974245534252,36.442643887732295,0.7900034212231732,forecast,12779.6265016754,13863.545761897156,True
基准,2041,264.0088821124623,143.06977510487187,0.42799999999999994,0.39200000000000007,13881.345059105595,13427.40454835503,50.85966972366951,82.16974245534252,38.104138818117086,0.7943379678810425,forecast,12867.671049225388,13987.138047484674,True
基准,2042,273.24919298639844,143.21284487997673,0.42199999999999993,0.3980000000000001,13992.193291086494,13534.627879231106,49.53217878270118,82.16974245534252,39.71968597854514,0.7985410023950701,forecast,12957.667794454082,14111.58796400813,True
基准,2043,282.81291474092234,143.3560577248567,0.4159999999999999,0.4040000000000001,14104.497211892407,13643.259295754986,48.24128809058535,82.16974245534252,41.29069089293611,0.8026184206406883,forecast,13049.572266417217,14236.946325092755,True
基准,2044,292.7113667568546,143.49941378258154,0.4099999999999999,0.4100000000000001,14218.26066906,13753.302519643203,46.985884668659295,82.16974245534252,42.81850804851298,0.8065757712488519,forecast,13143.34708013807,14363.257959148335,True
基准,2045,302.9562645933445,143.6429131963641,0.4039999999999999,0.4160000000000001,14333.488052733852,13864.76179747611,45.764895524067335,82.16974245534252,44.304443270052154,0.8104182807999516,forecast,13238.96072080726,14490.562874144962,True
低碳,2025,141.65382,140.8,0.524,0.296,12033.160034624761,11639.657907215445,82.16974245534252,82.16974245534252,0.0,,anchor,11499.724532433034,11779.591281997857,True
低碳,2026,148.02824189999998,140.9408,0.514,0.306,12126.448464029481,11729.895667026492,79.240930760703,82.16974245534252,3.564343281508109,0.7752612708240125,forecast,11589.962292244081,11869.829041808904,True
低碳,2027,154.68951278549997,141.08174079999998,0.504,0.316,12222.784220988819,11823.081102274824,76.43104493236905,82.16974245534252,6.983954618200638,0.7944268038997393,forecast,11625.1854258289,12020.976778720747,True
低碳,2028,161.65054086084746,141.22282254079997,0.494,0.326,12322.082270915065,11919.131959129496,73.73394419626324,82.16974245534252,10.266307289041276,0.8124012347017651,forecast,11676.760244331783,12161.50367392721,True
低碳,2029,168.9248151995856,141.36404536334075,0.484,0.336,12424.268345705941,12017.976398165001,71.14393692818723,82.16974245534252,13.418327960742449,0.8292922620073417,forecast,11738.109648600179,12297.843147729824,True
低碳,2030,176.52643188356694,141.50540940870408,0.474,0.34600000000000003,12529.277638005708,12119.551731321964,68.65573388644574,82.16974245534252,16.446453603333786,0.8451949795181157,forecast,11806.651192987538,12432.45226965639,True
低碳,2031,183.58748915890962,141.64691481811278,0.46399999999999997,0.35600000000000004,12618.291759338716,12205.654959255964,66.48413252545218,82.16974245534252,19.089277221983657,0.7104489492913535,forecast,11862.889593053415,12548.420325458514,True
低碳,2032,190.93098872526602,141.78856173293087,0.45399999999999996,0.36600000000000005,12709.723590081549,12294.09683392685,64.3902643358593,82.16974245534252,21.63750011647655,0.7245975325872678,forecast,11923.867924134593,12664.325743719106,True
低碳,2033,198.56822827427666,141.93035029466378,0.44399999999999995,0.37600000000000006,12803.519453424853,12384.825433836311,62.370629689707975,82.16974245534252,24.095381309482544,0.7379850763749252,forecast,11989.034080944466,12780.616786728157,True
低碳,2034,206.51095740524772,142.07228064495843,0.43399999999999994,0.38600000000000007,12899.63180950087,12477.794773740565,60.421950149863996,82.16974245534252,26.46691063598986,0.7506713792691411,forecast,12057.994649393331,12897.594898087798,True
低碳,2035,214.77139570145764,142.21435292560338,0.42399999999999993,0.3960000000000001,12998.018608633489,12572.964179050092,58.54114854534495,82.16974245534252,28.755832991492202,0.7627101345648812,forecast,12130.455994063705,13015.47236403648,True
低碳,2036,222.28839455100862,142.35656727852896,0.4139999999999999,0.4060000000000001,13079.101835614938,12651.395864605798,56.91433369771662,82.16974245534252,30.7356552460313,0.6238122087899978,forecast,12187.289364804361,13115.502364407235,True
低碳,2037,230.0684883602939,142.49892384580747,0.4039999999999999,0.4160000000000001,13162.112276377558,12731.691741202125,55.33870297467217,82.16974245534252,32.65318678010027,0.6346799788390589,forecast,12246.948311606699,13216.435170797551,True
低碳,2038,238.1208854529042,142.64142276965325,0.3939999999999999,0.4260000000000001,13247.012175887136,12813.815288450307,53.81222761740754,82.16974245534252,34.51089657892828,0.6450324820731712,forecast,12309.278330523604,13318.35224637701,True
低碳,2039,246.45511644375583,142.78406419242287,0.3839999999999999,0.4360000000000001,13333.767589397683,12897.73367164775,52.33299213973176,82.16974245534252,36.31111577576915,0.6549055164942308,forecast,12374.150926236935,13421.316417058564,True
低碳,2040,255.08104551928727,142.92684825661527,0.3739999999999999,0.4460000000000001,13422.348026158264,12983.41739713616,50.89918527934861,82.16974245534252,38.05604866412814,0.6643316389511433,forecast,12441.45776702528,13525.37702724704,True
低碳,2041,264.0088821124623,143.06977510487187,0.3639999999999999,0.4560000000000001,13512.726134671031,13070.840007852115,49.50909190352243,82.16974245534252,39.747782548509804,0.6733405238534385,forecast,12511.10650872247,13630.57350698176,True
低碳,2042,273.24919298639844,143.21284487997673,0.35399999999999987,0.46600000000000014,13604.877423888724,13159.977813641819,48.16108574672674,82.16974245534252,41.38829658264871,0.6819592752734804,forecast,12583.017728864796,13736.937898418842,True
低碳,2043,282.81291474092234,143.3560577248567,0.34399999999999986,0.47600000000000015,13698.780015599945,13250.80965174374,46.853622876036155,82.16974245534252,42.97946972208159,0.690212699353987,forecast,12657.122622405972,13844.49668108151,True
低碳,2044,292.7113667568546,143.49941378258154,0.33399999999999985,0.48600000000000015,13794.414423963939,13343.316673532929,45.58523579515369,82.16974245534252,44.52308789950475,0.6981235427905741,forecast,12733.361234027796,13953.272113038061,True
