month,planned_kWh,emergency_kWh,unused_kWh,charge_kWh,discharge_kWh,loss_kWh,planned_cost_yuan,emergency_cost_yuan,total_cost_yuan,emergency_slots,emergency_events
2025-02,1947423.772148451,2059.264378484796,125449.22745084361,592343.651770425,482189.51476099924,112810.97792826468,1180019.5895266098,11108.241209258174,1191127.8307358678,50,28
2025-03,1803973.8004701668,13229.375190241492,174622.48976828347,610903.6121566315,494640.59273117327,116050.42707468242,1070684.672173011,82659.80322442976,1153344.4753974406,78,23
2025-04,1544516.5082822929,13427.610084022395,234795.66291674643,556154.7313535206,450735.87490395166,105697.23701356894,897135.7374158216,87239.2209343828,984374.9583502044,52,17
2025-05,1562162.0759570939,9345.714059022635,278887.6397486285,549923.4273829992,444113.7420821778,104338.31408076415,922450.4132078874,58937.82242446768,981388.2356323552,78,25
2025-06,2033563.7986921058,23523.307922576838,198661.04368470784,571256.0440088302,462823.1472621888,108550.39854112624,1257034.3588067992,148536.8328608215,1405571.1916676208,125,38
2025-07,2271250.21162906,8515.030102430765,221355.47284631463,598672.1242227204,485081.61485421064,113765.16962829548,1420956.6071924488,49305.624707428506,1470262.2318998773,115,40
2025-08,1964707.392898218,10363.156761680164,283563.7213834219,566994.7083318185,459600.7443220089,107766.22020229397,1227463.8356774028,68367.114941527,1295830.95061893,97,40
2025-09,1721958.0482346774,14380.846454286335,240731.48639318816,569429.4847590073,462205.94371323165,108299.16444403761,1057318.6466208328,90558.91193567596,1147877.5585565087,97,38
2025-10,1808735.6759475213,7009.9755973078,224092.34927122534,610157.9671926879,493638.2559524172,115864.49182509295,1083475.485444973,43694.00585422297,1127169.491299196,71,25
2025-11,2030456.5813899268,1326.1114038136902,124061.57771551909,631146.3974374832,511397.6903425948,119936.60533736998,1243391.059754349,7036.307181432539,1250427.3669357814,19,10
2025-12,2618294.258845291,10738.75514140108,129604.94402432219,713872.3659365181,578481.2322074814,135662.92906114977,1636168.7342976185,55135.6694639407,1691304.4037615592,59,21
