strategy_id,date,slot,nominal_charge_kWh,nominal_discharge_kWh,nominal_unused_kWh,nominal_binary_mode,nominal_state_start_kWh,nominal_state_end_kWh,nominal_planned_cost_yuan
C0_original_naive,2025-02-01,0,553.9308074073981,0.0,0.0,0.9999999999999984,8801.462273333342,9300.0,435.14966042666265
C0_original_naive,2025-02-01,1,833.3333333333333,0.0,0.0,1.0,9300.0,10050.0,550.4158338249999
C0_original_naive,2025-02-01,2,0.0,0.0,0.0,0.0,10050.0,10050.0,195.6717495
C0_original_naive,2025-02-01,3,0.0,0.0,0.0,0.0,10050.0,10050.0,212.43430648
C0_original_naive,2025-02-01,4,0.0,0.0,0.0,0.0,10050.0,10050.0,218.8119858933333
C0_original_naive,2025-02-01,5,0.0,0.0,0.0,0.0,10050.0,10050.0,216.93740916666664
C0_original_naive,2025-02-01,6,0.0,0.0,0.0,0.0,10050.0,10050.0,221.23349307
C0_original_naive,2025-02-01,7,0.0,0.0,0.0,0.0,10050.0,10050.0,219.23861720999994
C0_original_naive,2025-02-01,8,0.0,0.0,0.0,-0.0,10050.0,10050.0,213.50569716666672
C0_original_naive,2025-02-01,9,0.0,0.0,0.0,0.0,10050.0,10050.0,229.29475389333336
C0_original_naive,2025-02-01,10,0.0,0.0,0.0,0.0,10050.0,10050.0,226.59856800000003
C0_original_naive,2025-02-01,11,0.0,0.0,0.0,0.0,10050.0,10050.0,228.461445
C0_original_naive,2025-02-01,12,0.0,0.0,0.0,0.0,10050.0,10050.0,224.895294585
C0_original_naive,2025-02-01,13,0.0,0.0,0.0,0.0,10050.0,10050.0,235.91331057999997
C0_original_naive,2025-02-01,14,0.0,0.0,0.0,0.0,10050.0,10050.0,234.43657233333337
C0_original_naive,2025-02-01,15,0.0,0.0,0.0,0.0,10050.0,10050.0,224.8241013
C0_original_naive,2025-02-01,16,0.0,0.0,0.0,0.0,10050.0,10050.0,231.05198865
C0_original_naive,2025-02-01,17,0.0,0.0,0.0,0.0,10050.0,10050.0,236.93438616666663
C0_original_naive,2025-02-01,18,0.0,0.0,0.0,0.0,10050.0,10050.0,239.22291005999998
C0_original_naive,2025-02-01,19,0.0,0.0,0.0,0.0,10050.0,10050.0,236.48262486999997
C0_original_naive,2025-02-01,20,0.0,0.0,0.0,0.0,10050.0,10050.0,237.41288999999995
C0_original_naive,2025-02-01,21,0.0,0.0,0.0,0.0,10050.0,10050.0,229.38864078500004
C0_original_naive,2025-02-01,22,0.0,0.0,0.0,0.0,10050.0,10050.0,238.63555300000004
C0_original_naive,2025-02-01,23,0.0,0.0,0.0,0.0,10050.0,10050.0,244.34493600000002
C0_original_naive,2025-02-01,24,0.0,0.0,0.0,0.0,10050.0,10050.0,241.26662686499995
C0_original_naive,2025-02-01,25,0.0,0.0,0.0,0.0,10050.0,10050.0,242.456925865
C0_original_naive,2025-02-01,26,0.0,0.0,0.0,0.0,10050.0,10050.0,252.14319200000006
C0_original_naive,2025-02-01,27,0.0,0.0,0.0,0.0,10050.0,10050.0,254.00410199166663
C0_original_naive,2025-02-01,28,0.0,0.0,0.0,0.0,10050.0,10050.0,257.55598505999995
C0_original_naive,2025-02-01,29,0.0,0.0,0.0,0.0,10050.0,10050.0,251.92799250000002
C0_original_naive,2025-02-01,30,0.0,0.0,0.0,0.0,10050.0,10050.0,244.86025648
C0_original_naive,2025-02-01,31,0.0,0.0,0.0,0.0,10050.0,10050.0,253.0534885316666
C0_original_naive,2025-02-01,32,0.0,0.0,0.0,0.0,10050.0,10050.0,255.87652566666668
C0_original_naive,2025-02-01,33,833.3333333333333,0.0,0.0,1.0,10050.0,10800.0,535.51191773
C0_original_naive,2025-02-01,34,0.0,-0.0,0.0,0.0,10800.0,10800.0,337.62453736666663
C0_original_naive,2025-02-01,35,0.0,572.385,0.0,0.0,10800.0,10164.016666666666,0.0
C0_original_naive,2025-02-01,36,0.0,572.6067999999999,0.0,0.0,10164.016666666666,9527.786888888888,0.0
C0_original_naive,2025-02-01,37,0.0,580.0315333333333,0.0,0.0,9527.786888888888,8883.307407407407,0.0
C0_original_naive,2025-02-01,38,0.0,568.5600000000002,0.0,0.0,8883.307407407407,8251.574074074073,0.0
C0_original_naive,2025-02-01,39,0.0,577.5769833333334,0.0,0.0,8251.574074074073,7609.82187037037,0.0
C0_original_naive,2025-02-01,40,0.0,617.9542833333334,0.0,0.0,7609.82187037037,6923.205999999999,0.0
C0_original_naive,2025-02-01,41,0.0,620.0908333333334,0.0,0.0,6923.205999999999,6234.216185185184,0.0
C0_original_naive,2025-02-01,42,0.0,545.1523166666665,0.0,0.0,6234.216185185184,5628.491388888888,0.0
C0_original_naive,2025-02-01,43,0.0,493.28841666666665,0.0,0.0,5628.491388888888,5080.393148148147,0.0
C0_original_naive,2025-02-01,44,0.0,516.8770833333333,0.0,0.0,5080.393148148147,4506.085277777776,0.0
C0_original_naive,2025-02-01,45,0.0,467.69219999999996,0.0,0.0,4506.085277777776,3986.4272777777765,0.0
C0_original_naive,2025-02-01,46,0.0,386.58575,0.0,0.0,3986.4272777777765,3556.887555555554,0.0
C0_original_naive,2025-02-01,47,0.0,336.6045833333333,0.0,0.0,3556.887555555554,3182.8824629629617,0.0
C0_original_naive,2025-02-01,48,0.0,291.4464333333332,0.0,0.0,3182.8824629629617,2859.0530925925914,0.0
C0_original_naive,2025-02-01,49,0.0,234.0489999999999,0.0,0.0,2859.0530925925914,2598.998648148147,0.0
C0_original_naive,2025-02-01,50,0.0,228.1058333333333,0.0,0.0,2598.998648148147,2345.547722222221,0.0
C0_original_naive,2025-02-01,51,0.0,147.11066666666665,0.0,0.0,2345.547722222221,2182.091425925925,0.0
C0_original_naive,2025-02-01,52,0.0,127.83840000000005,0.0,0.0,2182.091425925925,2040.048759259258,0.0
C0_original_naive,2025-02-01,53,0.0,133.0387500000001,0.0,0.0,2040.048759259258,1892.2279259259246,0.0
C0_original_naive,2025-02-01,54,0.0,134.94439999999992,0.0,0.0,1892.2279259259246,1742.2897037037026,0.0
C0_original_naive,2025-02-01,55,0.0,90.80766666666659,0.0,0.0,1742.2897037037026,1641.3922962962952,0.0
C0_original_naive,2025-02-01,56,0.0,24.88374999999988,0.0,0.0,1641.3922962962952,1613.7436851851842,0.0
C0_original_naive,2025-02-01,57,0.0,18.814533333333355,0.0,0.0,1613.7436851851842,1592.838648148147,0.0
C0_original_naive,2025-02-01,58,0.0,27.331166666666675,0.0,0.0,1592.838648148147,1562.470685185184,0.0
C0_original_naive,2025-02-01,59,41.35999999999993,0.0,0.0,1.0,1562.470685185184,1599.694685185184,0.0
C0_original_naive,2025-02-01,60,75.22438333333338,0.0,0.0,1.0,1599.694685185184,1667.396630185184,0.0
