strategy_id,date,initial_kWh,final_kWh,planned_kWh,emergency_kWh,unused_kWh,charge_kWh,discharge_kWh,loss_kWh,planned_cost_yuan,emergency_cost_yuan,total_cost_yuan,emergency_slots,emergency_events,theta,theta_preset,residual_days,fallback_reason,solver_seconds,mip_gap,milp_fallback,nominal_terminal_error_kWh
C0_original_naive,2025-02-01,8801.462273333342,7384.920801481481,45964.63278497941,0.0,9743.909076131691,16407.55315884772,14565.005383333333,3259.0892473662543,24188.34757210987,0.0,24188.34757210987,0,0,0.80,0.80,28,,0.030562100000679493,0.0,False,0.0
C0_original_naive,2025-02-02,7384.920801481481,7181.203428703704,93319.54443477365,0.0,11206.471658847735,20737.58137592593,16980.786550000004,3960.512198703705,59618.2332616967,0.0,59618.2332616967,0,0,0.80,0.80,28,,0.03596889995969832,0.0,False,0.0
C0_original_naive,2025-02-03,7181.203428703704,6998.7258664814835,90489.9330302469,0.0,6317.6835627572,21681.909334156375,17726.576366666668,4137.810529711935,57399.8138479709,0.0,57399.8138479709,0,0,0.80,0.80,28,,0.024231200106441975,0.0,False,0.0
C0_original_naive,2025-02-04,6998.7258664814835,7104.070426666668,92468.60062530864,0.0,6763.996664197536,23236.473194444436,18726.73318333333,4404.395450925926,58566.1837363903,0.0,58566.1837363903,0,0,0.80,0.80,28,,0.03166980016976595,0.0,False,0.0
C0_original_naive,2025-02-05,7104.070426666668,6731.184916296295,93146.50485349793,0.0,8587.030258230454,21824.445111934154,18013.3975,4183.9331223045265,59405.066122857934,0.0,59405.066122857934,0,0,0.80,0.80,28,,0.02416919986717403,0.0,False,0.0
C0_original_naive,2025-02-06,6731.184916296295,6952.177553703706,93180.273481893,0.0,8606.663498148144,21598.20733374486,17295.654566666668,4081.560129670783,59279.29667345302,0.0,59279.29667345302,0,0,0.80,0.80,28,,0.026304100174456835,0.0,False,0.0
C0_original_naive,2025-02-07,6952.177553703706,6722.315195185183,45214.54167633744,0.0,10098.165310905348,18513.541165432096,15202.84446666667,3540.5590572839515,23463.116194209008,0.0,23463.116194209008,0,0,0.80,0.80,28,,0.03789889998733997,0.0,False,0.0
C0_original_naive,2025-02-08,6722.315195185183,6677.376479629626,39432.46413189301,0.0,4345.758113580248,18684.148134979423,15174.604833333333,3554.4820172016466,20498.5022346165,0.0,20498.5022346165,0,0,0.80,0.80,28,,0.03130310005508363,0.0,False,0.0
C0_original_naive,2025-02-09,6677.376479629626,6396.141562222225,85793.61787624485,61.97174916666623,1988.591374804525,24024.703734773662,19713.12145083333,4592.817201347737,53865.71840479297,247.57713792083158,54113.2955427138,1,1,0.80,0.80,28,,0.02913859998807311,1.3507584841820306e-16,False,0.0
C0_original_naive,2025-02-10,6396.141562222225,6365.248787777774,89250.04215864197,0.0,11122.277397119347,20152.266711522625,16351.139533333331,3832.0199526337447,56160.81601138851,0.0,56160.81601138851,0,0,0.80,0.80,28,,0.016179800033569336,0.0,False,0.0
C0_original_naive,2025-02-11,6365.248787777774,6206.9201207407405,82871.90008106997,0.0,3398.2619779835345,23134.404053086426,18881.363083333334,4411.369636790125,51681.665907938805,0.0,51681.665907938805,0,0,0.80,0.80,28,,0.031547300051897764,0.0,False,0.0
C0_original_naive,2025-02-12,6206.9201207407405,6372.900700555555,84430.94780473251,0.0,4742.5596751028825,22485.62881296296,18063.976816666665,4255.671416481482,52763.20669006504,0.0,52763.20669006504,0,0,0.80,0.80,28,,0.027074499987065792,0.0,False,0.0
C0_original_naive,2025-02-13,6372.900700555555,6414.903142037039,84519.32004032921,0.0,9368.326561316873,19914.275079012346,16092.760616666665,3779.5120208641983,53033.73431770294,0.0,53033.73431770294,0,0,0.80,0.80,28,,0.014861600007861853,0.0,False,0.0
C0_original_naive,2025-02-14,6414.903142037039,6393.7410003703735,36567.81553477366,0.0,3280.6580123456747,18444.219122427985,14958.863416666663,3506.517847427984,19074.590118028522,0.0,19074.590118028522,0,0,0.80,0.80,28,,0.035306200152263045,0.0,False,0.0
C0_original_naive,2025-02-15,6393.7410003703735,6250.001637037034,37159.068504115225,0.0,4617.341872839509,17847.373464609045,14585.737933333334,3405.3748946090536,19432.58081989148,0.0,19432.58081989148,0,0,0.80,0.80,28,,0.03852230007760227,0.0,False,0.0
C0_original_naive,2025-02-16,6250.001637037034,6362.400659629633,83226.60866719548,19.151666666666642,3472.7027518518703,22602.733482510273,18207.055000499997,4283.279459417695,51783.1967519723,87.1305074999999,51870.327259472295,1,1,0.80,0.80,28,,0.03186820005066693,0.0,False,0.0
C0_original_naive,2025-02-17,6362.400659629633,6344.5825211111105,83843.94936275718,0.0,8975.944660082303,19474.620319341564,15790.478783333336,3701.95967452675,52130.303840060675,0.0,52130.303840060675,0,0,0.80,0.80,28,,0.02739920001477003,0.0,False,0.0
C0_original_naive,2025-02-18,6344.5825211111105,6611.854640185185,79887.9823994321,8.248333333333335,3326.6786329218244,22303.26004917694,17825.09573266666,4210.892197436213,49406.46669685813,37.52579250000001,49443.99248935813,1,1,0.80,0.80,28,,0.02267480012960732,0.0,False,0.0
C0_original_naive,2025-02-19,6611.854640185185,6120.985494814817,80215.66510185185,40.60458333333338,3506.1121790123434,22697.959756172837,18827.12963333333,4361.699268209877,49807.226220219854,178.2932893750002,49985.51950959485,2,2,0.80,0.80,28,,0.026204399997368455,0.0,False,0.0
C0_original_naive,2025-02-20,6120.985494814817,6422.972834814816,80644.24616827571,31.04203333333328,5433.709444444451,20929.7706201646,16681.32559633333,3946.4576838312755,50203.45123190898,145.40088413333308,50348.85211604231,1,1,0.80,0.80,28,,0.04742350010201335,0.0,False,0.0
C0_original_naive,2025-02-21,6422.972834814816,6592.5583138888915,35748.1463265432,0.0,6654.487792386833,17793.52405082304,14260.127549999997,3363.8110217489716,18597.78010904222,0.0,18597.78010904222,0,0,0.80,0.80,28,,0.03754029981791973,0.0,False,0.0
C0_original_naive,2025-02-22,6592.5583138888915,6580.749090185182,35472.009131893,0.0,4313.242477777777,17498.063537448557,14184.059766666667,3325.8129944855973,18493.211259525244,0.0,18493.211259525244,0,0,0.80,0.80,28,,0.062373199965804815,0.0,False,0.0
C0_original_naive,2025-02-23,6580.749090185182,6373.4146662962985,81643.25219506172,0.0,6390.134925102875,20567.70825329219,16846.44466666667,3928.598010514405,50889.86342700997,0.0,50889.86342700997,0,0,0.80,0.80,28,,0.03314250009134412,0.0,False,0.0
C0_original_naive,2025-02-24,6373.4146662962985,6379.429696111109,79554.668394393,16.587866666666628,7475.769993004109,20458.100655555558,16565.64800416667,3886.4376215740754,48979.58509160885,77.69756746666648,49057.28265907552,1,1,0.80,0.80,28,,0.02396619995124638,0.0,False,0.0
C0_original_naive,2025-02-25,6379.429696111109,6271.919808888891,77106.74212510287,30.095000000000027,7442.657248765425,20892.71337633745,17019.856733333334,3980.3665302263385,47425.51988629288,131.8010525000001,47557.32093879288,1,1,0.80,0.80,28,,0.02387289982289076,0.0,False,0.0
