date,interval,start_slot,end_slot,emergency_kWh,emergency_cost_yuan
2025-02-05,06:00-06:10,36,37,6.524359845437061,30.560101516027196
2025-02-05,07:50-08:00,47,48,20.601667650616264,119.66478654860455
2025-02-05,10:20-10:40,62,64,308.09184344478194,1496.832056693778
2025-02-06,08:00-08:10,48,49,21.052866666666773,122.98032063333395
2025-02-08,20:40-20:50,124,125,63.49362127202977,388.13650683591794
2025-02-08,21:30-21:40,129,130,11.635894047034313,57.42895506913784
2025-02-11,06:00-06:10,36,37,5.246584274728775,24.57500074282958
2025-02-15,20:40-21:50,124,131,360.51645219210656,2115.442614274766
2025-02-16,05:50-06:10,35,37,35.74251679976976,163.44887595720843
2025-02-16,20:30-20:40,123,124,10.29044233031675,71.78612569628966
2025-02-18,05:50-06:00,35,36,2.8507476945846975,12.969476636513082
2025-02-19,06:20-06:30,38,39,46.7328112288252,204.66634677663995
2025-02-20,06:00-06:10,36,37,9.168897645986704,42.94711657380172
2025-02-22,20:40-20:50,124,125,6.628716046494048,40.52134119221812
2025-02-23,06:00-06:10,36,37,17.06837157337634,79.94825244969478
2025-02-23,21:10-21:20,127,128,4.961561773767787,23.24739769098897
2025-02-23,21:40-21:50,130,131,4.72289500324996,18.334278402616345
2025-02-24,06:00-06:10,36,37,12.27085847040189,57.47670107536245
2025-02-25,05:50-06:00,35,36,25.846753624185794,117.58980561323328
2025-02-25,06:20-06:30,38,39,30.35376754517506,132.93432496409417
2025-02-26,20:30-20:40,123,124,109.42806777870226,763.3702008242269
2025-02-27,09:50-10:20,59,62,133.72136974060973,659.4940122010316
2025-03-02,20:00-21:40,120,130,2476.064473269874,16551.27664995092
2025-03-03,21:20-21:40,128,130,23.368496944050207,111.9801447790533
2025-03-05,05:50-06:00,35,36,3.286666666666747,14.952690000000366
2025-03-08,07:30-08:00,45,48,85.83394278105068,375.2979383065676
2025-03-13,10:40-10:50,64,65,0.2591044331222321,1.0351222103233173
2025-03-13,20:20-20:50,122,125,746.6056095548225,5196.314617338113
2025-03-16,05:50-06:00,35,36,1.6400000000001,7.461180000000455
2025-03-18,09:00-10:00,54,60,522.9849845439935,2570.595929125618
2025-04-01,20:20-20:50,122,125,1008.3693067983287,6966.647478154871
2025-04-02,08:40-10:20,52,62,1671.5658500000004,8353.047769075
2025-04-09,20:30-20:50,123,125,65.92260748564524,457.53774142909936
2025-04-27,20:30-20:40,123,124,621.571284955161,4336.081283847203
2025-04-28,20:00-21:00,120,126,2354.1458823394487,15954.812128686834
2025-05-01,20:20-21:50,122,131,1751.7298128940283,11405.950557972836
2025-05-02,20:20-21:50,122,131,1921.8443508559499,11754.1139978125
