strategy_id,predictor_id,alpha,date,initial_kWh,final_kWh,planned_kWh,emergency_kWh,unused_kWh,charge_kWh,discharge_kWh,loss_kWh,planned_cost_yuan,emergency_cost_yuan,total_cost_yuan,emergency_slots,emergency_events,solved,solver_seconds,mip_gap,milp_fallback,nominal_terminal_error_kWh
F11_joint,L1V1,0.8,2025-02-01,8801.462273333342,7265.295457246874,44525.66782192302,0.0,8404.969340399668,16447.75096140972,14705.228413219695,3278.6893642764944,23479.580727815242,0.0,23479.580727815242,0,0,True,0.024116599932312965,0.0,False,0.0
F11_joint,L1V1,0.8,2025-02-02,7265.295457246874,7051.229832772968,92327.22887715677,0.0,10135.673020126103,21199.66825819573,17364.390351165053,4049.343531504579,58626.656894412314,0.0,58626.656894412314,0,0,True,0.03114330000244081,0.0,False,0.0
F11_joint,L1V1,0.8,2025-02-03,7051.229832772968,6314.571944190954,87901.0390969058,0.0,4161.032397552586,22032.012100405424,18508.921901052203,4259.748087935232,55351.24865805912,0.0,55351.24865805912,0,0,True,0.027680400060489774,0.0,False,0.0
F11_joint,L1V1,0.8,2025-02-04,6314.571944190954,6583.086017535085,88967.04904681338,0.0,2859.897942414558,24582.234149416334,19669.94699501751,4643.773081054691,55817.31037677563,0.0,55817.31037677563,0,0,True,0.02954769995994866,0.0,False,0.0
F11_joint,L1V1,0.8,2025-02-05,6583.086017535085,6307.39298353271,86820.08437456717,335.21787094083527,2109.3075693048413,23924.69170248405,19627.12400961422,4573.2607268722095,54433.864336222425,1647.0569447584096,56080.92128098084,4,3,True,0.015767399920150638,0.0,False,0.0
F11_joint,L1V1,0.8,2025-02-06,6307.39298353271,6358.071003669606,88836.05077249571,21.052866666666773,4157.795769726081,23066.528603402294,18638.277950632648,4377.572632632747,55880.644259586436,122.98032063333395,56003.624580219766,1,1,True,0.032075499882921576,0.0,False,0.0
F11_joint,L1V1,0.8,2025-02-07,6358.071003669606,6337.84847586231,43366.11652412373,0.0,7865.300557145228,19543.876712307356,15848.740411995517,3715.358828119127,22277.435360635693,0.0,22277.435360635693,0,0,True,0.03439349983818829,0.0,False,0.0
F11_joint,L1V1,0.8,2025-02-08,6337.84847586231,6110.707729596494,38540.07310619799,75.12951531906408,3641.688382096645,18951.464181015694,15555.112658261949,3623.4922690195644,19774.20831984213,445.56546190505577,20219.773781747186,2,2,True,0.07326700002886355,0.0,False,0.0
F11_joint,L1V1,0.8,2025-02-09,6110.707729596494,6525.618540493551,88415.33122762524,0.0,3975.2682770793444,23743.301337220408,18858.654353341182,4469.736172982173,55445.48948688488,0.0,55445.48948688488,0,0,True,0.03329890011809766,0.0,False,0.0
F11_joint,L1V1,0.8,2025-02-10,6525.618540493551,6441.258689482548,88294.14392651565,0.0,10210.237922361388,20174.696245951873,16417.427825130926,3841.6282718319576,55514.57763650819,0.0,55514.57763650819,0,0,True,0.03222190006636083,0.0,False,0.0
F11_joint,L1V1,0.8,2025-02-11,6441.258689482548,6407.298762266807,86590.084285001,5.246584274728775,7197.570702243634,22145.93141154172,17968.768377842956,4211.122960914501,54129.854972742476,24.575000742829584,54154.429973485305,1,1,True,0.03416089992970228,0.0,False,0.0
F11_joint,L1V1,0.8,2025-02-12,6407.298762266807,6411.593935862967,86044.98704141635,0.0,6578.811770890076,22081.965689244207,17882.526552051262,4195.143963596784,53794.72322304016,0.0,53794.72322304016,0,0,True,0.031782499980181456,0.0,False,0.0
F11_joint,L1V1,0.8,2025-02-13,6411.593935862967,6477.133940777331,85021.7509263978,0.0,9875.732599284242,19776.596347494513,15960.057037047627,3750.9993055325217,53202.172725933924,0.0,53202.172725933924,0,0,True,0.05088709993287921,0.0,False,0.0
F11_joint,L1V1,0.8,2025-02-14,6477.133940777331,6340.529500671329,37014.71284208723,0.0,3859.418765365882,18297.032927105713,14943.540667051033,3490.0967001606873,19224.321148319537,0.0,19224.321148319537,0,0,True,0.03749500005505979,0.0,False,0.0
F11_joint,L1V1,0.8,2025-02-15,6340.529500671329,5945.692229278937,35388.839909414746,360.51645219210656,3444.1199922882074,17792.099018798952,14766.953749480312,3419.982540711042,18245.73367354726,2115.442614274766,20361.176287822025,7,1,True,0.033897699788212776,0.0,False,0.0
F11_joint,L1V1,0.8,2025-02-16,5945.692229278937,6083.382956854941,81129.26169193635,46.03295913008651,1165.313158736622,23729.89861848114,19097.296226151324,4494.911664753818,50143.519720702476,235.23500165349805,50378.754722355974,3,2,True,0.02765699988231063,0.0,False,0.0
F11_joint,L1V1,0.8,2025-02-17,6083.382956854941,6190.74490009539,82477.88884558422,0.0,7364.365281508849,20173.866571012186,16244.206173603474,3822.2984541682717,51118.10150736889,0.0,51118.10150736889,0,0,True,0.023471300024539232,0.0,False,0.0
F11_joint,L1V1,0.8,2025-02-18,6190.74490009539,6467.721183855577,81236.19098375333,2.8507476945846975,4793.3394667711555,21605.451715575062,17251.13723423163,4077.3381975832435,50220.76973741135,12.969476636513082,50233.73921404786,1,1,True,0.02432329999282956,0.0,False,0.0
F11_joint,L1V1,0.8,2025-02-19,6467.721183855577,6029.144341296333,79848.35123879748,46.7328112288252,3023.9191239456213,23087.140531845616,19095.30298909827,4430.4143853065925,49301.38103323647,204.66634677663995,49506.04738001311,1,1,True,0.015172099927440286,0.0,False,0.0
F11_joint,L1V1,0.8,2025-02-20,6029.144341296333,6436.403244865816,80319.85448480463,9.168897645986704,4789.797756020029,21997.678315182777,17451.586422085522,4138.83298952778,49572.34931527357,42.947116573801715,49615.29643184737,1,1,True,0.026037999894469976,0.0,False,0.0
F11_joint,L1V1,0.8,2025-02-21,6436.403244865816,6356.753268815815,35310.79123504461,0.0,6465.906773754512,17664.775823167198,14380.153395210431,3364.2724040067687,18303.330629770422,0.0,18303.330629770422,0,0,True,0.07855529990047216,0.0,False,0.0
F11_joint,L1V1,0.8,2025-02-22,6356.753268815815,6109.6891350669075,34663.90514152114,6.628716046494048,3691.4583500659537,17666.686023907198,14532.373399738843,3381.376757917258,17921.643419828237,40.52134119221812,17962.164761020456,1,1,True,0.040923799853771925,0.0,False,0.0
F11_joint,L1V1,0.8,2025-02-23,6109.6891350669075,6018.837865165846,76775.57654986673,26.752828350394086,942.26838866583,23210.386574362787,18882.179268144817,4419.058576119038,47053.903044066,121.52992854330007,47175.4329726093,3,3,True,0.032788699958473444,0.0,False,0.0
F11_joint,L1V1,0.8,2025-02-24,6018.837865165846,6306.59340813528,79199.62035804705,12.27085847040189,6767.7552509505695,20958.538738040686,16717.436389140465,3953.346805930788,48672.35333250794,57.47670107536245,48729.830033583305,1,1,True,0.027047300012782216,0.0,False,0.0
F11_joint,L1V1,0.8,2025-02-25,6306.59340813528,6235.670527299875,77752.57523293048,56.200521169360854,8267.239016775908,19916.021561802532,16195.808057811915,3791.1363848260225,47839.04079154071,250.52413057732747,48089.56492211804,2,2,True,0.03138060006313026,0.0,False,0.0
F11_joint,L1V1,0.8,2025-02-26,6235.670527299875,6231.8010441418855,75105.86940815044,109.42806777870226,2235.3874569027566,21939.708002817097,17774.64601712404,4168.931468851049,46051.71908354111,763.3702008242269,46815.089284365335,1,1,True,0.02443920006044209,0.0,False,0.0
F11_joint,L1V1,0.8,2025-02-27,6231.8010441418855,6399.81425550632,75977.89323657345,133.72136974060976,4632.835444589867,23005.174060506368,18482.97909878217,4354.181750359768,46585.70767738571,659.4940122010318,47245.20168958674,3,1,True,0.04515530006028712,1.5618433156732794e-16,False,0.0
F11_joint,L1V1,0.8,2025-02-28,6399.81425550632,6399.906089158191,34269.73197854347,0.0,7736.4533124496575,17055.80245161645,13815.11733552264,3240.5932824419388,17772.65668895148,0.0,17772.65668895148,0,0,True,0.032236000057309866,0.0,False,0.0
F11_joint,L1V1,0.8,2025-03-01,6399.906089158191,6342.918374827956,33705.04728433215,0.0,6994.460021715595,16332.159327265428,13280.33799798221,3108.809043613456,17469.76342673928,0.0,17469.76342673928,0,0,True,0.044956899946555495,0.0,False,0.0
F11_joint,L1V1,0.8,2025-03-02,6342.918374827956,5822.106405774247,74340.16233469319,2476.064473269874,902.2007088082893,21181.314761244466,17625.59572875635,4076.53100154182,45518.515896420344,16551.27664995092,62069.79254637126,10,1,True,0.026252000126987696,0.0,False,0.0
F11_joint,L1V1,0.8,2025-03-03,5822.106405774247,6017.210221807576,79805.44289559113,23.368496944050207,3122.716824680757,23754.497368900567,19065.549434379474,4493.8441184877765,49219.991742642036,111.9801447790533,49331.97188742109,2,1,True,0.023743700003251433,0.0,False,0.0
F11_joint,L1V1,0.8,2025-03-04,6017.210221807576,6133.011702694346,79685.1259502524,0.0,6287.578092883074,21546.676795989,17348.586871953,4082.288443149234,49202.534852822704,0.0,49202.534852822704,0,0,True,0.051858399994671345,0.0,False,0.0
F11_joint,L1V1,0.8,2025-03-05,6133.011702694346,6281.1701416097885,78679.57481678703,3.286666666666747,8657.6336457206,19796.91171601335,15902.155894946922,3746.597382150994,48554.550084467235,14.952690000000366,48569.50277446723,1,1,True,0.030742499977350235,0.0,False,0.0
F11_joint,L1V1,0.8,2025-03-06,6281.1701416097885,6302.185562427154,75748.21456900252,0.0,5878.168836715786,20581.46168535679,16652.070086403386,3908.3761781360563,46538.58127171108,0.0,46538.58127171108,0,0,True,0.036851200042292476,0.0,False,0.0
F11_joint,L1V1,0.8,2025-03-07,6302.185562427154,6587.89130300695,32916.56404225223,0.0,8757.389431994592,15682.91531790785,12446.026240983541,2951.183336344512,17176.134321646412,0.0,17176.134321646412,0,0,True,0.03990239999257028,0.0,False,0.0
