strategy_id,alpha,date,slot,nominal_charge_kWh,nominal_discharge_kWh,nominal_unused_kWh,nominal_binary_mode,nominal_state_start_kWh,nominal_state_end_kWh,nominal_planned_cost_yuan
F11_joint,0.8,2025-02-01,0,553.9308074073981,0.0,0.0,0.9999999999999984,8801.462273333342,9300.0,429.23501929747414
F11_joint,0.8,2025-02-01,1,833.3333333333333,0.0,0.0,1.0,9300.0,10050.0,548.3400637369542
F11_joint,0.8,2025-02-01,2,0.0,0.0,0.0,0.0,10050.0,10050.0,200.215726368372
F11_joint,0.8,2025-02-01,3,0.0,0.0,0.0,0.0,10050.0,10050.0,200.38813453712302
F11_joint,0.8,2025-02-01,4,0.0,0.0,0.0,0.0,10050.0,10050.0,204.41056895784618
F11_joint,0.8,2025-02-01,5,0.0,0.0,0.0,0.0,10050.0,10050.0,213.49313595075355
F11_joint,0.8,2025-02-01,6,0.0,0.0,0.0,0.0,10050.0,10050.0,213.97181443350584
F11_joint,0.8,2025-02-01,7,0.0,0.0,0.0,0.0,10050.0,10050.0,210.3294924087665
F11_joint,0.8,2025-02-01,8,0.0,0.0,0.0,-0.0,10050.0,10050.0,213.10602872901498
F11_joint,0.8,2025-02-01,9,0.0,0.0,0.0,0.0,10050.0,10050.0,214.15360120229394
F11_joint,0.8,2025-02-01,10,0.0,0.0,0.0,0.0,10050.0,10050.0,221.35363043944406
F11_joint,0.8,2025-02-01,11,0.0,0.0,0.0,0.0,10050.0,10050.0,231.07085474167124
F11_joint,0.8,2025-02-01,12,0.0,0.0,0.0,0.0,10050.0,10050.0,217.60517000740023
F11_joint,0.8,2025-02-01,13,0.0,0.0,0.0,0.0,10050.0,10050.0,222.91943997590425
F11_joint,0.8,2025-02-01,14,0.0,0.0,0.0,0.0,10050.0,10050.0,228.6465426611207
F11_joint,0.8,2025-02-01,15,0.0,0.0,0.0,0.0,10050.0,10050.0,225.71253100062796
F11_joint,0.8,2025-02-01,16,0.0,0.0,0.0,0.0,10050.0,10050.0,236.33554712732362
F11_joint,0.8,2025-02-01,17,0.0,0.0,0.0,0.0,10050.0,10050.0,242.42653401644404
F11_joint,0.8,2025-02-01,18,0.0,0.0,0.0,0.0,10050.0,10050.0,234.9369097541299
F11_joint,0.8,2025-02-01,19,0.0,0.0,0.0,0.0,10050.0,10050.0,233.70768664422948
F11_joint,0.8,2025-02-01,20,0.0,0.0,0.0,0.0,10050.0,10050.0,237.8549731467968
F11_joint,0.8,2025-02-01,21,0.0,0.0,0.0,0.0,10050.0,10050.0,230.2715521476264
F11_joint,0.8,2025-02-01,22,0.0,0.0,0.0,0.0,10050.0,10050.0,233.13999275372382
F11_joint,0.8,2025-02-01,23,0.0,0.0,0.0,0.0,10050.0,10050.0,246.11680381118637
F11_joint,0.8,2025-02-01,24,0.0,0.0,0.0,0.0,10050.0,10050.0,243.489491889895
F11_joint,0.8,2025-02-01,25,0.0,0.0,0.0,0.0,10050.0,10050.0,244.0307421482986
F11_joint,0.8,2025-02-01,26,0.0,0.0,0.0,0.0,10050.0,10050.0,248.99398473917114
F11_joint,0.8,2025-02-01,27,0.0,0.0,0.0,0.0,10050.0,10050.0,246.75639947641906
F11_joint,0.8,2025-02-01,28,0.0,0.0,0.0,0.0,10050.0,10050.0,250.44049945487245
F11_joint,0.8,2025-02-01,29,0.0,0.0,0.0,0.0,10050.0,10050.0,243.25342692097806
F11_joint,0.8,2025-02-01,30,0.0,0.0,0.0,0.0,10050.0,10050.0,248.6694924364096
F11_joint,0.8,2025-02-01,31,0.0,0.0,0.0,0.0,10050.0,10050.0,264.649755483887
F11_joint,0.8,2025-02-01,32,0.0,0.0,0.0,0.0,10050.0,10050.0,252.46765454015454
F11_joint,0.8,2025-02-01,33,833.3333333333333,0.0,0.0,1.0,10050.0,10800.0,525.1926545179301
F11_joint,0.8,2025-02-01,34,0.0,-0.0,0.0,0.0,10800.0,10800.0,325.6607573347066
F11_joint,0.8,2025-02-01,35,0.0,571.556160902459,0.0,0.0,10800.0,10164.937598997269,0.0
F11_joint,0.8,2025-02-01,36,0.0,579.0010042775743,0.0,0.0,10164.937598997269,9521.603149799965,0.0
F11_joint,0.8,2025-02-01,37,0.0,577.6143775623013,0.0,0.0,9521.603149799965,8879.809396952964,0.0
F11_joint,0.8,2025-02-01,38,0.0,579.499651946033,0.0,0.0,8879.809396952964,8235.920894790705,0.0
F11_joint,0.8,2025-02-01,39,0.0,579.4088331089996,0.0,0.0,8235.920894790705,7592.1333024473715,0.0
F11_joint,0.8,2025-02-01,40,0.0,606.2638389198048,0.0,0.0,7592.1333024473715,6918.5068147587,0.0
F11_joint,0.8,2025-02-01,41,0.0,605.5660466555792,0.0,0.0,6918.5068147587,6245.655651808056,0.0
F11_joint,0.8,2025-02-01,42,0.0,561.6781119757651,0.0,0.0,6245.655651808056,5621.568860723873,0.0
F11_joint,0.8,2025-02-01,43,0.0,505.87071621509585,0.0,0.0,5621.568860723873,5059.490287151544,0.0
F11_joint,0.8,2025-02-01,44,0.0,477.28069200584014,0.0,0.0,5059.490287151544,4529.178407145055,0.0
F11_joint,0.8,2025-02-01,45,0.0,433.194781142829,0.0,0.0,4529.178407145055,4047.8508725419115,0.0
F11_joint,0.8,2025-02-01,46,0.0,374.17905033663044,0.0,0.0,4047.8508725419115,3632.0963721678777,0.0
F11_joint,0.8,2025-02-01,47,0.0,346.23899876152336,0.0,0.0,3632.0963721678777,3247.3863735439627,0.0
F11_joint,0.8,2025-02-01,48,0.0,305.5809082531157,0.0,0.0,3247.3863735439627,2907.8520310405006,0.0
F11_joint,0.8,2025-02-01,49,0.0,222.33466891138238,0.0,0.0,2907.8520310405006,2660.8135100278537,0.0
F11_joint,0.8,2025-02-01,50,0.0,202.89793325580308,0.0,0.0,2660.8135100278537,2435.37136196585,0.0
F11_joint,0.8,2025-02-01,51,0.0,130.883308107912,0.0,0.0,2435.37136196585,2289.94546406817,0.0
F11_joint,0.8,2025-02-01,52,0.0,129.0792963890691,0.0,0.0,2289.94546406817,2146.5240236358713,0.0
F11_joint,0.8,2025-02-01,53,0.0,152.91231301109406,0.0,0.0,2146.5240236358713,1976.6214536235445,0.0
F11_joint,0.8,2025-02-01,54,0.0,111.71261681935906,0.0,0.0,1976.6214536235445,1852.4963238242567,0.0
F11_joint,0.8,2025-02-01,55,0.0,22.208047930659177,0.0,0.0,1852.4963238242567,1827.820715012413,0.0
F11_joint,0.8,2025-02-01,56,12.253666238055203,0.0,0.0,1.0,1827.820715012413,1838.8490146266627,0.0
F11_joint,0.8,2025-02-01,57,51.15334344436633,0.0,0.0,1.0,1838.8490146266627,1884.8870237265924,0.0
F11_joint,0.8,2025-02-01,58,66.12346505600135,0.0,0.0,1.0,1884.8870237265924,1944.3981422769937,0.0
F11_joint,0.8,2025-02-01,59,130.3040006434157,0.0,0.0,1.0,1944.3981422769937,2061.671742856068,0.0
F11_joint,0.8,2025-02-01,60,137.05251003082174,0.0,0.0,1.0,2061.671742856068,2185.0190018838075,0.0
F11_joint,0.8,2025-02-01,61,198.10548471579403,0.0,0.0,1.0,2185.0190018838075,2363.313938128022,0.0
F11_joint,0.8,2025-02-01,62,226.8868800721758,0.0,0.0,1.0,2363.313938128022,2567.5121301929803,0.0
F11_joint,0.8,2025-02-01,63,242.06688144091882,0.0,0.0,1.0,2567.5121301929803,2785.372323489807,0.0
F11_joint,0.8,2025-02-01,64,231.6199226124886,0.0,0.0,1.0,2785.372323489807,2993.8302538410467,0.0
F11_joint,0.8,2025-02-01,65,258.8100275617532,0.0,0.0,1.0,2993.8302538410467,3226.7592786466244,0.0
F11_joint,0.8,2025-02-01,66,351.10507868491214,0.0,0.0,1.0,3226.7592786466244,3542.7538494630453,34.08980551700221
F11_joint,0.8,2025-02-01,67,311.739345353221,0.0,0.0,1.0,3542.7538494630453,3823.319260280944,0.0
F11_joint,0.8,2025-02-01,68,276.4767357335709,0.0,0.0,1.0,3823.319260280944,4072.1483224411577,0.0
F11_joint,0.8,2025-02-01,69,268.71932802710865,0.0,0.0,1.0,4072.1483224411577,4313.995717665555,0.0
F11_joint,0.8,2025-02-01,70,833.3333333333333,0.0,0.0,1.0,4313.995717665555,5063.995717665555,253.94484430979898
F11_joint,0.8,2025-02-01,71,833.3333333333333,0.0,0.0,1.0,5063.995717665555,5813.995717665555,227.97175003855764
F11_joint,0.8,2025-02-01,72,833.3333333333333,0.0,0.0,1.0,5813.995717665555,6563.995717665555,248.49372701869248
F11_joint,0.8,2025-02-01,73,833.3333333333333,0.0,0.0,1.0,6563.995717665555,7313.995717665555,250.1376837613579
F11_joint,0.8,2025-02-01,74,833.3333333333333,0.0,0.0,1.0,7313.995717665555,8063.995717665555,288.0877548900599
F11_joint,0.8,2025-02-01,75,833.3333333333333,0.0,0.0,1.0,8063.995717665555,8813.995717665555,241.03576559604423
F11_joint,0.8,2025-02-01,76,245.22142748826582,0.0,0.0,1.0,8813.995717665555,9034.695002404995,0.0
