strategy_id,alpha,date,day_index,elapsed_seconds,mip_gap,mip_node_count,fallback,residual_days,reason,check_bus_balance_max_abs_kWh,check_battery_balance_max_abs_kWh,check_boundary_error_kWh,check_state_bound_violation_kWh,check_flow_bound_violation_kWh,check_simultaneous_charge_discharge_kWh,check_binary_integrality_error,check_binary_bound_violation,check_binary_gate_violation_kWh
F11_joint,0.8,2025-02-01,31,0.024116599932312965,0.0,1,False,28,,2.2737367544323206e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,1.5543122344752192e-15,0.0,0.0
F11_joint,0.8,2025-02-02,32,0.03114330000244081,0.0,1,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,8.881784197001252e-16,8.881784197001252e-16,7.401486830834376e-13
F11_joint,0.8,2025-02-03,33,0.027680400060489774,0.0,1,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,3.1086244689504383e-15,3.1086244689504383e-15,2.5905203907920318e-12
F11_joint,0.8,2025-02-04,34,0.02954769995994866,0.0,1,False,28,,2.2737367544323206e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,2.4424906541753444e-15,2.4424906541753444e-15,2.0354088784794535e-12
F11_joint,0.8,2025-02-05,35,0.015767399920150638,0.0,1,False,28,,2.2737367544323206e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F11_joint,0.8,2025-02-06,36,0.032075499882921576,0.0,1,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,3.1086244689504383e-15,3.1086244689504383e-15,2.5905203907920318e-12
F11_joint,0.8,2025-02-07,37,0.03439349983818829,0.0,1,False,28,,1.1368683772161603e-13,1.3073986337985843e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F11_joint,0.8,2025-02-08,38,0.07326700002886355,0.0,1,False,28,,2.2737367544323206e-13,2.7284841053187847e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F11_joint,0.8,2025-02-09,39,0.03329890011809766,0.0,1,False,28,,1.1368683772161603e-13,7.958078640513122e-13,0.0,0.0,0.0,0.0,6.5503158452884236e-15,0.0,0.0
F11_joint,0.8,2025-02-10,40,0.03222190006636083,0.0,1,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,3.6637359812630166e-15,0.0,0.0
