month,planned_kWh,emergency_kWh,unused_kWh,charge_kWh,discharge_kWh,loss_kWh,planned_cost_yuan,emergency_cost_yuan,total_cost_yuan,emergency_slots,emergency_events
2025-02,1972120.670164195,1246.9510666488475,150352.8637894158,585770.9786343111,476635.89325954963,111536.64155893665,1195754.2977819098,6744.354598368314,1202498.652380278,32,22
2025-03,1844089.0386131196,3860.0432781935797,206928.15873206506,602988.6806648785,488285.42397229676,114552.80406340974,1098469.019354945,24828.914271710593,1123297.9336266555,27,8
2025-04,1595663.5141716127,5721.574931578583,278683.41435954464,553558.0430196972,448585.9672760504,105198.68955486422,926959.0324739479,36068.126401193,963027.1588751408,22,5
2025-05,1604021.128287511,6057.251327989723,319291.77832820045,542095.2832198895,438119.146899256,102889.4335330174,949440.4640494172,38022.584538523406,987463.0485879406,42,13
2025-06,2104068.9846606557,16299.434969224272,265472.873077328,553596.1085033409,448693.72813412227,105214.46953190325,1308304.2581920854,104349.14431597095,1412653.4025080563,66,20
2025-07,2296945.7315557385,9587.307676871744,249138.14295078948,593819.4541545695,481243.8173894155,112853.4806809476,1436546.8392171194,59973.23454429279,1496520.0737614122,85,30
2025-08,2001318.8757630866,4308.091415803943,314749.3948854384,561303.070346905,454538.3623201194,106634.56951470379,1252151.0985769015,28580.48314952805,1280731.5817264295,64,31
2025-09,1769245.111783901,7205.195974784066,281629.8172117155,563856.2253600445,457419.60206307494,107210.02276523503,1088800.025572267,46920.730401112996,1135720.7559733798,39,16
2025-10,1836326.8220553077,1907.0783437811572,248504.8006245697,602663.6044197644,488068.09567857836,114496.1488507074,1106859.6646500106,12606.506015485531,1119466.1706654963,29,13
2025-11,2052177.6563273598,305.05256109054585,146562.57514066776,620583.6707055253,502635.94494107587,117906.80539733876,1259401.919058858,1916.6907003911233,1261318.609759249,8,7
2025-12,2643012.293568849,8750.0605615334,153408.34921628746,707917.5167834846,573600.4481027228,134525.13480087323,1652613.7507269308,44219.93570188048,1696833.6864288114,37,13
