month,planned_kWh,emergency_kWh,unused_kWh,charge_kWh,discharge_kWh,loss_kWh,planned_cost_yuan,emergency_cost_yuan,total_cost_yuan,emergency_slots,emergency_events
2025-02,1978733.2718028205,1194.6117726332932,157470.5542783399,582763.1498006373,474185.49257019,110963.59193230708,1200778.328182468,6314.428021205926,1207092.7562036738,24,18
2025-03,1837432.5001952415,4719.971762049028,200236.81420726786,606932.4436891119,491334.4524057557,115285.96130288407,1093003.7157992725,30850.3176790954,1123854.033478368,32,10
2025-04,1584916.4904410448,6710.135029439187,268866.1577958772,554572.1383626322,449541.2696880254,105406.24380159941,920464.3257476954,42823.09576231098,963287.4215100064,26,8
2025-05,1608784.3938225638,5879.950349527351,324179.6369969435,540437.4459662094,436763.2037577282,102572.98945859078,952480.6984013085,36978.55306589237,989459.2514672009,41,11
2025-06,2093555.727351049,15236.160467107615,252617.7651303595,560177.1960579685,453996.2395535047,106461.74622285295,1299484.9136923598,97570.76935151902,1397055.683043879,76,32
2025-07,2303989.257134813,7293.603710089818,253839.63523807292,592454.6029786065,479830.6368884431,112559.97550768769,1442772.4754853565,46975.20366693254,1489747.6791522892,70,26
2025-08,2003478.9569058039,5067.257313046182,318437.4215781345,560007.6030717785,454011.67469772976,106446.50194025897,1251877.6512361,33717.86836468683,1285595.5196007867,67,37
2025-09,1775459.9290872614,6933.68607330478,287656.67383367656,562895.0337568324,456541.9596799426,107016.38778456577,1093497.7580859433,45134.43188696759,1138632.1899729108,37,17
2025-10,1830966.1536212165,2587.8832707428974,243607.73406426693,603310.9558585387,488498.2440641794,114608.67825965161,1102656.6313439438,16548.357201001858,1119204.9885449456,31,13
2025-11,2054151.4631933272,281.319950861973,148693.87664661277,619391.129281083,501624.63076683984,117675.18301331275,1261055.0577347127,1747.8571239464566,1262802.9148586593,8,7
2025-12,2643873.4109671884,8607.578840491778,154059.2508753859,708148.8412646819,573764.0385657208,134566.44396710384,1652879.1664993318,43469.06608013135,1696348.2325794632,37,12
