date,initial_kWh,final_kWh,planned_kWh,emergency_kWh,unused_kWh,charge_kWh,discharge_kWh,planned_cost_yuan,emergency_cost_yuan,total_cost_yuan,emergency_events,solver_seconds,mip_gap
2025-01-01,6000.0,6000.0,0.0,92035.17001666666,0.0,0.0,0.0,0.0,366613.56615685835,366613.56615685835,1,0.0,0.0
2025-01-02,6000.0,6049.009037222222,96853.44019506173,1298.0248914999975,342.93226666666635,25679.923261728392,20756.629708500004,61778.212383179496,6670.959150943903,68449.1715341234,5,0.02882129978388548,0.0
2025-01-03,6049.009037222222,10800.0,97716.68498333333,0.0,45108.83332530864,14879.044341358023,7776.134049999999,62513.97506220537,0.0,62513.97506220537,0,0.016786300111562014,0.0
2025-01-04,10800.0,10562.47902,49567.02851604938,473.0965156666626,1477.1726360082257,21111.152163374485,17313.802134333335,25911.301808035925,2590.770848903642,28502.072656939567,1,0.02420049998909235,0.0
2025-01-05,10562.47902,8947.889384999999,48829.22963415638,43008.44273917696,0.0,11868.90918333333,11066.947110000001,25671.37088687932,224194.492621681,249865.86350856032,2,0.02868570014834404,0.0
2025-01-06,8947.889384999999,8954.833334259256,95844.1202563786,660.1860333333326,995.4933825102829,25632.01185720165,20755.680050000003,61258.193570198964,3305.727048999993,64563.92061919896,3,0.026158499997109175,0.0
2025-01-07,8954.833334259256,8949.06013055555,95366.59013333332,2243.5440805000017,462.7219197530867,24135.30119691358,19554.78985283333,60945.5103214181,15273.546312083345,76219.05663350144,1,0.03130739997141063,1.1938463679787145e-16
2025-01-08,8949.06013055555,9091.343477037031,97764.30368847736,466.68924500000406,3673.630761522628,25806.87286028807,20775.512004999997,62559.56359549082,2278.5512533966858,64838.114848887504,2,0.022879499942064285,0.0
2025-01-09,9091.343477037031,9145.504922037033,95292.42341831274,1025.286934833322,381.04004999999995,25244.046768312754,20398.932581833345,61085.4853044787,7028.72904525834,68114.21434973704,2,0.016951800091192126,1.1911107160590836e-16
2025-01-10,9145.504922037033,9187.874702037034,50000.297610699585,278.00038916666387,598.6939954732532,21846.339398559667,17657.40211083333,26038.866426416935,1578.6501996933157,27617.51662611025,2,0.03537139995023608,0.0
