strategy_id,alpha,date,slot,nominal_charge_kWh,nominal_discharge_kWh,nominal_unused_kWh,nominal_binary_mode,nominal_state_start_kWh,nominal_state_end_kWh,nominal_planned_cost_yuan
R_q80,0.8,2025-02-01,0,553.9308074073981,0.0,0.0,0.9999999999999984,8801.462273333342,9300.0,428.98235995573043
R_q80,0.8,2025-02-01,1,833.3333333333333,0.0,0.0,1.0,9300.0,10050.0,548.1830683677173
R_q80,0.8,2025-02-01,2,0.0,0.0,0.0,-0.0,10050.0,10050.0,199.77514367641146
R_q80,0.8,2025-02-01,3,0.0,0.0,0.0,0.0,10050.0,10050.0,201.84418772830273
R_q80,0.8,2025-02-01,4,0.0,0.0,0.0,0.0,10050.0,10050.0,209.54844920852435
R_q80,0.8,2025-02-01,5,0.0,0.0,0.0,0.0,10050.0,10050.0,216.1866776638861
R_q80,0.8,2025-02-01,6,0.0,0.0,0.0,0.0,10050.0,10050.0,217.2642265437013
R_q80,0.8,2025-02-01,7,0.0,0.0,0.0,0.0,10050.0,10050.0,211.48955120560134
R_q80,0.8,2025-02-01,8,0.0,0.0,0.0,0.0,10050.0,10050.0,209.10376051733104
R_q80,0.8,2025-02-01,9,0.0,0.0,0.0,0.0,10050.0,10050.0,214.96237946291066
R_q80,0.8,2025-02-01,10,0.0,0.0,0.0,0.0,10050.0,10050.0,221.91061248401627
R_q80,0.8,2025-02-01,11,0.0,0.0,0.0,0.0,10050.0,10050.0,229.68406901690187
R_q80,0.8,2025-02-01,12,0.0,0.0,0.0,0.0,10050.0,10050.0,218.62770557913365
R_q80,0.8,2025-02-01,13,0.0,0.0,0.0,0.0,10050.0,10050.0,226.98212785317025
R_q80,0.8,2025-02-01,14,0.0,0.0,0.0,0.0,10050.0,10050.0,231.31319882145306
R_q80,0.8,2025-02-01,15,0.0,0.0,0.0,0.0,10050.0,10050.0,226.94528749566965
R_q80,0.8,2025-02-01,16,0.0,0.0,0.0,0.0,10050.0,10050.0,233.75508392670397
R_q80,0.8,2025-02-01,17,0.0,0.0,0.0,0.0,10050.0,10050.0,238.05056843793182
R_q80,0.8,2025-02-01,18,0.0,0.0,0.0,0.0,10050.0,10050.0,232.69811598945017
R_q80,0.8,2025-02-01,19,0.0,0.0,0.0,0.0,10050.0,10050.0,234.32431198829147
R_q80,0.8,2025-02-01,20,0.0,0.0,0.0,0.0,10050.0,10050.0,234.04709416386754
R_q80,0.8,2025-02-01,21,0.0,0.0,0.0,0.0,10050.0,10050.0,229.59332732947587
