strategy_id,date,issue_time,slot,start_time,end_time,price_yuan_kWh,load_kW,pv_kW,load_forecast_kW,pv_forecast_kW,net_forecast_kWh,residual_adjustment_kWh,protected_net_kWh,theta,theta_preset,residual_days,fallback_reason,planned_kWh,charge_kWh,discharge_kWh,emergency_kWh,unused_kWh,state_start_kWh,state_end_kWh,nominal_state_end_kWh,planned_cost_yuan,emergency_cost_yuan,loss_kWh,planned_fee,emergency_fee,total_fee,morning_fee
A_base,2025-03-20,2025-03-20,0,2025-03-20 00:00:00,2025-03-20 00:10:00,0.4248,3299.0689,0.0,3617.1514,0.0,602.8585666666667,0.0,602.8585666666667,base,base,28,,1436.1918999999998,833.3333333333333,0.0,0.0,53.013749999999845,8157.39086166439,8907.39086166439,8907.39086166439,610.0943191199999,0.0,83.3333333333333,610.0943191199999,0.0,610.0943191199999,0.0
A_base,2025-03-20,2025-03-20,1,2025-03-20 00:10:00,2025-03-20 00:20:00,0.4245,3421.881,0.0,3585.3143,0.0,597.5523833333333,0.0,597.5523833333333,base,base,28,,1430.885716666667,833.3333333333333,0.0,0.0,27.238883333333437,8907.39086166439,9657.39086166439,9657.39086166439,607.4109867249999,0.0,83.3333333333333,607.410986725,0.0,607.410986725,0.0
A_base,2025-03-20,2025-03-20,2,2025-03-20 00:20:00,2025-03-20 00:30:00,0.4269,3683.11,0.0,3514.21,0.0,585.7016666666666,0.0,585.7016666666666,base,base,28,,1021.9340425951228,408.08237592845614,0.0,0.0,0.0,9657.39086166439,10024.665,10050.0,436.263642783858,0.0,40.80823759284561,436.26364278385796,0.0,436.26364278385796,0.0
A_base,2025-03-20,2025-03-20,3,2025-03-20 00:30:00,2025-03-20 00:40:00,0.4272,3476.737,0.0,3566.7633,0.0,594.46055,0.0,594.46055,base,base,28,,594.46055,15.004383333333408,0.0,0.0,0.0,10024.665,10038.168945,10050.0,253.95354696,0.0,1.5004383333333404,253.95354696,0.0,253.95354696,0.0
A_base,2025-03-20,2025-03-20,4,2025-03-20 00:40:00,2025-03-20 00:50:00,0.4271,3302.6695,0.0,3529.764,0.0,588.294,0.0,588.294,base,base,28,,588.294,37.8490833333334,0.0,0.0,0.0,10038.168945,10072.23312,10050.0,251.2603674,0.0,3.784908333333339,251.26036739999998,0.0,251.26036739999998,0.0
A_base,2025-03-20,2025-03-20,5,2025-03-20 00:50:00,2025-03-20 01:00:00,0.4285,3426.94,0.0,3390.6,0.0,565.0999999999999,0.0,565.0999999999999,base,base,28,,565.0999999999999,0.0,6.056666666666729,0.0,0.0,10072.23312,10065.503490370367,10050.0,242.14534999999995,0.0,0.6729629629629702,242.14534999999995,0.0,242.14534999999995,0.0
A_base,2025-03-20,2025-03-20,6,2025-03-20 01:00:00,2025-03-20 01:10:00,0.4311,3609.5343,0.0,3352.8783,0.0,558.81305,0.0,558.81305,base,base,28,,558.81305,0.0,42.775999999999954,0.0,0.0,10065.503490370367,10017.97460148148,10050.0,240.904305855,0.0,4.752888888888886,240.904305855,0.0,240.904305855,0.0
A_base,2025-03-20,2025-03-20,7,2025-03-20 01:10:00,2025-03-20 01:20:00,0.4302,3668.9025,0.0,3308.9055,0.0,551.48425,0.0,551.48425,base,base,28,,551.48425,0.0,59.99950000000001,0.0,0.0,10017.97460148148,9951.30849037037,10050.0,237.24852435,0.0,6.6666111111111155,237.24852435,0.0,237.24852435,0.0
A_base,2025-03-20,2025-03-20,8,2025-03-20 01:20:00,2025-03-20 01:30:00,0.4279,3589.3,0.0,3260.08,0.0,543.3466666666666,0.0,543.3466666666666,base,base,28,,543.3466666666666,0.0,54.87000000000012,0.0,0.0,9951.30849037037,9890.341823703702,10050.0,232.49803866666664,0.0,6.096666666666683,232.49803866666662,0.0,232.49803866666662,0.0
A_base,2025-03-20,2025-03-20,9,2025-03-20 01:30:00,2025-03-20 01:40:00,0.4312,3503.6157,0.0,3353.4584,0.0,558.9097333333333,0.0,558.9097333333333,base,base,28,,558.9097333333333,0.0,25.02621666666664,0.0,0.0,9890.341823703702,9862.534916296296,10050.0,241.0018770133333,0.0,2.7806907407407393,241.00187701333334,0.0,241.00187701333334,0.0
