date,interval,start_slot,end_slot,emergency_kWh,emergency_cost_yuan
2025-02-18,05:50-06:00,35,36,4.87166666666667,22.163647500000017
2025-02-20,06:00-06:10,36,37,21.884466666666526,102.50684186666601
2025-02-24,06:00-06:10,36,37,7.430299999999875,34.80352519999941
2025-02-25,06:20-06:30,38,39,27.983749999999873,122.55483312499945
2025-03-13,10:20-10:50,62,65,251.7951586666657,1157.5909916539954
2025-03-16,05:50-06:00,35,36,1.6400000000001,7.461180000000455
2025-03-18,09:10-10:00,55,60,312.56808799999857,1518.2244727346595
2025-05-01,20:20-21:10,122,127,1353.8286916666646,8987.606011504156
2025-05-02,20:30-21:20,123,128,747.0704054999994,4363.778114592997
2025-05-02,21:30-21:50,129,131,38.27824999999954,155.77933334166488
2025-05-03,20:40-20:50,124,125,272.5133666666645,1665.87421043332
2025-05-03,21:00-21:50,126,131,344.98696666666615,1594.6017081249977
2025-05-04,20:30-21:50,123,131,555.1430616666648,3374.7792869699883
2025-05-05,20:30-20:40,123,124,366.5396791666671,2556.98080186667
2025-05-07,20:30-20:40,123,124,204.24892749999628,1424.8405182399742
2025-05-08,20:00-20:10,120,121,35.999250000000075,243.22893262500048
2025-05-11,19:20-19:30,116,117,22.75666666666666,153.41406833333332
2025-05-19,20:20-20:30,122,123,65.26833333333343,440.20227416666734
2025-06-01,18:50-19:30,113,117,241.3678500000001,1626.5220954416673
2025-06-01,19:50-20:40,119,124,2483.0442975000014,16929.793042950427
2025-06-01,21:10-21:50,127,131,87.793376333333,412.7265084348318
2025-06-02,19:10-20:10,115,121,265.19691666666677,1787.2750037333342
2025-06-02,20:20-21:30,122,129,1160.0998561666656,7689.825407582743
2025-06-03,18:50-19:10,113,115,56.1392166666667,378.34133599166694
2025-06-03,19:30-19:50,117,119,111.54584999999975,751.8434826999982
2025-06-03,21:00-21:20,126,128,32.82911016666769,151.4474077706713
2025-06-03,21:30-21:50,129,131,87.8031333333334,379.40742299166686
2025-06-04,19:00-19:20,114,116,89.67398333333335,604.9526266083335
2025-06-04,19:40-20:00,118,120,22.140166666666346,149.16365024999783
2025-06-04,20:20-20:40,122,124,89.89708333333351,621.2620166666679
2025-06-04,21:30-21:40,129,130,19.744655333329934,97.44974639764989
2025-06-05,18:50-19:10,113,115,141.10163333333333,951.6704412833333
2025-06-05,19:50-20:10,119,121,24.71398333333343,166.833992558334
2025-06-05,20:30-20:40,123,124,49.6545000000001,346.3897920000006
2025-06-06,20:10-20:40,121,124,1488.5298166666616,10170.780090899967
2025-06-06,21:10-21:20,127,128,8.752612333333627,41.010365087834714
2025-06-24,10:10-10:50,61,65,651.2616159999995,3047.643756578998
2025-07-01,19:30-20:10,117,121,234.58798333333345,1581.1344811916674
2025-07-01,21:40-21:50,130,131,34.63717016666371,134.46149458698852
2025-07-02,18:50-19:30,113,117,198.72976666666636,1339.2448369916647
2025-07-02,19:40-20:10,118,121,140.98853333333307,950.2987046333316
2025-07-02,20:30-21:20,123,128,494.70083500000146,3195.1699020516776
2025-07-03,08:40-10:30,52,63,1505.0995116666695,7510.7099384750145
2025-07-03,18:50-19:00,113,114,34.91916666666668,235.11074916666678
2025-07-03,19:50-21:40,119,130,3239.3465238333365,21639.82878415218
2025-07-04,06:30-07:20,39,44,698.5931853333274,2910.559039100974
2025-07-04,20:30-21:20,123,128,542.2016448333341,3276.7656367406726
2025-07-04,21:40-21:50,130,131,52.57261666666625,204.08689789999838
2025-07-05,07:00-07:30,42,45,251.09052683333022,995.2717102343207
2025-07-05,20:20-20:40,122,124,917.5018609999953,6359.858868981136
2025-07-05,21:30-21:50,129,131,66.60125916666655,302.4108703837496
2025-07-06,18:50-19:50,113,119,229.269366666667,1545.7182869833355
2025-07-06,20:00-21:00,120,126,2229.3820184999963,15129.710689045223
2025-07-07,19:00-19:20,114,116,106.35168333333331,717.1971570583332
2025-07-07,19:40-20:10,118,121,101.16093333333299,682.2211268999977
2025-08-03,19:40-19:50,118,119,30.898316666666688,208.14651022500013
2025-08-11,19:00-19:30,114,117,65.0460833333334,438.28122259166713
2025-08-12,19:10-19:30,115,117,77.46141666666654,521.6570452083324
2025-08-13,18:50-19:00,113,114,2.221666666666806,14.958481666667607
2025-08-13,19:10-19:30,115,117,52.18956666666645,351.6180735833319
2025-08-13,20:30-20:40,123,124,3.16628333333324,22.08799253333268
2025-08-14,19:00-19:10,114,115,28.930333333333238,195.6124488333327
2025-08-14,20:30-20:40,123,124,42.302299999999605,295.1008447999972
