date,publication_hour,n,a_pv_mae_kW,a_pv_bias_kW,a_net_mae_kWh,a_shortfall_kWh,b_pv_mae_kW,b_pv_bias_kW,b_net_mae_kWh,b_shortfall_kWh,delta_pv_mae_kW,delta_pv_bias_kW,delta_net_mae_kWh,delta_shortfall_kWh
2025-02-01,0,144,176.08546701388892,-6.874947916666681,46.951479969270046,1.7671078123844355,149.4125703869048,-9.101833829365054,46.51083295721034,1.8620289019162708,-26.672896626984112,-2.226885912698373,-0.44064701205970636,0.09492108953183531
2025-02-01,6,109,170.6913649847095,161.00004954128443,28.69378208938594,3.837651082567121,192.14742077326346,191.4906872542595,31.47846788524332,5.472679004031087,21.456055788553954,30.490637712975087,2.784685795857378,1.635027921463966
2025-02-01,12,73,86.98801757990864,-41.73311232876711,38.311136751370945,0.2560933862532934,59.029710975211984,7.001688502935447,31.575894756233613,0.2560933862532934,-27.95830660469666,48.73480083170256,-6.735241995137333,0.0
2025-02-01,18,37,0.008643243243243243,-0.008643243243243243,25.154670054098155,0.5052653296348761,0.005657818532818533,-0.005365154440154439,25.154123705964306,0.5052653296348761,-0.002985424710424711,0.003278088803088804,-0.0005463481338487952,0.0
2025-02-02,0,144,133.69859421296303,-60.0951333333334,44.17918477247727,0.2523227295232644,112.63827385912705,-61.183103695436586,42.60838520549104,0.2169249262671242,-21.060320353835976,-1.087970362103185,-1.5707995669862314,-0.0353978032561402
2025-02-02,6,109,125.02562110091742,6.905623853210992,33.91297656043321,0.23798111979627073,85.71512611402362,31.19391595674967,30.21958846178778,0.3935537955649303,-39.3104949868938,24.28829210353868,-3.6933880986454284,0.15557267576865957
2025-02-02,12,73,112.79870433789951,-81.80317945205476,40.997892246359285,0.06438269169037285,65.21850450913242,-32.96308953033268,33.10270606196676,0.06438269169037285,-47.58019982876709,48.84008992172208,-7.895186184392529,0.0
2025-02-02,18,37,0.00747027027027027,-0.00747027027027027,23.767889858944855,0.12702531063235722,0.004149131274131274,-0.003910521235521235,23.76741053140303,0.12702531063235722,-0.0033211389961389963,0.0035597490347490353,-0.00047932754182511417,0.0
2025-02-03,0,144,165.58601226851852,-129.221575,47.96573592552844,0.25792898318218094,145.2777078000992,-127.32299630456347,44.53513818808653,0.05548368144854502,-20.308304468419323,1.8985786954365267,-3.4305977374419143,-0.20244530173363592
2025-02-03,6,109,127.66608715596337,2.344322018348638,34.9176351575268,1.469467224516528,86.14685595238099,25.268148591087808,27.023437163548824,1.3170170663600829,-41.51923120358238,22.92382657273917,-7.894197993977979,-0.15245015815644503
