strategy_id,date,initial_kWh,final_kWh,planned_kWh,emergency_kWh,unused_kWh,charge_kWh,discharge_kWh,planned_cost_yuan,emergency_cost_yuan,total_cost_yuan,emergency_slots,emergency_events,theta,theta_preset,residual_days,fallback_reason,solver_seconds,mip_gap,milp_fallback
T_q80_4800,2025-02-01,8801.462273333342,6239.6093014814805,44631.299451646075,0.0,9683.144076131692,15134.984825514388,14565.005383333333,23623.597572109873,0.0,23623.597572109873,0,0,0.80,0.80,28,,0.047077400144189596,0.0,False
T_q80_4800,2025-02-02,6239.6093014814805,6153.986928703704,93258.77943477366,0.0,11014.489992181072,20868.798042592593,16980.78655,59597.13421081762,0.0,59597.13421081762,0,0,0.80,0.80,28,,0.05707089998759329,0.0,False
T_q80_4800,2025-02-03,6153.986928703704,5968.626366481483,90297.95136358024,0.0,6128.905229423866,21678.706000823047,17726.576366666668,57322.748267534276,0.0,57322.748267534276,0,0,0.80,0.80,28,,0.04076749994419515,0.0,False
T_q80_4800,2025-02-04,5968.626366481483,6047.582926666668,92279.8222919753,0.0,6604.538330864201,23207.153194444436,18726.73318333333,58490.64536743859,0.0,58490.64536743859,0,0,0.80,0.80,28,,0.024799800012260675,0.0,False
T_q80_4800,2025-02-05,6047.582926666668,5622.963916296296,92987.0465201646,0.0,8485.053591563788,21766.96344526748,18013.3975,59341.98583942312,0.0,59341.98583942312,0,0,0.80,0.80,28,,0.019447500118985772,0.0,False
T_q80_4800,2025-02-06,5622.963916296296,5832.592553703706,93078.29681522632,0.0,8517.313498148145,21585.580667078193,17295.654566666668,59241.10882507368,0.0,59241.10882507368,0,0,0.80,0.80,28,,0.02166109997779131,1.2281940291947898e-16,False
T_q80_4800,2025-02-07,5832.592553703706,5575.6731951851825,45125.19167633744,0.0,10038.878644238683,18483.47783209876,15202.84446666667,23430.159413333902,0.0,23430.159413333902,0,0,0.80,0.80,28,,0.04747310001403093,0.0,False
T_q80_4800,2025-02-08,5575.6731951851825,5568.127979629627,39373.17746522634,0.0,4244.923113580249,18725.696468312755,15174.604833333333,20478.245312788684,0.0,20478.245312788684,0,0,0.80,0.80,28,,0.06389499991200864,0.0,False
T_q80_4800,2025-02-09,5568.127979629627,5255.927062222225,85692.78287624485,61.97174916666623,1922.9105311831245,23986.3629117284,19709.934784166664,53828.06092658659,247.57713792083158,54075.638064507424,1,1,0.80,0.80,28,,0.038580500055104494,1.351703458927629e-16,False
T_q80_4800,2025-02-10,5255.927062222225,5190.103787777773,89183.61382530862,0.0,11094.66073045268,20113.455044855957,16351.139533333331,56138.29593274307,0.0,56138.29593274307,0,0,0.80,0.80,28,,0.02022010018117726,0.0,False
T_q80_4800,2025-02-11,5190.103787777773,5030.4134418518515,82844.2834144033,0.0,3370.4103113168685,23142.090953086426,18888.814983333334,51675.82125135645,0.0,51675.82125135645,0,0,0.80,0.80,28,,0.036995799979195,0.0,False
T_q80_4800,2025-02-12,5030.4134418518515,5202.156588888888,84404.84411460906,0.0,4706.151341769551,22512.567406172835,18080.610766666665,52758.16664543332,0.0,52758.16664543332,0,0,0.80,0.80,28,,0.04016890004277229,0.0,False
T_q80_4800,2025-02-13,5202.156588888888,5243.791642037039,84486.81349773663,0.0,9336.228227983538,19913.866869753085,16092.760616666665,53025.783296523434,0.0,53025.783296523434,0,0,0.80,0.80,28,,0.034186000004410744,0.0,False
T_q80_4800,2025-02-14,5243.791642037039,5255.11950037037,36535.717201440326,0.0,3217.0674604938213,18456.067640946505,14939.219716666666,19064.915767628496,0.0,19064.915767628496,0,0,0.80,0.80,28,,0.06037339987233281,0.0,False
T_q80_4800,2025-02-15,5255.11950037037,5084.187451851849,37090.87017078189,0.0,4574.4102061728445,17843.19846460905,14606.829600000001,19407.396441400942,0.0,19407.396441400942,0,0,0.80,0.80,28,,0.07132430002093315,0.0,False
T_q80_4800,2025-02-16,5084.187451851849,5163.982030000003,83188.62442851235,19.151666666666642,3468.5327518518698,22579.20591049381,18217.341667166664,51773.03717127189,87.1305074999999,51860.16767877189,1,1,0.80,0.80,28,,0.029066500021144748,0.0,False
T_q80_4800,2025-02-17,5163.982030000003,5165.498521111111,83842.1922845679,0.0,8955.56677942387,19481.03945514403,15778.277116666668,52135.54413110376,0.0,52135.54413110376,0,0,0.80,0.80,28,,0.01691120001487434,0.0,False
T_q80_4800,2025-02-18,5165.498521111111,5444.956640185185,79864.7423994321,8.248333333333335,3297.068982716063,22279.06136604937,17794.52739933333,49402.52729321652,37.52579250000001,49440.053085716514,1,1,0.80,0.80,28,,0.0265860001090914,0.0,False
T_q80_4800,2025-02-19,5444.956640185185,4962.980064074077,80178.88510185185,40.60458333333338,3464.85265226337,22679.413516255147,18804.103866666665,49797.0988668507,178.2932893750002,49975.392156225695,2,2,0.80,0.80,28,,0.0356090001296252,0.0,False
T_q80_4800,2025-02-20,4962.980064074077,5261.855353333333,80597.58553576542,31.04203333333328,5385.858683127577,20950.775748971184,16701.14059633333,50189.65982721511,145.40088413333308,50335.060711348444,1,1,0.80,0.80,28,,0.049300899961963296,0.0,False
T_q80_4800,2025-02-21,5261.855353333333,5438.576221296299,35704.9435281893,0.0,6604.965529012341,17792.98518251029,14253.269216666664,18582.75496178568,0.0,18582.75496178568,0,0,0.80,0.80,28,,0.03282500011846423,0.0,False
T_q80_4800,2025-02-22,5438.576221296299,5417.832090185185,35420.87812366255,0.0,4272.039144444443,17488.135862551433,14184.059766666664,18473.60177018821,0.0,18473.60177018821,0,0,0.80,0.80,28,,0.1079535000026226,0.0,False
