strategy_id,date,issue_time,slot,start_time,end_time,price_yuan_kWh,load_kW,pv_kW,load_forecast_kW,pv_forecast_kW,net_forecast_kWh,residual_adjustment_kWh,protected_net_kWh,theta,theta_preset,residual_days,fallback_reason,planned_kWh,charge_kWh,discharge_kWh,emergency_kWh,unused_kWh,state_start_kWh,state_end_kWh,nominal_state_end_kWh,planned_cost_yuan,emergency_cost_yuan
T_q80_4800,2025-03-20,2025-03-20,0,2025-03-20 00:00:00,2025-03-20 00:10:00,0.4248,3299.0689,0.0,3617.1514,0.0,602.8585666666667,18.263666666666722,621.1222333333334,0.80,0.80,28,,1454.4555666666665,833.3333333333333,0.0,0.0,71.27741666666657,5602.437224444446,6352.437224444446,6352.437224444446,617.85272472,0.0
T_q80_4800,2025-03-20,2025-03-20,1,2025-03-20 00:10:00,2025-03-20 00:20:00,0.4245,3421.881,0.0,3585.3143,0.0,597.5523833333333,22.6016166666667,620.154,0.80,0.80,28,,1453.4873333333333,833.3333333333333,0.0,0.0,49.84050000000002,6352.437224444446,7102.437224444446,7102.437224444446,617.005373,0.0
T_q80_4800,2025-03-20,2025-03-20,2,2025-03-20 00:20:00,2025-03-20 00:30:00,0.4269,3683.11,0.0,3514.21,0.0,585.7016666666666,26.6099999999999,612.3116666666665,0.80,0.80,28,,1445.6449999999998,831.7933333333331,0.0,0.0,0.0,7102.437224444446,7851.051224444445,7852.437224444446,617.1458504999999,0.0
T_q80_4800,2025-03-20,2025-03-20,3,2025-03-20 00:30:00,2025-03-20 00:40:00,0.4272,3476.737,0.0,3566.7633,0.0,594.46055,13.075066666666544,607.5356166666666,0.80,0.80,28,,1440.8689499999998,833.3333333333333,0.0,0.0,28.07944999999995,7851.051224444445,8601.051224444445,8602.437224444446,615.5392154399999,0.0
T_q80_4800,2025-03-20,2025-03-20,4,2025-03-20 00:40:00,2025-03-20 00:50:00,0.4271,3302.6695,0.0,3529.764,0.0,588.294,13.208250000000021,601.50225,0.80,0.80,28,,1434.8355833333333,833.3333333333333,0.0,0.0,51.05733333333342,8601.051224444445,9351.051224444445,9352.437224444446,612.8182776416666,0.0
T_q80_4800,2025-03-20,2025-03-20,5,2025-03-20 00:50:00,2025-03-20 01:00:00,0.4285,3426.94,0.0,3390.6,0.0,565.0999999999999,22.176666666666677,587.2766666666666,0.80,0.80,28,,587.2766666666666,16.120000000000005,0.0,0.0,0.0,9351.051224444445,9365.559224444445,9352.437224444446,251.64805166666665,0.0
T_q80_4800,2025-03-20,2025-03-20,6,2025-03-20 01:00:00,2025-03-20 01:10:00,0.4311,3609.5343,0.0,3352.8783,0.0,558.81305,12.962949999999978,571.776,0.80,0.80,28,,571.776,0.0,29.813049999999976,0.0,0.0,9365.559224444445,9332.433613333335,9352.437224444446,246.49263359999998,0.0
T_q80_4800,2025-03-20,2025-03-20,7,2025-03-20 01:10:00,2025-03-20 01:20:00,0.4302,3668.9025,0.0,3308.9055,0.0,551.48425,18.55611666666664,570.0403666666666,0.80,0.80,28,,570.0403666666666,0.0,41.44338333333337,0.0,0.0,9332.433613333335,9286.38540962963,9352.437224444446,245.23136574,0.0
T_q80_4800,2025-03-20,2025-03-20,8,2025-03-20 01:20:00,2025-03-20 01:30:00,0.4279,3589.3,0.0,3260.08,0.0,543.3466666666666,3.046666666666738,546.3933333333333,0.80,0.80,28,,1321.4630839506158,723.2464172839491,0.0,0.0,0.0,9286.38540962963,9937.307185185186,10050.0,565.4540536224685,0.0
T_q80_4800,2025-03-20,2025-03-20,9,2025-03-20 01:30:00,2025-03-20 01:40:00,0.4312,3503.6157,0.0,3353.4584,0.0,558.9097333333333,20.177783333333423,579.0875166666667,0.80,0.80,28,,579.0875166666667,0.0,4.848433333333219,0.0,0.0,9937.307185185186,9931.920037037038,10050.0,249.70253718666672,0.0
T_q80_4800,2025-03-20,2025-03-20,10,2025-03-20 01:40:00,2025-03-20 01:50:00,0.4333,3545.9703,0.0,3552.8392,0.0,592.1398666666666,12.04320000000007,604.1830666666667,0.80,0.80,28,,604.1830666666667,13.188016666666726,0.0,0.0,0.0,9931.920037037038,9943.789252037039,10050.0,261.7925227866667,0.0
T_q80_4800,2025-03-20,2025-03-20,11,2025-03-20 01:50:00,2025-03-20 02:00:00,0.4311,3590.66,0.0,3655.73,0.0,609.2883333333333,31.86500000000001,641.1533333333333,0.80,0.80,28,,641.1533333333333,42.710000000000036,0.0,0.0,0.0,9943.789252037039,9982.228252037039,10050.0,276.40120199999996,0.0
