group,interval_start,interval_end,owner_date,effective_version,price_yuan_kWh,actual_load_kW,actual_pv_kW,net_kWh,q0_kWh,q_eff_kWh,charge_kWh,discharge_kWh,emergency_kWh,unused_kWh,state_start_kWh,state_end_kWh,ordinary_cost_yuan,adjustment_cost_yuan,emergency_cost_yuan
PUBLIC_JAN,2025-01-01 00:10:00,2025-01-01 00:10:00,2025-01-01,public_January,0.4527,,,,0.0,0.0,0.0,0.0,,,6000.0,6000.0,0.0,0.0,
PUBLIC_JAN,2025-01-01 00:20:00,2025-01-01 00:20:00,2025-01-01,public_January,0.4733,,,,0.0,0.0,0.0,0.0,,,6000.0,6000.0,0.0,0.0,
PUBLIC_JAN,2025-01-01 00:30:00,2025-01-01 00:30:00,2025-01-01,public_January,0.4843,,,,0.0,0.0,0.0,0.0,,,6000.0,6000.0,0.0,0.0,
PUBLIC_JAN,2025-01-01 00:40:00,2025-01-01 00:40:00,2025-01-01,public_January,0.4541,,,,0.0,0.0,0.0,0.0,,,6000.0,6000.0,0.0,0.0,
PUBLIC_JAN,2025-01-01 00:50:00,2025-01-01 00:50:00,2025-01-01,public_January,0.4266,,,,0.0,0.0,0.0,0.0,,,6000.0,6000.0,0.0,0.0,
PUBLIC_JAN,2025-01-01 01:00:00,2025-01-01 01:00:00,2025-01-01,public_January,0.4311,,,,0.0,0.0,0.0,0.0,,,6000.0,6000.0,0.0,0.0,
PUBLIC_JAN,2025-01-01 01:10:00,2025-01-01 01:10:00,2025-01-01,public_January,0.4544,,,,0.0,0.0,0.0,0.0,,,6000.0,6000.0,0.0,0.0,
PUBLIC_JAN,2025-01-01 01:20:00,2025-01-01 01:20:00,2025-01-01,public_January,0.4483,,,,0.0,0.0,0.0,0.0,,,6000.0,6000.0,0.0,0.0,
PUBLIC_JAN,2025-01-01 01:30:00,2025-01-01 01:30:00,2025-01-01,public_January,0.4251,,,,0.0,0.0,0.0,0.0,,,6000.0,6000.0,0.0,0.0,
PUBLIC_JAN,2025-01-01 01:40:00,2025-01-01 01:40:00,2025-01-01,public_January,0.444,,,,0.0,0.0,0.0,0.0,,,6000.0,6000.0,0.0,0.0,
PUBLIC_JAN,2025-01-01 01:50:00,2025-01-01 01:50:00,2025-01-01,public_January,0.478,,,,0.0,0.0,0.0,0.0,,,6000.0,6000.0,0.0,0.0,
PUBLIC_JAN,2025-01-01 02:00:00,2025-01-01 02:00:00,2025-01-01,public_January,0.4941,,,,0.0,0.0,0.0,0.0,,,6000.0,6000.0,0.0,0.0,
PUBLIC_JAN,2025-01-01 02:10:00,2025-01-01 02:10:00,2025-01-01,public_January,0.484,,,,0.0,0.0,0.0,0.0,,,6000.0,6000.0,0.0,0.0,
PUBLIC_JAN,2025-01-01 02:20:00,2025-01-01 02:20:00,2025-01-01,public_January,0.4751,,,,0.0,0.0,0.0,0.0,,,6000.0,6000.0,0.0,0.0,
PUBLIC_JAN,2025-01-01 02:30:00,2025-01-01 02:30:00,2025-01-01,public_January,0.488,,,,0.0,0.0,0.0,0.0,,,6000.0,6000.0,0.0,0.0,
PUBLIC_JAN,2025-01-01 02:40:00,2025-01-01 02:40:00,2025-01-01,public_January,0.5215,,,,0.0,0.0,0.0,0.0,,,6000.0,6000.0,0.0,0.0,
PUBLIC_JAN,2025-01-01 02:50:00,2025-01-01 02:50:00,2025-01-01,public_January,0.5498,,,,0.0,0.0,0.0,0.0,,,6000.0,6000.0,0.0,0.0,
PUBLIC_JAN,2025-01-01 03:00:00,2025-01-01 03:00:00,2025-01-01,public_January,0.5471,,,,0.0,0.0,0.0,0.0,,,6000.0,6000.0,0.0,0.0,
PUBLIC_JAN,2025-01-01 03:10:00,2025-01-01 03:10:00,2025-01-01,public_January,0.5067,,,,0.0,0.0,0.0,0.0,,,6000.0,6000.0,0.0,0.0,
PUBLIC_JAN,2025-01-01 03:20:00,2025-01-01 03:20:00,2025-01-01,public_January,0.4769,,,,0.0,0.0,0.0,0.0,,,6000.0,6000.0,0.0,0.0,
PUBLIC_JAN,2025-01-01 03:30:00,2025-01-01 03:30:00,2025-01-01,public_January,0.4669,,,,0.0,0.0,0.0,0.0,,,6000.0,6000.0,0.0,0.0,
PUBLIC_JAN,2025-01-01 03:40:00,2025-01-01 03:40:00,2025-01-01,public_January,0.4501,,,,0.0,0.0,0.0,0.0,,,6000.0,6000.0,0.0,0.0,
PUBLIC_JAN,2025-01-01 03:50:00,2025-01-01 03:50:00,2025-01-01,public_January,0.4608,,,,0.0,0.0,0.0,0.0,,,6000.0,6000.0,0.0,0.0,
PUBLIC_JAN,2025-01-01 04:00:00,2025-01-01 04:00:00,2025-01-01,public_January,0.4927,,,,0.0,0.0,0.0,0.0,,,6000.0,6000.0,0.0,0.0,
PUBLIC_JAN,2025-01-01 04:10:00,2025-01-01 04:10:00,2025-01-01,public_January,0.4976,,,,0.0,0.0,0.0,0.0,,,6000.0,6000.0,0.0,0.0,
PUBLIC_JAN,2025-01-01 04:20:00,2025-01-01 04:20:00,2025-01-01,public_January,0.4889,,,,0.0,0.0,0.0,0.0,,,6000.0,6000.0,0.0,0.0,
PUBLIC_JAN,2025-01-01 04:30:00,2025-01-01 04:30:00,2025-01-01,public_January,0.4885,,,,0.0,0.0,0.0,0.0,,,6000.0,6000.0,0.0,0.0,
PUBLIC_JAN,2025-01-01 04:40:00,2025-01-01 04:40:00,2025-01-01,public_January,0.5042,,,,0.0,0.0,0.0,0.0,,,6000.0,6000.0,0.0,0.0,
PUBLIC_JAN,2025-01-01 04:50:00,2025-01-01 04:50:00,2025-01-01,public_January,0.5178,,,,0.0,0.0,0.0,0.0,,,6000.0,6000.0,0.0,0.0,
PUBLIC_JAN,2025-01-01 05:00:00,2025-01-01 05:00:00,2025-01-01,public_January,0.5042,,,,0.0,0.0,0.0,0.0,,,6000.0,6000.0,0.0,0.0,
PUBLIC_JAN,2025-01-01 05:10:00,2025-01-01 05:10:00,2025-01-01,public_January,0.4639,,,,0.0,0.0,0.0,0.0,,,6000.0,6000.0,0.0,0.0,
PUBLIC_JAN,2025-01-01 05:20:00,2025-01-01 05:20:00,2025-01-01,public_January,0.4899,,,,0.0,0.0,0.0,0.0,,,6000.0,6000.0,0.0,0.0,
PUBLIC_JAN,2025-01-01 05:30:00,2025-01-01 05:30:00,2025-01-01,public_January,0.5194,,,,0.0,0.0,0.0,0.0,,,6000.0,6000.0,0.0,0.0,
PUBLIC_JAN,2025-01-01 05:40:00,2025-01-01 05:40:00,2025-01-01,public_January,0.4459,,,,0.0,0.0,0.0,0.0,,,6000.0,6000.0,0.0,0.0,
PUBLIC_JAN,2025-01-01 05:50:00,2025-01-01 05:50:00,2025-01-01,public_January,0.6726,,,,0.0,0.0,0.0,0.0,,,6000.0,6000.0,0.0,0.0,
PUBLIC_JAN,2025-01-01 06:00:00,2025-01-01 06:00:00,2025-01-01,public_January,1.0693,,,,0.0,0.0,0.0,0.0,,,6000.0,6000.0,0.0,0.0,
PUBLIC_JAN,2025-01-01 06:10:00,2025-01-01 06:10:00,2025-01-01,public_January,1.0696,,,,0.0,0.0,0.0,0.0,,,6000.0,6000.0,0.0,0.0,
PUBLIC_JAN,2025-01-01 06:20:00,2025-01-01 06:20:00,2025-01-01,public_January,0.9974,,,,0.0,0.0,0.0,0.0,,,6000.0,6000.0,0.0,0.0,
PUBLIC_JAN,2025-01-01 06:30:00,2025-01-01 06:30:00,2025-01-01,public_January,1.0451,,,,0.0,0.0,0.0,0.0,,,6000.0,6000.0,0.0,0.0,
PUBLIC_JAN,2025-01-01 06:40:00,2025-01-01 06:40:00,2025-01-01,public_January,1.0684,,,,0.0,0.0,0.0,0.0,,,6000.0,6000.0,0.0,0.0,
PUBLIC_JAN,2025-01-01 06:50:00,2025-01-01 06:50:00,2025-01-01,public_January,1.0267,,,,0.0,0.0,0.0,0.0,,,6000.0,6000.0,0.0,0.0,
PUBLIC_JAN,2025-01-01 07:00:00,2025-01-01 07:00:00,2025-01-01,public_January,0.9814,,,,0.0,0.0,0.0,0.0,,,6000.0,6000.0,0.0,0.0,
PUBLIC_JAN,2025-01-01 07:10:00,2025-01-01 07:10:00,2025-01-01,public_January,1.0187,,,,0.0,0.0,0.0,0.0,,,6000.0,6000.0,0.0,0.0,
PUBLIC_JAN,2025-01-01 07:20:00,2025-01-01 07:20:00,2025-01-01,public_January,1.0362,,,,0.0,0.0,0.0,0.0,,,6000.0,6000.0,0.0,0.0,
PUBLIC_JAN,2025-01-01 07:30:00,2025-01-01 07:30:00,2025-01-01,public_January,0.967,,,,0.0,0.0,0.0,0.0,,,6000.0,6000.0,0.0,0.0,
PUBLIC_JAN,2025-01-01 07:40:00,2025-01-01 07:40:00,2025-01-01,public_January,0.893,,,,0.0,0.0,0.0,0.0,,,6000.0,6000.0,0.0,0.0,
PUBLIC_JAN,2025-01-01 07:50:00,2025-01-01 07:50:00,2025-01-01,public_January,1.136,,,,0.0,0.0,0.0,0.0,,,6000.0,6000.0,0.0,0.0,
PUBLIC_JAN,2025-01-01 08:00:00,2025-01-01 08:00:00,2025-01-01,public_January,1.5209,,,,0.0,0.0,0.0,0.0,,,6000.0,6000.0,0.0,0.0,
PUBLIC_JAN,2025-01-01 08:10:00,2025-01-01 08:10:00,2025-01-01,public_January,1.5206,,,,0.0,0.0,0.0,0.0,,,6000.0,6000.0,0.0,0.0,
PUBLIC_JAN,2025-01-01 08:20:00,2025-01-01 08:20:00,2025-01-01,public_January,1.4132,,,,0.0,0.0,0.0,0.0,,,6000.0,6000.0,0.0,0.0,
PUBLIC_JAN,2025-01-01 08:30:00,2025-01-01 08:30:00,2025-01-01,public_January,1.3895,,,,0.0,0.0,0.0,0.0,,,6000.0,6000.0,0.0,0.0,
PUBLIC_JAN,2025-01-01 08:40:00,2025-01-01 08:40:00,2025-01-01,public_January,1.361,,,,0.0,0.0,0.0,0.0,,,6000.0,6000.0,0.0,0.0,
PUBLIC_JAN,2025-01-01 08:50:00,2025-01-01 08:50:00,2025-01-01,public_January,1.3028,,,,0.0,0.0,0.0,0.0,,,6000.0,6000.0,0.0,0.0,
PUBLIC_JAN,2025-01-01 09:00:00,2025-01-01 09:00:00,2025-01-01,public_January,1.2562,,,,0.0,0.0,0.0,0.0,,,6000.0,6000.0,0.0,0.0,
PUBLIC_JAN,2025-01-01 09:10:00,2025-01-01 09:10:00,2025-01-01,public_January,1.2749,,,,0.0,0.0,0.0,0.0,,,6000.0,6000.0,0.0,0.0,
PUBLIC_JAN,2025-01-01 09:20:00,2025-01-01 09:20:00,2025-01-01,public_January,1.2735,,,,0.0,0.0,0.0,0.0,,,6000.0,6000.0,0.0,0.0,
PUBLIC_JAN,2025-01-01 09:30:00,2025-01-01 09:30:00,2025-01-01,public_January,1.2135,,,,0.0,0.0,0.0,0.0,,,6000.0,6000.0,0.0,0.0,
PUBLIC_JAN,2025-01-01 09:40:00,2025-01-01 09:40:00,2025-01-01,public_January,1.1586,,,,0.0,0.0,0.0,0.0,,,6000.0,6000.0,0.0,0.0,
PUBLIC_JAN,2025-01-01 09:50:00,2025-01-01 09:50:00,2025-01-01,public_January,1.2464,,,,0.0,0.0,0.0,0.0,,,6000.0,6000.0,0.0,0.0,
PUBLIC_JAN,2025-01-01 10:00:00,2025-01-01 10:00:00,2025-01-01,public_January,1.3947,,,,0.0,0.0,0.0,0.0,,,6000.0,6000.0,0.0,0.0,
PUBLIC_JAN,2025-01-01 10:10:00,2025-01-01 10:10:00,2025-01-01,public_January,1.3761,,,,0.0,0.0,0.0,0.0,,,6000.0,6000.0,0.0,0.0,
PUBLIC_JAN,2025-01-01 10:20:00,2025-01-01 10:20:00,2025-01-01,public_January,1.3294,,,,0.0,0.0,0.0,0.0,,,6000.0,6000.0,0.0,0.0,
PUBLIC_JAN,2025-01-01 10:30:00,2025-01-01 10:30:00,2025-01-01,public_January,1.3646,,,,0.0,0.0,0.0,0.0,,,6000.0,6000.0,0.0,0.0,
PUBLIC_JAN,2025-01-01 10:40:00,2025-01-01 10:40:00,2025-01-01,public_January,1.4099,,,,0.0,0.0,0.0,0.0,,,6000.0,6000.0,0.0,0.0,
PUBLIC_JAN,2025-01-01 10:50:00,2025-01-01 10:50:00,2025-01-01,public_January,1.1773,,,,0.0,0.0,0.0,0.0,,,6000.0,6000.0,0.0,0.0,
PUBLIC_JAN,2025-01-01 11:00:00,2025-01-01 11:00:00,2025-01-01,public_January,0.806,,,,0.0,0.0,0.0,0.0,,,6000.0,6000.0,0.0,0.0,
PUBLIC_JAN,2025-01-01 11:10:00,2025-01-01 11:10:00,2025-01-01,public_January,0.7483,,,,0.0,0.0,0.0,0.0,,,6000.0,6000.0,0.0,0.0,
PUBLIC_JAN,2025-01-01 11:20:00,2025-01-01 11:20:00,2025-01-01,public_January,0.7981,,,,0.0,0.0,0.0,0.0,,,6000.0,6000.0,0.0,0.0,
PUBLIC_JAN,2025-01-01 11:30:00,2025-01-01 11:30:00,2025-01-01,public_January,0.7929,,,,0.0,0.0,0.0,0.0,,,6000.0,6000.0,0.0,0.0,
