publication_hour,kind,j,month,n,n_invalid,mean_b_kW,sd_b_kW,mean_y_kW,sd_y_kW,pearson_r,beta,intercept_a_kW,constant_b,constant_y
6,hour,0,2025-02,28,0,-63.417436445336044,82.48501012008228,-59.67047804462813,88.61539373726595,0.5092210180290833,0.5470669270240203,-24.97689596873704,False,False
6,hour,0,2025-03,31,0,-21.610872616114676,116.42293894097182,-32.11132523159526,105.54541623536475,0.7145908775268627,0.6478258691339793,-18.111242896317055,False,False
6,hour,0,2025-04,30,0,49.99211588327479,82.94987212292824,64.44007033510984,74.44165998789576,0.34157611850531805,0.30654047586807115,49.11546334259903,False,False
6,hour,0,2025-05,31,0,7.392500656398096,61.90550409322609,-1.651688850274805,69.72143192954996,0.06843336885444076,0.07707347736171273,-2.22145458226215,False,False
6,hour,0,2025-06,30,0,-27.6141809481482,80.58110953986018,-12.402162682740858,74.71427326811738,0.20039477885872123,0.18580471719303193,-7.271317601152972,False,False
6,hour,0,2025-07,31,0,32.26896456732121,163.60479686726916,19.952831067785038,158.21841323230913,0.7081841989543602,0.6848685514132936,-2.1471679510431407,False,False
6,hour,0,2025-08,31,0,-77.06775656435958,111.08116600675505,-75.37040168220993,94.458695570195,-0.03950404232125061,-0.033592556160134214,-77.95930462273373,False,False
6,hour,0,2025-09,30,0,-2.487606756419334,131.6771908101365,26.33556272731506,118.22229133557273,0.6967584829254211,0.6255630443826251,27.891717583087527,False,False
6,hour,0,2025-10,31,0,52.769260526579,56.49291904126279,40.341824554654075,64.7809478920776,0.16093006654091066,0.18453998185579118,30.60378617453567,False,False
6,hour,0,2025-11,30,0,12.501397558075105,57.01744271996769,27.478035833549203,70.16227670720716,0.1466499210446153,0.1804586780567596,25.222050156356968,False,False
6,hour,0,2025-12,31,0,86.18991872434219,179.19968272121125,81.76383964892403,207.4918878541654,0.8764110521932568,1.0147796078341473,-5.69993227342097,False,False
6,hour,1,2025-02,28,0,-63.417436445336044,82.48501012008228,-56.67892663131004,120.58506643088121,0.3819103147007727,0.558315754605444,-21.27197274718946,False,False
6,hour,1,2025-03,31,0,-21.610872616114676,116.42293894097182,-45.19271650174309,128.59125700645345,0.7081677966874845,0.7821842325566536,-28.289032689627835,False,False
6,hour,1,2025-04,30,0,49.99211588327479,82.94987212292824,53.08185896680538,67.78782909027137,0.14425873558635366,0.11789031450481734,47.18827270256484,False,False
6,hour,1,2025-05,31,0,7.392500656398096,61.90550409322609,14.049946188288619,83.588031223491,0.127713243593638,0.17244506364219156,12.775145942121107,False,False
