strategy_id,scope,samples,coverage,mean_adjustment_kWh,mean_adjustment_positive_share
G0_naive_gate,annual,48096,0.7934339654025283,54.18288240636783,0.9990851630073186
G0_naive_gate,2025-02,4032,0.8087797619047619,30.44304067873677,1.0
G0_naive_gate,2025-03,4464,0.775089605734767,36.03091080869176,1.0
G0_naive_gate,2025-04,4320,0.787962962962963,47.90631997685185,1.0
G0_naive_gate,2025-05,4464,0.7744175627240143,62.353806765232974,1.0
G0_naive_gate,2025-06,4320,0.7912037037037037,82.11340065972222,1.0
G0_naive_gate,2025-07,4464,0.7880824372759857,93.27461956391876,1.0
G0_naive_gate,2025-08,4464,0.7995071684587813,52.92142042637395,1.0
G0_naive_gate,2025-09,4320,0.7921296296296296,49.09390667052469,0.9898148148148148
G0_naive_gate,2025-10,4464,0.8165322580645161,45.20803035767622,1.0
G0_naive_gate,2025-11,4320,0.8027777777777778,40.835769494598765,1.0
G0_naive_gate,2025-12,4464,0.7927867383512545,53.63687919653525,1.0
G1_ridge_gate,annual,48096,0.7918122089155023,44.837051594074396,0.9926397205588823
G1_ridge_gate,2025-02,4032,0.8147321428571429,27.870350797087365,0.9880952380952381
G1_ridge_gate,2025-03,4464,0.7513440860215054,32.42818310337412,0.9957437275985663
G1_ridge_gate,2025-04,4320,0.7835648148148148,44.00905024487895,1.0
G1_ridge_gate,2025-05,4464,0.7703853046594982,54.20961057571109,1.0
G1_ridge_gate,2025-06,4320,0.7895833333333333,67.564605521265,1.0
G1_ridge_gate,2025-07,4464,0.7974910394265233,52.51989671343729,1.0
G1_ridge_gate,2025-08,4464,0.7936827956989247,36.65895378987463,0.9735663082437276
G1_ridge_gate,2025-09,4320,0.7564814814814815,41.99205408326728,0.9608796296296296
G1_ridge_gate,2025-10,4464,0.7959229390681004,48.447396149587796,1.0
G1_ridge_gate,2025-11,4320,0.8398148148148148,44.35598324863901,1.0
G1_ridge_gate,2025-12,4464,0.8192204301075269,42.108689253850336,1.0
G2_lightgbm_gate,annual,48096,0.7918537924151696,43.2130855875292,0.998066367265469
G2_lightgbm_gate,2025-02,4032,0.8127480158730159,30.401508391366434,0.9962797619047619
G2_lightgbm_gate,2025-03,4464,0.7533602150537635,33.0243661912722,0.9986559139784946
G2_lightgbm_gate,2025-04,4320,0.7840277777777778,44.941000786632124,1.0
G2_lightgbm_gate,2025-05,4464,0.7777777777777778,55.97696579082615,1.0
G2_lightgbm_gate,2025-06,4320,0.8039351851851851,65.00056919762991,1.0
G2_lightgbm_gate,2025-07,4464,0.7865143369175627,46.29467698881682,1.0
G2_lightgbm_gate,2025-08,4464,0.7844982078853047,34.44792621988835,0.989247311827957
G2_lightgbm_gate,2025-09,4320,0.7761574074074075,42.643877648414865,0.9949074074074075
G2_lightgbm_gate,2025-10,4464,0.8006272401433692,43.84069980895221,0.9995519713261649
G2_lightgbm_gate,2025-11,4320,0.8252314814814815,39.92107594300939,1.0
G2_lightgbm_gate,2025-12,4464,0.8082437275985663,38.245450290757304,1.0
G3_ridge_fixed,annual,48096,0.7911676646706587,44.58781848757914,0.9926397205588823
G3_ridge_fixed,2025-02,4032,0.8070436507936508,24.89735588389399,0.9880952380952381
G3_ridge_fixed,2025-03,4464,0.7513440860215054,32.42818310337412,0.9957437275985663
G3_ridge_fixed,2025-04,4320,0.7835648148148148,44.00905024487895,1.0
G3_ridge_fixed,2025-05,4464,0.7703853046594982,54.20961057571109,1.0
G3_ridge_fixed,2025-06,4320,0.7895833333333333,67.564605521265,1.0
G3_ridge_fixed,2025-07,4464,0.7974910394265233,52.51989671343729,1.0
G3_ridge_fixed,2025-08,4464,0.7936827956989247,36.65895378987463,0.9735663082437276
G3_ridge_fixed,2025-09,4320,0.7564814814814815,41.99205408326728,0.9608796296296296
G3_ridge_fixed,2025-10,4464,0.7959229390681004,48.447396149587796,1.0
G3_ridge_fixed,2025-11,4320,0.8398148148148148,44.35598324863901,1.0
G3_ridge_fixed,2025-12,4464,0.8192204301075269,42.108689253850336,1.0
G4_lightgbm_fixed,annual,48096,0.7910429141716567,42.954741514378355,0.998066367265469
G4_lightgbm_fixed,2025-02,4032,0.8030753968253969,27.319832661638458,0.9962797619047619
G4_lightgbm_fixed,2025-03,4464,0.7533602150537635,33.0243661912722,0.9986559139784946
G4_lightgbm_fixed,2025-04,4320,0.7840277777777778,44.941000786632124,1.0
G4_lightgbm_fixed,2025-05,4464,0.7777777777777778,55.97696579082615,1.0
G4_lightgbm_fixed,2025-06,4320,0.8039351851851851,65.00056919762991,1.0
G4_lightgbm_fixed,2025-07,4464,0.7865143369175627,46.29467698881682,1.0
G4_lightgbm_fixed,2025-08,4464,0.7844982078853047,34.44792621988835,0.989247311827957
G4_lightgbm_fixed,2025-09,4320,0.7761574074074075,42.643877648414865,0.9949074074074075
G4_lightgbm_fixed,2025-10,4464,0.8006272401433692,43.84069980895221,0.9995519713261649
G4_lightgbm_fixed,2025-11,4320,0.8252314814814815,39.92107594300939,1.0
G4_lightgbm_fixed,2025-12,4464,0.8082437275985663,38.245450290757304,1.0
