day_index,date,n_train_days,n_rows,trained,branch,n_trees,model_file,model_sha256,constant_new_columns,correction_min_kW,correction_max_kW,train_first,train_last,prediction_min_kW,prediction_max_kW
1,2025-01-02,0,0,False,feature_history_fallback,0,,,,,,,,,
2,2025-01-03,0,0,False,feature_history_fallback,0,,,,,,,,,
3,2025-01-04,0,0,False,feature_history_fallback,0,,,,,,,,,
4,2025-01-05,0,0,False,feature_history_fallback,0,,,,,,,,,
5,2025-01-06,0,0,False,feature_history_fallback,0,,,,,,,,,
6,2025-01-07,0,0,False,feature_history_fallback,0,,,,,,,,,
7,2025-01-08,0,0,False,insufficient_history,0,,,,,,,,,
8,2025-01-09,1,0,False,insufficient_history,0,,,,,,,,,
9,2025-01-10,2,0,False,insufficient_history,0,,,,,,,,,
10,2025-01-11,3,0,False,insufficient_history,0,,,,,,,,,
11,2025-01-12,4,0,False,insufficient_history,0,,,,,,,,,
12,2025-01-13,5,0,False,insufficient_history,0,,,,,,,,,
13,2025-01-14,6,0,False,insufficient_history,0,,,,,,,,,
14,2025-01-15,7,0,False,insufficient_history,0,,,,,,,,,
15,2025-01-16,8,0,False,insufficient_history,0,,,,,,,,,
16,2025-01-17,9,0,False,insufficient_history,0,,,,,,,,,
17,2025-01-18,10,0,False,insufficient_history,0,,,,,,,,,
18,2025-01-19,11,0,False,insufficient_history,0,,,,,,,,,
19,2025-01-20,12,0,False,insufficient_history,0,,,,,,,,,
20,2025-01-21,13,0,False,insufficient_history,0,,,,,,,,,
21,2025-01-22,14,2016,True,fitted,100,,aea5feb3a92d75ebbc2e5ec8643434bab94308082558de5b2fbb6672519d049e,,-233.58237429202356,149.53212112804806,2025-01-08,2025-01-21,0.0,7022.540277948401
22,2025-01-23,15,2160,True,fitted,100,,a21264957bbd689a5c64ec2377d3bfbb8401915a12b7b12fd340b7fe3c4e3bd2,,-68.29653089960634,490.81914570066505,2025-01-08,2025-01-22,0.0,6349.505418578436
23,2025-01-24,16,2304,True,fitted,100,,6aeea5f9f2b2b9cd46dc7adc10bb32fc63d4b726dbbc856f505cff87d404f66c,,-20.571467112080608,472.3987362277646,2025-01-08,2025-01-23,0.0,6036.992636227765
24,2025-01-25,17,2448,True,fitted,100,,f84987659be9e602ee4676aebdc34166a7e488768bb3a7d2866da2fcb94cede8,,-490.0898347955332,194.40449751059745,2025-01-08,2025-01-24,0.0,6410.613139482515
25,2025-01-26,18,2592,True,fitted,100,,7b54c96cf0dd47103299ce216102300909d1eddeb93c02c79eda94761b9994b4,,-325.6176096786891,196.28490482304488,2025-01-08,2025-01-25,0.0,6619.816628820227
26,2025-01-27,19,2736,True,fitted,100,,9d6112005ec1954a6f4dd79888ebdb44286d24e36353a3807714c68f9da61685,,-413.9271157564377,417.6121278045723,2025-01-08,2025-01-26,0.0,6210.406818129557
27,2025-01-28,20,2880,True,fitted,100,,9ca00a7412a6367e10db5eb8b62bbfbb883896ee33446fdf16f3bbbfea926be3,,-447.9679604225089,508.60870086207655,2025-01-08,2025-01-27,0.0,6381.444944895615
28,2025-01-29,21,3024,True,fitted,100,,edf4a16b99e7c506c954be8bed2d0c2b8d3d7cf601c8f72cc4dc9658fb703c13,,-446.2186863814694,524.3615750722096,2025-01-08,2025-01-28,0.0,6309.408222118573
29,2025-01-30,22,3168,True,fitted,100,,0170e9923bd28a537e04d697882bdf48920ad2673173ffe1daaea50e418cd180,,-537.7838206263746,-31.259030361916505,2025-01-08,2025-01-29,0.0,6278.942687989747
30,2025-01-31,23,3312,True,fitted,100,,7ddc13a303d136444c55034efa9c86cbbaed186acec4cf23b273c4ea38141285,,-446.52095499168644,510.6427010465553,2025-01-08,2025-01-30,0.0,6533.180161931766
31,2025-02-01,24,3456,True,fitted,100,,1943c61bd40297979fe155755210a63ae59f4e7863265d65fc061f8baef375dc,,-453.5996869986362,459.4897650922713,2025-01-08,2025-01-31,0.0,6365.8899685163915
32,2025-02-02,25,3600,True,fitted,100,,0c0e21393c10bf49dac4ac32ab07232835649e0aad5003b32dfe06568571d79f,,-538.8867947973849,361.0641386728959,2025-01-08,2025-02-01,0.0,6471.622020017172
33,2025-02-03,26,3744,True,fitted,100,,776407f3aeb0b9d465fd3e4a6ff93f9279a533a2e786122992cf7692629361bf,,-517.449477209252,214.351797178179,2025-01-08,2025-02-02,0.0,6584.630426947565
34,2025-02-04,27,3888,True,fitted,100,,33f5740b8fe4934ca594f057209284b10f57290f60a1bb22d7462e5d1952e5c5,,-396.5340403310392,497.12397285806213,2025-01-08,2025-02-03,0.0,6583.533485533166
35,2025-02-05,28,4032,True,fitted,100,,8998fc410525bff299c9d2d20b592441ede75387550d296e0ea3dab25d24f30f,,17.982390709265626,630.8919456672605,2025-01-08,2025-02-04,0.0,6754.422644905071
36,2025-02-06,29,4176,True,fitted,100,,c259572d8a38ed43bd7053d4303559d17aa7a3080ecfcc1c7e3c563a6de2cb52,,-493.7937099544967,459.9592517844482,2025-01-08,2025-02-05,0.0,6563.156340101233
37,2025-02-07,30,4320,True,fitted,100,,33aa35a89e9fdb6b75572eec66dc2801c444cff66e8f30b3636c1183a63131b7,,-378.6218215999614,275.02532840470013,2025-01-08,2025-02-06,0.0,6412.76340375959
38,2025-02-08,31,4464,True,fitted,100,,de239e2645a993b0ee2bd421286cc2164d0513f2f79c3e662ff34e2362570047,,-562.8755439179686,410.8967195501283,2025-01-08,2025-02-07,0.0,6705.011994065501
39,2025-02-09,32,4608,True,fitted,100,,2087a9b3b4b13facd27949aa6d22449ea400b9720a083653e9fc6597eae02617,,-575.4875924843719,485.4834915034298,2025-01-08,2025-02-08,0.0,6611.1361811155875
40,2025-02-10,33,4752,True,fitted,100,,4f716a01f00e1c119b81d590f967bebd33a845e5aef918a3c480e883f090f808,,-171.6929080423882,544.114168482824,2025-01-08,2025-02-09,0.0,6501.0386472415885
41,2025-02-11,34,4896,True,fitted,100,,c581bc666da88dc14c2970d6bce00d6535de44b586d13b7d8bb415c5429f9a86,,-581.1040547540763,120.27460341511997,2025-01-08,2025-02-10,0.0,6793.563288413663
42,2025-02-12,35,5040,True,fitted,100,,67b85e2b49e62b3eabe1d890263b4d976e8863707d14f9a4d939900e3aa032d3,,-676.6303602880353,31.861860336916184,2025-01-08,2025-02-11,0.0,6596.799270451123
43,2025-02-13,36,5184,True,fitted,100,,108d29cb514eeec5b07f54b15b91ed1796925eda4d502ac9042fb8c716db2453,,-625.4676522442267,384.88956471835115,2025-01-08,2025-02-12,0.0,6822.0728708084225
44,2025-02-14,37,5328,True,fitted,100,,2cf51909bbc1e27f2c3762b43404b158973609077d1fa3acff7da90117a9aa94,,-542.3261504421723,234.40916051059097,2025-01-08,2025-02-13,0.0,7194.600455280989
45,2025-02-15,38,5472,True,fitted,100,,4e186be0734236dc9be09dfe08700836fb2d4ee06abde01b351e5969ea325acd,,-400.75306859386257,631.1358147877501,2025-01-08,2025-02-14,0.0,7156.975227135319
46,2025-02-16,39,5616,True,fitted,100,,268d2a41fb103c35c9271397dbcd95865c1cd118bf37cc6341bc40551539f12a,,-576.910860540068,395.6767151024368,2025-01-08,2025-02-15,0.0,7014.831962202601
47,2025-02-17,40,5760,True,fitted,100,,f99bf928ec010284000b8a5e0094b4ef70bbd6de90f81af673686bf2a1bd7092,,-249.77319573281574,485.3826748497817,2025-01-08,2025-02-16,0.0,6986.756166879032
48,2025-02-18,41,5904,True,fitted,100,,f5dc91a5e280f13c9411c745cd6545fc5345e7fcc4746d8a01d3c49b8747693e,,-679.8619813574858,264.4918282316055,2025-01-08,2025-02-17,0.0,6984.056606426118
49,2025-02-19,42,6048,True,fitted,100,,61cce0155609aa8471e7c1ebe988a0f511fa26335457b7c3d9114aed2d54fc15,,-689.9434736463545,438.07759528900357,2025-01-08,2025-02-18,0.0,7059.7073868068155
50,2025-02-20,43,6192,True,fitted,100,,2b5f4d43d02088b6fc8af263d702c8bf1764f2ca19981471261b16a049df5bb1,,-614.0773799563225,543.3444271423582,2025-01-08,2025-02-19,0.0,7224.967431034273
51,2025-02-21,44,6336,True,fitted,100,,3945b7e0dd977668fec9da8ec95da12ca5efa345837f4fffd2b775b0a82f31ee,,-579.7625954856383,380.6200165945099,2025-01-08,2025-02-20,0.0,7218.506737483224
52,2025-02-22,45,6480,True,fitted,100,,fc138b69dd6df30cb852083cfd5636f71554310ff75f94d3b87985e151adce89,,-225.61797157134652,281.3025527212712,2025-01-08,2025-02-21,0.0,7370.615577754256
53,2025-02-23,46,6624,True,fitted,100,,e7ea64a6db6c3034acd160a71a53dfc5bd2f347e884e23265581720771370981,,-3.446989720987999,695.0630872140486,2025-01-08,2025-02-22,0.0,7492.41660063774
54,2025-02-24,47,6768,True,fitted,100,,f2b434b4853c7c96d345105df883cad0c3d072907c29a66c949e4449c67e4cb7,,-361.70296485991963,602.9635751459444,2025-01-08,2025-02-23,0.0,7227.17721874166
55,2025-02-25,48,6912,True,fitted,100,,d14a0e2034ce5f049f787d902d03e5c5012dbf88e70b2b68702ef40c156dc627,,-689.3236315870183,269.7330920655044,2025-01-08,2025-02-24,0.0,7381.428250043762
56,2025-02-26,49,7056,True,fitted,100,,ad39a032b28aaa236785f608ab8c89980525de86bab9f2d93b327f3784e3f1e6,,-479.4213831056131,82.92898622294149,2025-01-08,2025-02-25,0.0,8032.273505597974
57,2025-02-27,50,7200,True,fitted,100,,f11e4e27426acb5e4b21a94d7741031199b89f844457c3e787beef471a68991e,,-550.7625914990979,486.3628081717028,2025-01-08,2025-02-26,0.0,7800.219406917366
58,2025-02-28,51,7344,True,fitted,100,,7bcab2a1c170c7382a48efe473ce5815d245222fb24a066290e6a1d1a98442f9,,-688.1714624336122,631.8060012065587,2025-01-08,2025-02-27,0.0,7699.155483869982
59,2025-03-01,52,7488,True,fitted,100,,ec8d96d433950870d66bd3d5070236b4e9c0adb488f410b91157c9d3ae0873ba,,-657.7359486379156,652.4044130755001,2025-01-08,2025-02-28,0.0,7792.9877130755
60,2025-03-02,53,7632,True,fitted,100,,c58307f1f48b04999d8065c89f81e17a701636e6c19aa306ccdbbaf603f4693f,,-128.72363618019068,585.5346529278593,2025-01-08,2025-03-01,0.0,7656.998629347404
61,2025-03-03,54,7776,True,fitted,100,,96bca215abfca7147a2a316ce979c61507c5f2c6e610ee29afd104a42f3b4963,,-57.408656503043375,609.8360525157723,2025-01-08,2025-03-02,0.0,6838.432281031163
62,2025-03-04,55,7920,True,fitted,100,,526dab46db448444fbf3271a8a19a92b567ebfe6f5dfd60017b91e9f1299ad3a,,-39.117029911570526,630.0349836796433,2025-01-08,2025-03-03,0.0,6980.633287802199
63,2025-03-05,56,8064,True,fitted,100,,f6eaf40543fc42b6607038ee82d99e9ea06ac0e1b37a83b1ff1bb6c53f889145,,-163.30410881693118,546.7513694477685,2025-01-08,2025-03-04,0.0,7320.433469447768
64,2025-03-06,56,8064,True,fitted,100,,a25698f9a86d5850d12fe5eb05f8552f7745c365e947dc48bf7ee1604c960530,,-474.1666639761318,526.5655559601172,2025-01-09,2025-03-05,0.0,7523.592624953408
65,2025-03-07,56,8064,True,fitted,100,,cc58db1f59d0ba0cbdf501354ecd6e2f7ea538802ede9087a041457e97616190,,-749.3376924141813,311.65685330928636,2025-01-10,2025-03-06,0.0,7256.962590404839
66,2025-03-08,56,8064,True,fitted,100,,85896e4a51dddc288d029f12eaafce57eb07653ab03e52820dee3c71569d0101,,-810.1064632894505,372.85645484429966,2025-01-11,2025-03-07,0.0,7206.291067195677
67,2025-03-09,56,8064,True,fitted,100,,e7a37e7e4a2ca0dd5e9bcc9bb7d8bf5be20a0df257bc36680a25527788d56f1a,,-582.6394535016414,131.29630357346457,2025-01-12,2025-03-08,0.0,7441.364021835295
68,2025-03-10,56,8064,True,fitted,100,,e6458580092fd9ce990e110e8a544c80ae8df07219a1e7b3be9c801ea69e187a,,-671.5827997090539,232.83511571243028,2025-01-13,2025-03-09,0.0,7846.857443239476
69,2025-03-11,56,8064,True,fitted,100,,c22350290f69bf8198853e6936caddf7a0eed1723d5877a52825fddfac46b96f,,-881.3800056637249,259.12068096964254,2025-01-14,2025-03-10,0.0,6889.578188970617
70,2025-03-12,56,8064,True,fitted,100,,efa4fb50a8d13e6eb4093e16ed68f1758b0d20350e2c964d4bef6d97ace89a03,,-463.5663300762593,520.3494457956897,2025-01-15,2025-03-11,0.0,7676.416093231433
71,2025-03-13,56,8064,True,fitted,100,,5d2f4d63dbb29a127f559208a82fe147c44499166c51c2e634aa1442937be968,,-553.4637795145361,191.96801001452351,2025-01-16,2025-03-12,0.0,7747.0392333714935
72,2025-03-14,56,8064,True,fitted,100,,650b5feb933eab27392faf340c846039cc834800840d42fc8cd6979be8cbabe9,,-295.9631072762775,509.01570870091325,2025-01-17,2025-03-13,0.0,7226.872199034064
73,2025-03-15,56,8064,True,fitted,100,,f4098fdef99a0a63b2d33640d33ff4c8d3fcf0310c58929be15568ec9af8a9b1,,-554.3195350071585,404.76345971633395,2025-01-18,2025-03-14,0.0,7957.27805438969
74,2025-03-16,56,8064,True,fitted,100,,5e2ef97c4139b567ca4f8c9039207350afd6762a7dda6cba553c00e916c762c8,,-386.69207373079337,755.5965259421897,2025-01-19,2025-03-15,0.0,7486.068181605116
75,2025-03-17,56,8064,True,fitted,100,,ea03ffdfd44d0bd8dff10564a9f3faa9aed8f1c5483cbc02373a2416d77f2518,,-586.9364386175657,846.6691857694576,2025-01-20,2025-03-16,0.0,7822.088114704674
76,2025-03-18,56,8064,True,fitted,100,,e62496d03e5ba0f1125edaa983c4a73c5fdbbf19f047132b34b482b1c95af25f,,-707.7453762059763,32.05100011630281,2025-01-21,2025-03-17,0.0,7960.682480211431
77,2025-03-19,56,8064,True,fitted,100,,13add42bff295546c7e07cb6453b436c4d11dd3ac2cb9399f7872830e1bc1eeb,,-881.7876567234714,722.4819504271643,2025-01-22,2025-03-18,0.0,7908.332187609246
78,2025-03-20,56,8064,True,fitted,100,,3fa1a4b85fdcafeac1e10c3d39da187119205633b96122fcb56c8c61dcc5c7d5,,-936.9794742235076,593.5447087207725,2025-01-23,2025-03-19,0.0,7682.3903763186845
79,2025-03-21,56,8064,True,fitted,100,,0cd0484802839210039c4a2307d9d4c12355ee63779e6b74a661759144238f8d,,-255.8527273362983,721.5214160343036,2025-01-24,2025-03-20,0.0,8127.7761949166825
80,2025-03-22,56,8064,True,fitted,100,,daa0f2b50597d6120adae25edca6c90ec7b9a838abc695cf81184d8a97987587,,-711.4377850563851,411.41539846133986,2025-01-25,2025-03-21,0.0,8237.787291961615
81,2025-03-23,56,8064,True,fitted,100,,4aa6357555c9fbbe15d9be3e9a168c6ade615e07f2f5be9ed28ad0e6a54630c2,,-30.7500146406277,874.9902693309064,2025-01-26,2025-03-22,0.0,8597.567539442769
82,2025-03-24,56,8064,True,fitted,100,,ba679335b1fe08bcaaa694d5e4d200d56ac5cda283aaafdbfbe248e3b882d52b,,-513.5500379524406,811.4735819861113,2025-01-27,2025-03-23,0.0,8488.78347681288
83,2025-03-25,56,8064,True,fitted,100,,29e3437cc34fc64b60ec6f56be4fe528a1fe40e73ea77e8b5e9360fe498a4161,,-921.8352931016589,499.84206256547213,2025-01-28,2025-03-24,0.0,8117.895146774245
84,2025-03-26,56,8064,True,fitted,100,,4503ef37b91d0f05097f8cbc8eaf17862f6ce3b187a81a4085e6f807fa1a69b5,,-751.6873940259555,852.5521708114663,2025-01-29,2025-03-25,0.0,8358.489124370988
85,2025-03-27,56,8064,True,fitted,100,,cbc7de1fe883106c4d7646474fffec934a22947e03b96507e143c3d005779916,,-882.632266476491,506.78487406733814,2025-01-30,2025-03-26,0.0,8245.695804879853
86,2025-03-28,56,8064,True,fitted,100,,a469892ec3faa9a2c48e9564716adf0809212710bfe49c97b5b71ed3424e1456,,-805.9192222727129,569.5708579519799,2025-01-31,2025-03-27,0.0,8501.62566127533
87,2025-03-29,56,8064,True,fitted,100,,a068f012f367d57cde24a1bb7eb11875ea87f301cb03c90a010cb722b20fa9d4,,-692.083036990261,402.8165942648228,2025-02-01,2025-03-28,0.0,8532.703429712974
88,2025-03-30,56,8064,True,fitted,100,,e791ea9e54e2d194bdf465c73794a63d6e81674daf98e8f6f41008bdd1ab8764,,-663.9228715424994,413.15871620343086,2025-02-02,2025-03-29,0.0,8827.443409549358
89,2025-03-31,56,8064,True,fitted,100,,83c4ce3aec58a642e43c2d1d55321c0a1812af4314381715a71fe17d449bff64,,-436.3997544303676,734.8480149302814,2025-02-03,2025-03-30,0.0,8696.186017000977
90,2025-04-01,56,8064,True,fitted,100,,f046108499fc0c4fff0740048682453bd9db27428689ac46537a60bfcd571c75,,-621.5944435894459,897.360048588967,2025-02-04,2025-03-31,0.0,8762.167889820248
91,2025-04-02,56,8064,True,fitted,100,,9bd5578694a2628aed04d73fbfad7d06ce5054c4ed14014264136e3127d09736,,-299.39225786810215,843.4860992237723,2025-02-05,2025-04-01,0.0,7909.399916669714
92,2025-04-03,56,8064,True,fitted,100,,cf743988055be9a20ef30c1bfa24cec2de2e77b8e5c9c14fff80e6a5058fcbea,,-563.4482055838124,656.7360289607168,2025-02-06,2025-04-02,0.0,7625.224002616143
93,2025-04-04,56,8064,True,fitted,100,,daf7d4d0f5d112ba132ee6aa1cae9cda04519b2b7874f054c19ac6711535daac,,-807.4634389439707,592.0645141228099,2025-02-07,2025-04-03,0.0,8218.359979250607
