strategy_id,date,day_index,elapsed_seconds,mip_gap,mip_node_count,mip_dual_bound_yuan,objective_gap_yuan,fallback,residual_days,reason,check_bus_balance_max_abs_kWh,check_battery_balance_max_abs_kWh,check_boundary_error_kWh,check_state_bound_violation_kWh,check_flow_bound_violation_kWh,check_simultaneous_charge_discharge_kWh,check_binary_integrality_error,check_binary_bound_violation,check_binary_gate_violation_kWh
A3_both_arima,2025-02-01,31,0.028790900018066168,0.0,1,25746.32419101693,0.0,False,28,,2.2737367544323206e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,1.182125059299284e-14,1.182125059299284e-14,9.851042160827365e-12
A3_both_arima,2025-02-02,32,0.026388400001451373,0.0,1,60586.46981063286,0.0,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,8.881784197001252e-16,8.881784197001252e-16,7.401486830834376e-13
A3_both_arima,2025-02-03,33,0.03402139991521835,0.0,1,58811.44912248946,0.0,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,4.440892098500626e-16,0.0,0.0
A3_both_arima,2025-02-04,34,0.02398219984024763,0.0,1,58568.477031967675,0.0,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,5.551115123125783e-16,0.0,0.0
A3_both_arima,2025-02-05,35,0.022213299991562963,0.0,1,56373.84025651075,-7.275957614183426e-12,False,28,,2.2737367544323206e-13,9.094947017729282e-13,0.0,0.0,1.7053025658242404e-12,0.0,4.218847493575595e-15,2.0463630789890888e-15,1.6653345369377346e-12
A3_both_arima,2025-02-06,36,0.023658700054511428,0.0,1,57298.78800193053,0.0,False,28,,1.1368683772161603e-13,8.526512829121202e-13,0.0,0.0,0.0,0.0,5.551115123125783e-16,0.0,0.0
A3_both_arima,2025-02-07,37,0.05157579993829131,0.0,1,22282.11572158522,0.0,False,28,,2.2737367544323206e-13,1.4637180356658064e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A3_both_arima,2025-02-08,38,0.04321820009499788,0.0,1,20141.283264130554,0.0,False,28,,1.1368683772161603e-13,1.7621459846850485e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A3_both_arima,2025-02-09,39,0.01467090006917715,0.0,1,53338.26793275114,7.275957614183426e-12,False,28,,2.2737367544323206e-13,9.379164112033322e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A3_both_arima,2025-02-10,40,0.03472320013679564,0.0,1,54456.466566147945,0.0,False,28,,2.2737367544323206e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,8.43769498715119e-15,1.5543122344752192e-15,1.2952601953960159e-12
A3_both_arima,2025-02-11,41,0.03091199998743832,0.0,1,52921.38960621599,0.0,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,2.220446049250313e-16,2.220446049250313e-16,1.850371707708594e-13
A3_both_arima,2025-02-12,42,0.02375139994546771,0.0,1,53088.50400247429,0.0,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,2.220446049250313e-16,2.220446049250313e-16,1.850371707708594e-13
A3_both_arima,2025-02-13,43,0.029918599873781204,0.0,1,52820.02085426059,0.0,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,3.141931159689193e-14,0.0,0.0
A3_both_arima,2025-02-14,44,0.039021800039336085,0.0,1,19159.959036135846,0.0,False,28,,2.2737367544323206e-13,7.958078640513122e-13,0.0,0.0,2.029310053330846e-11,0.0,8.304468224196171e-14,8.304468224196171e-14,6.920390186830142e-11
A3_both_arima,2025-02-15,45,0.062284500105306506,0.0,1,18993.063378323754,0.0,False,28,,2.2737367544323206e-13,1.3642420526593924e-12,0.0,2.2737367544323206e-13,2.5263741715914674e-13,0.0,1.4656364027841514e-15,1.4656364027841514e-15,9.687262518276458e-13
A3_both_arima,2025-02-16,46,0.030083900084719062,0.0,1,51174.97103982538,7.275957614183426e-12,False,28,,1.1368683772161603e-13,8.526512829121202e-13,0.0,0.0,0.0,0.0,2.2093438190040615e-14,0.0,0.0
A3_both_arima,2025-02-17,47,0.03467399999499321,0.0,1,50634.22035668842,0.0,False,28,,1.1368683772161603e-13,7.958078640513122e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A3_both_arima,2025-02-18,48,0.02713740011677146,0.0,1,50044.10203790041,0.0,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,6.661338147750939e-16,6.661338147750939e-16,5.551115123125783e-13
A3_both_arima,2025-02-19,49,0.02804509992711246,0.0,1,49426.045591296395,0.0,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,4.6629367034256575e-15,0.0,0.0
A3_both_arima,2025-02-20,50,0.0239786000456661,0.0,1,50135.25556023634,0.0,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,4.662936703425686e-15,0.0,0.0
A3_both_arima,2025-02-21,51,0.039951999904587865,0.0,1,18779.52602348782,0.0,False,28,,5.684341886080802e-14,9.094947017729282e-13,0.0,1.1368683772161603e-12,4.192622349383857e-12,0.0,5.0311468192606286e-15,5.0311468192606286e-15,2.220446049250313e-12
A3_both_arima,2025-02-22,52,0.0287860999815166,0.0,1,18627.11912724547,0.0,False,28,,2.2737367544323206e-13,7.958078640513122e-13,0.0,2.2737367544323206e-13,6.756566606601327e-13,0.0,5.440092820663267e-15,8.107879927921592e-16,0.0
A3_both_arima,2025-02-23,53,0.026255400152876973,0.0,1,49210.55838432062,0.0,False,28,,1.1368683772161603e-13,8.242295734817162e-13,0.0,0.0,0.0,0.0,1.7763568394002505e-15,0.0,0.0
A3_both_arima,2025-02-24,54,0.02703609992749989,0.0,1,48573.88677066117,0.0,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,3.774758283725532e-15,0.0,0.0
A3_both_arima,2025-02-25,55,0.02457959996536374,0.0,1,48355.99443808927,0.0,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,3.1086244689504383e-15,0.0,0.0
A3_both_arima,2025-02-26,56,0.02178870001807809,0.0,1,47924.335050968846,-7.275957614183426e-12,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,2.9976021664879227e-15,1.9984014443252818e-15,1.6653345369377346e-12
A3_both_arima,2025-02-27,57,0.030264100059866905,0.0,1,46902.1395576698,0.0,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,1.5543122344752192e-15,1.5543122344752192e-15,1.2952601953960159e-12
A3_both_arima,2025-02-28,58,0.035363500006496906,0.0,1,18078.229748970938,0.0,False,28,,2.2737367544323206e-13,8.526512829121202e-13,0.0,0.0,0.0,0.0,1.9768316743461283e-14,1.1102230246251565e-15,9.25185853854297e-13
A3_both_arima,2025-03-01,59,0.026859300211071968,0.0,1,18063.43995927347,0.0,False,28,,2.2737367544323206e-13,7.958078640513122e-13,0.0,0.0,0.0,0.0,3.3306690738754696e-15,3.3306690738754696e-15,2.775557561562891e-12
A3_both_arima,2025-03-02,60,0.028431099839508533,0.0,1,46973.48511025171,0.0,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,2.3647750424515834e-14,3.9968028886505635e-15,3.3306690738754692e-12
A3_both_arima,2025-03-03,61,0.030400099931284785,0.0,1,47262.004694056406,0.0,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,1.3322676295501878e-15,1.3322676295501878e-15,1.1102230246251565e-12
A3_both_arima,2025-03-04,62,0.013987499987706542,0.0,1,51217.649073165,7.275957614183426e-12,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A3_both_arima,2025-03-05,63,0.02315180003643036,0.0,1,49613.23020015896,0.0,False,28,,2.2737367544323206e-13,7.958078640513122e-13,0.0,0.0,1.619075244245023e-12,0.0,4.5796699765787565e-15,1.942890293094028e-15,0.0
A3_both_arima,2025-03-06,64,0.025395800126716495,0.0,1,47212.976861599505,0.0,False,28,,1.1368683772161603e-13,7.958078640513122e-13,0.0,0.0,0.0,0.0,6.8833827526759706e-15,0.0,0.0
A3_both_arima,2025-03-07,65,0.03679639985784888,0.0,1,17217.939359811367,0.0,False,28,,5.684341886080802e-14,8.526512829121202e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A3_both_arima,2025-03-08,66,0.035983600188046694,0.0,1,16598.931707101226,0.0,False,28,,5.684341886080802e-14,7.958078640513122e-13,0.0,0.0,0.0,0.0,2.7755575615628914e-15,0.0,0.0
A3_both_arima,2025-03-09,67,0.028655000030994415,0.0,1,44483.621468208315,-7.275957614183426e-12,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,1.2212453270876722e-15,0.0,0.0
A3_both_arima,2025-03-10,68,0.026450600009411573,0.0,1,43177.68758766802,0.0,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,4.440892098500626e-16,4.440892098500626e-16,3.700743415417188e-13
A3_both_arima,2025-03-11,69,0.02745399996638298,0.0,1,44486.647130569625,-7.275957614183426e-12,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,3.219646771412954e-15,0.0,0.0
A3_both_arima,2025-03-12,70,0.02508649998344481,0.0,1,43746.1414019453,0.0,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A3_both_arima,2025-03-13,71,0.02681430010125041,0.0,1,42895.914280541285,0.0,False,28,,1.1368683772161603e-13,8.810729923425242e-13,0.0,0.0,0.0,0.0,5.995204332975845e-15,0.0,0.0
A3_both_arima,2025-03-14,72,0.0823171001393348,0.0,1,16223.224015108692,0.0,False,28,,5.684341886080802e-14,3.192100581101868e-12,0.0,0.0,3.54677842344652e-12,0.0,7.429125207959093e-15,7.429125207959093e-15,2.644159249852724e-12
A3_both_arima,2025-03-15,73,0.049804900074377656,0.0,1,16293.400248157552,0.0,False,28,,2.2737367544323206e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A3_both_arima,2025-03-16,74,0.03370529995299876,0.0,1,43189.450274445255,-7.275957614183426e-12,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,1.619075244245023e-12,0.0,1.9984014443252818e-15,1.9984014443252818e-15,1.6653345369377346e-12
A3_both_arima,2025-03-17,75,0.022313999943435192,0.0,1,43021.856235381034,0.0,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,4.0293279718092966e-15,2.4054832200211845e-15,2.0045693500176534e-12
A3_both_arima,2025-03-18,76,0.02998879994265735,0.0,1,41899.286584068745,-7.275957614183426e-12,False,28,,1.1368683772161603e-13,7.958078640513122e-13,0.0,0.0,0.0,0.0,1.5543122344752192e-15,0.0,0.0
A3_both_arima,2025-03-19,77,0.030321399914100766,0.0,1,42300.08348744163,0.0,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,3.053113317719171e-15,0.0,0.0
A3_both_arima,2025-03-20,78,0.02400039997883141,0.0,1,42018.6859963934,0.0,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,1.5158245029548803e-12,0.0,4.218847493575595e-15,4.218847493575595e-15,3.5157062446463288e-12
A3_both_arima,2025-03-21,79,0.06707769981585443,0.0,1,16136.225951390466,0.0,False,28,,2.2737367544323206e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A3_both_arima,2025-03-22,80,0.024833800038322806,0.0,1,16674.915426045343,0.0,False,28,,1.1368683772161603e-13,8.952838470577262e-13,0.0,0.0,0.0,0.0,8.104628079763643e-15,0.0,0.0
A3_both_arima,2025-03-23,81,0.025536200031638145,0.0,1,41590.587699317955,-7.275957614183426e-12,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,9.868649107779232e-13,0.0,1.3322676295501878e-15,1.3322676295501878e-15,1.1102230246251565e-12
A3_both_arima,2025-03-24,82,0.026205299887806177,0.0,1,41293.747439296414,0.0,False,28,,1.1368683772161603e-13,8.597567102697212e-13,0.0,0.0,0.0,0.0,7.882583474838611e-15,0.0,0.0
A3_both_arima,2025-03-25,83,0.025139400037005544,0.0,1,40708.17728419686,7.275957614183426e-12,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,5.773159728050814e-15,0.0,0.0
A3_both_arima,2025-03-26,84,0.051788399927318096,0.0,1,40907.85387315292,0.0,False,28,,1.1368683772161603e-13,2.8279600883251987e-12,0.0,0.0,0.0,0.0,4.884981308350689e-15,4.884981308350689e-15,4.070817756958907e-12
A3_both_arima,2025-03-27,85,0.02842719992622733,0.0,1,40781.09459561113,0.0,False,28,,1.1368683772161603e-13,1.0231815394945443e-12,0.0,0.0,0.0,0.0,4.5796699765787565e-15,4.5796699765787565e-15,3.8163916471489635e-12
A3_both_arima,2025-03-28,86,0.022285199956968427,0.0,1,15787.668500281434,0.0,False,28,,5.684341886080802e-14,7.958078640513122e-13,0.0,0.0,0.0,0.0,3.3306690738754594e-15,0.0,0.0
A3_both_arima,2025-03-29,87,0.022718299878761172,0.0,1,15387.314080859936,0.0,False,28,,2.2737367544323206e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,5.551115123125783e-16,0.0,0.0
A3_both_arima,2025-03-30,88,0.022580400109291077,0.0,1,39362.75956921298,-7.275957614183426e-12,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,3.3306690738754696e-15,3.3306690738754696e-15,2.775557561562891e-12
A3_both_arima,2025-03-31,89,0.0287946998141706,0.0,1,38555.380007610176,0.0,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,2.220446049250313e-15,8.881784197001252e-16,7.401486830834376e-13
A3_both_arima,2025-04-01,90,0.0242658001370728,0.0,1,39112.92146264716,0.0,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,3.774758283725532e-15,1.9984014443252818e-15,1.6653345369377346e-12
A3_both_arima,2025-04-02,91,0.030675399815663695,0.0,1,38913.28518968537,0.0,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,9.769962616701378e-15,9.769962616701378e-15,8.141635513917814e-12
A3_both_arima,2025-04-03,92,0.026577899930998683,0.0,1,40084.642832675585,0.0,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,7.549516567451064e-15,7.549516567451064e-15,6.29126380620922e-12
A3_both_arima,2025-04-04,93,0.05066019995138049,0.0,1,15026.828188572845,0.0,False,28,,1.1368683772161603e-13,7.958078640513122e-13,0.0,0.0,0.0,0.0,1.1268763699945339e-13,0.0,0.0
A3_both_arima,2025-04-05,94,0.029259700095281005,0.0,1,15053.105376879668,0.0,False,28,,2.2737367544323206e-13,6.821210263296962e-13,0.0,0.0,0.0,0.0,6.661338147750939e-16,6.661338147750939e-16,5.551115123125783e-13
A3_both_arima,2025-04-06,95,0.024021599907428026,0.0,1,38807.66449671207,7.275957614183426e-12,False,28,,1.1368683772161603e-13,8.704148513061227e-13,0.0,0.0,0.0,0.0,6.439293542825908e-15,6.439293542825908e-15,5.366077952354923e-12
A3_both_arima,2025-04-07,96,0.025643499800935388,0.0,1,38117.28260931828,0.0,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,1.619075244245023e-12,0.0,1.9984014443252818e-15,1.9984014443252818e-15,1.6653345369377346e-12
A3_both_arima,2025-04-08,97,0.028191299876198173,0.0,1,38296.21872692026,0.0,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,1.9984014443252818e-15,1.9984014443252818e-15,1.6653345369377346e-12
A3_both_arima,2025-04-09,98,0.026066799880936742,0.0,1,38302.41204703904,0.0,False,28,,1.1368683772161603e-13,8.952838470577262e-13,0.0,0.0,1.619075244245023e-12,0.0,1.9984014443252818e-15,1.9984014443252818e-15,1.6653345369377346e-12
A3_both_arima,2025-04-10,99,0.027982800034806132,0.0,1,38516.42250550306,0.0,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,1.9984014443252818e-15,1.9984014443252818e-15,1.6653345369377346e-12
A3_both_arima,2025-04-11,100,0.058684999821707606,0.0,1,14602.477890217375,0.0,False,28,,1.1368683772161603e-13,7.958078640513122e-13,0.0,2.2737367544323206e-13,8.353548902152497e-13,1.389828634330396e-13,1.7763568394002505e-15,1.7763568394002505e-15,1.4802973661668753e-12
A3_both_arima,2025-04-12,101,0.024450700031593442,0.0,1,14806.89236944232,0.0,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,5.828670879282054e-15,1.7763568394002505e-15,1.4802973661668753e-12
