group,date,update_hour,kind,objective_yuan,mip_gap,seconds,max_violation_kWh,n_intervals,context
B2,2025-02-01,0,plan,23273.536889106716,0.0,0.022958799963817,4.9960036108132044e-12,144,B2 2025-02-01 00:00 plan
B2,2025-02-01,6,revision,11693.520661380544,0.0,0.030623999889940023,5.3717030823463574e-12,109,B2 2025-02-01 06:00
B2,2025-02-01,12,revision,11825.548702551316,0.0,0.025699099991470575,2.7755575615628914e-12,73,B2 2025-02-01 12:00
B2,2025-02-01,18,revision,5294.65131159025,0.0,0.009011900052428246,9.094947017729282e-13,37,B2 2025-02-01 18:00
B2,2025-02-02,0,plan,58618.817948516604,0.0,0.036190399900078773,4.440892098500626e-12,144,B2 2025-02-02 00:00 plan
B2,2025-02-02,6,revision,43002.319991209086,0.0,0.021701499819755554,2.431758498270635e-09,109,B2 2025-02-02 06:00
B2,2025-02-02,12,revision,31419.80630352781,0.0,0.018827900057658553,9.251858538542972e-13,73,B2 2025-02-02 12:00
B2,2025-02-02,18,revision,13353.985353900141,0.0,0.008434300078079104,1.8189894035458565e-12,37,B2 2025-02-02 18:00
B2,2025-02-03,0,plan,59619.9297588327,0.0,0.0332736000418663,1.8503717077085944e-12,144,B2 2025-02-03 00:00 plan
B2,2025-02-03,6,revision,43381.418199294305,0.0,0.02416609995998442,4.467722488262401e-09,109,B2 2025-02-03 06:00
B2,2025-02-03,12,revision,32010.79496230757,1.1364849924456425e-16,0.010437200078740716,9.094947017729282e-13,73,B2 2025-02-03 12:00
B2,2025-02-03,18,revision,13211.117560768922,0.0,0.008166100131347775,1.4400332778071363e-12,37,B2 2025-02-03 18:00
B2,2025-02-04,0,plan,59627.547977703936,0.0,0.02550839981995523,7.958078640513122e-13,144,B2 2025-02-04 00:00 plan
B2,2025-02-04,6,revision,44076.16287560138,0.0,0.022321299882605672,4.9960036108132044e-12,109,B2 2025-02-04 06:00
B2,2025-02-04,12,revision,31652.76197702553,1.149340082780852e-16,0.014727799920365214,9.094947017729282e-13,73,B2 2025-02-04 12:00
B2,2025-02-04,18,revision,12565.709493286038,0.0,0.007764399982988834,7.958078640513122e-13,37,B2 2025-02-04 18:00
B2,2025-02-05,0,plan,55664.89470736744,0.0,0.01480359979905188,1.0231815394945443e-12,144,B2 2025-02-05 00:00 plan
B2,2025-02-05,6,revision,42000.43385744253,0.0,0.02370470017194748,1.0231815394945443e-12,109,B2 2025-02-05 06:00
B2,2025-02-05,12,revision,29986.561334745056,0.0,0.02488690009340644,3.524291969370097e-12,73,B2 2025-02-05 12:00
B2,2025-02-05,18,revision,12614.672503502474,0.0,0.007905799895524979,1.0231815394945443e-12,37,B2 2025-02-05 18:00
