group,decision,published_at,interval_start,q0_kWh,previous_kWh,previous_version,candidate_kWh,accepted
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 00:10:00,453.437067001788,453.437067001788,2025-02-01 00:00,453.437067001788,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 00:20:00,1269.575048397362,1269.575048397362,2025-02-01 00:00,1269.575048397362,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 00:30:00,1304.606052007715,1304.606052007715,2025-02-01 00:00,1304.606052007715,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 00:40:00,1304.1257421914345,1304.1257421914345,2025-02-01 00:00,1304.1257421914345,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 00:50:00,473.21893312766576,473.21893312766576,2025-02-01 00:00,473.21893312766576,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 01:00:00,494.01820161461194,494.01820161461194,2025-02-01 00:00,494.01820161461194,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 01:10:00,500.5733759215923,500.5733759215923,2025-02-01 00:00,500.5733759215923,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 01:20:00,475.4419270478692,475.4419270478692,2025-02-01 00:00,475.4419270478692,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 01:30:00,477.5959821580353,477.5959821580353,2025-02-01 00:00,477.5959821580353,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 01:40:00,494.913732198216,494.913732198216,2025-02-01 00:00,494.913732198216,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 01:50:00,1345.1373172971175,1345.1373172971175,2025-02-01 00:00,1345.1373172971175,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 02:00:00,1361.0602127470756,1361.0602127470756,2025-02-01 00:00,1361.0602127470756,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 02:10:00,493.4204349535627,493.4204349535627,2025-02-01 00:00,493.4204349535627,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 02:20:00,509.9211510263,509.9211510263,2025-02-01 00:00,509.9211510263,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 02:30:00,526.964467153583,526.964467153583,2025-02-01 00:00,526.964467153583,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 02:40:00,1342.8452537772305,1342.8452537772305,2025-02-01 00:00,1342.8452537772305,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 02:50:00,531.5256190539055,531.5256190539055,2025-02-01 00:00,531.5256190539055,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 03:00:00,551.5807639666189,551.5807639666189,2025-02-01 00:00,551.5807639666189,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 03:10:00,548.8706277285042,548.8706277285042,2025-02-01 00:00,548.8706277285042,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 03:20:00,544.9564373725609,544.9564373725609,2025-02-01 00:00,544.9564373725609,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 03:30:00,531.8296633019006,531.8296633019006,2025-02-01 00:00,531.8296633019006,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 03:40:00,514.3497551454577,514.3497551454577,2025-02-01 00:00,514.3497551454577,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 03:50:00,525.1401987699934,525.1401987699934,2025-02-01 00:00,525.1401987699934,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 04:00:00,1390.6067349653804,1390.6067349653804,2025-02-01 00:00,1390.6067349653804,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 04:10:00,553.4983719204369,553.4983719204369,2025-02-01 00:00,553.4983719204369,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 04:20:00,555.1513455018985,555.1513455018985,2025-02-01 00:00,555.1513455018985,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 04:30:00,561.5752676059519,561.5752676059519,2025-02-01 00:00,561.5752676059519,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 04:40:00,564.3463207771947,564.3463207771947,2025-02-01 00:00,564.3463207771947,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 04:50:00,566.3063111484436,566.3063111484436,2025-02-01 00:00,566.3063111484436,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 05:00:00,547.2175599992688,547.2175599992688,2025-02-01 00:00,547.2175599992688,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 05:10:00,568.3316027612309,568.3316027612309,2025-02-01 00:00,568.3316027612309,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 05:20:00,595.1249115256785,595.1249115256785,2025-02-01 00:00,595.1249115256785,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 05:30:00,591.6888129171092,591.6888129171092,2025-02-01 00:00,591.6888129171092,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 05:40:00,576.8687595867067,576.8687595867067,2025-02-01 00:00,576.8687595867067,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 05:50:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 06:00:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 06:10:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 06:20:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 06:30:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 06:40:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 06:50:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 07:00:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 07:10:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 07:20:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 07:30:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 07:40:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 07:50:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 08:00:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 08:10:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 08:20:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 08:30:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 08:40:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 08:50:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 09:00:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 09:10:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 09:20:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 09:30:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 09:40:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 09:50:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 10:00:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 10:10:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 10:20:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 10:30:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 10:40:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 10:50:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 11:00:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 11:10:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 11:20:00,441.24968975294365,441.24968975294365,2025-02-01 00:00,441.24968975294365,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 11:30:00,434.4289712713402,434.4289712713402,2025-02-01 00:00,434.4289712713402,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 11:40:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 11:50:00,465.6369439870519,465.6369439870519,2025-02-01 00:00,465.6369439870519,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 12:00:00,448.862995291142,448.862995291142,2025-02-01 00:00,448.862995291142,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 12:10:00,189.478485816712,189.478485816712,2025-02-01 00:00,189.478485816712,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 12:20:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 12:30:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 12:40:00,545.6890353112883,545.6890353112883,2025-02-01 00:00,545.6890353112883,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 12:50:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 13:00:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 13:10:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 13:20:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 13:30:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 13:40:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 13:50:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 14:00:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 14:10:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 14:20:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 14:30:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 14:40:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 14:50:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 15:00:00,331.29676189363033,331.29676189363033,2025-02-01 00:00,331.29676189363033,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 15:10:00,188.51812934768338,188.51812934768338,2025-02-01 00:00,188.51812934768338,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 15:20:00,239.73441696042465,239.73441696042465,2025-02-01 00:00,239.73441696042465,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 15:30:00,298.3455322787006,298.3455322787006,2025-02-01 00:00,298.3455322787006,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 15:40:00,339.5265169730025,339.5265169730025,2025-02-01 00:00,339.5265169730025,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 15:50:00,383.59025384427383,383.59025384427383,2025-02-01 00:00,383.59025384427383,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 16:00:00,399.1507271570347,399.1507271570347,2025-02-01 00:00,399.1507271570347,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 16:10:00,416.09650203826845,416.09650203826845,2025-02-01 00:00,416.09650203826845,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 16:20:00,455.4938672281773,455.4938672281773,2025-02-01 00:00,455.4938672281773,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 16:30:00,508.223492762519,508.223492762519,2025-02-01 00:00,508.223492762519,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 16:40:00,502.1969193588171,502.1969193588171,2025-02-01 00:00,502.1969193588171,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 16:50:00,464.5647625025036,464.5647625025036,2025-02-01 00:00,464.5647625025036,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 17:00:00,437.6299174479518,437.6299174479518,2025-02-01 00:00,437.6299174479518,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 17:10:00,446.53311499122793,446.53311499122793,2025-02-01 00:00,446.53311499122793,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 17:20:00,476.85763970997425,476.85763970997425,2025-02-01 00:00,476.85763970997425,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 17:30:00,480.5953512587596,480.5953512587596,2025-02-01 00:00,480.5953512587596,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 17:40:00,474.9704819807797,474.9704819807797,2025-02-01 00:00,474.9704819807797,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 17:50:00,454.57554542349084,454.57554542349084,2025-02-01 00:00,454.57554542349084,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 18:00:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 18:10:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 18:20:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 18:30:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 18:40:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 18:50:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 19:00:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 19:10:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 19:20:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 19:30:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 19:40:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 19:50:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 20:00:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 20:10:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 20:20:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 20:30:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 20:40:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 20:50:00,25.877440693463996,25.877440693463996,2025-02-01 00:00,25.877440693463996,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 21:00:00,520.0909112253277,520.0909112253277,2025-02-01 00:00,520.0909112253277,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 21:10:00,508.0092125728545,508.0092125728545,2025-02-01 00:00,508.0092125728545,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 21:20:00,502.02403168669406,502.02403168669406,2025-02-01 00:00,502.02403168669406,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 21:30:00,518.6636882305274,518.6636882305274,2025-02-01 00:00,518.6636882305274,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 21:40:00,511.2628316255887,511.2628316255887,2025-02-01 00:00,511.2628316255887,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 21:50:00,481.09090086603044,481.09090086603044,2025-02-01 00:00,481.09090086603044,True
Q43_S2,initial_plan,2025-02-01 00:00,2025-02-01 22:00:00,429.77698436858975,429.77698436858975,2025-02-01 00:00,429.77698436858975,True
