month,planned_kWh,emergency_kWh,unused_kWh,charge_kWh,discharge_kWh,loss_kWh,planned_cost_yuan,emergency_cost_yuan,total_cost_yuan,emergency_slots,emergency_events
2025-02,2029265.4920760167,106.15102940407837,210407.8537187794,563143.713527747,458059.5962077721,107209.88204252717,1240086.3108134142,475.4884505237166,1240561.799263938,7,7
2025-03,1908679.684307034,2468.513157991766,273145.0952152462,586022.9681447798,474337.53236166673,111306.46707688541,1142845.9318176894,16452.915777501723,1159298.847595191,15,5
2025-04,1654798.8957731663,2702.135414867692,336911.8445208134,544085.5317003989,441225.9440331781,103433.65806261526,965452.7115234531,15830.940086331337,981283.6516097845,14,3
2025-05,1686170.7277570616,3321.490130083963,400237.49860126874,530874.1408255545,428429.88650634425,100690.73480548261,1006149.1837493182,20377.114405756354,1026526.2981550745,31,10
2025-06,2212588.089354816,8715.472028171938,372236.21590611234,522213.22057567915,423139.0412821368,99236.77108891647,1386998.9231095503,56933.93799665238,1443932.8611062027,40,14
2025-07,2424650.4227489526,1590.7354758543083,376577.21403891995,552723.9398136653,447879.25514444464,105036.75566408262,1532543.7531452856,8696.43397722159,1541240.1871225073,36,19
2025-08,2113672.530429733,788.8100230828113,426760.9001796933,546952.3690480391,443364.7930415833,103957.99168720207,1323468.0839080932,4573.605224559381,1328041.6891326525,29,19
2025-09,1863825.3807122405,2803.0647079014107,377714.33487721137,533651.0459007487,433120.8026078179,101489.63821316577,1156965.6855067753,18525.356324075874,1175491.041830851,21,10
2025-10,1912586.0053679524,34.453811441294896,327016.72109393316,579524.676925917,469054.5298737898,110069.63767856837,1161147.256365674,209.66250123742475,1161356.9188669114,3,3
2025-11,2123456.8268910577,96.11809440037928,221592.61184913333,601076.8366277659,487088.9114747746,114228.67382664046,1310683.0528430168,543.5913864757624,1311226.6442294926,5,5
2025-12,2731103.0670389584,4325.095896793197,242894.2024705317,677577.8623077528,549080.8380758662,128766.76823920489,1721223.2078167554,21220.978881578358,1742444.1866983338,23,7
