strategy_id,alpha,date,day_index,elapsed_seconds,mip_gap,mip_node_count,fallback,residual_days,reason,check_bus_balance_max_abs_kWh,check_battery_balance_max_abs_kWh,check_boundary_error_kWh,check_state_bound_violation_kWh,check_flow_bound_violation_kWh,check_simultaneous_charge_discharge_kWh,check_binary_integrality_error,check_binary_bound_violation,check_binary_gate_violation_kWh
R_q90,0.9,2025-02-01,31,0.029322799993678927,0.0,1,False,28,,2.2737367544323206e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,1.5543122344752192e-15,0.0,0.0
R_q90,0.9,2025-02-02,32,0.022173300152644515,0.0,1,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,6.661338147750939e-16,0.0,0.0
R_q90,0.9,2025-02-03,33,0.02154570003040135,0.0,1,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,1.5543122344752192e-15,0.0,0.0
R_q90,0.9,2025-02-04,34,0.029137100093066692,0.0,1,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_q90,0.9,2025-02-05,35,0.02829010016284883,0.0,1,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,1.7763568394002505e-15,0.0,0.0
R_q90,0.9,2025-02-06,36,0.029791299952194095,0.0,1,False,28,,1.1368683772161603e-13,7.958078640513122e-13,0.0,0.0,0.0,0.0,8.881784197001252e-16,8.881784197001252e-16,7.401486830834376e-13
R_q90,0.9,2025-02-07,37,0.02594160009175539,0.0,1,False,28,,2.2737367544323206e-13,7.958078640513122e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_q90,0.9,2025-02-08,38,0.032621199963614345,0.0,1,False,28,,2.2737367544323206e-13,1.5063505998114124e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_q90,0.9,2025-02-09,39,0.02614139998331666,0.0,1,False,28,,2.2737367544323206e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,9.992007221626409e-16,0.0,0.0
R_q90,0.9,2025-02-10,40,0.02087559993378818,0.0,1,False,28,,1.1368683772161603e-13,6.821210263296962e-13,0.0,0.0,0.0,0.0,1.2212453270876722e-15,0.0,0.0
R_q90,0.9,2025-02-11,41,0.02968390006572008,0.0,1,False,28,,1.1368683772161603e-13,8.242295734817162e-13,0.0,0.0,3.894826847870188e-12,0.0,7.549516567451064e-15,7.549516567451064e-15,6.29126380620922e-12
R_q90,0.9,2025-02-12,42,0.02924669999629259,0.0,1,False,28,,2.2737367544323206e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,1.0436096431476471e-14,1.0436096431476471e-14,8.696747026230392e-12
R_q90,0.9,2025-02-13,43,0.03694799984805286,0.0,1,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,6.994405055138486e-15,0.0,0.0
R_q90,0.9,2025-02-14,44,0.07575279986485839,0.0,1,False,28,,2.2737367544323206e-13,4.462208380573429e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_q90,0.9,2025-02-15,45,0.050197700038552284,0.0,1,False,28,,2.2737367544323206e-13,9.663381206337363e-13,0.0,0.0,2.3305801732931286e-12,0.0,2.2737367544323206e-16,2.2737367544323206e-16,0.0
R_q90,0.9,2025-02-16,46,0.02612649998627603,0.0,1,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,1.2212453270876722e-15,0.0,0.0
R_q90,0.9,2025-02-17,47,0.014641699846833944,0.0,1,False,28,,2.2737367544323206e-13,1.0231815394945443e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_q90,0.9,2025-02-18,48,0.01473170006647706,0.0,1,False,28,,2.2737367544323206e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_q90,0.9,2025-02-19,49,0.014622899936512113,0.0,1,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_q90,0.9,2025-02-20,50,0.015106200007721782,0.0,1,False,28,,1.1368683772161603e-13,8.242295734817162e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
