strategy_id,date,slot,nominal_charge_kWh,nominal_discharge_kWh,nominal_unused_kWh,nominal_binary_mode,nominal_state_start_kWh,nominal_state_end_kWh,nominal_planned_cost_yuan
G2_lightgbm_gate,2025-02-01,0,553.9308074073981,0.0,0.0,0.9999999999999984,8801.462273333342,9300.0,436.2601421378041
G2_lightgbm_gate,2025-02-01,1,833.3333333333333,0.0,0.0,1.0,9300.0,10050.0,563.0775167401174
G2_lightgbm_gate,2025-02-01,2,0.0,0.0,0.0,-0.0,10050.0,10050.0,218.64356640393586
G2_lightgbm_gate,2025-02-01,3,0.0,0.0,0.0,0.0,10050.0,10050.0,216.23038293720862
G2_lightgbm_gate,2025-02-01,4,0.0,0.0,0.0,0.0,10050.0,10050.0,211.0654124212456
G2_lightgbm_gate,2025-02-01,5,0.0,0.0,0.0,0.0,10050.0,10050.0,237.07991293329334
G2_lightgbm_gate,2025-02-01,6,0.0,0.0,0.0,0.0,10050.0,10050.0,222.4213818195127
G2_lightgbm_gate,2025-02-01,7,0.0,0.0,0.0,0.0,10050.0,10050.0,222.66286377046583
G2_lightgbm_gate,2025-02-01,8,0.0,0.0,0.0,-0.0,10050.0,10050.0,218.6405718456896
G2_lightgbm_gate,2025-02-01,9,0.0,0.0,0.0,0.0,10050.0,10050.0,224.03160425756866
G2_lightgbm_gate,2025-02-01,10,0.0,0.0,0.0,0.0,10050.0,10050.0,232.90605732214152
G2_lightgbm_gate,2025-02-01,11,0.0,0.0,0.0,0.0,10050.0,10050.0,237.01783370595066
G2_lightgbm_gate,2025-02-01,12,0.0,0.0,0.0,0.0,10050.0,10050.0,221.53102274366765
G2_lightgbm_gate,2025-02-01,13,0.0,0.0,0.0,0.0,10050.0,10050.0,224.8623301739307
G2_lightgbm_gate,2025-02-01,14,0.0,0.0,0.0,0.0,10050.0,10050.0,238.82722382101554
G2_lightgbm_gate,2025-02-01,15,0.0,0.0,0.0,0.0,10050.0,10050.0,236.75460733895147
G2_lightgbm_gate,2025-02-01,16,0.0,0.0,0.0,0.0,10050.0,10050.0,245.0166902116217
G2_lightgbm_gate,2025-02-01,17,0.0,0.0,0.0,0.0,10050.0,10050.0,251.31330090578228
G2_lightgbm_gate,2025-02-01,18,0.0,0.0,0.0,0.0,10050.0,10050.0,245.78734501984147
G2_lightgbm_gate,2025-02-01,19,0.0,0.0,0.0,0.0,10050.0,10050.0,253.13995504805916
G2_lightgbm_gate,2025-02-01,20,0.0,0.0,0.0,0.0,10050.0,10050.0,257.4408539664532
G2_lightgbm_gate,2025-02-01,21,0.0,0.0,0.0,0.0,10050.0,10050.0,241.68037330577997
G2_lightgbm_gate,2025-02-01,22,0.0,0.0,0.0,0.0,10050.0,10050.0,239.02542625240434
G2_lightgbm_gate,2025-02-01,23,0.0,0.0,0.0,0.0,10050.0,10050.0,261.0229998930201
G2_lightgbm_gate,2025-02-01,24,0.0,0.0,0.0,0.0,10050.0,10050.0,252.06746324761932
G2_lightgbm_gate,2025-02-01,25,0.0,0.0,0.0,0.0,10050.0,10050.0,249.8115363212116
G2_lightgbm_gate,2025-02-01,26,0.0,0.0,0.0,0.0,10050.0,10050.0,252.62796882691055
G2_lightgbm_gate,2025-02-01,27,0.0,0.0,0.0,0.0,10050.0,10050.0,257.57094255262456
G2_lightgbm_gate,2025-02-01,28,0.0,0.0,0.0,0.0,10050.0,10050.0,263.8104459235922
G2_lightgbm_gate,2025-02-01,29,0.0,0.0,0.0,0.0,10050.0,10050.0,255.27046730149817
G2_lightgbm_gate,2025-02-01,30,0.0,0.0,0.0,0.0,10050.0,10050.0,259.13737038318396
G2_lightgbm_gate,2025-02-01,31,0.0,0.0,0.0,0.0,10050.0,10050.0,273.22022594435407
G2_lightgbm_gate,2025-02-01,32,0.0,0.0,0.0,0.0,10050.0,10050.0,263.83846594271205
G2_lightgbm_gate,2025-02-01,33,833.3333333333333,0.0,0.0,1.0,10050.0,10800.0,543.7542934866027
G2_lightgbm_gate,2025-02-01,34,0.0,-0.0,0.0,0.0,10800.0,10800.0,345.40447746989315
G2_lightgbm_gate,2025-02-01,35,0.0,584.9443818212183,0.0,0.0,10800.0,10150.061797976425,0.0
G2_lightgbm_gate,2025-02-01,36,0.0,592.7120186011698,0.0,0.0,10150.061797976425,9491.492888419569,0.0
G2_lightgbm_gate,2025-02-01,37,0.0,602.2104466174568,0.0,0.0,9491.492888419569,8822.370169955728,0.0
G2_lightgbm_gate,2025-02-01,38,0.0,588.9545215217497,0.0,0.0,8822.370169955728,8167.976257153784,0.0
G2_lightgbm_gate,2025-02-01,39,0.0,596.4293038821977,0.0,0.0,8167.976257153784,7505.277030618009,0.0
G2_lightgbm_gate,2025-02-01,40,0.0,629.6166821827907,0.0,0.0,7505.277030618009,6805.702939303797,0.0
G2_lightgbm_gate,2025-02-01,41,0.0,640.5962225084609,0.0,0.0,6805.702939303797,6093.929358738841,0.0
G2_lightgbm_gate,2025-02-01,42,0.0,598.046460741183,0.0,0.0,6093.929358738841,5429.433291248638,0.0
G2_lightgbm_gate,2025-02-01,43,0.0,562.2533510636879,0.0,0.0,5429.433291248638,4804.707345622318,0.0
G2_lightgbm_gate,2025-02-01,44,0.0,515.1204476258868,0.0,0.0,4804.707345622318,4232.351292704666,0.0
G2_lightgbm_gate,2025-02-01,45,0.0,246.71618260126877,0.0,0.0,4232.351292704666,3958.2222009254783,173.43460840861113
G2_lightgbm_gate,2025-02-01,46,0.0,452.8756794376548,0.0,0.0,3958.2222009254783,3455.027001550306,0.0
G2_lightgbm_gate,2025-02-01,47,0.0,372.72089741311015,0.0,0.0,3455.027001550306,3040.8926710912947,0.0
G2_lightgbm_gate,2025-02-01,48,0.0,341.46847238395026,0.0,0.0,3040.8926710912947,2661.4832573313497,0.0
G2_lightgbm_gate,2025-02-01,49,0.0,314.5129961331241,0.0,0.0,2661.4832573313497,2312.0243727389898,0.0
G2_lightgbm_gate,2025-02-01,50,0.0,221.34519990540127,0.0,0.0,2312.0243727389898,2066.0852617329883,0.0
G2_lightgbm_gate,2025-02-01,51,0.0,170.38570472513084,0.0,0.0,2066.0852617329883,1876.7678120383987,0.0
G2_lightgbm_gate,2025-02-01,52,0.0,148.3388570667236,0.0,0.0,1876.7678120383987,1711.9468597420391,0.0
G2_lightgbm_gate,2025-02-01,53,0.0,217.4655137913525,0.0,0.0,1711.9468597420391,1470.3185110849809,0.0
G2_lightgbm_gate,2025-02-01,54,0.0,148.3721122317084,0.0,0.0,1470.3185110849809,1305.4606086053047,0.0
G2_lightgbm_gate,2025-02-01,55,0.0,81.55718340586874,0.0,0.0,1305.4606086053047,1214.8415159321173,0.0
G2_lightgbm_gate,2025-02-01,56,0.0,13.357364338905654,0.0,0.0,1214.8415159321173,1200.0,0.0
G2_lightgbm_gate,2025-02-01,57,4.186347584074383,0.0,0.0,1.0,1200.0,1203.7677128256669,0.0
G2_lightgbm_gate,2025-02-01,58,52.85831019986014,0.0,0.0,1.0,1203.7677128256669,1251.340192005541,0.0
G2_lightgbm_gate,2025-02-01,59,89.20337315471502,0.0,0.0,1.0,1251.340192005541,1331.6232278447844,0.0
G2_lightgbm_gate,2025-02-01,60,71.02123502662394,0.0,0.0,1.0,1331.6232278447844,1395.542339368746,0.0
G2_lightgbm_gate,2025-02-01,61,95.5321315034792,0.0,0.0,1.0,1395.542339368746,1481.5212577218774,0.0
G2_lightgbm_gate,2025-02-01,62,138.45155809969884,0.0,0.0,1.0,1481.5212577218774,1606.1276600116064,0.0
G2_lightgbm_gate,2025-02-01,63,209.12323303785539,0.0,0.0,1.0,1606.1276600116064,1794.3385697456763,0.0
G2_lightgbm_gate,2025-02-01,64,190.0933625553156,0.0,0.0,1.0,1794.3385697456763,1965.4225960454603,0.0
G2_lightgbm_gate,2025-02-01,65,190.49318863708095,0.0,0.0,1.0,1965.4225960454603,2136.866465818833,0.0
G2_lightgbm_gate,2025-02-01,66,833.3333333333333,0.0,0.0,1.0,2136.866465818833,2886.866465818833,304.5634617876282
G2_lightgbm_gate,2025-02-01,67,708.4588943252578,0.0,0.0,1.0,2886.866465818833,3524.479470711565,262.69827154783945
G2_lightgbm_gate,2025-02-01,68,833.3333333333333,0.0,0.0,1.0,3524.479470711565,4274.479470711565,323.9347547385994
G2_lightgbm_gate,2025-02-01,69,833.3333333333333,0.0,0.0,1.0,4274.479470711565,5024.479470711565,319.5238159931059
