strategy_id,date,day_index,elapsed_seconds,mip_gap,mip_node_count,mip_dual_bound_yuan,objective_gap_yuan,fallback,residual_days,reason,check_bus_balance_max_abs_kWh,check_battery_balance_max_abs_kWh,check_boundary_error_kWh,check_state_bound_violation_kWh,check_flow_bound_violation_kWh,check_simultaneous_charge_discharge_kWh,check_binary_integrality_error,check_binary_bound_violation,check_binary_gate_violation_kWh
G1_ridge_gate,2025-02-01,31,0.02910709986463189,0.0,1,26475.50367818511,0.0,False,28,,2.2737367544323206e-13,1.0231815394945443e-12,0.0,0.0,0.0,0.0,9.325873406851315e-15,9.325873406851315e-15,7.771561172376096e-12
G1_ridge_gate,2025-02-02,32,0.023190899984911084,0.0,1,60892.41933999353,0.0,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,6.661338147750939e-16,6.661338147750939e-16,5.551115123125783e-13
G1_ridge_gate,2025-02-03,33,0.02252490003593266,0.0,1,56894.14311188524,0.0,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,7.105427357601002e-15,0.0,0.0
G1_ridge_gate,2025-02-04,34,0.03398879989981651,0.0,1,57286.63021422874,7.275957614183426e-12,False,28,,1.1368683772161603e-13,9.663381206337363e-13,0.0,0.0,0.0,0.0,8.881784197001252e-16,0.0,0.0
G1_ridge_gate,2025-02-05,35,0.03685669996775687,0.0,1,54775.10563053718,0.0,False,28,,2.2737367544323206e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,1.7763568394002505e-15,1.7763568394002505e-15,1.4802973661668753e-12
G1_ridge_gate,2025-02-06,36,0.02993429987691343,0.0,1,55926.88986374364,0.0,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,1.684249447727648e-12,0.0,1.1213252548714081e-14,2.021099337273178e-15,1.6653345369377346e-12
G1_ridge_gate,2025-02-07,37,0.030779300024732947,0.0,1,21637.101453358086,0.0,False,28,,1.1368683772161603e-13,1.2505552149377763e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G1_ridge_gate,2025-02-08,38,0.03983509982936084,0.0,1,20363.406641263166,0.0,False,28,,2.2737367544323206e-13,1.8189894035458565e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G1_ridge_gate,2025-02-09,39,0.03054070007055998,0.0,1,55986.68900554024,0.0,False,28,,2.2737367544323206e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,2.3314683517128287e-15,0.0,0.0
G1_ridge_gate,2025-02-10,40,0.026180600048974156,0.0,1,56335.12668299573,-7.275957614183426e-12,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,7.920070139701873e-15,0.0,0.0
G1_ridge_gate,2025-02-11,41,0.01622370001859963,0.0,1,54425.04687979851,7.275957614183426e-12,False,28,,2.2737367544323206e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G1_ridge_gate,2025-02-12,42,0.02637010021135211,0.0,1,54481.68457839138,0.0,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,1.7053025658242404e-12,0.0,2.9976021664879227e-15,2.0463630789890888e-15,1.6653345369377346e-12
G1_ridge_gate,2025-02-13,43,0.03183260001242161,0.0,1,53438.894286431576,0.0,False,28,,1.1368683772161603e-13,1.0231815394945443e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
