strategy_id,date,initial_kWh,final_kWh,planned_kWh,emergency_kWh,unused_kWh,charge_kWh,discharge_kWh,loss_kWh,planned_cost_yuan,emergency_cost_yuan,total_cost_yuan,emergency_slots,emergency_events,theta,theta_preset,residual_days,fallback_reason,solver_seconds,mip_gap,milp_fallback,nominal_terminal_error_kWh
G1_ridge_gate,2025-02-01,8801.462273333342,8174.251418426761,49512.030288925394,0.0,12509.344255937822,16784.209837211398,14159.699737557155,3251.7209545608243,26475.50367818511,0.0,26475.50367818511,0,0,0.80,0.80,28,,0.02910709986463189,0.0,False,0.0
G1_ridge_gate,2025-02-02,8174.251418426761,7856.176681002668,94959.5225018214,0.0,13033.766860513104,20293.394499947295,16723.91680863899,3887.552428732396,60892.41933999354,0.0,60892.41933999354,0,0,0.80,0.80,28,,0.023190899984911084,0.0,False,0.0
G1_ridge_gate,2025-02-03,7856.176681002668,6855.158429651876,89679.4594629852,0.0,6388.141919016776,20922.723527284965,17848.322483316533,4075.4192953192232,56894.14311188525,0.0,56894.14311188525,0,0,0.80,0.80,28,,0.02252490003593266,0.0,False,0.0
G1_ridge_gate,2025-02-04,6855.158429651876,6985.53455393773,90668.76955081886,0.0,4878.405654376023,23569.270708345153,18973.770761902306,4465.123822156995,57286.63021422874,0.0,57286.63021422874,0,0,0.80,0.80,28,,0.03398879989981651,0.0,False,0.0
G1_ridge_gate,2025-02-05,6985.53455393773,6368.054283307572,87104.87603226179,1.408819793141106,2491.5353060981665,23273.97266416099,19407.65010153755,4483.802833253605,54775.10563053718,6.59891191107294,54781.70454244826,1,1,0.80,0.80,28,,0.03685669996775687,0.0,False,0.0
G1_ridge_gate,2025-02-06,6368.054283307572,6518.565043779255,88880.69712325363,28.807017606052,4102.137304926748,23162.36807811458,18626.058458848296,4385.798858794604,55926.889863743636,168.02030636475303,56094.910170108386,2,1,0.80,0.80,28,,0.02993429987691343,0.0,False,0.0
G1_ridge_gate,2025-02-07,6518.565043779255,6176.094097424092,42135.968052654425,0.0,6938.180302170094,19475.431239670088,16083.323155852415,3734.579030172834,21637.101453358082,0.0,21637.101453358082,0,0,0.80,0.80,28,,0.030779300024732947,0.0,False,0.0
G1_ridge_gate,2025-02-08,6176.094097424092,6206.114512367382,39721.111934868444,14.351524588890527,4500.622969594952,19108.733682877675,15451.055909681952,3627.6573582524293,20363.406641263166,87.73086981188779,20451.137511075052,1,1,0.80,0.80,28,,0.03983509982936084,0.0,False,0.0
G1_ridge_gate,2025-02-09,6206.114512367382,6839.732349895526,89062.26334989496,0.0,4426.939109852176,23735.011682109478,18655.103408733354,4446.290435847988,55986.68900554024,0.0,55986.68900554024,0,0,0.80,0.80,28,,0.03054070007055998,0.0,False,0.0
G1_ridge_gate,2025-02-10,6839.732349895526,6734.104104909779,89147.8721270674,0.0,11179.391187434565,19667.94093045622,16026.097574156709,3747.4716012852577,56335.126682995724,0.0,56335.126682995724,0,0,0.80,0.80,28,,0.026180600048974156,0.0,False,0.0
G1_ridge_gate,2025-02-11,6734.104104909779,6409.931114448412,86689.0102095636,0.0,7699.3016862346285,21372.98463900457,17603.87324900894,4093.2843804570066,54425.04687979851,0.0,54425.04687979851,0,0,0.80,0.80,28,,0.01622370001859963,0.0,False,0.0
G1_ridge_gate,2025-02-12,6409.931114448412,6672.118172371498,86784.41264738301,0.0,7138.33430641897,21807.230818420714,17427.888610789996,4117.155149707628,54481.68457839139,0.0,54481.68457839139,0,0,0.80,0.80,28,,0.02637010021135211,0.0,False,0.0
G1_ridge_gate,2025-02-13,6672.118172371498,6565.499012884848,85131.24937657209,0.0,10201.818621064145,19452.152538838258,15852.200799996977,3706.570898327935,53438.894286431576,0.0,53438.894286431576,0,0,0.80,0.80,28,,0.03183260001242161,0.0,False,0.0
G1_ridge_gate,2025-02-14,6565.499012884848,6460.678376985303,37070.65440256269,0.0,3904.566647426956,18203.28689883503,14839.00096036596,3469.1065743686104,19367.757760685632,0.0,19367.757760685632,0,0,0.80,0.80,28,,0.04463150002993643,0.0,False,0.0
G1_ridge_gate,2025-02-15,6460.678376985303,6146.268226674378,36152.19362080164,0.0,3757.5981548026543,17881.439480414854,14766.935114415868,3428.914516309916,18862.711575289562,0.0,18862.711575289562,0,0,0.80,0.80,28,,0.04824489983730018,0.0,False,0.0
G1_ridge_gate,2025-02-16,6146.268226674378,6453.982290069756,82530.66540197463,20.609282150389504,2540.0738996259815,22930.942249701162,18297.120565202105,4326.107621103684,51281.03830056907,93.76192914319705,51374.800229712266,1,1,0.80,0.80,28,,0.02389130019582808,0.0,False,0.0
G1_ridge_gate,2025-02-17,6453.982290069756,6273.195284392305,81698.91706250541,0.0,6899.438978415318,19885.911697542822,16270.29678011939,3796.4019231008824,50741.426605298984,0.0,50741.426605298984,0,0,0.80,0.80,28,,0.026021300116553903,0.0,False,0.0
G1_ridge_gate,2025-02-18,6273.195284392305,6423.55291671236,80630.4791788047,13.869684405005046,4325.65755766592,21536.745542749464,17309.44202053902,4076.945889890394,49867.94159830677,63.10012920057046,49931.041727507334,1,1,0.80,0.80,28,,0.03674859995953739,0.0,False,0.0
G1_ridge_gate,2025-02-19,6423.55291671236,5939.252130365533,79398.27000827619,68.34058888957088,2610.535326796773,23224.308393409417,19247.560506373782,4461.048673382475,49075.60945439772,302.70927943526664,49378.31873383299,2,2,0.80,0.80,28,,0.029895100044086576,0.0,False,0.0
G1_ridge_gate,2025-02-20,5939.252130365533,6357.6536552397565,79894.20738571827,26.956192154553378,4305.573036144222,22346.8180842551,17724.361275859836,4204.055283521048,49248.74466937222,126.26280405192801,49375.00747342415,1,1,0.80,0.80,28,,0.023234300082549453,0.0,False,0.0
G1_ridge_gate,2025-02-21,6357.6536552397565,6376.839413731202,35264.389744189306,0.0,6302.196205974455,17814.022748627453,14412.091243745932,3382.745746390072,18337.36087314965,0.0,18337.36087314965,0,0,0.80,0.80,28,,0.06608220003545284,0.0,False,0.0
