strategy_id,predictor_id,alpha,date,issue_time,slot,start_time,end_time,price_yuan_kWh,load_kW,pv_kW,load_forecast_kW,pv_forecast_kW,net_forecast_kWh,residual_adjustment_kWh,protected_net_kWh,residual_days,fallback_reason,planned_kWh,charge_kWh,discharge_kWh,emergency_kWh,unused_kWh,state_start_kWh,state_end_kWh,nominal_state_end_kWh,planned_cost_yuan,emergency_cost_yuan
P1_q75,P1,0.75,2025-02-01,2025-02-01,0,2025-02-01 00:00:00,2025-02-01 00:10:00,0.4248,2532.1822,0.0,2639.7079699313745,0.0,439.95132832189574,13.80851666666672,453.75984498856246,28,,1007.6906523959606,585.660285729294,0.0,0.0,0.0,8801.462273333342,9328.556530489706,9300.0,428.06698913780406,0.0
P1_q75,P1,0.75,2025-02-01,2025-02-01,1,2025-02-01 00:10:00,2025-02-01 00:20:00,0.4245,2492.4439,0.0,2710.0206912832773,0.0,451.6701152138795,6.25493014568076,457.9250453595603,28,,1291.2583786928935,833.3333333333333,0.0,0.0,42.51772869289357,9328.556530489706,10078.556530489706,10050.0,548.1391817551333,0.0
P1_q75,P1,0.75,2025-02-01,2025-02-01,2,2025-02-01 00:20:00,2025-02-01 00:30:00,0.4269,2464.3,0.0,2761.730544932637,0.0,460.28842415543943,13.183333333333394,473.4717574887728,28,,473.4717574887728,62.755090822106126,0.0,0.0,0.0,10078.556530489706,10135.036112229602,10050.0,202.12509327195713,0.0
P1_q75,P1,0.75,2025-02-01,2025-02-01,3,2025-02-01 00:30:00,2025-02-01 00:40:00,0.4272,2581.7688,0.0,2736.037180578772,0.0,456.0061967631287,12.933899999999994,468.9400967631287,28,,468.9400967631287,38.64529676312873,0.0,0.0,0.0,10135.036112229602,10169.816879316417,10050.0,200.33120933720858,0.0
P1_q75,P1,0.75,2025-02-01,2025-02-01,4,2025-02-01 00:40:00,2025-02-01 00:50:00,0.4271,2546.4635,0.0,2677.406836613144,0.0,446.23447276885736,24.792280910055865,471.0267536789132,28,,471.0267536789132,46.61617034557992,0.0,0.0,0.0,10169.816879316417,10211.771432627438,10050.0,201.17552649626384,0.0
P1_q75,P1,0.75,2025-02-01,2025-02-01,5,2025-02-01 00:50:00,2025-02-01 01:00:00,0.4285,2436.31,0.0,2822.6120597427303,0.0,470.435343290455,27.536666666666633,497.97200995712166,28,,497.97200995712166,91.92034329045504,0.0,0.0,0.0,10211.771432627438,10294.499741588848,10050.0,213.38100626662663,0.0
P1_q75,P1,0.75,2025-02-01,2025-02-01,6,2025-02-01 01:00:00,2025-02-01 01:10:00,0.4311,2620.5011,0.0,2848.2915616170603,0.0,474.71526026951005,19.70713333333333,494.4223936028434,28,,494.4223936028434,57.67221026951006,0.0,0.0,0.0,10294.499741588848,10346.404730831408,10050.0,213.14549388218578,0.0
P1_q75,P1,0.75,2025-02-01,2025-02-01,7,2025-02-01 01:10:00,2025-02-01 01:20:00,0.4302,2710.7861,0.0,2791.6672715546147,0.0,465.27787859243574,2.852983333333441,468.1308619257692,28,,468.1308619257692,16.3331785924359,0.0,0.0,0.0,10346.404730831408,10361.1045915646,10050.0,201.38989680046592,0.0
P1_q75,P1,0.75,2025-02-01,2025-02-01,8,2025-02-01 01:20:00,2025-02-01 01:30:00,0.4279,2676.48,0.0,2761.6110471468514,0.0,460.2685078578086,20.778333333333308,481.0468411911419,28,,481.0468411911419,34.966841191141896,0.0,0.0,0.0,10361.1045915646,10392.574748636627,10050.0,205.83994334568962,0.0
P1_q75,P1,0.75,2025-02-01,2025-02-01,9,2025-02-01 01:30:00,2025-02-01 01:40:00,0.4312,2830.598,0.0,2852.6987792797127,0.0,475.44979654661876,15.261444980224894,490.71124152684365,28,,490.71124152684365,18.944908193510344,0.0,0.0,0.0,10392.574748636627,10409.625166010786,10050.0,211.594687346375,0.0
P1_q75,P1,0.75,2025-02-01,2025-02-01,10,2025-02-01 01:40:00,2025-02-01 01:50:00,0.4333,2688.1558,0.0,2964.45798609012,0.0,494.07633101501995,15.311449999999923,509.38778101501987,28,,509.38778101501987,61.36181434835322,0.0,0.0,0.0,10409.625166010786,10464.850798924304,10050.0,220.71772551380812,0.0
P1_q75,P1,0.75,2025-02-01,2025-02-01,11,2025-02-01 01:50:00,2025-02-01 02:00:00,0.4311,2384.42,0.0,2990.8068295887365,0.0,498.46780493145604,27.99652739794726,526.4643323294033,28,,526.4643323294033,129.06099899607,0.0,0.0,0.0,10464.850798924304,10581.005698020768,10050.0,226.95877366720575,0.0
P1_q75,P1,0.75,2025-02-01,2025-02-01,12,2025-02-01 02:00:00,2025-02-01 02:10:00,0.4293,2604.5438,0.0,2872.450943357074,0.0,478.7418238928456,17.19498333333331,495.9368072261789,28,,495.9368072261789,61.84617389284563,0.0,0.0,0.0,10581.005698020768,10636.66725452433,10050.0,212.90567134219862,0.0
P1_q75,P1,0.75,2025-02-01,2025-02-01,13,2025-02-01 02:10:00,2025-02-01 02:20:00,0.4324,2943.3655,0.0,2904.5863190713885,0.0,484.0977198452314,24.726177653201148,508.82389749843253,28,,508.82389749843253,18.2629808317659,0.0,0.0,0.0,10636.66725452433,10653.10393727292,10050.0,220.01545327832224,0.0
P1_q75,P1,0.75,2025-02-01,2025-02-01,14,2025-02-01 02:20:00,2025-02-01 02:30:00,0.4367,3019.32,0.0,3013.274957467582,0.0,502.21249291126367,19.44833333333338,521.660826244597,28,,521.660826244597,18.44082624459702,0.0,0.0,0.0,10653.10393727292,10669.700680893056,10050.0,227.80928282101553,0.0
P1_q75,P1,0.75,2025-02-01,2025-02-01,15,2025-02-01 02:30:00,2025-02-01 02:40:00,0.4348,2844.4369,0.0,3052.551330539241,0.0,508.7585550898735,2.8386666666665406,511.59722175654,28,,511.59722175654,37.52440508987337,0.0,0.0,0.0,10669.700680893056,10703.472645473943,10050.0,222.4424720197436,0.0
P1_q75,P1,0.75,2025-02-01,2025-02-01,16,2025-02-01 02:40:00,2025-02-01 02:50:00,0.4335,2768.3064,0.0,3081.737436590321,0.0,513.6229060983868,15.470699999999965,529.0936060983868,28,,529.0936060983868,67.7092060983868,0.0,0.0,0.0,10703.472645473943,10764.410930962491,10050.0,229.36207824365067,0.0
P1_q75,P1,0.75,2025-02-01,2025-02-01,17,2025-02-01 02:50:00,2025-02-01 03:00:00,0.4357,2861.65,0.0,3144.9812197261745,0.0,524.163536621029,27.384000183726357,551.5475368047554,28,,551.5475368047554,39.5434100416767,0.0,0.0,35.06246009641203,10764.410930962491,10800.0,10050.0,240.30926178583192,0.0
P1_q75,P1,0.75,2025-02-01,2025-02-01,18,2025-02-01 03:00:00,2025-02-01 03:10:00,0.4374,2900.3973,0.0,3148.487518790693,0.0,524.7479197984487,8.74129999999991,533.4892197984486,28,,533.4892197984486,0.0,0.0,0.0,50.089669798448654,10800.0,10800.0,10050.0,233.34818473984143,0.0
P1_q75,P1,0.75,2025-02-01,2025-02-01,19,2025-02-01 03:10:00,2025-02-01 03:20:00,0.4371,2919.6115,0.0,3160.494638957573,0.0,526.7491064929288,14.297510144136822,541.0466166370657,28,,541.0466166370657,0.0,0.0,0.0,54.44469997039903,10800.0,10800.0,10050.0,236.4914761320614,0.0
P1_q75,P1,0.75,2025-02-01,2025-02-01,20,2025-02-01 03:20:00,2025-02-01 03:30:00,0.4356,2993.09,0.0,3093.257272265196,0.0,515.542878710866,16.305000000000064,531.8478787108661,28,,531.8478787108661,0.0,0.0,0.0,32.99954537753274,10800.0,10800.0,10050.0,231.67293596645325,0.0
P1_q75,P1,0.75,2025-02-01,2025-02-01,21,2025-02-01 03:30:00,2025-02-01 03:40:00,0.4353,3109.8584,0.0,3015.97869387705,0.0,502.66311564617496,12.514769148311188,515.1778847944861,28,,515.1778847944861,0.0,3.13184853884718,0.0,0.0,10800.0,10796.52016829017,10050.0,224.2569332510398,0.0
P1_q75,P1,0.75,2025-02-01,2025-02-01,22,2025-02-01 03:40:00,2025-02-01 03:50:00,0.436,3054.8008,0.0,3080.1014282440974,0.0,513.3502380406828,10.466921183179693,523.8171592238625,28,,523.8171592238625,3.866479677589167,0.0,0.0,10.817212879606688,10796.52016829017,10800.0,10050.0,228.38428142160404,0.0
P1_q75,P1,0.75,2025-02-01,2025-02-01,23,2025-02-01 03:50:00,2025-02-01 04:00:00,0.4378,2901.7,0.0,3228.1109989906818,0.0,538.0184998317802,16.957814145598377,554.9763139773786,28,,554.9763139773786,0.0,0.0,0.0,71.35964731071198,10800.0,10800.0,10050.0,242.96863025929636,0.0
P1_q75,P1,0.75,2025-02-01,2025-02-01,24,2025-02-01 04:00:00,2025-02-01 04:10:00,0.4401,2947.1208,0.0,3205.5335664297118,0.0,534.2555944049519,13.330983333333393,547.5865777382853,28,,547.5865777382853,0.0,0.0,0.0,56.39977773828531,10800.0,10800.0,10050.0,240.99285286261937,0.0
P1_q75,P1,0.75,2025-02-01,2025-02-01,25,2025-02-01 04:10:00,2025-02-01 04:20:00,0.4389,3027.8717,0.0,3133.357596325517,0.0,522.2262660542528,27.03643333333332,549.2626993875862,28,,549.2626993875862,0.0,0.0,0.0,44.61741605425283,10800.0,10800.0,10050.0,241.07139876121158,0.0
P1_q75,P1,0.75,2025-02-01,2025-02-01,26,2025-02-01 04:20:00,2025-02-01 04:30:00,0.4364,3033.47,0.0,3144.5641918101264,0.0,524.0940319683543,36.29733412348071,560.391366091835,28,,560.391366091835,0.0,0.0,0.0,54.81303275850178,10800.0,10800.0,10050.0,244.55479216247682,0.0
P1_q75,P1,0.75,2025-02-01,2025-02-01,27,2025-02-01 04:30:00,2025-02-01 04:40:00,0.4393,3019.3858,0.0,3222.0497380281067,0.0,537.0082896713511,21.987444426332104,558.9957340976832,28,,558.9957340976832,0.0,0.0,0.0,55.764767431016594,10800.0,10800.0,10050.0,245.56682598911226,0.0
P1_q75,P1,0.75,2025-02-01,2025-02-01,28,2025-02-01 04:40:00,2025-02-01 04:50:00,0.4422,3017.0819,0.0014,3244.70969259692,0.0,540.7849487661533,21.70766666666657,562.4926154328199,28,,562.4926154328199,0.0,0.0,0.0,59.6458654328199,10800.0,10800.0,10050.0,248.73423454439293,0.0
P1_q75,P1,0.75,2025-02-01,2025-02-01,29,2025-02-01 04:50:00,2025-02-01 05:00:00,0.4395,2997.85,0.0,3226.911055310556,0.0,537.818509218426,13.721666666666692,551.5401758850927,28,,551.5401758850927,0.0,0.0,0.0,51.89850921842606,10800.0,10800.0,10050.0,242.40190730149826,0.0
P1_q75,P1,0.75,2025-02-01,2025-02-01,30,2025-02-01 05:00:00,2025-02-01 05:10:00,0.4333,2932.7015,0.0,3278.1207231458666,0.0,546.3534538576444,25.593516666666687,571.946970524311,28,,571.946970524311,0.0,0.0,0.0,83.16338719097769,10800.0,10800.0,10050.0,247.82462232818398,0.0
P1_q75,P1,0.75,2025-02-01,2025-02-01,31,2025-02-01 05:10:00,2025-02-01 05:20:00,0.4439,2991.1125,0.0199,3357.215571538916,0.0,559.5359285898193,32.59568333333334,592.1316119231526,28,,592.1316119231526,0.0,0.0,0.0,93.61617858981924,10800.0,10800.0,10050.0,262.84722253268745,0.0
P1_q75,P1,0.75,2025-02-01,2025-02-01,32,2025-02-01 05:20:00,2025-02-01 05:30:00,0.4301,3175.34,0.0,3373.25101059352,0.0,562.2085017655866,26.264999999999986,588.4735017655865,28,,588.4735017655865,0.0,0.0,0.0,59.25016843225319,10800.0,10800.0,10050.0,253.10245310937876,0.0
P1_q75,P1,0.75,2025-02-01,2025-02-01,33,2025-02-01 05:30:00,2025-02-01 05:40:00,0.3713,3284.4619,0.0,3361.2392748979705,0.0,560.2065458163283,15.057661265291358,575.2642070816197,28,,1408.597540414953,0.0,0.0,0.0,861.1872237482864,10800.0,10800.0,10800.0,523.0122667560721,0.0
P1_q75,P1,0.75,2025-02-01,2025-02-01,34,2025-02-01 05:40:00,2025-02-01 05:50:00,0.5708,3187.3644,0.2774,3257.379093451005,7.502849804640137,541.6460406077274,20.99468333333334,562.6407239410607,28,,492.5682814783467,0.0,38.61288518831992,0.0,0.0,10800.0,10757.0967942352,10722.141730596984,281.1579750678403,0.0
