date,issue_time,history_latest_end,slot,start_time,interval,load_kW,pv_kW,load_forecast_kW,pv_forecast_kW,price_yuan_kWh,planned_kWh,charge_kWh,discharge_kWh,emergency_kWh,unused_kWh,state_start_kWh,state_end_kWh,nominal_state_end_kWh,planned_cost_yuan,emergency_cost_yuan
2025-03-20,2025-03-20,2025-03-20,0,2025-03-20 00:00:00,00:00-00:10,3299.0689,0.0,3617.1514,0.0,0.4248,1436.1918999999998,833.3333333333333,0.0,0.0,53.013749999999845,8157.39086166439,8907.39086166439,8907.39086166439,610.0943191199999,0.0
2025-03-20,2025-03-20,2025-03-20,1,2025-03-20 00:10:00,00:10-00:20,3421.881,0.0,3585.3143,0.0,0.4245,1430.8857166666667,833.3333333333333,0.0,0.0,27.238883333333433,8907.39086166439,9657.39086166439,9657.39086166439,607.4109867249999,0.0
2025-03-20,2025-03-20,2025-03-20,2,2025-03-20 00:20:00,00:20-00:30,3683.11,0.0,3514.21,0.0,0.4269,1021.9340425951228,408.08237592845614,0.0,0.0,0.0,9657.39086166439,10024.664999999999,10050.0,436.26364278385796,0.0
2025-03-20,2025-03-20,2025-03-20,3,2025-03-20 00:30:00,00:30-00:40,3476.737,0.0,3566.7633,0.0,0.4272,594.46055,15.004383333333408,0.0,0.0,0.0,10024.664999999999,10038.168945,10050.0,253.95354696,0.0
2025-03-20,2025-03-20,2025-03-20,4,2025-03-20 00:40:00,00:40-00:50,3302.6695,0.0,3529.764,0.0,0.4271,588.294,37.8490833333334,0.0,0.0,0.0,10038.168945,10072.233119999999,10050.0,251.26036739999998,0.0
2025-03-20,2025-03-20,2025-03-20,5,2025-03-20 00:50:00,00:50-01:00,3426.94,0.0,3390.6,0.0,0.4285,565.0999999999999,0.0,6.056666666666729,0.0,0.0,10072.233119999999,10065.503490370369,10050.0,242.14534999999995,0.0
2025-03-20,2025-03-20,2025-03-20,6,2025-03-20 01:00:00,01:00-01:10,3609.5343,0.0,3352.8783,0.0,0.4311,558.81305,0.0,42.775999999999954,0.0,0.0,10065.503490370369,10017.974601481481,10050.0,240.904305855,0.0
2025-03-20,2025-03-20,2025-03-20,7,2025-03-20 01:10:00,01:10-01:20,3668.9025,0.0,3308.9055,0.0,0.4302,551.48425,0.0,59.99950000000001,0.0,0.0,10017.974601481481,9951.30849037037,10050.0,237.24852435,0.0
2025-03-20,2025-03-20,2025-03-20,8,2025-03-20 01:20:00,01:20-01:30,3589.3,0.0,3260.08,0.0,0.4279,543.3466666666666,0.0,54.87000000000012,0.0,0.0,9951.30849037037,9890.341823703702,10050.0,232.49803866666662,0.0
2025-03-20,2025-03-20,2025-03-20,9,2025-03-20 01:30:00,01:30-01:40,3503.6157,0.0,3353.4584,0.0,0.4312,558.9097333333333,0.0,25.02621666666664,0.0,0.0,9890.341823703702,9862.534916296296,10050.0,241.00187701333334,0.0
2025-03-20,2025-03-20,2025-03-20,10,2025-03-20 01:40:00,01:40-01:50,3545.9703,0.0,3552.8392,0.0,0.4333,592.1398666666666,1.1448166666666566,0.0,0.0,0.0,9862.534916296296,9863.565251296295,10050.0,256.57420422666667,0.0
2025-03-20,2025-03-20,2025-03-20,11,2025-03-20 01:50:00,01:50-02:00,3590.66,0.0,3655.73,0.0,0.4311,609.2883333333333,10.845000000000027,0.0,0.0,0.0,9863.565251296295,9873.325751296295,10050.0,262.6642005,0.0
2025-03-20,2025-03-20,2025-03-20,12,2025-03-20 02:00:00,02:00-02:10,3395.9017,0.0,3484.6496,0.0,0.4293,580.7749333333334,14.791316666666717,0.0,0.0,0.0,9873.325751296295,9886.637936296296,10050.0,249.32667888000003,0.0
2025-03-20,2025-03-20,2025-03-20,13,2025-03-20 02:10:00,02:10-02:20,3276.7246,0.0,3416.4269,0.0,0.4324,569.4044833333332,23.283716666666578,0.0,0.0,0.0,9886.637936296296,9907.593281296296,10050.0,246.2104985933333,0.0
2025-03-20,2025-03-20,2025-03-20,14,2025-03-20 02:20:00,02:20-02:30,3394.28,0.0,3529.19,0.0,0.4367,588.1983333333333,22.4849999999999,0.0,0.0,0.0,9907.593281296296,9927.829781296296,10050.0,256.8662121666666,0.0
2025-03-20,2025-03-20,2025-03-20,15,2025-03-20 02:30:00,02:30-02:40,3587.5594,0.0,3565.0967,0.0,0.4348,594.1827833333333,0.0,3.74378333333334,0.0,0.0,9927.829781296296,9923.670022037037,10050.0,258.3506741933333,0.0
2025-03-20,2025-03-20,2025-03-20,16,2025-03-20 02:40:00,02:40-02:50,3605.7268,0.0,3662.8512,0.0,0.4335,610.4752,9.520733333333396,0.0,0.0,0.0,9923.670022037037,9932.238682037038,10050.0,264.6409992,0.0
2025-03-20,2025-03-20,2025-03-20,17,2025-03-20 02:50:00,02:50-03:00,3522.79,0.0,3749.14,0.0,0.4357,624.8566666666666,37.72499999999991,0.0,0.0,0.0,9932.238682037038,9966.191182037037,10050.0,272.2500496666666,0.0
2025-03-20,2025-03-20,2025-03-20,18,2025-03-20 03:00:00,03:00-03:10,3631.2618,0.0,3576.3344,0.0,0.4374,596.0557333333334,0.0,9.154566666666597,0.0,0.0,9966.191182037037,9956.019441296296,10050.0,260.71477776,0.0
2025-03-20,2025-03-20,2025-03-20,19,2025-03-20 03:10:00,03:10-03:20,3731.3543,0.0,3450.3953,0.0,0.4371,575.0658833333333,0.0,46.82650000000001,0.0,0.0,9956.019441296296,9903.989996851851,10050.0,251.36129760499998,0.0
2025-03-20,2025-03-20,2025-03-20,20,2025-03-20 03:20:00,03:20-03:30,3721.01,0.0,3522.37,0.0,0.4356,587.0616666666666,0.0,33.10666666666668,0.0,0.0,9903.989996851851,9867.204811666667,10050.0,255.72406199999998,0.0
2025-03-20,2025-03-20,2025-03-20,21,2025-03-20 03:30:00,03:30-03:40,3699.7385,0.0,3631.228,0.0,0.4353,605.2046666666666,0.0,11.418416666666644,0.0,0.0,9867.204811666667,9854.517682037036,10050.0,263.4455914,0.0
2025-03-20,2025-03-20,2025-03-20,22,2025-03-20 03:40:00,03:40-03:50,3674.7825,0.0,3569.4386,0.0,0.436,594.9064333333333,0.0,17.557316666666566,0.0,0.0,9854.517682037036,9835.009552407406,10050.0,259.3792049333333,0.0
2025-03-20,2025-03-20,2025-03-20,23,2025-03-20 03:50:00,03:50-04:00,3623.58,0.0,3455.04,0.0,0.4378,575.8399999999999,0.0,28.090000000000032,0.0,0.0,9835.009552407406,9803.798441296294,10050.0,252.10275199999998,0.0
2025-03-20,2025-03-20,2025-03-20,24,2025-03-20 04:00:00,04:00-04:10,3538.7697,0.0019,3583.9838,0.0018,0.4401,597.3303333333333,7.5357000000001335,0.0,0.0,0.0,9803.798441296294,9810.580571296294,10050.0,262.8850797,0.0
2025-03-20,2025-03-20,2025-03-20,25,2025-03-20 04:10:00,04:10-04:20,3488.7843,0.0,3645.8233,0.0,0.4389,607.6372166666666,26.173166666666702,0.0,0.0,0.0,9810.580571296294,9834.136421296294,10050.0,266.691974395,0.0
2025-03-20,2025-03-20,2025-03-20,26,2025-03-20 04:20:00,04:20-04:30,3513.51,0.0,3577.07,0.0,0.4364,596.1783333333333,10.593333333333248,0.0,0.0,0.0,9834.136421296294,9843.670421296294,10050.0,260.17222466666664,0.0
2025-03-20,2025-03-20,2025-03-20,27,2025-03-20 04:30:00,04:30-04:40,3598.3779,0.0271,3630.4401,0.0254,0.4393,605.0691166666666,5.343983333333199,0.0,0.0,0.0,9843.670421296294,9848.480006296293,10050.0,265.80686295166663,0.0
2025-03-20,2025-03-20,2025-03-20,28,2025-03-20 04:40:00,04:40-04:50,3700.4359,0.0,3717.5034,0.0,0.4422,619.5839,2.8445833333333894,0.0,0.0,0.0,9848.480006296293,9851.040131296293,10050.0,273.98000057999997,0.0
2025-03-20,2025-03-20,2025-03-20,29,2025-03-20 04:50:00,04:50-05:00,3753.57,0.0,3727.07,0.0,0.4395,621.1783333333333,0.0,4.4166666666667425,0.0,0.0,9851.040131296293,9846.132723888886,10050.0,273.0078775,0.0
2025-03-20,2025-03-20,2025-03-20,30,2025-03-20 05:00:00,05:00-05:10,3716.9811,0.3776,3652.3286,0.3537,0.4333,608.6624833333333,0.0,10.771433333333334,0.0,0.0,9846.132723888886,9834.164464629626,10050.0,263.7334540283333,0.0
2025-03-20,2025-03-20,2025-03-20,31,2025-03-20 05:10:00,05:10-05:20,3707.0664,0.0,3627.5869,0.0,0.4439,604.5978166666666,0.0,13.24658333333332,0.0,0.0,9834.164464629626,9819.4460387037,10050.0,268.3809708183333,0.0
2025-03-20,2025-03-20,2025-03-20,32,2025-03-20 05:20:00,05:20-05:30,3642.69,0.0,3625.87,0.0,0.4301,604.3116666666666,0.0,2.8033333333333985,0.0,0.0,9819.4460387037,9816.331223888885,10050.0,259.9144478333333,0.0
2025-03-20,2025-03-20,2025-03-20,33,2025-03-20 05:30:00,05:30-05:40,3457.8398,5.2594,3603.0838,4.9264,0.3713,1433.0262333333333,833.3333333333333,0.0,0.0,24.262833333333333,9816.331223888885,10566.331223888885,10800.0,532.0826404366667,0.0
2025-03-20,2025-03-20,2025-03-20,34,2025-03-20 05:40:00,05:40-05:50,4028.7787,0.0,4178.7819,0.0,0.5708,696.4636499999999,25.00053333333335,0.0,0.0,0.0,10566.331223888885,10588.831703888885,10800.0,397.54145141999993,0.0
2025-03-20,2025-03-20,2025-03-20,35,2025-03-20 05:50:00,05:50-06:00,4962.09,0.0,4976.26,0.0,0.9099,0.0,0.0,827.015,0.0,0.0,10588.831703888885,9669.92614833333,9878.47037037037,0.0,0.0
2025-03-20,2025-03-20,2025-03-20,36,2025-03-20 06:00:00,06:00-06:10,4905.1198,153.4202,4927.8193,144.6043,0.9368,0.0,0.0,791.9499333333334,0.0,0.0,9669.92614833333,8789.98177796296,8992.689814814816,0.0,0.0
2025-03-20,2025-03-20,2025-03-20,37,2025-03-20 06:10:00,06:10-06:20,4660.8239,401.044,4816.9758,383.3165,0.8758,0.0,0.0,709.9633166666667,0.0,0.0,8789.98177796296,8001.13364833333,8171.641796296297,0.0,0.0
2025-03-20,2025-03-20,2025-03-20,38,2025-03-20 06:20:00,06:20-06:30,4703.75,675.525,4945.2,669.975,0.8759,0.0,0.0,671.3708333333333,0.0,0.0,8001.13364833333,7255.166055740738,7379.933462962964,0.0,0.0
2025-03-20,2025-03-20,2025-03-20,39,2025-03-20 06:30:00,06:30-06:40,4726.9008,952.6316,4841.0708,986.6364,0.8601,0.0,0.0,629.0448666666666,0.0,0.0,7255.166055740738,6556.227314999997,6666.149314814816,0.0,0.0
2025-03-20,2025-03-20,2025-03-20,40,2025-03-20 06:40:00,06:40-06:50,4819.4733,1302.5378,4756.7742,1316.594,0.8442,0.0,0.0,586.1559166666666,0.0,0.0,6556.227314999997,5904.942963148145,6029.078907407408,0.0,0.0
2025-03-20,2025-03-20,2025-03-20,41,2025-03-20 06:50:00,06:50-07:00,4880.33,1693.2375,4785.54,1643.8875,0.8334,212.80699999999882,0.0,318.37508333333443,0.0,0.0,5904.942963148145,5551.192870555551,5683.743629629629,177.353353799999,0.0
2025-03-20,2025-03-20,2025-03-20,42,2025-03-20 07:00:00,07:00-07:10,4689.3761,2009.9231,4770.8891,1956.0234,0.8092,469.14428333333336,22.56878333333333,0.0,0.0,0.0,5551.192870555551,5571.504775555551,5683.743629629629,379.63155407333335,0.0
2025-03-20,2025-03-20,2025-03-20,43,2025-03-20 07:10:00,07:10-07:20,4713.3646,2305.9149,4933.7109,2250.2085,0.7972,447.25039999999996,46.00878333333338,0.0,0.0,0.0,5571.504775555551,5612.912680555551,5683.743629629629,356.54801888,0.0
2025-03-20,2025-03-20,2025-03-20,44,2025-03-20 07:20:00,07:20-07:30,4827.2,2609.7375,5017.07,2498.925,0.7644,419.6908333333332,50.11374999999998,0.0,0.0,0.0,5612.912680555551,5658.015055555551,5683.743629629629,320.81167299999987,0.0
2025-03-20,2025-03-20,2025-03-20,45,2025-03-20 07:30:00,07:30-07:40,4578.156,2894.0148,4678.8593,2691.9663,0.6899,331.1488333333333,50.458633333333296,0.0,0.0,0.0,5658.015055555551,5703.427825555551,5683.743629629629,228.45958011666664,0.0
2025-03-20,2025-03-20,2025-03-20,46,2025-03-20 07:40:00,07:40-07:50,5187.0368,3179.5684,5430.5741,2986.3327,0.86,0.0,0.0,334.5780666666666,0.0,0.0,5703.427825555551,5331.674418148144,5231.106333333333,0.0,0.0
2025-03-20,2025-03-20,2025-03-20,47,2025-03-20 07:50:00,07:50-08:00,6405.59,3476.5125,6755.97,3339.9375,1.1617,0.0,0.0,488.17958333333337,0.0,0.0,5331.674418148144,4789.252658888884,4598.507722222222,0.0,0.0
2025-03-20,2025-03-20,2025-03-20,48,2025-03-20 08:00:00,08:00-08:10,6658.0486,3761.2255,6545.8122,3552.9582,1.1683,0.0,0.0,482.80385,0.0,0.0,4789.252658888884,4252.803936666662,4044.2754999999997,0.0,0.0
2025-03-20,2025-03-20,2025-03-20,49,2025-03-20 08:10:00,08:10-08:20,6606.6001,3976.3717,6234.5498,3752.2552,1.0956,0.0,0.0,438.3713999999999,0.0,0.0,4252.803936666662,3765.7246033333286,3584.5913148148147,0.0,0.0
2025-03-20,2025-03-20,2025-03-20,50,2025-03-20 08:20:00,08:20-08:30,6687.27,4220.325,6481.09,3987.0,1.0849,0.0,0.0,411.1575000000001,0.0,0.0,3765.7246033333286,3308.882936666662,3122.722796296296,0.0,0.0
2025-03-20,2025-03-20,2025-03-20,51,2025-03-20 08:30:00,08:30-08:40,6649.776,4653.7429,6510.8474,4178.399,1.061,0.0,0.0,332.67218333333324,0.0,0.0,3308.882936666662,2939.247177407403,2690.787907407407,0.0,0.0
2025-03-20,2025-03-20,2025-03-20,52,2025-03-20 08:40:00,08:40-08:50,6705.5335,5037.5027,6551.7773,4381.418,1.043,0.0,0.0,278.0051333333332,0.0,0.0,2939.247177407403,2630.3525848148106,2288.8695185185184,0.0,0.0
2025-03-20,2025-03-20,2025-03-20,53,2025-03-20 08:50:00,08:50-09:00,6757.81,5180.8875,6666.06,4631.2125,1.036,0.0,0.0,262.82041666666674,0.0,0.0,2630.3525848148106,2338.3298996296253,1912.045907407407,0.0,0.0
2025-03-20,2025-03-20,2025-03-20,54,2025-03-20 09:00:00,09:00-09:10,6494.2004,5166.4978,6601.3223,4933.6498,1.0147,0.0,0.0,221.2837666666666,0.0,0.0,2338.3298996296253,2092.4590477777733,1603.2176666666664,0.0,0.0
2025-03-20,2025-03-20,2025-03-20,55,2025-03-20 09:10:00,09:10-09:20,6436.4392,5533.329,6573.4361,5388.1737,0.9922,0.0,0.0,150.51836666666668,0.0,0.0,2092.4590477777733,1925.2164181481437,1383.7246296296296,0.0,0.0
2025-03-20,2025-03-20,2025-03-20,56,2025-03-20 09:20:00,09:20-09:30,6570.85,6107.7375,6614.79,5904.4875,0.97,0.0,0.0,77.1854166666667,0.0,0.0,1925.2164181481437,1839.4548440740696,1252.1871296296297,0.0,0.0
2025-03-20,2025-03-20,2025-03-20,57,2025-03-20 09:30:00,09:30-09:40,6399.3635,6182.795,6548.6468,6266.8363,0.9422,0.0,0.0,36.09475000000005,0.0,0.0,1839.4548440740696,1799.3495662962916,1200.0,0.0,0.0
2025-03-20,2025-03-20,2025-03-20,58,2025-03-20 09:40:00,09:40-09:50,6445.9301,6198.386,6569.7745,6602.2852,0.9569,0.0,0.0,41.25734999999986,0.0,0.0,1799.3495662962916,1753.5080662962919,1204.876605,0.0,0.0
2025-03-20,2025-03-20,2025-03-20,59,2025-03-20 09:50:00,09:50-10:00,6697.43,6426.1875,6666.81,6891.525,0.9977,0.0,0.0,45.20708333333338,0.0,0.0,1753.5080662962919,1703.2779737036992,1238.5838549999999,0.0,0.0
2025-03-20,2025-03-20,2025-03-20,60,2025-03-20 10:00:00,10:00-10:10,6577.9956,6675.2481,6615.2017,6963.2464,0.9919,0.0,16.20874999999993,0.0,0.0,0.0,1703.2779737036992,1717.8658487036992,1290.79056,0.0,0.0
2025-03-20,2025-03-20,2025-03-20,61,2025-03-20 10:10:00,10:10-10:20,6445.2772,6774.004,6539.3464,6970.7827,0.9588,0.0,54.787799999999905,0.0,0.0,0.0,1717.8658487036992,1767.174868703699,1355.5060049999997,0.0,0.0
2025-03-20,2025-03-20,2025-03-20,62,2025-03-20 10:20:00,10:20-10:30,6473.61,6879.075,6477.96,7035.9375,0.9549,0.0,67.57750000000001,0.0,0.0,0.0,1767.174868703699,1827.9946187036992,1439.2026299999998,0.0,0.0
2025-03-20,2025-03-20,2025-03-20,63,2025-03-20 10:30:00,10:30-10:40,6454.2353,7268.5137,6366.0057,7192.6555,0.9839,0.0,135.7130666666667,0.0,0.0,0.0,1827.9946187036992,1950.1363787036992,1563.2000999999998,0.0,0.0
2025-03-20,2025-03-20,2025-03-20,64,2025-03-20 10:40:00,10:40-10:50,6352.336,7455.3554,6413.9505,7566.2113,0.799,0.0,183.83656666666667,0.0,0.0,0.0,1950.1363787036992,2115.5892887036994,1736.03922,0.0,0.0
2025-03-20,2025-03-20,2025-03-20,65,2025-03-20 10:50:00,10:50-11:00,6279.9,7263.0,6574.38,7889.7,0.5025,0.0,163.85000000000005,0.0,0.0,0.0,2115.5892887036994,2263.0542887036995,1933.33722,0.0,0.0
2025-03-20,2025-03-20,2025-03-20,66,2025-03-20 11:00:00,11:00-11:10,6362.0436,7021.6679,6549.5232,7767.7134,0.4662,630.3016333333333,740.2390166666667,0.0,0.0,0.0,2263.0542887036995,2929.2694037036995,2683.33722,293.84662146,0.0
2025-03-20,2025-03-20,2025-03-20,67,2025-03-20 11:10:00,11:10-11:20,6393.8373,7052.8842,6360.3078,7910.4133,0.5007,321.504450000005,431.34560000000505,0.0,0.0,0.0,2929.2694037036995,3317.480443703704,3205.2070500000045,160.97727811500252,0.0
2025-03-20,2025-03-20,2025-03-20,68,2025-03-20 11:20:00,11:20-11:30,6360.1,7317.5625,6232.56,8273.025,0.4827,493.2558333333334,652.8329166666666,0.0,0.0,0.0,3317.480443703704,3905.0300687037043,3955.2070500000045,238.09459075000004,0.0
2025-03-20,2025-03-20,2025-03-20,69,2025-03-20 11:30:00,11:30-11:40,6424.0276,7505.6333,6357.7494,8103.1089,0.4785,542.4400833333332,722.7076999999998,0.0,0.0,0.0,3905.0300687037043,4555.466998703704,4705.2070500000045,259.55757987499993,0.0
2025-03-20,2025-03-20,2025-03-20,70,2025-03-20 11:40:00,11:40-11:50,6379.6216,7635.0323,6325.6393,7934.0714,0.4662,565.2613166666666,774.4964333333332,0.0,0.0,0.0,4555.466998703704,5252.513788703704,5455.2070500000045,263.52482583,0.0
2025-03-20,2025-03-20,2025-03-20,71,2025-03-20 11:50:00,11:50-12:00,6168.32,7818.45,6078.6,8015.4375,0.4432,510.52708333333334,785.5487499999999,0.0,0.0,0.0,5252.513788703704,5959.507663703705,6205.2070500000045,226.26560333333333,0.0
2025-03-20,2025-03-20,2025-03-20,72,2025-03-20 12:00:00,12:00-12:10,5958.8116,8082.9395,5973.117,8091.3897,0.4411,480.28788333333335,833.3333333333333,0.0,0.0,0.9758666666668887,5959.507663703705,6709.507663703705,6955.2070500000045,211.85498533833334,0.0
2025-03-20,2025-03-20,2025-03-20,73,2025-03-20 12:10:00,12:10-12:20,5855.2299,8090.5707,6003.5669,8333.4204,0.4551,445.0244166666664,817.5812166666664,0.0,0.0,0.0,6709.507663703705,7445.330758703704,7705.2070500000045,202.5306120249999,0.0
2025-03-20,2025-03-20,2025-03-20,74,2025-03-20 12:20:00,12:20-12:30,5883.66,7709.3625,6043.44,8611.9875,0.4463,405.2420833333333,709.5258333333334,0.0,0.0,0.0,7445.330758703704,8083.904008703705,8455.207050000005,180.85954179166666,0.0
2025-03-20,2025-03-20,2025-03-20,75,2025-03-20 12:30:00,12:30-12:40,6006.2794,7205.256,6007.2071,8523.8874,0.4113,413.8866166666666,613.71605,0.0,0.0,0.0,8083.904008703705,8636.248453703705,9205.207050000005,170.23156543499996,0.0
2025-03-20,2025-03-20,2025-03-20,76,2025-03-20 12:40:00,12:40-12:50,6168.3548,7206.9442,6064.0725,8228.5618,0.5682,0.0,173.0982333333333,0.0,0.0,0.0,8636.248453703705,8792.036863703705,9529.880445000004,0.0,0.0
2025-03-20,2025-03-20,2025-03-20,77,2025-03-20 12:50:00,12:50-13:00,6351.38,7525.8,6254.85,8001.8625,0.8279,0.0,195.73666666666668,0.0,0.0,0.0,8792.036863703705,8968.199863703705,9791.932320000004,0.0,0.0
