group,interval_start,interval_end,owner_date,effective_version,price_yuan_kWh,actual_load_kW,actual_pv_kW,net_kWh,q0_kWh,q_eff_kWh,charge_kWh,discharge_kWh,emergency_kWh,unused_kWh,state_start_kWh,state_end_kWh,ordinary_cost_yuan,adjustment_cost_yuan,emergency_cost_yuan
PUBLIC_JAN,2025-01-01 00:10:00,2025-01-01 00:20:00,2025-01-01,public_January,0.4527,3529.7296,0.0,588.2882666666667,0.0,0.0,0.0,0.0,588.2882666666667,0.0,6000.0,6000.0,0.0,0.0,1331.5904916000002
PUBLIC_JAN,2025-01-01 00:20:00,2025-01-01 00:30:00,2025-01-01,public_January,0.4733,3609.5287,0.0,601.5881166666666,0.0,0.0,0.0,0.0,601.5881166666666,0.0,6000.0,6000.0,0.0,0.0,1423.6582780916663
PUBLIC_JAN,2025-01-01 00:30:00,2025-01-01 00:40:00,2025-01-01,public_January,0.4843,3726.56,0.0,621.0933333333332,0.0,0.0,0.0,0.0,621.0933333333332,0.0,6000.0,6000.0,0.0,0.0,1503.9775066666664
PUBLIC_JAN,2025-01-01 00:40:00,2025-01-01 00:50:00,2025-01-01,public_January,0.4541,3510.6311,0.0,585.1051833333333,0.0,0.0,0.0,0.0,585.1051833333333,0.0,6000.0,6000.0,0.0,0.0,1328.4813187583334
PUBLIC_JAN,2025-01-01 00:50:00,2025-01-01 01:00:00,2025-01-01,public_January,0.4266,3502.5625,0.0,583.7604166666666,0.0,0.0,0.0,0.0,583.7604166666666,0.0,6000.0,6000.0,0.0,0.0,1245.16096875
PUBLIC_JAN,2025-01-01 01:00:00,2025-01-01 01:10:00,2025-01-01,public_January,0.4311,3787.01,0.0,631.1683333333333,0.0,0.0,0.0,0.0,631.1683333333333,0.0,6000.0,6000.0,0.0,0.0,1360.4833425
PUBLIC_JAN,2025-01-01 01:10:00,2025-01-01 01:20:00,2025-01-01,public_January,0.4544,3900.3205,0.0,650.0534166666666,0.0,0.0,0.0,0.0,650.0534166666666,0.0,6000.0,6000.0,0.0,0.0,1476.9213626666667
PUBLIC_JAN,2025-01-01 01:20:00,2025-01-01 01:30:00,2025-01-01,public_January,0.4483,3916.8376,0.0,652.8062666666666,0.0,0.0,0.0,0.0,652.8062666666666,0.0,6000.0,6000.0,0.0,0.0,1463.265246733333
PUBLIC_JAN,2025-01-01 01:30:00,2025-01-01 01:40:00,2025-01-01,public_January,0.4251,3817.28,0.0,636.2133333333334,0.0,0.0,0.0,0.0,636.2133333333334,0.0,6000.0,6000.0,0.0,0.0,1352.27144
PUBLIC_JAN,2025-01-01 01:40:00,2025-01-01 01:50:00,2025-01-01,public_January,0.444,3533.0136,0.0,588.8356,0.0,0.0,0.0,0.0,588.8356,0.0,6000.0,6000.0,0.0,0.0,1307.215032
PUBLIC_JAN,2025-01-01 01:50:00,2025-01-01 02:00:00,2025-01-01,public_January,0.478,3694.6613,0.0,615.7768833333333,0.0,0.0,0.0,0.0,615.7768833333333,0.0,6000.0,6000.0,0.0,0.0,1471.7067511666664
PUBLIC_JAN,2025-01-01 02:00:00,2025-01-01 02:10:00,2025-01-01,public_January,0.4941,4064.73,0.0,677.4549999999999,0.0,0.0,0.0,0.0,677.4549999999999,0.0,6000.0,6000.0,0.0,0.0,1673.6525774999998
PUBLIC_JAN,2025-01-01 02:10:00,2025-01-01 02:20:00,2025-01-01,public_January,0.484,3810.671,0.0,635.1118333333333,0.0,0.0,0.0,0.0,635.1118333333333,0.0,6000.0,6000.0,0.0,0.0,1536.9706366666665
PUBLIC_JAN,2025-01-01 02:20:00,2025-01-01 02:30:00,2025-01-01,public_January,0.4751,3844.9495,0.0,640.8249166666667,0.0,0.0,0.0,0.0,640.8249166666667,0.0,6000.0,6000.0,0.0,0.0,1522.2795895416668
PUBLIC_JAN,2025-01-01 02:30:00,2025-01-01 02:40:00,2025-01-01,public_January,0.488,4234.62,0.0,705.77,0.0,0.0,0.0,0.0,705.77,0.0,6000.0,6000.0,0.0,0.0,1722.0788
PUBLIC_JAN,2025-01-01 02:40:00,2025-01-01 02:50:00,2025-01-01,public_January,0.5215,4109.9755,0.0,684.9959166666665,0.0,0.0,0.0,0.0,684.9959166666665,0.0,6000.0,6000.0,0.0,0.0,1786.126852708333
PUBLIC_JAN,2025-01-01 02:50:00,2025-01-01 03:00:00,2025-01-01,public_January,0.5498,3996.8945,0.0,666.1490833333332,0.0,0.0,0.0,0.0,666.1490833333332,0.0,6000.0,6000.0,0.0,0.0,1831.2438300833328
PUBLIC_JAN,2025-01-01 03:00:00,2025-01-01 03:10:00,2025-01-01,public_January,0.5471,4102.19,0.0,683.6983333333333,0.0,0.0,0.0,0.0,683.6983333333333,0.0,6000.0,6000.0,0.0,0.0,1870.256790833333
PUBLIC_JAN,2025-01-01 03:10:00,2025-01-01 03:20:00,2025-01-01,public_January,0.5067,4086.0577,0.0,681.0096166666666,0.0,0.0,0.0,0.0,681.0096166666666,0.0,6000.0,6000.0,0.0,0.0,1725.3378638249999
PUBLIC_JAN,2025-01-01 03:20:00,2025-01-01 03:30:00,2025-01-01,public_January,0.4769,4133.7626,0.0,688.9604333333333,0.0,0.0,0.0,0.0,688.9604333333333,0.0,6000.0,6000.0,0.0,0.0,1642.8261532833333
PUBLIC_JAN,2025-01-01 03:30:00,2025-01-01 03:40:00,2025-01-01,public_January,0.4669,4179.18,0.0,696.53,0.0,0.0,0.0,0.0,696.53,0.0,6000.0,6000.0,0.0,0.0,1626.0492849999998
PUBLIC_JAN,2025-01-01 03:40:00,2025-01-01 03:50:00,2025-01-01,public_January,0.4501,3953.3711,0.0,658.8951833333333,0.0,0.0,0.0,0.0,658.8951833333333,0.0,6000.0,6000.0,0.0,0.0,1482.8436100916667
PUBLIC_JAN,2025-01-01 03:50:00,2025-01-01 04:00:00,2025-01-01,public_January,0.4608,3910.7496,0.0,651.7916,0.0,0.0,0.0,0.0,651.7916,0.0,6000.0,6000.0,0.0,0.0,1501.7278463999999
PUBLIC_JAN,2025-01-01 04:00:00,2025-01-01 04:10:00,2025-01-01,public_January,0.4927,4099.31,0.0,683.2183333333334,0.0,0.0,0.0,0.0,683.2183333333334,0.0,6000.0,6000.0,0.0,0.0,1683.108364166667
PUBLIC_JAN,2025-01-01 04:10:00,2025-01-01 04:20:00,2025-01-01,public_January,0.4976,4123.8623,0.0,687.3103833333332,0.0,0.0,0.0,0.0,687.3103833333332,0.0,6000.0,6000.0,0.0,0.0,1710.028233733333
PUBLIC_JAN,2025-01-01 04:20:00,2025-01-01 04:30:00,2025-01-01,public_January,0.4889,4169.0068,0.0,694.8344666666667,0.0,0.0,0.0,0.0,694.8344666666667,0.0,6000.0,6000.0,0.0,0.0,1698.5228537666667
PUBLIC_JAN,2025-01-01 04:30:00,2025-01-01 04:40:00,2025-01-01,public_January,0.4885,4260.24,0.0,710.04,0.0,0.0,0.0,0.0,710.04,0.0,6000.0,6000.0,0.0,0.0,1734.2726999999998
PUBLIC_JAN,2025-01-01 04:40:00,2025-01-01 04:50:00,2025-01-01,public_January,0.5042,4217.2222,0.0,702.8703666666667,0.0,0.0,0.0,0.0,702.8703666666667,0.0,6000.0,6000.0,0.0,0.0,1771.9361943666665
PUBLIC_JAN,2025-01-01 04:50:00,2025-01-01 05:00:00,2025-01-01,public_January,0.5178,4261.857,0.0,710.3095,0.0,0.0,0.0,0.0,710.3095,0.0,6000.0,6000.0,0.0,0.0,1838.9912955000002
PUBLIC_JAN,2025-01-01 05:00:00,2025-01-01 05:10:00,2025-01-01,public_January,0.5042,4341.9,0.0,723.6499999999999,0.0,0.0,0.0,0.0,723.6499999999999,0.0,6000.0,6000.0,0.0,0.0,1824.3216499999996
PUBLIC_JAN,2025-01-01 05:10:00,2025-01-01 05:20:00,2025-01-01,public_January,0.4639,4208.2208,0.0021,701.3697833333333,0.0,0.0,0.0,0.0,701.3697833333333,0.0,6000.0,6000.0,0.0,0.0,1626.8272124416665
PUBLIC_JAN,2025-01-01 05:20:00,2025-01-01 05:30:00,2025-01-01,public_January,0.4899,4302.1233,0.0,717.02055,0.0,0.0,0.0,0.0,717.02055,0.0,6000.0,6000.0,0.0,0.0,1756.3418372249998
PUBLIC_JAN,2025-01-01 05:30:00,2025-01-01 05:40:00,2025-01-01,public_January,0.5194,4456.59,0.0,742.765,0.0,0.0,0.0,0.0,742.765,0.0,6000.0,6000.0,0.0,0.0,1928.960705
PUBLIC_JAN,2025-01-01 05:40:00,2025-01-01 05:50:00,2025-01-01,public_January,0.4459,4148.637,0.0299,691.4345166666665,0.0,0.0,0.0,0.0,691.4345166666665,0.0,6000.0,6000.0,0.0,0.0,1541.553254908333
PUBLIC_JAN,2025-01-01 05:50:00,2025-01-01 06:00:00,2025-01-01,public_January,0.6726,4498.1333,0.0,749.6888833333334,0.0,0.0,0.0,0.0,749.6888833333334,0.0,6000.0,6000.0,0.0,0.0,2521.20371465
PUBLIC_JAN,2025-01-01 06:00:00,2025-01-01 06:10:00,2025-01-01,public_January,1.0693,5369.38,0.0,894.8966666666666,0.0,0.0,0.0,0.0,894.8966666666666,0.0,6000.0,6000.0,0.0,0.0,4784.565028333333
PUBLIC_JAN,2025-01-01 06:10:00,2025-01-01 06:20:00,2025-01-01,public_January,1.0696,5440.8991,0.4169,906.7470333333332,0.0,0.0,0.0,0.0,906.7470333333332,0.0,6000.0,6000.0,0.0,0.0,4849.283134266667
PUBLIC_JAN,2025-01-01 06:20:00,2025-01-01 06:30:00,2025-01-01,public_January,0.9974,5316.893,0.0,886.1488333333333,0.0,0.0,0.0,0.0,886.1488333333333,0.0,6000.0,6000.0,0.0,0.0,4419.224231833333
PUBLIC_JAN,2025-01-01 06:30:00,2025-01-01 06:40:00,2025-01-01,public_January,1.0451,5399.82,0.0,899.9699999999999,0.0,0.0,0.0,0.0,899.9699999999999,0.0,6000.0,6000.0,0.0,0.0,4702.793234999999
PUBLIC_JAN,2025-01-01 06:40:00,2025-01-01 06:50:00,2025-01-01,public_January,1.0684,5447.4007,5.8062,906.9324166666667,0.0,0.0,0.0,0.0,906.9324166666667,0.0,6000.0,6000.0,0.0,0.0,4844.832969833334
PUBLIC_JAN,2025-01-01 06:50:00,2025-01-01 07:00:00,2025-01-01,public_January,1.0267,5444.401,0.0,907.4001666666666,0.0,0.0,0.0,0.0,907.4001666666666,0.0,6000.0,6000.0,0.0,0.0,4658.138755583333
PUBLIC_JAN,2025-01-01 07:00:00,2025-01-01 07:10:00,2025-01-01,public_January,0.9814,5433.63,3.075,905.0925,0.0,0.0,0.0,0.0,905.0925,0.0,6000.0,6000.0,0.0,0.0,4441.2888975
PUBLIC_JAN,2025-01-01 07:10:00,2025-01-01 07:20:00,2025-01-01,public_January,1.0187,5449.2818,175.7953,878.9144166666666,0.0,0.0,0.0,0.0,878.9144166666666,0.0,6000.0,6000.0,0.0,0.0,4476.750581291666
PUBLIC_JAN,2025-01-01 07:20:00,2025-01-01 07:30:00,2025-01-01,public_January,1.0362,5510.0042,421.496,848.0847,0.0,0.0,0.0,0.0,848.0847,0.0,6000.0,6000.0,0.0,0.0,4393.9268307
PUBLIC_JAN,2025-01-01 07:30:00,2025-01-01 07:40:00,2025-01-01,public_January,0.967,5476.0,677.1,799.8166666666666,0.0,0.0,0.0,0.0,799.8166666666666,0.0,6000.0,6000.0,0.0,0.0,3867.113583333333
PUBLIC_JAN,2025-01-01 07:40:00,2025-01-01 07:50:00,2025-01-01,public_January,0.893,5329.4215,950.8112,729.7683833333333,0.0,0.0,0.0,0.0,729.7683833333333,0.0,6000.0,6000.0,0.0,0.0,3258.415831583333
PUBLIC_JAN,2025-01-01 07:50:00,2025-01-01 08:00:00,2025-01-01,public_January,1.136,6084.1163,1255.5705,804.7576333333333,0.0,0.0,0.0,0.0,804.7576333333333,0.0,6000.0,6000.0,0.0,0.0,4571.023357333333
PUBLIC_JAN,2025-01-01 08:00:00,2025-01-01 08:10:00,2025-01-01,public_January,1.5209,7316.0,1592.2875,953.9520833333332,0.0,0.0,0.0,0.0,953.9520833333332,0.0,6000.0,6000.0,0.0,0.0,7254.328617708333
PUBLIC_JAN,2025-01-01 08:10:00,2025-01-01 08:20:00,2025-01-01,public_January,1.5206,7469.4947,1937.5212,921.9955833333333,0.0,0.0,0.0,0.0,921.9955833333333,0.0,6000.0,6000.0,0.0,0.0,7009.932420083333
PUBLIC_JAN,2025-01-01 08:20:00,2025-01-01 08:30:00,2025-01-01,public_January,1.4132,7225.691,2225.1261,833.4274833333332,0.0,0.0,0.0,0.0,833.4274833333332,0.0,6000.0,6000.0,0.0,0.0,5888.998597233332
PUBLIC_JAN,2025-01-01 08:30:00,2025-01-01 08:40:00,2025-01-01,public_January,1.3895,7216.13,2490.1125,787.6695833333333,0.0,0.0,0.0,0.0,787.6695833333333,0.0,6000.0,6000.0,0.0,0.0,5472.334430208333
PUBLIC_JAN,2025-01-01 08:40:00,2025-01-01 08:50:00,2025-01-01,public_January,1.361,7361.7004,2826.3146,755.8976333333333,0.0,0.0,0.0,0.0,755.8976333333333,0.0,6000.0,6000.0,0.0,0.0,5143.883394833332
PUBLIC_JAN,2025-01-01 08:50:00,2025-01-01 09:00:00,2025-01-01,public_January,1.3028,7275.513,3122.1315,692.2302499999998,0.0,0.0,0.0,0.0,692.2302499999998,0.0,6000.0,6000.0,0.0,0.0,4509.187848499999
PUBLIC_JAN,2025-01-01 09:00:00,2025-01-01 09:10:00,2025-01-01,public_January,1.2562,7077.29,3350.9625,621.0545833333333,0.0,0.0,0.0,0.0,621.0545833333333,0.0,6000.0,6000.0,0.0,0.0,3900.8438379166664
PUBLIC_JAN,2025-01-01 09:10:00,2025-01-01 09:20:00,2025-01-01,public_January,1.2749,7221.8762,3601.7977,603.3464166666665,0.0,0.0,0.0,0.0,603.3464166666665,0.0,6000.0,6000.0,0.0,0.0,3846.0317330416656
PUBLIC_JAN,2025-01-01 09:20:00,2025-01-01 09:30:00,2025-01-01,public_January,1.2735,7229.5513,3875.6352,558.9860166666666,0.0,0.0,0.0,0.0,558.9860166666666,0.0,6000.0,6000.0,0.0,0.0,3559.343461125
PUBLIC_JAN,2025-01-01 09:30:00,2025-01-01 09:40:00,2025-01-01,public_January,1.2135,7099.33,4149.825,491.58416666666665,0.0,0.0,0.0,0.0,491.58416666666665,0.0,6000.0,6000.0,0.0,0.0,2982.68693125
PUBLIC_JAN,2025-01-01 09:40:00,2025-01-01 09:50:00,2025-01-01,public_January,1.1586,7297.1521,4403.4802,482.27865,0.0,0.0,0.0,0.0,482.27865,0.0,6000.0,6000.0,0.0,0.0,2793.8402194500004
PUBLIC_JAN,2025-01-01 09:50:00,2025-01-01 10:00:00,2025-01-01,public_January,1.2464,7313.1756,4624.7505,448.0708499999999,0.0,0.0,0.0,0.0,448.0708499999999,0.0,6000.0,6000.0,0.0,0.0,2792.377537199999
