group,date,update_hour,published_at,remaining_intervals,state_at_update_kWh,old_ordinary_yuan,old_adjustment_yuan,old_predicted_emergency_yuan,old_predicted_total_yuan,new_ordinary_yuan,new_adjustment_yuan,new_predicted_emergency_yuan,new_predicted_total_yuan,delta_predicted_yuan,accepted,revision_kWh
Q43_S2,2025-02-01,6,2025-02-01 06:00,109,10209.798703703704,10300.53525628796,0.0,0.0,10300.53525628796,6070.356892665309,2115.0891818113255,0.0,8185.446074476635,-2115.089181811325,True,7451.8181395138445
Q43_S2,2025-02-01,12,2025-02-01 12:00,73,6709.567392037039,6070.35689266531,1891.2923024217387,11529.38310926237,19491.032304349417,7813.8472754329305,1019.5471110379281,0.0,8833.394386470858,-10657.63791787856,True,2459.2851708574435
Q43_S2,2025-02-01,18,2025-02-01 18:00,37,10396.134063488094,4086.3939995645705,77.31759745462516,1415.7262808734822,5579.4378778926775,4365.592860695287,115.86647860118362,0.0,4481.45933929647,-1097.9785385962077,True,346.83575348911967
Q43_S2,2025-02-02,6,2025-02-02 06:00,109,10800.0,49511.8375314574,0.0,0.0,49511.8375314574,40134.27963787533,4688.778946791031,0.0,44823.05858466636,-4688.778946791041,True,10266.520885887097
Q43_S2,2025-02-02,12,2025-02-02 12:00,73,5369.069525484816,29553.891175842597,2959.145445472439,22742.485140501984,55255.52176181702,33375.450441022396,1048.3658128825446,1.7596879509085284e-12,34423.816253904944,-20831.705507912076,True,4049.981049476844
Q43_S2,2025-02-02,18,2025-02-02 18:00,37,10800.0,13036.989859335485,124.74592191917453,0.0,13161.73578125466,12895.285030548068,195.59833631288117,0.0,13090.88336686095,-70.8524143937102,True,145.55962779923163
Q43_S2,2025-02-03,6,2025-02-03 06:00,109,10800.0,52021.84208034156,0.0,893.9200094460025,52915.76208978756,47608.875392739355,2366.1834445918043,0.0,49975.05883733116,-2940.7032524563983,True,5343.407016351089
Q43_S2,2025-02-03,12,2025-02-03 12:00,73,5970.902121659282,34903.54051175714,1406.267566466664,177.46776090186745,36487.27583912567,33960.48166986553,1731.1683645386188,0.0,35691.65003440415,-795.6258047215233,True,1453.826596218606
Q43_S2,2025-02-03,18,2025-02-03 18:00,37,10800.0,13186.878808388552,46.49366472610501,44.504355945880754,13277.876829060539,13179.34475905456,50.26068939309941,0.0,13229.605448447659,-48.27138061287951,True,121.22955884542552
Q43_S2,2025-02-04,6,2025-02-04 06:00,109,10800.0,52304.244896858174,0.0,622.7012547469832,52926.94615160516,48779.89938442671,1878.0011640006123,0.0,50657.90054842732,-2269.0456031778376,True,4387.984901899003
Q43_S2,2025-02-04,12,2025-02-04 12:00,73,6984.4777445237305,34133.51364126748,1777.2933764822342,0.9628824429607407,35911.769900192674,32431.684658832022,2512.3794599150797,0.0,34944.064118747105,-967.7057814455693,True,2245.6473231118557
Q43_S2,2025-02-04,18,2025-02-04 18:00,37,10692.700592325325,12500.259691695243,46.739931327583484,810.3128002482556,13357.312423271082,12662.158648649429,59.82756581160267,0.0,12721.986214461032,-635.3262088100491,True,156.1337095244869
