strategy_id,date,initial_kWh,final_kWh,planned_kWh,emergency_kWh,unused_kWh,charge_kWh,discharge_kWh,planned_cost_yuan,emergency_cost_yuan,total_cost_yuan,emergency_slots,emergency_events,theta,theta_preset,residual_days,fallback_reason,solver_seconds,mip_gap,milp_fallback
B_fixed_q65,2025-02-01,8801.462273333342,9652.765652222231,45805.09593374486,0.0,6984.607371193419,19348.10309588477,14905.790466666665,23665.198985628147,0.0,23665.198985628147,0,0,0.65,0.65,28,,0.05507470015436411,0.0,False
B_fixed_q65,2025-02-02,9652.765652222231,10234.337194814825,91628.75072119341,0.0,8505.046138477366,22336.90654938272,17569.479916666667,57920.637334681436,0.0,57920.637334681436,0,0,0.65,0.65,28,,0.04114300012588501,0.0,False
B_fixed_q65,2025-02-03,10234.337194814825,10661.282110000015,88774.73398641974,0.0,3706.571462962964,23510.503156790124,18659.257133333333,55748.840292470966,0.0,55748.840292470966,0,0,0.65,0.65,28,,0.036083299899473786,0.0,False
B_fixed_q65,2025-02-04,10661.282110000015,10800.0,90604.63375740741,0.0,4712.543857407419,24065.157099999986,19367.93115,56918.16357056777,0.0,56918.16357056777,0,0,0.65,0.65,28,,0.03204159997403622,0.0,False
B_fixed_q65,2025-02-05,10800.0,10800.0,91386.17855493826,0.0,6254.460023868319,23069.955514403286,18686.663966666667,57786.7794492305,0.0,57786.7794492305,0,0,0.65,0.65,28,,0.053324000211432576,0.0,False
B_fixed_q65,2025-02-06,10800.0,10800.0,90997.53324012345,1.7411333333330958,6484.526279423873,22335.21514403291,18091.52426666666,57463.30421383722,10.170830366665278,57473.475044203886,1,1,0.65,0.65,28,,0.020105799892917275,2.5323840018344674e-16,False
B_fixed_q65,2025-02-07,10800.0,10800.0,43285.03628395062,0.0,7714.296135596709,19816.107798353907,16051.047316666663,22277.765453662592,0.0,22277.765453662592,0,0,0.65,0.65,28,,0.0661278001498431,0.0,False
B_fixed_q65,2025-02-08,10800.0,10800.0,38567.52746666666,62.06058100000115,3201.517305144027,20267.936978189307,16417.028952333338,19881.113372319996,379.376331653007,20260.489703973002,1,1,0.65,0.65,28,,0.04701180011034012,0.0,False
B_fixed_q65,2025-02-09,10800.0,10769.032709999998,83520.45826737859,1154.6191180000042,588.6104775720219,23994.323695473242,19463.272754333328,52109.18855624471,7061.737555602528,59170.92611184724,9,5,0.65,0.65,28,,0.04665150004439056,0.0,False
B_fixed_q65,2025-02-10,10769.032709999998,10722.075973888886,86684.52004773662,0.0,8360.608610288065,21260.71008744856,17263.436233333334,54218.15162431593,0.0,54218.15162431593,0,0,0.65,0.65,28,,0.04596189991571009,0.0,False
B_fixed_q65,2025-02-11,10722.075973888886,10733.207878888885,80248.008659465,457.2222389999977,931.121783333333,23913.12245946502,19359.610477666673,49716.73696506837,2366.142508645816,52082.87947371419,11,4,0.65,0.65,28,,0.0393068001139909,0.0,False
B_fixed_q65,2025-02-12,10733.207878888885,10719.879073888884,81485.89101433333,343.0881949999991,2227.490309259256,22877.62469074074,18542.871924,50654.73700380203,2232.869542361658,52887.60654616369,6,2,0.65,0.65,28,,0.037615600042045116,0.0,False
B_fixed_q65,2025-02-13,10719.879073888884,10748.065752222217,81793.70551069958,58.0553453333318,6497.390606995879,21050.12222037037,17025.230988,50979.429851734356,340.64766382532406,51320.07751555968,2,2,0.65,0.65,28,,0.05387980001978576,0.0,False
B_fixed_q65,2025-02-14,10748.065752222217,10784.749174444438,36101.25241991358,235.34946133333426,2400.270889300413,21586.916290946494,17452.38711566666,18603.366279275753,1438.691257130672,20042.057536406424,1,1,0.65,0.65,28,,0.04347650008276105,0.0,False
B_fixed_q65,2025-02-15,10784.749174444438,10644.815734444437,36222.032047938264,81.66208333333196,3094.9069895061775,21340.19019876542,17411.494156999994,18757.899591330268,378.8984475833274,19136.798038913596,5,1,0.65,0.65,28,,0.07436299999244511,0.0,False
B_fixed_q65,2025-02-16,10644.815734444437,10603.977132407403,80452.864844,394.5720668333328,973.6336882716009,23858.836128395065,19362.412005833336,49665.21806996198,2203.5475367945796,51868.765606756555,5,4,0.65,0.65,28,,0.03799440013244748,0.0,False
B_fixed_q65,2025-02-17,10603.977132407403,10626.074702222217,81315.68854999999,98.26426750000314,6301.315243415644,20573.087339917685,16644.312932499997,50203.789264822975,685.4915300800219,50889.280794902996,1,1,0.65,0.65,28,,0.037087100092321634,0.0,False
B_fixed_q65,2025-02-18,10626.074702222217,10716.000738703699,77324.31852962961,111.31909083333426,787.5907771604972,23556.450669135796,18999.791609166663,47483.92360228246,693.559500986673,48177.483103269136,2,2,0.65,0.65,28,,0.033719400176778436,0.0,False
B_fixed_q65,2025-02-19,10716.000738703699,10494.661506851848,77953.684024,717.9090491666666,1483.3799833333314,23726.794816666665,19417.909110166664,47972.50423179194,3944.75822521209,51917.262457004035,11,5,0.65,0.65,28,,0.028389399871230125,0.0,False
