strategy_id,alpha,date,slot,nominal_charge_kWh,nominal_discharge_kWh,nominal_unused_kWh,nominal_binary_mode,nominal_state_start_kWh,nominal_state_end_kWh,nominal_planned_cost_yuan
F10_load_shape,0.8,2025-02-01,0,553.9308074073981,0.0,0.0,0.9999999999999984,8801.462273333342,9300.0,429.23501929747414
F10_load_shape,0.8,2025-02-01,1,833.3333333333333,0.0,0.0,1.0,9300.0,10050.0,548.3400637369542
F10_load_shape,0.8,2025-02-01,2,0.0,0.0,0.0,0.0,10050.0,10050.0,200.215726368372
F10_load_shape,0.8,2025-02-01,3,0.0,0.0,0.0,0.0,10050.0,10050.0,200.38813453712302
F10_load_shape,0.8,2025-02-01,4,0.0,0.0,0.0,0.0,10050.0,10050.0,204.41056895784618
F10_load_shape,0.8,2025-02-01,5,0.0,0.0,0.0,0.0,10050.0,10050.0,213.49313595075355
F10_load_shape,0.8,2025-02-01,6,0.0,0.0,0.0,0.0,10050.0,10050.0,213.97181443350584
F10_load_shape,0.8,2025-02-01,7,0.0,0.0,0.0,0.0,10050.0,10050.0,210.3294924087665
F10_load_shape,0.8,2025-02-01,8,0.0,0.0,0.0,-0.0,10050.0,10050.0,213.10602872901498
F10_load_shape,0.8,2025-02-01,9,0.0,0.0,0.0,0.0,10050.0,10050.0,214.15360120229394
F10_load_shape,0.8,2025-02-01,10,0.0,0.0,0.0,0.0,10050.0,10050.0,221.35363043944406
F10_load_shape,0.8,2025-02-01,11,0.0,0.0,0.0,0.0,10050.0,10050.0,231.07085474167124
F10_load_shape,0.8,2025-02-01,12,0.0,0.0,0.0,0.0,10050.0,10050.0,217.60517000740023
F10_load_shape,0.8,2025-02-01,13,0.0,0.0,0.0,0.0,10050.0,10050.0,222.91943997590425
F10_load_shape,0.8,2025-02-01,14,0.0,0.0,0.0,0.0,10050.0,10050.0,228.6465426611207
F10_load_shape,0.8,2025-02-01,15,0.0,0.0,0.0,0.0,10050.0,10050.0,225.71253100062796
F10_load_shape,0.8,2025-02-01,16,0.0,0.0,0.0,0.0,10050.0,10050.0,236.33554712732362
