month,planned_kWh,emergency_kWh,unused_kWh,charge_kWh,discharge_kWh,loss_kWh,planned_cost_yuan,emergency_cost_yuan,total_cost_yuan,emergency_slots,emergency_events
2025-02,1973274.8729885477,1241.9533818447937,151591.96279083416,585316.1289810663,476270.93746817444,111450.60595012603,1196657.0268652688,6539.2549932501415,1203196.281858519,32,21
2025-03,1841564.9975319738,4385.552145481806,204279.2912179349,605413.8449956257,490060.25300277164,114992.52372209277,1096141.3379751272,28400.000861656863,1124541.338836784,30,9
2025-04,1586355.992377752,6362.246822951628,270028.9269234152,554471.5789809031,449511.8657036147,105392.92075404752,921286.210028496,40499.60445888109,961785.8144873771,23,6
2025-05,1607534.7353186845,6118.835090655497,322997.07873131084,541205.6355736095,437359.6088622468,102716.07565316618,951891.5417154212,38379.6958656838,990271.2375811051,42,13
2025-06,2102002.194306761,16491.45810793962,263133.1432044332,556216.9469079574,450849.60388102307,105716.09512202055,1306036.014696412,105875.88981783418,1411911.9045142464,66,21
2025-07,2302229.300059643,8821.362629197816,253907.80395111954,592519.6216990489,480196.0224779941,112607.07577857093,1440389.6918396489,55479.040103696956,1495868.7319433459,83,30
2025-08,2002633.8184738134,4779.147837233314,316518.31752595544,561429.0005077772,454647.2159893526,106659.25738292803,1252050.5700542452,31800.711861387397,1283851.2819156325,64,34
2025-09,1770966.2095069706,7045.376755745979,283171.104012499,563756.6628672142,457300.04786699655,107186.78271638772,1090227.5569102052,45830.70419703376,1136058.261107239,39,16
2025-10,1836529.8759877686,2201.7238887656276,249210.5387854705,601741.3822663121,487353.9122085816,114324.57291647364,1107060.9209660983,14022.107181656504,1121083.0281477547,29,11
2025-11,2054148.6202619886,303.0467495504813,148693.95313932755,619730.1273665188,501944.8214776406,117744.65956750087,1260808.8877843295,1902.698159087633,1262711.585943417,8,7
2025-12,2644104.702656389,8689.557916856895,154491.43833134067,707648.134298276,573382.2482897037,134473.9521286836,1653288.7707881574,43809.03867593516,1697097.8094640924,37,13
