strategy_id,alpha,date,day_index,elapsed_seconds,mip_gap,mip_node_count,fallback,residual_days,reason,check_bus_balance_max_abs_kWh,check_battery_balance_max_abs_kWh,check_boundary_error_kWh,check_state_bound_violation_kWh,check_flow_bound_violation_kWh,check_simultaneous_charge_discharge_kWh,check_binary_integrality_error,check_binary_bound_violation,check_binary_gate_violation_kWh
F10_load_shape,0.8,2025-02-01,31,0.02468530018813908,0.0,1,False,28,,2.2737367544323206e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,1.5543122344752192e-15,0.0,0.0
F10_load_shape,0.8,2025-02-02,32,0.022314999951049685,0.0,1,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,1.9984014443252818e-15,1.9984014443252818e-15,1.6653345369377346e-12
F10_load_shape,0.8,2025-02-03,33,0.028554199961945415,0.0,1,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,6.217248937900877e-15,6.217248937900877e-15,5.1810407815840636e-12
F10_load_shape,0.8,2025-02-04,34,0.03243799996562302,0.0,1,False,28,,1.1368683772161603e-13,1.0231815394945443e-12,0.0,0.0,0.0,0.0,2.7755575615628914e-15,0.0,0.0
F10_load_shape,0.8,2025-02-05,35,0.014018800109624863,0.0,1,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F10_load_shape,0.8,2025-02-06,36,0.027549999998882413,0.0,1,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,2.9976021664879227e-15,1.1102230246251565e-15,9.25185853854297e-13
F10_load_shape,0.8,2025-02-07,37,0.03554139984771609,0.0,1,False,28,,1.1368683772161603e-13,1.6484591469634324e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F10_load_shape,0.8,2025-02-08,38,0.04179790010675788,0.0,1,False,28,,2.2737367544323206e-13,1.5916157281026244e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F10_load_shape,0.8,2025-02-09,39,0.02557970001362264,0.0,1,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,3.3306690738754696e-16,0.0,0.0
F10_load_shape,0.8,2025-02-10,40,0.026116300141438842,0.0,1,False,28,,1.1368683772161603e-13,7.958078640513122e-13,0.0,0.0,0.0,0.0,3.3306690738754696e-15,0.0,0.0
F10_load_shape,0.8,2025-02-11,41,0.03204139997251332,0.0,1,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,6.661338147750939e-16,6.661338147750939e-16,5.551115123125783e-13
F10_load_shape,0.8,2025-02-12,42,0.031140699982643127,0.0,1,False,28,,1.1368683772161603e-13,1.0231815394945443e-12,0.0,0.0,0.0,0.0,3.9968028886505635e-15,3.9968028886505635e-15,3.3306690738754692e-12
F10_load_shape,0.8,2025-02-13,43,0.027512999949976802,0.0,1,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F10_load_shape,0.8,2025-02-14,44,0.043229399947449565,0.0,1,False,28,,2.2737367544323206e-13,9.805489753489383e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F10_load_shape,0.8,2025-02-15,45,0.05369609990157187,0.0,1,False,28,,2.2737367544323206e-13,1.2789769243681803e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F10_load_shape,0.8,2025-02-16,46,0.02586719999089837,0.0,1,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,5.662137425588298e-15,0.0,0.0
F10_load_shape,0.8,2025-02-17,47,0.021683699917048216,0.0,1,False,28,,1.1368683772161603e-13,7.958078640513122e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F10_load_shape,0.8,2025-02-18,48,0.021517599932849407,0.0,1,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,1.9053281476010215e-16,0.0,0.0
F10_load_shape,0.8,2025-02-19,49,0.026349900057539344,0.0,1,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,9.251858538543e-13,0.0,2.9976021664879227e-15,1.11022302462516e-15,9.25185853854297e-13
F10_load_shape,0.8,2025-02-20,50,0.02018659980967641,0.0,1,False,28,,1.1368683772161603e-13,7.673861546209082e-13,0.0,0.0,0.0,0.0,2.6645352591003757e-15,0.0,0.0
