strategy_id,alpha,date,day_index,elapsed_seconds,mip_gap,mip_node_count,fallback,residual_days,reason,check_bus_balance_max_abs_kWh,check_battery_balance_max_abs_kWh,check_boundary_error_kWh,check_state_bound_violation_kWh,check_flow_bound_violation_kWh,check_simultaneous_charge_discharge_kWh,check_binary_integrality_error,check_binary_bound_violation,check_binary_gate_violation_kWh
L_q70,0.7,2025-02-01,31,0.02699670009315014,0.0,1,False,28,,5.684341886080802e-14,9.094947017729282e-13,0.0,0.0,0.0,0.0,1.5543122344752192e-15,0.0,0.0
L_q70,0.7,2025-02-02,32,0.028881199890747666,0.0,1,False,28,,1.1368683772161603e-13,9.663381206337363e-13,0.0,0.0,0.0,0.0,1.9984014443252818e-15,0.0,0.0
L_q70,0.7,2025-02-03,33,0.039559399941936135,0.0,1,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,1.9984014443252818e-15,1.9984014443252818e-15,1.6653345369377346e-12
L_q70,0.7,2025-02-04,34,0.023725199978798628,0.0,1,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L_q70,0.7,2025-02-05,35,0.03277240018360317,0.0,1,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,3.3306690738754696e-15,0.0,0.0
L_q70,0.7,2025-02-06,36,0.023296100087463856,0.0,1,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L_q70,0.7,2025-02-07,37,0.04118569986894727,0.0,1,False,28,,2.2737367544323206e-13,1.3358203432289883e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L_q70,0.7,2025-02-08,38,0.03439990011975169,0.0,1,False,28,,2.2737367544323206e-13,9.947598300641403e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L_q70,0.7,2025-02-09,39,0.03330540005117655,0.0,1,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,2.220446049250313e-16,2.220446049250313e-16,1.850371707708594e-13
L_q70,0.7,2025-02-10,40,0.02581409993581474,0.0,1,False,28,,2.2737367544323206e-13,9.663381206337363e-13,0.0,0.0,0.0,0.0,2.886579864025407e-15,0.0,0.0
L_q70,0.7,2025-02-11,41,0.029493799898773432,0.0,1,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,1.4303954755030335e-14,0.0,0.0
L_q70,0.7,2025-02-12,42,0.0258434999268502,0.0,1,False,28,,1.1368683772161603e-13,8.526512829121202e-13,0.0,0.0,0.0,0.0,1.00457947545211e-14,0.0,0.0
L_q70,0.7,2025-02-13,43,0.038393299793824553,0.0,1,False,28,,2.2737367544323206e-13,1.0231815394945443e-12,0.0,0.0,0.0,0.0,9.992007221626409e-15,0.0,0.0
L_q70,0.7,2025-02-14,44,0.05352600011974573,0.0,1,False,28,,2.2737367544323206e-13,1.7053025658242404e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L_q70,0.7,2025-02-15,45,0.03459729999303818,0.0,1,False,28,,2.2737367544323206e-13,9.094947017729282e-13,0.0,3.183231456205249e-12,6.536993168992922e-12,0.0,1.4210854715202004e-14,1.4210854715202004e-14,1.1842378929335002e-11
L_q70,0.7,2025-02-16,46,0.02639230014756322,0.0,1,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,8.215650382226158e-15,8.881784197001252e-16,7.401486830834376e-13
L_q70,0.7,2025-02-17,47,0.02242109994404018,0.0,1,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,1.5543122344752192e-15,1.5543122344752192e-15,1.2952601953960159e-12
L_q70,0.7,2025-02-18,48,0.023402299964800477,0.0,1,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,5.10702591327572e-15,2.0539125955565396e-15,1.7115938296304496e-12
L_q70,0.7,2025-02-19,49,0.038027500035241246,0.0,1,False,28,,1.1368683772161603e-13,1.0231815394945443e-12,0.0,0.0,0.0,0.0,3.4861002973229915e-14,3.4861002973229915e-14,2.905083581102493e-11
L_q70,0.7,2025-02-20,50,0.02156320004723966,0.0,1,False,28,,1.1368683772161603e-13,8.455458555545192e-13,0.0,0.0,0.0,0.0,1.5654144647214707e-14,1.9984014443252818e-15,1.6653345369377346e-12
L_q70,0.7,2025-02-21,51,0.024429399985820055,0.0,1,False,28,,2.2737367544323206e-13,9.094947017729282e-13,0.0,0.0,2.8421709430404007e-13,0.0,1.0837792323689305e-15,6.661338147750939e-16,5.551115123125783e-13
L_q70,0.7,2025-02-22,52,0.08001330005936325,0.0,1,False,28,,2.2737367544323206e-13,1.6484591469634324e-12,0.0,0.0,1.480297366166875e-12,0.0,4.5049779377025306e-14,1.7763568394002503e-15,0.0
L_q70,0.7,2025-02-23,53,0.02639609994366765,0.0,1,False,28,,2.2737367544323206e-13,7.318590178329032e-13,0.0,0.0,0.0,0.0,4.439370575370972e-15,1.9984014443252818e-15,1.6653345369377346e-12
L_q70,0.7,2025-02-24,54,0.023898599902167916,0.0,1,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,1.9984014443252818e-15,1.9984014443252818e-15,1.6653345369377346e-12
L_q70,0.7,2025-02-25,55,0.028305600164458156,0.0,1,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,6.772360450213455e-15,0.0,0.0
L_q70,0.7,2025-02-26,56,0.025459600146859884,0.0,1,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,1.619075244245023e-12,0.0,5.773159728050814e-15,5.329070518200751e-15,4.440892098500626e-12
L_q70,0.7,2025-02-27,57,0.026336500188335776,0.0,1,False,28,,1.1368683772161603e-13,9.379164112033322e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L_q70,0.7,2025-02-28,58,0.034846399910748005,0.0,1,False,28,,1.1368683772161603e-13,8.242295734817162e-13,0.0,0.0,0.0,0.0,7.105427357601002e-15,0.0,0.0
L_q70,0.7,2025-03-01,59,0.03302190010435879,0.0,1,False,28,,2.2737367544323206e-13,7.673861546209082e-13,0.0,0.0,0.0,0.0,7.572889683758957e-15,7.572889683758957e-15,6.310741403132464e-12
L_q70,0.7,2025-03-02,60,0.03408399992622435,0.0,1,False,28,,2.2737367544323206e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,3.3306690738754696e-15,3.3306690738754696e-15,2.775557561562891e-12
L_q70,0.7,2025-03-03,61,0.03677090001292527,0.0,1,False,28,,1.1368683772161603e-13,7.958078640513122e-13,0.0,0.0,0.0,0.0,1.4432899320127035e-15,4.440892098500626e-16,3.700743415417188e-13
L_q70,0.7,2025-03-04,62,0.025983900064602494,0.0,1,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,1.9984014443252818e-15,1.9984014443252818e-15,1.6653345369377346e-12
L_q70,0.7,2025-03-05,63,0.02344799996353686,0.0,1,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,2.2105774001425337e-12,0.0,2.8310687127941492e-14,2.652692880171041e-15,9.25185853854297e-13
L_q70,0.7,2025-03-06,64,0.034064400009810925,0.0,1,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,1.4876988529977098e-14,1.4876988529977098e-14,1.239749044164758e-11
L_q70,0.7,2025-03-07,65,0.05956199998036027,0.0,1,False,28,,2.2737367544323206e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L_q70,0.7,2025-03-08,66,0.02709740004502237,0.0,1,False,28,,2.2737367544323206e-13,8.526512829121202e-13,0.0,0.0,0.0,0.0,2.6645352591003757e-15,0.0,0.0
L_q70,0.7,2025-03-09,67,0.040905400179326534,0.0,1,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,3.268990016951878e-12,0.0,4.6629367034256575e-15,4.6629367034256575e-15,3.885780586188048e-12
L_q70,0.7,2025-03-10,68,0.0396696999669075,0.0,1,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L_q70,0.7,2025-03-11,69,0.052553300047293305,0.0,1,False,28,,1.1368683772161603e-13,1.8189894035458565e-12,0.0,0.0,0.0,0.0,1.7763568394002552e-16,1.7763568394002552e-16,1.4802973661668793e-13
L_q70,0.7,2025-03-12,70,0.023014099802821875,0.0,1,False,28,,1.1368683772161603e-13,8.455458555545192e-13,0.0,0.0,0.0,0.0,2.220446049250313e-15,0.0,0.0
L_q70,0.7,2025-03-13,71,0.03569360007531941,0.0,1,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L_q70,0.7,2025-03-14,72,0.02493529999628663,0.0,1,False,28,,5.684341886080802e-14,8.526512829121202e-13,0.0,0.0,6.821210263296962e-13,0.0,2.9976021664879227e-15,1.5543122344752192e-15,1.2952601953960159e-12
L_q70,0.7,2025-03-15,73,0.0969883999787271,1.1499830117176672e-16,1,False,28,,2.2737367544323206e-13,1.3642420526593924e-12,0.0,0.0,3.069544618483633e-12,0.0,0.0,0.0,0.0
L_q70,0.7,2025-03-16,74,0.029035300016403198,0.0,1,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,1.7974510768681284e-13,2.220446049250311e-15,1.8503717077085923e-12
L_q70,0.7,2025-03-17,75,0.029221300035715103,0.0,1,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,1.887379141862766e-15,0.0,0.0
L_q70,0.7,2025-03-18,76,0.0238690001424402,0.0,1,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,3.1086244689504383e-15,1.9984014443252818e-15,1.6653345369377346e-12
L_q70,0.7,2025-03-19,77,0.03397899982519448,0.0,1,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,5.273559366969477e-15,0.0,0.0
L_q70,0.7,2025-03-20,78,0.02278100000694394,0.0,1,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,2.6645352591003757e-15,2.6645352591003757e-15,2.220446049250313e-12
L_q70,0.7,2025-03-21,79,0.025463599944487214,0.0,1,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L_q70,0.7,2025-03-22,80,0.028010600013658404,0.0,1,False,28,,1.1368683772161603e-13,8.810729923425242e-13,0.0,0.0,0.0,0.0,1.4432899320127035e-15,0.0,0.0
L_q70,0.7,2025-03-23,81,0.022278000134974718,0.0,1,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,4.551914400963142e-15,1.9984014443252818e-15,1.6653345369377346e-12
L_q70,0.7,2025-03-24,82,0.026238999795168638,0.0,1,False,28,,1.1368683772161603e-13,1.0231815394945443e-12,0.0,0.0,0.0,0.0,1.1102230246251565e-16,0.0,0.0
L_q70,0.7,2025-03-25,83,0.030890899943187833,0.0,1,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,3.3306690738754696e-15,3.3306690738754696e-15,2.775557561562891e-12
L_q70,0.7,2025-03-26,84,0.03146440000273287,0.0,1,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,1.3322676295501878e-15,1.3322676295501878e-15,1.1102230246251565e-12
L_q70,0.7,2025-03-27,85,0.0467268000356853,0.0,1,False,28,,1.1368683772161603e-13,3.808509063674137e-12,0.0,0.0,0.0,0.0,5.995204332975845e-15,0.0,0.0
L_q70,0.7,2025-03-28,86,0.025918400147929788,0.0,1,False,28,,2.2737367544323206e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,1.9984014443252818e-15,0.0,0.0
L_q70,0.7,2025-03-29,87,0.025128800189122558,0.0,1,False,28,,2.2737367544323206e-13,8.526512829121202e-13,0.0,0.0,0.0,0.0,6.661338147750939e-16,6.661338147750939e-16,5.551115123125783e-13
L_q70,0.7,2025-03-30,88,0.037311699939891696,0.0,1,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L_q70,0.7,2025-03-31,89,0.029671800090000033,0.0,1,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,1.0658141036401503e-14,1.0658141036401503e-14,8.881784197001252e-12
L_q70,0.7,2025-04-01,90,0.025583399925380945,0.0,1,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,9.868649107779232e-13,0.0,1.3322676295501878e-15,1.3322676295501878e-15,1.1102230246251565e-12
L_q70,0.7,2025-04-02,91,0.03097439999692142,0.0,1,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,3.3306690738754696e-16,0.0,0.0
L_q70,0.7,2025-04-03,92,0.023365400033071637,0.0,1,False,28,,1.1368683772161603e-13,1.0231815394945443e-12,0.0,0.0,0.0,0.0,8.881784197001252e-15,8.881784197001252e-15,7.401486830834376e-12
L_q70,0.7,2025-04-04,93,0.021625799825415015,0.0,1,False,28,,2.2737367544323206e-13,9.663381206337363e-13,0.0,0.0,0.0,0.0,5.828670879282054e-15,2.220446049250313e-16,1.850371707708594e-13
L_q70,0.7,2025-04-05,94,0.0237873001024127,0.0,1,False,28,,1.1368683772161603e-13,7.958078640513122e-13,0.0,0.0,0.0,0.0,4.0490377943803284e-16,4.0490377943803284e-16,3.3741981619836065e-13
L_q70,0.7,2025-04-06,95,0.038117799907922745,0.0,1,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,1.354472090042691e-14,1.354472090042691e-14,1.1287267417022424e-11
L_q70,0.7,2025-04-07,96,0.026122900191694498,0.0,1,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,8.881784197001252e-15,8.881784197001252e-15,7.401486830834376e-12
L_q70,0.7,2025-04-08,97,0.02601140015758574,0.0,1,False,28,,1.1368683772161603e-13,9.059419880941277e-13,0.0,0.0,0.0,0.0,1.5543122344752192e-15,0.0,0.0
L_q70,0.7,2025-04-09,98,0.03995130001567304,0.0,1,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,1.7763568394002505e-15,0.0,0.0
L_q70,0.7,2025-04-10,99,0.042241099989041686,0.0,1,False,28,,1.1368683772161603e-13,1.2931877790833823e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L_q70,0.7,2025-04-11,100,0.031191900139674544,0.0,1,False,28,,1.1368683772161603e-13,7.958078640513122e-13,0.0,0.0,0.0,0.0,5.689893001203907e-15,2.220446049250313e-15,1.850371707708594e-12
L_q70,0.7,2025-04-12,101,0.027517100097611547,0.0,1,False,28,,2.2737367544323206e-13,8.810729923425242e-13,0.0,0.0,3.524291969370097e-12,0.0,4.6629367034256575e-15,4.6629367034256575e-15,3.885780586188048e-12
L_q70,0.7,2025-04-13,102,0.0258971001021564,0.0,1,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,5.551115123125783e-15,5.551115123125783e-15,4.625929269271485e-12
L_q70,0.7,2025-04-14,103,0.049968300154432654,0.0,1,False,28,,1.1368683772161603e-13,1.3642420526593924e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L_q70,0.7,2025-04-15,104,0.03255679993890226,0.0,1,False,28,,1.1368683772161603e-13,8.384404281969182e-13,0.0,0.0,0.0,0.0,4.9960036108132044e-14,4.9960036108132044e-14,4.1633363423443364e-11
L_q70,0.7,2025-04-16,105,0.03306800010614097,0.0,1,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,1.5765166949677223e-14,1.5765166949677223e-14,1.3137639124731019e-11
L_q70,0.7,2025-04-17,106,0.023989900015294552,0.0,1,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,9.088101045605882e-16,9.088101045605882e-16,7.573417538004901e-13
