month,planned_kWh,emergency_kWh,unused_kWh,charge_kWh,discharge_kWh,loss_kWh,planned_cost_yuan,emergency_cost_yuan,total_cost_yuan,emergency_slots,emergency_events
2025-02,1933392.6344689927,5443.757656329795,114103.09564465437,595890.4186729313,485036.7942589298,113482.01900717424,1168517.0746999015,32053.08580569701,1200570.1605055986,74,34
2025-03,1789972.6033557323,12803.866701103665,159164.62884003628,616661.5748556266,499367.4001054934,117151.42416395083,1060457.2276844578,79593.35902183174,1140050.5867062896,87,26
2025-04,1532465.017547876,13695.641379694285,222647.135574589,557603.1395832606,451819.21523027914,105962.44898391266,889465.853005069,89359.49513216963,978825.3481372385,52,17
2025-05,1550991.8289072125,9098.734084836598,267236.27097332425,553503.5053908824,447459.6783388242,105068.09257673539,914516.235435352,57522.49648623364,972038.7319215856,66,26
2025-06,2021316.8568836236,24861.246509747267,187604.84277645996,572705.6766771543,464125.5822435765,108840.07680589061,1246388.3715600711,155860.81423035578,1402249.1857904268,135,38
2025-07,2232810.780015732,14126.080415071352,186687.85844641743,607005.3010231989,491575.55855547934,115320.03660848428,1392290.023359725,88261.39003947075,1480551.4133991958,123,42
2025-08,1936052.552862012,14463.529796691,259061.8921132979,566731.045210176,459389.71893143735,107716.40662451067,1210282.1091694797,96147.07500225517,1306429.1841717348,112,50
2025-09,1709422.8867766263,14555.086591934487,226420.66154309717,577637.6963355624,468464.2517600985,109815.35316245609,1049062.0368516494,92754.59968560317,1141816.6365372525,91,39
2025-10,1785355.0111004722,8757.299191558255,202169.42504640896,613932.1923764688,497122.89816418046,116629.09681144473,1069156.2950726235,55493.63515487137,1124649.930227495,81,31
2025-11,2015907.0187404635,1741.439081522024,108893.1192748133,635162.7407272852,514379.810163446,120669.58631311143,1232494.473225233,10235.249708712492,1242729.7229339455,32,17
2025-12,2593385.3600877295,11636.719609816782,103653.5577569572,724011.1020315951,586679.516324339,137587.7231280861,1615651.2222441914,61027.128096790664,1676678.350340982,55,20
