strategy_id,date,initial_kWh,final_kWh,planned_kWh,emergency_kWh,unused_kWh,charge_kWh,discharge_kWh,loss_kWh,planned_cost_yuan,emergency_cost_yuan,total_cost_yuan,emergency_slots,emergency_events,theta,theta_preset,residual_days,fallback_reason,solver_seconds,mip_gap,milp_fallback,nominal_terminal_error_kWh
R1_load_ridge,2025-02-01,8801.462273333342,8178.300891861848,52024.96192618322,0.0,15104.682347737318,16331.309939141656,13789.206294029087,3165.265026584065,27784.72363377056,0.0,27784.72363377056,0,0,0.80,0.80,28,,0.024097800021991134,0.0,False,0.0
R1_load_ridge,2025-02-02,8178.300891861848,7856.176403224891,96227.2957124583,0.0,14399.519128675467,19796.898281874186,16325.399648091348,3793.623122419792,61998.79770077045,0.0,61998.79770077045,0,0,0.80,0.80,28,,0.021764100063592196,0.0,False,0.0
R1_load_ridge,2025-02-03,7856.176403224891,6855.158188911135,89921.87868807754,0.0,6733.539963189533,20380.7295672126,17409.30734232458,3972.4404392017695,57215.17156861445,0.0,57215.17156861445,0,0,0.80,0.80,28,,0.014651200035586953,0.0,False,0.0
R1_load_ridge,2025-02-04,6855.158188911135,6985.534831715508,91900.74794665506,0.0,6161.888320475787,23298.19314555438,18754.197469375114,4413.619033374897,58132.23914826342,0.0,58132.23914826342,0,0,0.80,0.80,28,,0.02474420005455613,0.0,False,0.0
R1_load_ridge,2025-02-05,6985.534831715508,6369.88705488364,90680.69848476812,0.0,6300.42072554273,22031.23039495127,18399.37961905921,4247.498552723929,57647.73102511406,0.0,57647.73102511406,0,0,0.80,0.80,28,,0.03564020013436675,0.0,False,0.0
R1_load_ridge,2025-02-06,6369.88705488364,6518.565043779255,90943.18039202718,0.0,6276.73957672525,22429.333729627448,18033.950130992183,4246.705609739655,57396.19279215137,0.0,57396.19279215137,0,0,0.80,0.80,28,,0.026889999862760305,0.0,False,0.0
R1_load_ridge,2025-02-07,6518.565043779255,6182.678091037881,42819.48449555319,0.0,7632.254988020322,19388.674201754955,16007.124360888749,3717.4367936075796,21964.109677976216,0.0,21964.109677976216,0,0,0.80,0.80,28,,0.03532480006106198,0.0,False,0.0
R1_load_ridge,2025-02-08,6182.678091037881,6213.421502688524,38922.27822190517,51.1330717704389,3741.110244452305,19091.943484584488,15436.805152027853,3624.3949209059892,19999.473466099764,312.576467732693,20312.049933832455,1,1,0.80,0.80,28,,0.058474999852478504,0.0,False,0.0
R1_load_ridge,2025-02-09,6213.421502688524,6839.731331377007,88658.90405069542,0.0,3920.2188563741115,24313.633588605328,19130.364360950683,4556.959398966165,55723.89485442339,0.0,55723.89485442339,0,0,0.80,0.80,28,,0.025010100100189447,0.0,False,0.0
R1_load_ridge,2025-02-10,6839.731331377007,6734.102604909779,90578.08818991133,0.0,12670.238040802687,19348.833787346448,15767.621221571126,3686.8412922425487,57249.86956136007,0.0,57249.86956136007,0,0,0.80,0.80,28,,0.014052500016987324,1.2709125225840204e-16,False,0.0
R1_load_ridge,2025-02-11,6734.102604909779,6409.929077411375,83821.84084251113,0.0,4658.415380751456,22287.286858815318,18344.458530388976,4267.001855924752,52459.89302186028,0.0,52459.89302186028,0,0,0.80,0.80,28,,0.023293200181797147,0.0,False,0.0
