strategy_id,predictor_id,alpha,terminal_mode,date,initial_kWh,final_kWh,planned_kWh,emergency_kWh,unused_kWh,charge_kWh,discharge_kWh,loss_kWh,planned_cost_yuan,emergency_cost_yuan,total_cost_yuan,emergency_slots,emergency_events,solved,solver_seconds,mip_gap,milp_fallback,mip_node_count,mip_dual_bound_yuan,objective_bound_gap_yuan,nominal_terminal_kWh,nominal_terminal_target_kWh,nominal_terminal_lower_kWh,nominal_terminal_upper_kWh,nominal_terminal_violation_kWh,nominal_terminal_error_kWh
T_free,P1,0.8,free,2025-02-01,8801.462273333342,2729.5796900631467,39293.31539253295,0.0,8217.497850060485,11380.715442538509,14683.07383339937,2769.524192409337,21325.711316508296,0.0,21325.711316508296,0,0,True,0.021889599971473217,0.0,False,1,21325.711316508296,0.0,1200.0,,1200.0,10800.0,0.0,0.0
T_free,P1,0.8,free,2025-02-02,2729.5796900631467,2592.7886263024925,92256.31164332926,0.0,9990.576551690381,21224.047889597197,17314.590747958322,4046.248205399534,58773.83891520875,0.0,58773.83891520875,0,0,True,0.013614699942991138,0.0,False,1,58773.838915208755,-7.275957614183426e-12,1200.0,,1200.0,10800.0,0.0,0.0
T_free,P1,0.8,free,2025-02-03,2592.7886263024925,1670.9596816936446,87241.58404555789,0.0,3678.5685034689027,21977.605748615613,18631.50670652662,4267.927986697853,55079.65107600254,0.0,55079.65107600254,0,0,True,0.013145399978384376,0.0,False,1,55079.651076002534,0.0,1200.0,,1200.0,10800.0,0.0,0.0
T_free,P1,0.8,free,2025-02-04,1670.9596816936446,1827.112651523065,88536.97579185115,0.0,2537.8822936612705,24545.746712333705,19741.51716414382,4648.076578360463,55653.33490448688,0.0,55653.33490448688,0,0,True,0.02959090005606413,0.0,False,1,55653.33490448688,0.0,1200.0,,1200.0,10800.0,0.0,0.0
T_free,P1,0.8,free,2025-02-05,1827.112651523065,1743.0075372189879,86757.23617756051,394.3615061351005,1909.2549611909055,24050.580747605534,19556.665008434164,4578.020853475461,54506.94513034795,1927.8676231867933,56434.812753534745,5,3,True,0.014364799950271845,0.0,False,1,54506.94513034794,0.0,1200.0,,1200.0,10800.0,0.0,0.0
T_free,P1,0.8,free,2025-02-06,1743.0075372189879,1743.9511937583168,88541.26963135655,21.052866666666773,3916.2627469772087,23021.859176283986,18646.856641904636,4374.058877840027,55849.80897236349,122.98032063333395,55972.78929299682,1,1,True,0.023315300000831485,0.0,False,1,55849.808972363484,0.0,1200.0,,1200.0,10800.0,0.0,0.0
T_free,P1,0.8,free,2025-02-07,1743.9511937583168,1910.5593546216217,43860.329930474894,0.0,8226.295002874935,19360.041663980664,15531.686403047366,3661.747100069996,22752.265607696336,0.0,22752.265607696336,0,0,True,0.03741580015048385,0.0,False,1,22752.265607696336,0.0,1200.0,,1200.0,10800.0,0.0,0.0
T_free,P1,0.8,free,2025-02-08,1910.5593546216217,1897.1746645652693,40268.52130896824,0.0,5152.935103631414,18686.68268274145,15148.259194071292,3551.808178726512,20927.710721263993,0.0,20927.710721263993,0,0,True,0.034062499878928065,0.0,False,1,20927.710721263993,0.0,1200.0,,1200.0,10800.0,0.0,0.0
T_free,P1,0.8,free,2025-02-09,1897.1746645652693,2028.0999118192897,88380.80137306172,0.0,4302.377777232483,23185.13108754716,18662.123458384587,4392.08238190856,55748.317188697576,0.0,55748.317188697576,0,0,True,0.01392140006646514,1.3051439004976019e-16,False,1,55748.31718869757,7.275957614183426e-12,1200.0,,1200.0,10800.0,0.0,0.0
T_free,P1,0.8,free,2025-02-10,2028.0999118192897,1885.756771064487,88496.78470248714,0.0,10512.646253650117,19924.26153780535,16266.760672301658,3799.844006258498,55856.02528369236,0.0,55856.02528369236,0,0,True,0.01380409998819232,0.0,False,1,55856.02528369237,0.0,1200.0,,1200.0,10800.0,0.0,0.0
T_free,P1,0.8,free,2025-02-11,1885.756771064487,1987.5519279209175,87120.36651790777,0.0,7624.062823231168,22021.531158802543,17745.824597459276,4173.911404486841,54700.74317596304,0.0,54700.74317596304,0,0,True,0.013104999903589487,0.0,False,1,54700.74317596304,0.0,1200.0,,1200.0,10800.0,0.0,0.0
T_free,P1,0.8,free,2025-02-12,1987.5519279209175,1849.7596169643507,86201.61197905848,0.0,6937.336056788548,21692.383519986943,17694.843731050336,4135.332099893177,54125.56630083191,0.0,54125.56630083191,0,0,True,0.013871700037270784,0.0,False,1,54125.56630083191,0.0,1200.0,,1200.0,10800.0,0.0,0.0
T_free,P1,0.8,free,2025-02-13,1849.7596169643507,1856.9242248530686,85074.05039523782,0.0,10000.969883861746,19669.22814531352,15925.626650604103,3736.436886820698,53377.506944392575,0.0,53377.506944392575,0,0,True,0.03494219994172454,0.0,False,1,53377.506944392575,0.0,1200.0,,1200.0,10800.0,0.0,0.0
T_free,P1,0.8,free,2025-02-14,1856.9242248530686,1863.6178046127966,37124.180523681105,0.0,3823.3943478206934,18384.000723210444,14885.016364016703,3492.290779434012,19394.93751482373,0.0,19394.93751482373,0,0,True,0.04053690005093813,0.0,False,1,19394.93751482373,0.0,1200.0,,1200.0,10800.0,0.0,0.0
T_free,P1,0.8,free,2025-02-15,1863.6178046127966,1284.249861540396,35421.470661170664,242.1175801298916,3551.8503116936017,17647.778833537435,14816.132003930483,3411.014772679354,18396.896465938422,1408.2750764676427,19805.171542406064,4,3,True,0.045633000088855624,0.0,False,1,18396.896465938422,0.0,1200.0,,1200.0,10800.0,0.0,0.0
T_free,P1,0.8,free,2025-02-16,1284.249861540396,1449.7456891619897,81872.65833224569,25.71394984221945,1951.5833932086362,23265.597600104426,18696.187811225158,4403.913961257684,50804.71902648542,116.98561480717738,50921.7046412926,1,1,True,0.01314050005748868,0.0,False,1,50804.71902648542,0.0,1200.0,,1200.0,10800.0,0.0,0.0
T_free,P1,0.8,free,2025-02-17,1449.7456891619897,1470.5151664984548,82464.77228415958,0.0,7471.643346051571,19950.38548336069,16141.119711919338,3788.4962941048843,51275.95167031906,0.0,51275.95167031906,0,0,True,0.02920069987885654,0.0,False,1,51275.95167031906,0.0,1200.0,,1200.0,10800.0,0.0,0.0
T_free,P1,0.8,free,2025-02-18,1470.5151664984548,1799.594589478329,81316.43121468427,2.404578615352193,4829.057965212778,21590.624021429594,17192.23397667609,4069.3106217736376,50360.62640103665,10.939630410544803,50371.5660314472,1,1,True,0.024310299893841147,0.0,False,1,50360.62640103665,0.0,1200.0,,1200.0,10800.0,0.0,0.0
T_free,P1,0.8,free,2025-02-19,1799.594589478329,1200.0,79531.65660307244,103.57878867322381,2928.495727359177,22984.460060966572,19157.047779913424,4427.006870531483,49174.80246461065,334.9229138553727,49509.72537846602,5,4,True,0.05580029985867441,0.0,False,1,49174.80246461065,0.0,1200.0,,1200.0,10800.0,0.0,0.0
T_free,P1,0.8,free,2025-02-20,1200.0,1792.6925587007204,80615.1011487651,6.487486832303716,4891.609534865596,22123.27402404124,17386.42865664276,4144.152808697765,49858.73811779573,30.387388322510606,49889.12550611824,1,1,True,0.013781300047412515,0.0,False,1,49858.73811779573,0.0,1200.0,,1200.0,10800.0,0.0,0.0
T_free,P1,0.8,free,2025-02-21,1792.6925587007204,1703.9784778190506,35339.57839235486,0.0,6524.131525474775,17552.776349159245,14297.59151561249,3343.898914428424,18409.56975112082,0.0,18409.56975112082,0,0,True,0.0613321999553591,0.0,False,1,18409.569751120816,0.0,1200.0,,1200.0,10800.0,0.0,0.0
T_free,P1,0.8,free,2025-02-22,1703.9784778190506,1456.3127176840278,34735.55199670182,0.0,3776.273375391887,17565.34169525327,14450.825957276673,3362.1814981116254,18037.102106122245,0.0,18037.102106122245,0,0,True,0.0622076999861747,0.0,False,1,18037.102106122245,0.0,1200.0,,1200.0,10800.0,0.0,0.0
T_free,P1,0.8,free,2025-02-23,1456.3127176840278,1305.8688876788365,76924.41277633108,37.52414717484437,1191.8747014889832,23018.9893983594,18780.780859675782,4388.652368688806,47288.701022152665,124.42900975793133,47413.130031910594,3,2,True,0.025645700050517917,0.0,False,1,47288.701022152665,0.0,1200.0,,1200.0,10800.0,0.0,0.0
T_free,P1,0.8,free,2025-02-24,1305.8688876788365,1420.6971152763676,78890.70121568255,9.504424874067354,6637.0580828368875,20825.09755902784,16764.983617974773,3945.2857134555375,48546.97111478242,44.51872611013148,48591.48984089255,1,1,True,0.018726799869909883,0.0,False,1,48546.97111478242,0.0,1200.0,,1200.0,10800.0,0.0,0.0
T_free,P1,0.8,free,2025-02-25,1420.6971152763676,1388.7002197511836,77362.07090606245,61.85140980227732,7780.308556946441,20268.882797671693,16446.592272086742,3854.287421110141,47583.18470665526,276.10683889546067,47859.29154555072,2,2,True,0.019911000039428473,0.0,False,1,47583.18470665526,0.0,1200.0,,1200.0,10800.0,0.0,0.0
