strategy_id,alpha,date,day_index,elapsed_seconds,mip_gap,mip_node_count,fallback,residual_days,reason,check_bus_balance_max_abs_kWh,check_battery_balance_max_abs_kWh,check_boundary_error_kWh,check_state_bound_violation_kWh,check_flow_bound_violation_kWh,check_simultaneous_charge_discharge_kWh,check_binary_integrality_error,check_binary_bound_violation,check_binary_gate_violation_kWh
F00_original,0.8,2025-02-01,31,0.030534900026395917,0.0,1,False,28,,2.2737367544323206e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,1.5543122344752192e-15,0.0,0.0
F00_original,0.8,2025-02-02,32,0.021260600071400404,0.0,1,False,28,,1.1368683772161603e-13,6.821210263296962e-13,0.0,0.0,0.0,0.0,1.887379141862766e-15,0.0,0.0
F00_original,0.8,2025-02-03,33,0.025293800048530102,0.0,1,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,4.218847493575595e-15,4.218847493575595e-15,3.5157062446463288e-12
F00_original,0.8,2025-02-04,34,0.03939469996839762,0.0,1,False,28,,2.2737367544323206e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,2.0317081350640365e-14,0.0,0.0
F00_original,0.8,2025-02-05,35,0.02417499991133809,0.0,1,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,1.5543122344752192e-15,1.5543122344752192e-15,1.2952601953960159e-12
F00_original,0.8,2025-02-06,36,0.03196970000863075,0.0,1,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,8.43769498715119e-15,0.0,0.0
F00_original,0.8,2025-02-07,37,0.04517600010149181,0.0,1,False,28,,2.2737367544323206e-13,2.0463630789890885e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F00_original,0.8,2025-02-08,38,0.05141320009715855,0.0,1,False,28,,2.2737367544323206e-13,1.3073986337985843e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F00_original,0.8,2025-02-09,39,0.02250730013474822,0.0,1,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,5.88418203051333e-15,0.0,0.0
F00_original,0.8,2025-02-10,40,0.026626700069755316,0.0,1,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,9.992007221626409e-16,0.0,0.0
F00_original,0.8,2025-02-11,41,0.015683199977502227,0.0,1,False,28,,2.2737367544323206e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F00_original,0.8,2025-02-12,42,0.014787500025704503,0.0,1,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F00_original,0.8,2025-02-13,43,0.020369600038975477,0.0,1,False,28,,1.1368683772161603e-13,8.526512829121202e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F00_original,0.8,2025-02-14,44,0.06970329978503287,0.0,1,False,28,,2.2737367544323206e-13,1.5631940186722204e-12,0.0,0.0,0.0,0.0,4.440892098500626e-16,4.440892098500626e-16,3.700743415417188e-13
F00_original,0.8,2025-02-15,45,0.0431184999179095,0.0,1,False,28,,2.2737367544323206e-13,9.947598300641403e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F00_original,0.8,2025-02-16,46,0.0270153998862952,0.0,1,False,28,,2.2737367544323206e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,1.887379141862766e-15,0.0,0.0
F00_original,0.8,2025-02-17,47,0.027117899851873517,0.0,1,False,28,,2.2737367544323206e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F00_original,0.8,2025-02-18,48,0.04560140008106828,0.0,1,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,6.8833827526759706e-15,0.0,0.0
F00_original,0.8,2025-02-19,49,0.01986870006658137,0.0,1,False,28,,1.1368683772161603e-13,8.526512829121202e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F00_original,0.8,2025-02-20,50,0.027411699993535876,0.0,1,False,28,,2.2737367544323206e-13,7.105427357601002e-13,0.0,0.0,0.0,0.0,8.881784197001252e-16,0.0,0.0
F00_original,0.8,2025-02-21,51,0.06577200000174344,0.0,1,False,28,,2.2737367544323206e-13,1.4779288903810084e-12,0.0,0.0,1.8758328224066645e-12,0.0,1.4790800163591712e-15,1.4790800163591712e-15,1.2325666802993091e-12
F00_original,0.8,2025-02-22,52,0.028964699944481254,0.0,1,False,28,,1.1368683772161603e-13,8.526512829121202e-13,0.0,0.0,1.1802635131558422e-12,0.0,7.549516567451064e-15,2.4424906541753444e-15,2.0354088784794535e-12
F00_original,0.8,2025-02-23,53,0.031085300026461482,0.0,1,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,1.9984014443252818e-15,1.9984014443252818e-15,1.6653345369377346e-12
F00_original,0.8,2025-02-24,54,0.022987200180068612,0.0,1,False,28,,1.1368683772161603e-13,8.526512829121202e-13,0.0,0.0,0.0,0.0,3.3306690738754696e-15,0.0,0.0
F00_original,0.8,2025-02-25,55,0.02459020004607737,0.0,1,False,28,,2.2737367544323206e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,3.1086244689504383e-15,3.1086244689504383e-15,2.5905203907920318e-12
F00_original,0.8,2025-02-26,56,0.04486800008453429,0.0,1,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,8.881784197001252e-16,8.881784197001252e-16,7.401486830834376e-13
F00_original,0.8,2025-02-27,57,0.04594140010885894,0.0,1,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,1.9984014443252818e-15,1.9984014443252818e-15,1.6653345369377346e-12
F00_original,0.8,2025-02-28,58,0.05773680005222559,0.0,1,False,28,,2.2737367544323206e-13,1.0231815394945443e-12,0.0,0.0,0.0,0.0,5.329070518200751e-15,5.329070518200751e-15,4.440892098500626e-12
F00_original,0.8,2025-03-01,59,0.06785090011544526,0.0,1,False,28,,2.2737367544323206e-13,9.663381206337363e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F00_original,0.8,2025-03-02,60,0.0346644998062402,0.0,1,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,3.652633751016765e-13,3.652633751016765e-13,3.0438614591806373e-10
F00_original,0.8,2025-03-03,61,0.023236500099301338,1.5260224488921545e-16,1,False,28,,2.2737367544323206e-13,7.389644451905042e-13,0.0,0.0,0.0,0.0,2.886579864025407e-15,2.886579864025407e-15,2.4054832200211722e-12
F00_original,0.8,2025-03-04,62,0.027114999946206808,0.0,1,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,7.327471962526033e-15,0.0,0.0
F00_original,0.8,2025-03-05,63,0.02437400002963841,0.0,1,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,7.549516567451064e-15,1.9984014443252818e-15,1.6653345369377346e-12
F00_original,0.8,2025-03-06,64,0.036506100092083216,0.0,1,False,28,,2.2737367544323206e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,1.6431300764452317e-14,1.6431300764452317e-14,1.3692750637043597e-11
F00_original,0.8,2025-03-07,65,0.03255390003323555,0.0,1,False,28,,2.2737367544323206e-13,8.881784197001252e-13,0.0,0.0,0.0,0.0,3.1086244689504383e-15,1.924530573815199e-15,1.6037754781793326e-12
