month,planned_kWh,emergency_kWh,unused_kWh,charge_kWh,discharge_kWh,loss_kWh,planned_cost_yuan,emergency_cost_yuan,total_cost_yuan,emergency_slots,emergency_events
2025-02,1997467.8312869489,580.9469895472937,176607.21550251657,576705.713282943,469143.82257563,109797.66272558655,1217296.8738460916,2634.775766930039,1219931.6496130214,14,11
2025-03,1881087.6863928908,4958.4377605384325,246946.07818302917,593230.0124507556,480447.63294702204,112706.07157252247,1122723.9189005678,28931.265085196188,1151655.1839857642,28,10
2025-04,1641125.0606183673,1653.8264452089306,320825.125048675,550164.2831195358,445940.1201046345,104565.33054580187,956256.7135447046,9289.277808551504,965545.9913532562,14,3
2025-05,1641251.2243699136,7140.09421629486,358693.5087466928,536490.6799852996,433603.33511245047,101827.21634435782,976638.6223891029,45386.68720488895,1022025.309593992,45,13
2025-06,2136048.865226829,14058.481209742033,295391.92916591815,552907.2853607892,448185.03427346935,105089.06567757553,1330358.799762146,89357.69184530115,1419716.4916074472,84,27
2025-07,2359178.676306013,15148.48351203316,320518.9085048807,575262.962960485,466273.971163986,109334.5153142692,1484013.9154276256,94528.0716726075,1578541.9871002333,102,26
2025-08,2042761.0291456361,2796.8533090929604,354622.1352063333,560386.1652656931,453563.28228396375,106434.53678034309,1278504.6400813912,18305.218240365437,1296809.8583217566,66,35
2025-09,1824759.5767749485,9174.345604202324,340655.0876716662,551741.3895020724,446846.42204458767,104823.74139960587,1126191.5296284216,59190.18419663602,1185381.7138250577,37,16
2025-10,1880624.6169939726,1085.7796846203837,294755.0411492432,588877.7306282392,477055.96613222273,111893.9915219598,1143395.349645468,7009.818768685518,1150405.1684141536,12,5
2025-11,2071758.2788382976,293.67518717861174,167027.5709166101,618898.2848286406,501846.3097031078,117650.52956098717,1273733.7758085164,1420.3917895123236,1275154.1675980287,9,6
2025-12,2679327.5396718993,10216.058066723777,192530.5737138939,700075.7338979223,567099.6461065263,133018.6451794063,1676602.0181122825,50775.760048256685,1727377.7781605392,47,17
