strategy_id,date,initial_kWh,final_kWh,planned_kWh,emergency_kWh,unused_kWh,charge_kWh,discharge_kWh,planned_cost_yuan,emergency_cost_yuan,total_cost_yuan,emergency_slots,emergency_events,theta,theta_preset,residual_days,fallback_reason,solver_seconds,mip_gap,milp_fallback
B_fixed_q80,2025-02-01,8801.462273333342,10071.787214814824,49077.368644238675,0.0,9871.237809465023,19392.960284773653,14565.005383333333,25509.247057599503,0.0,25509.247057599503,0,0,0.80,0.80,28,,0.06110799987800419,0.0,False
B_fixed_q80,2025-02-02,10071.787214814824,10800.0,94858.34532530863,0.0,11709.794596090542,21773.0593292181,16980.786550000004,60272.85136670427,0.0,60272.85136670427,0,0,0.80,0.80,28,,0.03932370012626052,0.0,False
B_fixed_q80,2025-02-03,10800.0,10800.0,91802.38128436213,0.0,7427.378969958849,21884.662181069954,17726.576366666668,58009.443830636854,0.0,58009.443830636854,0,0,0.80,0.80,28,,0.035483699990436435,2.508542448855796e-16,False
B_fixed_q80,2025-02-04,10800.0,10800.0,93578.29603251028,0.0,8003.096977777779,23054.39528806584,18674.06018333333,59089.21228101352,0.0,59089.21228101352,0,0,0.80,0.80,28,,0.022590700071305037,0.0,False
B_fixed_q80,2025-02-05,10800.0,10800.0,94373.24977201645,0.0,9394.977594444445,22262.343127572014,18032.497933333332,59978.09221089052,0.0,59978.09221089052,0,0,0.80,0.80,28,,0.054902999894693494,0.0,False
B_fixed_q80,2025-02-06,10800.0,10800.0,93992.70116666667,0.0,9656.446234773664,21395.777448559667,17330.579733333332,59675.33244705499,0.0,59675.33244705499,0,0,0.80,0.80,28,,0.021735499845817685,0.0,False
B_fixed_q80,2025-02-07,10800.0,10800.0,46272.51673600823,0.0,10900.73775,18768.94378600823,15202.84446666667,23964.049806367035,0.0,23964.049806367035,0,0,0.80,0.80,28,,0.057651299983263016,0.0,False
B_fixed_q80,2025-02-08,10800.0,10800.0,40325.15179999999,0.0,5103.93731851851,19179.219814814824,15535.16805,20922.39832343833,0.0,20922.39832343833,0,0,0.80,0.80,28,,0.0461088998708874,0.0,False
B_fixed_q80,2025-02-09,10800.0,10800.0,86546.25840916666,61.97174916666623,2429.6351138991786,24332.521461934153,19709.342384166666,54236.21310712384,247.57713792083158,54483.79024504467,1,1,0.80,0.80,28,,0.03828909993171692,0.0,False
B_fixed_q80,2025-02-10,10800.0,10800.0,89690.19945,0.0,11537.091829012343,20139.31598765432,16312.845949999995,56397.81787292333,0.0,56397.81787292333,0,0,0.80,0.80,28,,0.024353399872779846,0.0,False
