month,planned_kWh,emergency_kWh,unused_kWh,charge_kWh,discharge_kWh,loss_kWh,planned_cost_yuan,emergency_cost_yuan,total_cost_yuan,emergency_slots,emergency_events
2025-02,1990692.6088223793,396.8347133040897,169705.18915897887,576833.1355715224,469328.55326148437,109830.93058620609,1212148.6488040292,1886.3633222258957,1214035.0121262553,11,8
2025-03,1856415.982251232,6471.260845189639,222739.6812460284,599386.5247965383,485556.6294128116,113889.38908107736,1105210.8676204013,42108.94112640963,1147319.808746811,33,13
2025-04,1582169.5399210372,5362.512578468039,264196.15701396414,556376.3103723204,450770.0138867791,105723.18813576306,919999.0724798266,33791.35795462777,953790.4304344545,23,6
2025-05,1609005.4913199432,9177.927666930556,327904.97993875644,538768.5945251918,435300.62044374115,102243.59505737934,957708.1092948911,58635.28201217803,1016343.3913070692,58,14
2025-06,2135249.659063947,27080.197543946688,309479.9257444311,541637.1081765299,438780.3434964006,102917.08231725307,1332851.0957625948,174499.88631539556,1507350.9820779904,113,27
2025-07,2343836.400796594,27689.125500007587,317768.7472892109,574678.0710401181,465740.5515493939,109216.75727616671,1479871.443690072,162183.51739894127,1642054.9610890134,155,24
2025-08,2015570.2169711255,4802.220641966537,329584.71999004367,562140.9464887907,455466.093132409,106821.43833025788,1262037.7363899061,32091.951531911694,1294129.6879218179,66,37
2025-09,1819777.0319333698,1737.569830825349,327870.9676069515,555846.6578838944,450586.8909766506,105649.87589690619,1128793.7662834062,11411.960811747726,1140205.7270951539,19,15
2025-10,1856923.9921024698,3871.3694879093437,272759.4112695489,593934.8581242475,481032.4988367505,112841.5412387304,1125203.567947423,23346.41463965604,1148549.982587079,29,13
2025-11,2066515.2144081655,404.22799135547245,161354.6166236004,620187.6621523576,502595.24435977027,117862.68225521027,1269059.4543848562,2168.6333152581283,1271228.0877001141,10,8
2025-12,2675195.004637177,15411.873859998033,193969.9549836135,698135.1606336595,565535.1733534308,132650.75754708052,1673384.0923310127,79189.11294632003,1752573.2052773328,78,21
