date,interval,start_slot,end_slot,emergency_kWh,emergency_cost_yuan
2025-02-16,05:50-06:00,35,36,19.151666666666642,87.13050749999991
2025-02-18,05:50-06:00,35,36,8.248333333333335,37.52579250000001
2025-02-19,05:50-06:00,35,36,2.738333333333344,12.458047500000049
2025-02-19,06:20-06:30,38,39,37.866250000000036,165.83524187500018
2025-02-20,06:00-06:10,36,37,31.012543420658858,145.2627533823661
2025-02-24,06:00-06:20,36,38,42.72926613015352,192.15478880363904
2025-02-25,06:20-06:30,38,39,31.095000000000027,136.18055250000012
2025-02-27,09:50-10:20,59,62,223.9933204199439,1109.8156381648903
2025-03-02,20:10-20:40,121,124,2008.963261302893,13689.081238062718
2025-03-02,20:50-21:00,125,126,23.3832829999998,109.10639847799906
2025-03-03,10:10-10:40,61,64,142.25715021793093,682.8532289697608
2025-03-03,20:20-20:50,122,125,1305.0234169113744,8965.58541462543
2025-03-03,21:00-21:30,126,129,41.90733333333303,195.45581205833196
2025-03-10,09:40-10:20,58,62,164.6800946620761,818.1346740357031
2025-03-10,20:20-20:40,122,124,1095.317461660287,7556.283571326139
2025-03-13,10:00-10:50,60,65,544.0743822755281,2570.605085453815
2025-03-13,20:20-20:40,122,124,893.2901977381051,6191.779817752984
2025-03-16,05:50-06:00,35,36,1.6400000000001,7.461180000000455
2025-03-18,09:20-10:00,56,60,199.216633560013,963.2774750827298
2025-03-23,20:30-20:40,123,124,26.072889262119475,181.88447549254545
2025-03-31,20:30-20:40,123,124,25.434741265979028,177.43275507146967
2025-04-02,08:40-10:20,52,62,1439.8605001862843,7144.704369796472
2025-04-08,09:10-09:40,55,58,62.47570587162587,304.88874557913596
2025-04-09,20:30-20:50,123,125,264.17779646756634,1835.4545613410758
2025-04-27,20:30-20:40,123,124,465.03244468573746,3244.066334127705
2025-04-28,20:00-21:00,120,126,2811.1466401559214,19031.18317386348
2025-04-29,20:30-20:40,123,124,319.8194911009034,2231.060769919902
2025-05-01,20:20-21:30,122,129,1650.2866189070776,10857.14056641045
2025-05-02,20:20-21:50,122,131,1681.2457135850027,10539.139156857385
2025-05-03,20:30-21:50,123,131,1146.4992244803661,6594.686409450034
2025-05-04,20:30-21:50,123,131,1138.82617740033,7186.4354292113685
2025-05-05,20:20-20:40,122,124,1101.355449791301,7601.579497600762
2025-05-05,21:00-21:30,126,129,109.40506399999965,507.1806583759985
2025-05-06,20:30-21:50,123,131,907.4977674834855,5638.462869214796
2025-05-07,20:20-20:50,122,125,1208.6172187787945,8327.737677786914
2025-05-07,21:10-21:50,127,131,88.46160916666638,399.9525828837486
2025-05-08,20:00-20:10,120,121,35.999250000000075,243.22893262500048
2025-05-11,19:10-19:30,115,117,28.704700000000003,193.4910174166667
2025-05-19,20:20-20:30,122,123,67.00333333333344,451.9039816666674
2025-05-22,20:20-20:30,122,123,2.57000000000005,17.333365000000338
2025-05-29,19:10-19:20,115,116,11.455540004199975,77.00986767823433
2025-06-01,10:00-11:00,60,66,725.9619005855009,2968.7534613037915
2025-06-01,18:50-20:40,113,124,7876.497734645866,53286.48859595673
2025-06-01,21:00-21:50,126,131,256.21470499999975,1170.8016973116655
2025-06-02,08:50-09:30,53,57,406.0676695308362,2039.2222528697312
2025-06-02,19:10-21:30,115,129,5929.346898480265,39609.5137823086
2025-06-03,09:10-10:20,55,62,721.9338638080534,3485.7276469934195
2025-06-03,18:50-19:10,113,115,81.54056666666668,549.7632465166668
2025-06-03,19:20-20:00,116,120,164.5503992942315,1109.2094379098608
2025-06-03,20:20-20:40,122,124,1614.583160360776,11085.74822734492
2025-06-03,20:50-21:50,125,131,330.3446386666668,1490.336710710334
2025-06-04,18:50-19:20,113,116,119.0523166666668,802.7569449416676
2025-06-04,19:30-20:00,117,120,55.03274375249998,370.8735771137162
2025-06-04,20:20-21:40,122,130,2018.1910546697172,13192.015804386572
2025-06-05,18:50-19:10,113,115,167.43886666666663,1129.7496444666663
2025-06-05,19:30-20:10,117,121,165.05968605752423,1113.9213110431788
2025-06-05,20:20-21:00,122,126,1280.5354271569754,8765.63244338522
2025-06-05,21:20-21:50,128,131,127.70028833333326,558.216712085833
2025-06-06,07:10-07:40,43,46,81.39347806587098,306.21435342889504
2025-06-06,19:50-20:40,119,124,2844.330875842497,19302.05151602094
2025-06-06,21:00-21:20,126,128,162.26823050000021,748.782676862001
2025-06-06,21:30-21:50,129,131,70.98201666666651,296.2973946499994
2025-06-07,20:20-20:50,122,125,1030.8589970159462,7100.410797965716
2025-06-07,21:30-21:50,129,131,73.62585550000013,298.8741834202506
2025-06-17,19:20-19:30,116,117,5.193333333333499,35.01085666666778
2025-06-19,19:20-19:30,116,117,5.25333333333333,35.41534666666665
2025-06-24,10:00-10:50,60,65,745.0340933518441,3505.321667569873
2025-06-30,18:50-19:00,113,114,21.205409994951196,142.7760254960064
2025-07-01,18:50-20:10,113,121,469.6805314311092,3166.9360747597943
