strategy_id,month,load_mae,pv_mae,net_mae,net_rmse,net_bias
R0_naive,2025-02,146.43792177579365,132.08102217261904,232.7336398313492,335.9050441884679,-68.24102787698412
R0_naive,2025-03,141.2300249327957,186.4059520609319,275.0979236783154,426.5032598341207,-41.44218707437276
R0_naive,2025-04,125.52264460648148,223.74509905092594,300.1514087962963,464.76000148817354,-15.590378240740739
R0_naive,2025-05,160.47889072580645,234.1580391801075,338.8442418234767,490.7730179350439,29.160994780465945
R0_naive,2025-06,210.3437200694444,244.1393226851852,387.4605637731481,559.2001740532178,74.26496872685185
R0_naive,2025-07,288.2680412858423,228.79033702956986,407.9729767921147,551.8840747450797,103.10189628136202
R0_naive,2025-08,183.77835450268816,217.21435291218637,332.15898098118276,472.05119673305114,-43.1492077732975
R0_naive,2025-09,241.89689736111112,201.44523108796295,381.21455446759256,537.799342634334,-114.70686719907407
R0_naive,2025-10,137.4344687724014,155.71680909498204,252.3538225358423,374.62361351712195,-20.5807225358423
R0_naive,2025-11,125.7949360185185,111.5344955787037,198.2639854398148,281.5393325339646,16.48734733796296
R0_naive,2025-12,180.5122559139785,99.69951285842295,230.65849314516132,322.15181037747243,60.010954166666664
R1_load_ridge,2025-02,123.51450387379775,132.08102217261904,215.60414145400546,320.3105896659147,-61.87343002521757
R1_load_ridge,2025-03,116.47122479533905,186.4059520609319,256.9526255186848,412.32552503640125,0.36285577588978574
R1_load_ridge,2025-04,110.02476021700492,223.74509905092594,284.85789055393894,454.85896825074036,28.415043609074363
R1_load_ridge,2025-05,135.331220063775,234.1580391801075,318.6721069936798,475.8709242047257,42.482073708139616
R1_load_ridge,2025-06,173.81111579501197,244.1393226851852,356.2343221325074,531.4365523220504,47.47408198695738
R1_load_ridge,2025-07,207.42337116703683,228.79033702956986,344.2263367112646,480.7736973103948,22.66329025337023
R1_load_ridge,2025-08,177.89538012147972,217.21435291218637,330.1035387057451,470.2022263942815,-101.22555297995672
R1_load_ridge,2025-09,203.95731502462127,201.44523108796295,350.1054225000907,500.49281699926746,-48.70930357903098
R1_load_ridge,2025-10,128.54446632930407,155.71680909498204,243.78704202327535,363.9179117368168,65.0306060430901
R1_load_ridge,2025-11,116.2090483835524,111.5344955787037,191.94777753184732,276.3415408388954,48.82416598337322
R1_load_ridge,2025-12,154.65147656923727,99.69951285842295,210.22900265781317,292.2497466988803,45.78615324642132
R2_pv_ridge,2025-02,146.43792177579365,109.47200962488418,202.32067340645114,278.2130205223675,-68.56463601840393
R2_pv_ridge,2025-03,141.2300249327957,159.33138838804615,238.72652655171387,355.1566493769414,-30.73054016382403
R2_pv_ridge,2025-04,125.52264460648148,177.59661341878976,251.44680798107476,375.01558718942704,-5.716358028348021
R2_pv_ridge,2025-05,160.47889072580645,184.58689586813557,287.573899251298,395.1956411059016,49.02212237971903
R2_pv_ridge,2025-06,210.3437200694444,213.6843518778113,368.9190613611745,525.1077680530262,98.26273614969845
R2_pv_ridge,2025-07,288.2680412858423,189.84283940043568,355.2535290301689,470.5821096847123,72.52883919265251
R2_pv_ridge,2025-08,183.77835450268816,197.4712430805041,302.3121620157176,420.471556433248,-31.837044649108567
R2_pv_ridge,2025-09,241.89689736111112,161.67620178776306,333.90867570065063,456.5463298944241,-74.37497533970341
R2_pv_ridge,2025-10,137.4344687724014,136.08412258054182,233.32613058295132,344.2667141965919,-27.192543432444516
R2_pv_ridge,2025-11,125.7949360185185,91.3243504398239,181.1205799967145,246.74322887568468,20.43207389907204
R2_pv_ridge,2025-12,180.5122559139785,76.60228779816592,213.88466496868452,292.7126064330232,38.25430068800099
R3_both_ridge,2025-02,123.51450387379775,109.47200962488418,189.81275666728212,267.93170907090575,-62.197038166637384
R3_both_ridge,2025-03,116.47122479533905,159.33138838804615,223.22665215287,342.1807741507851,11.074502686438514
R3_both_ridge,2025-04,110.02476021700492,177.59661341878976,237.37599414650853,366.90756639597555,38.28906382146707
R3_both_ridge,2025-05,135.331220063775,184.58689586813557,266.8915244207025,376.85125675750317,62.3432013073927
R3_both_ridge,2025-06,173.81111579501197,213.6843518778113,325.81264358998084,474.2068330025542,71.47184940980398
R3_both_ridge,2025-07,207.42337116703683,189.84283940043568,300.09830608494985,405.66144304503047,-7.909766835339258
R3_both_ridge,2025-08,177.89538012147972,197.4712430805041,298.73774235770026,418.3219114723593,-89.9133898557678
R3_both_ridge,2025-09,203.95731502462127,161.67620178776306,301.6942447720637,408.6003627758454,-8.377411719660294
R3_both_ridge,2025-10,128.54446632930407,136.08412258054182,223.56269777562815,328.3386758350024,58.41878514648788
R3_both_ridge,2025-11,116.2090483835524,91.3243504398239,175.21384412654282,241.30967737665068,52.768892544482306
R3_both_ridge,2025-12,154.65147656923727,76.60228779816592,191.505372393812,258.5220329412853,24.02949976775566
