strategy_id,scope,samples,coverage,mean_adjustment_kWh,mean_adjustment_positive_share
R0_naive,annual,48096,0.7934547571523619,54.18292253236583,0.9990851630073186
R0_naive,2025-02,4032,0.8087797619047619,30.44310630787037,1.0
R0_naive,2025-03,4464,0.775089605734767,36.0309598603644,1.0
R0_naive,2025-04,4320,0.787962962962963,47.9063546103395,1.0
R0_naive,2025-05,4464,0.7744175627240143,62.35383278449821,1.0
R0_naive,2025-06,4320,0.7912037037037037,82.11343566358025,1.0
R0_naive,2025-07,4464,0.7880824372759857,93.27467424955198,1.0
R0_naive,2025-08,4464,0.7995071684587813,52.921458960573474,1.0
R0_naive,2025-09,4320,0.7921296296296296,49.093946439043215,0.9898148148148148
R0_naive,2025-10,4464,0.8167562724014337,45.20807718040621,1.0
R0_naive,2025-11,4320,0.8027777777777778,40.835786504629624,1.0
R0_naive,2025-12,4464,0.7927867383512545,53.636914792413386,1.0
R1_load_ridge,annual,48096,0.792955755156354,51.183767975909014,0.9909555888223552
R1_load_ridge,2025-02,4032,0.8095238095238095,31.770909165164912,0.9920634920634921
R1_load_ridge,2025-03,4464,0.7594086021505376,37.05999556742649,0.9905913978494624
R1_load_ridge,2025-04,4320,0.7870370370370371,52.537594477115626,1.0
R1_load_ridge,2025-05,4464,0.7788978494623656,61.72463016459643,1.0
R1_load_ridge,2025-06,4320,0.7923611111111111,71.12954176399761,1.0
R1_load_ridge,2025-07,4464,0.7983870967741935,67.80665435719352,1.0
R1_load_ridge,2025-08,4464,0.8051075268817204,44.08092465225818,0.9679659498207885
R1_load_ridge,2025-09,4320,0.7587962962962963,47.015484903834846,0.9495370370370371
R1_load_ridge,2025-10,4464,0.7898745519713262,53.07948262386196,1.0
R1_load_ridge,2025-11,4320,0.837037037037037,48.08271100844262,1.0
R1_load_ridge,2025-12,4464,0.8077956989247311,47.3074443355432,1.0
R2_pv_ridge,annual,48096,0.7920825016633399,48.96795952447107,0.9986485362608117
R2_pv_ridge,2025-02,4032,0.8137400793650794,28.708342807822635,0.9915674603174603
R2_pv_ridge,2025-03,4464,0.7703853046594982,31.387948829066712,0.9993279569892473
R2_pv_ridge,2025-04,4320,0.7835648148148148,39.75231511498952,1.0
R2_pv_ridge,2025-05,4464,0.7674731182795699,55.92104520065392,1.0
R2_pv_ridge,2025-06,4320,0.7858796296296297,81.94744488755576,1.0
R2_pv_ridge,2025-07,4464,0.7856182795698925,79.05049567915827,1.0
R2_pv_ridge,2025-08,4464,0.7860663082437276,45.69827755985846,1.0
R2_pv_ridge,2025-09,4320,0.7921296296296296,46.62682587330615,0.9935185185185185
R2_pv_ridge,2025-10,4464,0.8210125448028673,41.54026851351921,1.0
R2_pv_ridge,2025-11,4320,0.8097222222222222,37.57870088740672,1.0
R2_pv_ridge,2025-12,4464,0.7995071684587813,48.7989409808583,1.0
R3_both_ridge,annual,48096,0.7916042914171657,45.27085676683276,0.9937832667997338
R3_both_ridge,2025-02,4032,0.8132440476190477,28.231577562361466,0.9900793650793651
R3_both_ridge,2025-03,4464,0.7513440860215054,33.024772517802056,0.9966397849462365
R3_both_ridge,2025-04,4320,0.7824074074074074,44.60126836775708,1.0
R3_both_ridge,2025-05,4464,0.7717293906810035,54.65876826573272,1.0
R3_both_ridge,2025-06,4320,0.7888888888888889,67.8734251243056,1.0
R3_both_ridge,2025-07,4464,0.7986111111111112,53.10775209958478,1.0
R3_both_ridge,2025-08,4464,0.7918906810035843,37.1912361380081,0.9782706093189965
R3_both_ridge,2025-09,4320,0.7560185185185185,42.551714132578205,0.9659722222222222
R3_both_ridge,2025-10,4464,0.796594982078853,48.79885392537539,1.0
R3_both_ridge,2025-11,4320,0.8398148148148148,44.520702326880425,1.0
R3_both_ridge,2025-12,4464,0.8192204301075269,42.36599414479953,1.0
