month,planned_kWh,emergency_kWh,unused_kWh,charge_kWh,discharge_kWh,loss_kWh,planned_cost_yuan,emergency_cost_yuan,total_cost_yuan,emergency_slots,emergency_events
2025-02,1933568.717142968,3708.592323658836,112592.21524599181,596127.429368725,485322.00721475674,113537.41040517885,1170085.6688328509,20408.65078153553,1190494.3196143864,71,36
2025-03,1790063.5393214505,17122.88283765001,164271.46705981524,612498.2231477408,495900.934515122,116349.92614978766,1061032.3857605562,105339.5382000588,1166371.923960615,101,27
2025-04,1527708.7343301282,16672.36435201624,221289.6204471818,555777.9906272665,450416.11139230395,105624.03366187157,887419.5453731258,108559.88765720023,995979.433030326,61,18
2025-05,1544158.7607616975,11198.316668192234,262353.21917247964,552345.2860837086,446151.89279296517,104806.96114092258,910830.1833309534,70783.03290628048,981613.2162372338,85,27
2025-06,2012518.555586947,28056.5983975074,181356.26721828323,575311.6601321079,466085.9395492701,109318.49262979638,1241180.3387717789,175584.97456737646,1416765.3133391554,152,45
2025-07,2247028.940247949,11884.380818970496,199863.24395844465,602027.7304420392,487796.9128502306,114402.43002756289,1404121.5826721678,69976.21672190083,1474097.7993940688,132,41
2025-08,1943345.4422188567,13996.764100899096,265506.05213172943,568595.345640747,460872.05571938737,108067.54075511776,1214349.606321792,91847.24311110242,1306196.8494328945,119,47
2025-09,1702267.8539747505,17870.530345060408,224017.59645389588,572243.8112345557,464506.8906186407,108836.25785886012,1044197.157897461,110595.23050284937,1154792.3884003104,124,44
2025-10,1792612.550601782,9915.33811943548,210305.44756173354,613219.3422260813,496130.4920999307,116447.54445593379,1071756.6901737873,60700.60585802948,1132457.2960318169,95,37
2025-11,2018473.2009169161,1906.740450698871,111635.79552785415,636452.6393228997,515680.9014664722,120943.14187300912,1234309.378797332,10387.343889434473,1244696.7226867664,28,18
2025-12,2602629.944459354,12989.6163932495,115405.68866019277,717845.1043745928,581668.1684155153,136414.30692807212,1624310.6312658552,68067.11067277563,1692377.7419386308,73,25
