strategy_id,alpha,date,slot,nominal_charge_kWh,nominal_discharge_kWh,nominal_unused_kWh,nominal_binary_mode,nominal_state_start_kWh,nominal_state_end_kWh,nominal_planned_cost_yuan
F01_pv_support,0.8,2025-02-01,0,553.9308074073981,0.0,0.0,0.9999999999999984,8801.462273333342,9300.0,430.35624856763866
F01_pv_support,0.8,2025-02-01,1,833.3333333333333,0.0,0.0,1.0,9300.0,10050.0,550.9314804332919
F01_pv_support,0.8,2025-02-01,2,0.0,0.0,0.0,0.0,10050.0,10050.0,202.71379086779396
F01_pv_support,0.8,2025-02-01,3,0.0,0.0,0.0,0.0,10050.0,10050.0,201.52685253779896
F01_pv_support,0.8,2025-02-01,4,0.0,0.0,0.0,0.0,10050.0,10050.0,202.74242218291235
F01_pv_support,0.8,2025-02-01,5,0.0,0.0,0.0,0.0,10050.0,10050.0,216.18482459995994
F01_pv_support,0.8,2025-02-01,6,0.0,0.0,0.0,0.0,10050.0,10050.0,214.45500324218582
F01_pv_support,0.8,2025-02-01,7,0.0,0.0,0.0,0.0,10050.0,10050.0,209.80285215046584
F01_pv_support,0.8,2025-02-01,8,0.0,0.0,0.0,-0.0,10050.0,10050.0,210.06688217902294
F01_pv_support,0.8,2025-02-01,9,0.0,0.0,0.0,0.0,10050.0,10050.0,213.45242128423533
F01_pv_support,0.8,2025-02-01,10,0.0,0.0,0.0,0.0,10050.0,10050.0,221.56660354380818
F01_pv_support,0.8,2025-02-01,11,0.0,0.0,0.0,0.0,10050.0,10050.0,231.62764670595072
F01_pv_support,0.8,2025-02-01,12,0.0,0.0,0.0,0.0,10050.0,10050.0,215.70277294735007
F01_pv_support,0.8,2025-02-01,13,0.0,0.0,0.0,0.0,10050.0,10050.0,222.5827586677447
F01_pv_support,0.8,2025-02-01,14,0.0,0.0,0.0,0.0,10050.0,10050.0,230.88576020678695
F01_pv_support,0.8,2025-02-01,15,0.0,0.0,0.0,0.0,10050.0,10050.0,229.51959567307705
F01_pv_support,0.8,2025-02-01,16,0.0,0.0,0.0,0.0,10050.0,10050.0,236.4974232186507
F01_pv_support,0.8,2025-02-01,17,0.0,0.0,0.0,0.0,10050.0,10050.0,243.95803750722735
F01_pv_support,0.8,2025-02-01,18,0.0,0.0,0.0,0.0,10050.0,10050.0,236.6955486198415
F01_pv_support,0.8,2025-02-01,19,0.0,0.0,0.0,0.0,10050.0,10050.0,238.07237112788061
