strategy_id,alpha,date,day_index,elapsed_seconds,mip_gap,mip_node_count,fallback,residual_days,reason,check_bus_balance_max_abs_kWh,check_battery_balance_max_abs_kWh,check_boundary_error_kWh,check_state_bound_violation_kWh,check_flow_bound_violation_kWh,check_simultaneous_charge_discharge_kWh,check_binary_integrality_error,check_binary_bound_violation,check_binary_gate_violation_kWh
F01_pv_support,0.8,2025-02-01,31,0.029475499875843525,0.0,1,False,28,,2.2737367544323206e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,1.5543122344752192e-15,0.0,0.0
F01_pv_support,0.8,2025-02-02,32,0.03198960004374385,0.0,1,False,28,,1.1368683772161603e-13,7.958078640513122e-13,0.0,0.0,0.0,0.0,1.2212453270876722e-15,0.0,0.0
F01_pv_support,0.8,2025-02-03,33,0.022540400037541986,0.0,1,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,2.4424906541753444e-15,1.3322676295501878e-15,1.1102230246251565e-12
F01_pv_support,0.8,2025-02-04,34,0.03857330000028014,0.0,1,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,2.9531932455029164e-14,0.0,0.0
F01_pv_support,0.8,2025-02-05,35,0.02551500010304153,0.0,1,False,28,,2.2737367544323206e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,1.5543122344752192e-15,1.5543122344752192e-15,1.2952601953960159e-12
F01_pv_support,0.8,2025-02-06,36,0.027502699987962842,0.0,1,False,28,,2.2737367544323206e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,1.5543122344752192e-15,2.220446049250313e-16,1.850371707708594e-13
F01_pv_support,0.8,2025-02-07,37,0.0380617999471724,0.0,1,False,28,,2.2737367544323206e-13,8.526512829121202e-13,0.0,0.0,0.0,0.0,1.1102230246251565e-15,1.1102230246251565e-15,9.25185853854297e-13
F01_pv_support,0.8,2025-02-08,38,0.04098620009608567,0.0,1,False,28,,2.2737367544323206e-13,1.7763568394002505e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F01_pv_support,0.8,2025-02-09,39,0.02630000002682209,0.0,1,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,1.1102230246251565e-15,1.1102230246251565e-15,9.25185853854297e-13
F01_pv_support,0.8,2025-02-10,40,0.016252900008112192,0.0,1,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F01_pv_support,0.8,2025-02-11,41,0.014741600025445223,0.0,1,False,28,,2.2737367544323206e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F01_pv_support,0.8,2025-02-12,42,0.01448559993878007,0.0,1,False,28,,1.1368683772161603e-13,7.389644451905042e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F01_pv_support,0.8,2025-02-13,43,0.032134100096300244,0.0,1,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,5.551115123125783e-16,0.0,0.0
F01_pv_support,0.8,2025-02-14,44,0.04116669995710254,0.0,1,False,28,,2.2737367544323206e-13,1.0231815394945443e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F01_pv_support,0.8,2025-02-15,45,0.05441169999539852,1.974395757752121e-16,1,False,28,,2.2737367544323206e-13,1.0231815394945443e-12,0.0,3.410605131648481e-12,3.789561257387201e-12,0.0,1.3589261410362178e-14,1.3589261410362178e-14,7.534823251247947e-12
F01_pv_support,0.8,2025-02-16,46,0.022382100112736225,0.0,1,False,28,,1.1368683772161603e-13,7.958078640513122e-13,0.0,0.0,0.0,0.0,1.887379141862766e-15,0.0,0.0
F01_pv_support,0.8,2025-02-17,47,0.026727800024673343,0.0,1,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F01_pv_support,0.8,2025-02-18,48,0.02716560009866953,0.0,1,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F01_pv_support,0.8,2025-02-19,49,0.014629599871113896,0.0,1,False,28,,1.1368683772161603e-13,7.105427357601002e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F01_pv_support,0.8,2025-02-20,50,0.030096600065007806,0.0,1,False,28,,1.1368683772161603e-13,8.100187187665142e-13,0.0,0.0,0.0,0.0,8.881784197001252e-16,0.0,0.0
F01_pv_support,0.8,2025-02-21,51,0.0906642999034375,0.0,1,False,28,,2.2737367544323206e-13,1.5347723092418164e-12,0.0,0.0,1.541443801010333e-12,0.0,9.18851149743274e-15,9.18851149743274e-15,7.657092914527283e-12
F01_pv_support,0.8,2025-02-22,52,0.07635940006002784,0.0,1,False,28,,1.1368683772161603e-13,1.3642420526593924e-12,0.0,0.0,0.0,0.0,1.3322676295501878e-15,0.0,0.0
F01_pv_support,0.8,2025-02-23,53,0.031960400054231286,0.0,1,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,1.9984014443252818e-15,1.9984014443252818e-15,1.6653345369377346e-12
F01_pv_support,0.8,2025-02-24,54,0.02408199990168214,1.5000431403093593e-16,1,False,28,,1.1368683772161603e-13,8.633094239485217e-13,0.0,0.0,0.0,0.0,3.3306690738754696e-15,0.0,0.0
F01_pv_support,0.8,2025-02-25,55,0.025807199999690056,0.0,1,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,3.3306690738754696e-15,3.3306690738754696e-15,2.775557561562891e-12
F01_pv_support,0.8,2025-02-26,56,0.024647400015965104,0.0,1,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,2.220446049250313e-16,2.220446049250313e-16,1.850371707708594e-13
F01_pv_support,0.8,2025-02-27,57,0.043166400166228414,0.0,1,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,9.658940314238862e-15,0.0,0.0
F01_pv_support,0.8,2025-02-28,58,0.039396499982103705,0.0,1,False,28,,2.2737367544323206e-13,8.526512829121202e-13,0.0,0.0,0.0,0.0,7.602077530168239e-15,1.1102230246251565e-15,9.25185853854297e-13
F01_pv_support,0.8,2025-03-01,59,0.06070350017398596,2.0727913779051193e-16,1,False,28,,2.2737367544323206e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F01_pv_support,0.8,2025-03-02,60,0.02648069988936186,0.0,1,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,1.9517720772910252e-13,1.9517720772910252e-13,1.626476731075854e-10
F01_pv_support,0.8,2025-03-03,61,0.022701800102367997,0.0,1,False,28,,1.1368683772161603e-13,8.810729923425242e-13,0.0,0.0,0.0,0.0,2.886579864025407e-15,0.0,0.0
F01_pv_support,0.8,2025-03-04,62,0.027524400036782026,0.0,1,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,7.327471962526033e-15,2.220446049250313e-15,1.850371707708594e-12
F01_pv_support,0.8,2025-03-05,63,0.038258199812844396,0.0,1,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,6.217248937900877e-15,0.0,0.0
F01_pv_support,0.8,2025-03-06,64,0.025722499936819077,1.5731670694745795e-16,1,False,28,,1.1368683772161603e-13,9.379164112033322e-13,0.0,0.0,0.0,0.0,2.220446049250313e-16,2.220446049250313e-16,1.850371707708594e-13
F01_pv_support,0.8,2025-03-07,65,0.027155500138178468,0.0,1,False,28,,2.2737367544323206e-13,9.094947017729282e-13,0.0,0.0,3.410605131648481e-12,0.0,9.2148511043888e-15,7.327471962526033e-15,6.10622663543836e-12
F01_pv_support,0.8,2025-03-08,66,0.058532699942588806,0.0,1,False,28,,2.2737367544323206e-13,1.3358203432289883e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F01_pv_support,0.8,2025-03-09,67,0.027850599959492683,0.0,1,False,28,,2.2737367544323206e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,2.220446049250313e-15,0.0,0.0
F01_pv_support,0.8,2025-03-10,68,0.02370729995891452,0.0,1,False,28,,1.1368683772161603e-13,8.526512829121202e-13,0.0,0.0,0.0,0.0,9.2148511043888e-15,1.9984014443252818e-15,1.6653345369377346e-12
F01_pv_support,0.8,2025-03-11,69,0.02534989989362657,0.0,1,False,28,,1.1368683772161603e-13,7.815970093361102e-13,0.0,0.0,0.0,0.0,1.2212453270876722e-15,7.216449660063518e-16,6.013708050052931e-13
F01_pv_support,0.8,2025-03-12,70,0.02808810002170503,0.0,1,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,2.9976021664879227e-14,2.9976021664879227e-14,2.498001805406602e-11
F01_pv_support,0.8,2025-03-13,71,0.031477499986067414,0.0,1,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,1.9984014443252818e-15,1.9984014443252818e-15,1.6653345369377346e-12
F01_pv_support,0.8,2025-03-14,72,0.059870699886232615,0.0,1,False,28,,2.2737367544323206e-13,2.7284841053187847e-12,0.0,0.0,0.0,0.0,2.1094237467877974e-15,0.0,0.0
F01_pv_support,0.8,2025-03-15,73,0.06749700009822845,0.0,1,False,28,,2.2737367544323206e-13,1.0800249583553523e-12,0.0,0.0,1.7905676941154525e-12,0.0,8.659739592076221e-15,8.659739592076221e-15,7.216449660063517e-12
