企业代号,信誉评级,F1,F2,F3,F4,F7,F8,F9,F10,新标签
E1,A,19.339334992069137,44.77598849646748,8.642289885712147,3.811902287524536,0.5158384190642256,0.2362515413070283,0.4011882758460334,0.4610201508548932,A*
E2,A,37.93057884230397,20.02382525554672,12.443068065827743,2.6349626703877203,0.2685968404030352,0.0845203431179664,0.1991079494586697,0.4503646975906083,A*
E3,C,17.288399625944475,12.328292808293927,20.598246464799093,1.2548923700617316,0.1688226266169699,0.5689361525360362,0.4196364050701278,-0.2619968531149262,A*
E4,C,11.936783191535977,42.482752659109465,7.649587223925407,0.8637025805797804,0.2616487455197133,0.7108919766920664,0.5356432901461536,-0.6979984982750158,A*
E5,B,4.018776129574439,8.684699904874861,-1.828622671240264,3.523000565905528,0.3932687874596588,0.5915094339622642,0.5022667367327586,5.0,B*
E6,A,16.64070189321554,15.984145328778297,0.131975382827172,5.655504732887883,0.1830290200229337,0.2509505703422053,0.2196312943612927,0.6185622704496299,A*
E7,A,22.97348609558308,12.376002266112636,19.453568077980847,4.617451853987158,0.156142628082767,0.198306540679838,0.1784740938917992,-0.4182387472791675,A*
E8,A,31.892265693120468,15.13131697399415,7.718749819132827,2.446634040735515,0.2166755413560525,0.0480636604774535,0.156936939055836,0.1173792798219336,A*
E9,A,6.926768625106228,4.926151374721421,5.426135625199025,-0.2947218217229946,0.1234567901234567,0.2526244497121571,0.1988223976567497,0.0387494730158776,C*
E10,B,4.042902826595086,3.1546816435985794,2.314405989149315,-0.1322243163947754,0.1930680986087381,0.4172535211267605,0.3250967483635244,-0.0814967606590612,C*
E11,C,2.947297838516908,4.357562836346469,-1.046304004253736,1.9836336821205027,0.2436530324400564,0.9597135183527306,0.7001488547181278,5.0,B*
E12,B,1.0187790231940093,4.410119964867622,-0.1474032758069605,1.013573575577282,0.1848552338530066,0.9649122807017544,0.6947039538292232,5.0,B*
E13,A,19.557697858609902,9.494341896106544,4.717375716448638,0.1068047115831532,0.3983963174697453,0.1279200499687695,0.2958742680239924,0.0713698974581331,A*
E14,C,14.049577696013513,9.060097838477317,2.682646381880704,3.268222021987196,0.1723894305496679,0.0563549160671462,0.1282458426814957,0.0062394420555896,A*
E15,A,-0.0854429189261904,0.5459593205073737,1.1585329467505925,-1.335822490398518,0.4130434782608695,1.0,0.765050624120338,0.2885827445078333,D*
E16,A,-1.5073651292961634,0.2187268342248823,0.3305521714469228,-1.1157809445742883,0.4758620689655172,0.3006833712984054,0.3980296461669139,0.0548796432599658,C*
E17,A,10.182486144606989,7.455913352917817,0.1119116752326661,3.375255188303403,0.2122093023255813,0.1568047337278106,0.1865750686894682,0.550191859427302,C*
E18,A,5.858291741625353,5.518245384110917,-0.6916325325534014,2.3621975850238304,0.4515177797051171,0.4593175853018372,0.4554343803213308,0.1684605812850727,C*
E19,A,5.408499480581848,9.38063222122956,-0.5391176016155028,2.4675811537777927,0.3996062992125984,0.1174572442723459,0.2945177402147809,0.1668742254540586,C*
E20,B,2.5887918067477966,8.732095525644556,-2.164577955792136,2.6223228210212937,0.2814159292035398,0.5521235521235521,0.4381982097287827,0.0037625812929373,C*
E21,B,2.527602246999485,3.56978133519295,-0.305744909301709,1.8576191615628084,0.2093425605536332,0.6159618008185539,0.4600180690618508,1.4368793675477696,D*
E22,A,2.09345497301422,2.737079087119515,-0.3132689038561721,0.3524230517192652,0.3788819875776397,0.3956466069142125,0.3873550038875916,0.929859467487077,C*
E23,B,8.929334568278444,8.675740232675986,0.3878767345947739,3.890119542928331,0.1583518481114926,0.2095238095238095,0.1857088239121863,-0.1263121955614161,C*
E24,A,2.154777944091756,2.965344055939249,0.0484260552000582,0.9239112991026556,0.2027357107962872,0.5566778900112234,0.4189224520477647,1.068982292390311,C*
E25,C,-1.0378044640288862,-1.8285118893119017,-0.3553746271970541,-0.5841061575610939,0.2248226950354609,0.3425357873210634,0.2897205634733826,0.9750071082464956,C*
E26,A,-1.7695178090119774,-0.8931108947865752,-1.576301405857498,0.0363449024730451,0.3463969658659924,0.3472222222222222,0.3468098395130275,0.1012386426830879,C*
E27,A,0.9498340107438782,-0.1938614207049072,-0.3658273622133271,0.7609376677034839,0.2791423001949317,0.1655313351498637,0.2294788080353106,0.3277070749677346,C*
E28,B,-2.8240391868431103,-2.3457192943452627,-1.0466371603064042,-0.9077340491248856,0.3550295857988165,0.9771528998242532,0.7351441343122538,2.2468589612962337,D*
E29,C,-3.315787851206463,-2.791286110730392,-1.0258513632173138,-0.3209003204315658,0.7,0.9978947368421052,0.8619147016431424,0.8622391066472984,D*
E30,B,-1.7368904157842866,-1.050780598932693,-0.8718104210697981,-0.2057699269441612,0.383289124668435,0.76,0.6018764628597364,0.7940943824094138,D*
E31,A,-1.077027071768666,-1.710227292167498,0.0798125219018287,-0.7197836399058899,0.4296116504854368,0.1575920245398773,0.3235748881104639,0.1884254077073386,C*
E32,B,-1.047828179644546,-2.250722527454879,-0.7049086653902756,-0.2284350308987816,0.5813871196036801,0.7844202898550725,0.6904079134748455,0.762588944159296,D*
E33,B,1.0753240027925564,1.2526455244899004,-0.7543552293961466,-0.1554233184612185,0.1670533642691415,0.2534948741845294,0.2146700698181617,-0.2088375924100445,C*
E34,B,2.290719245414114,1.0556917372533434,-0.2165181310665251,0.5847465757242497,0.1658726721524469,0.7128712871287128,0.5175418897922858,0.3783937679780782,D*
E35,B,-1.7075323059918073,-1.2444725152483236,-0.9877049236982968,0.2427599377476,0.2047832585949177,0.6428571428571429,0.4770751980155759,0.5979941713291463,D*
E36,D,-0.246862347605986,-1.2341824046428134,-0.1991280023670756,-0.0802315391378451,0.1485330073349633,0.1435035552682611,0.1460399339951219,0.4834770420826636,C*
E37,B,-1.0151967515513298,-0.2395611201832626,-0.9670107768081732,0.1845630999896702,0.3220064724919094,0.2050274941084053,0.2699300295141826,0.3810827961911339,C*
E38,B,-1.7601523951663716,-1.711944553922524,-0.8764786537652931,-0.474262102615439,0.2421796165489404,0.7643312101910829,0.5669449556808656,0.4887304871912145,D*
E39,C,-3.235856943894828,-2.799287133311259,-0.8522446647166785,-0.4726204286165026,0.5212765957446809,1.0,0.7974112142650001,2.13564122053996,D*
E40,C,0.4933118388469064,-1.9909785419607,0.3146214599356417,0.4193460716981376,0.1994917407878017,0.0815402038505096,0.1523905500458118,1.817096081491156,C*
